chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.algorithms,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-07-27 05:31:43.902622,slurm_normal,1437975202.0,0.0,1.0,main_w1_handler2,2267999,10003469,False,,11626177527,interval,4285936.roundup,slurm,,132112168.0,corral-repl,,,"[""md5""]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20573970,,32.0,,24332220,1437975122.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-07-27 05:33:25.439023,62241.0,80.0
,,2015-07-27 05:31:53.010874,slurm_normal,1437975176.0,0.0,1.0,main_w1_handler2,2267999,10003478,False,,5382929994,interval,4285942.roundup,slurm,,132112168.0,corral-repl,,,"[""md5""]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20573971,,32.0,,24332220,1437975134.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-07-27 05:33:01.545775,62241.0,42.0
,,2015-03-20 16:27:58.779332,rodeo_normal,1426868900.0,0.0,1.0,main_w2_handler0,2243388,8997248,False,,8805,tabular,3257993.roundup,slurm,,132112168.0,corral-repl,,,"[""sha1""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",18931408,,32.0,,21919730,1426868896.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-03-20 16:28:33.672262,,4.0
,,2015-03-20 16:26:45.028303,rodeo_normal,1426868818.0,0.0,1.0,main_w1_handler0,2243388,8997228,False,,38,tabular,3257957.roundup,slurm,,132112168.0,corral-repl,,,"[""sha1""]","""/galaxy-repl/localdata/chrom/?.len""","""?""",18934172,,32.0,,21919730,1426868816.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-03-20 16:27:00.845348,,2.0
,,2015-03-25 04:01:09.372777,rodeo_normal,1427275917.0,0.0,1.0,main_w1_handler0,2238175,9030195,False,,5151447927,interval,3317030.roundup,slurm,,132112168.0,corral-repl,,,"[""md5""]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18983042,,32.0,,21918816,1427275885.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-03-25 09:31:59.503301,23909.0,32.0
,,2015-05-05 13:19:24.070830,slurm_normal,1430832646.0,0.0,1.0,main_w2_handler0,2289346,9399239,False,,14100887738,fastqsanger,3730319.roundup,slurm,,132112168.0,corral-repl,,"""1439927cf32911e4b2b6005056a51846""","""md5""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19534294,,32.0,,22849378,1430832392.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-05-05 13:30:47.503188,44985.0,254.0
,,2015-03-25 04:01:32.845345,rodeo_normal,1427259821.0,0.0,1.0,main_w2_handler1,2238175,9030200,False,,1212409850,interval,3315613.roundup,slurm,,132112168.0,corral-repl,,,"[""md5""]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18983043,,32.0,,21918816,1427259806.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-03-25 05:03:45.307947,23909.0,15.0
,,2015-05-05 15:36:16.336673,slurm_normal,1430840330.0,0.0,1.0,main_w2_handler1,2289346,9400579,False,,3653022006,bam,3731481.roundup,slurm,,132112168.0,corral-repl,,"""4d8e2656f33c11e4b601005056a51846""","""md5""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19566198,,32.0,,22849378,1430840195.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-05-05 15:38:58.490079,44985.0,135.0
,,2015-05-05 15:36:36.265215,slurm_normal,1430840292.0,0.0,1.0,main_w2_handler0,2289346,9400582,False,,2905944347,bam,3731484.roundup,slurm,,132112168.0,corral-repl,,"""4d8e2656f33c11e4b601005056a51846""","""md5""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19566201,,32.0,,22849378,1430840225.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-05-05 15:38:24.847511,44985.0,67.0
,,2015-05-05 15:35:31.363089,slurm_normal,1430840291.0,0.0,1.0,main_w2_handler0,2289346,9400571,False,,2910982714,bam,3731473.roundup,slurm,,132112168.0,corral-repl,,"""4d8e2656f33c11e4b601005056a51846""","""md5""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19566196,,32.0,,22849378,1430840156.0,ok,1023996.0,secure_hash_message_digest,0.0.1,,2015-05-05 15:38:24.808804,44985.0,135.0
