create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.l,parameters.addition.r,parameters.addition.w,parameters.bed,parameters.chromInfo,parameters.dbkey,parameters.header,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.nooverlaps,parameters.number,parameters.original,parameters.strandB,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-28 19:40:50.507402,slurm_normal,1454010068.0,0,1.0,main_w2_handler1,2561345,11625589,False,,22782,bed,118725,bed,5889547.roundup,slurm,,132112168.0,corral-repl,,0,window,,,200,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""",23060636,,23072238,,"""False""","""True""","""False""","""""",32.0,,27799599,1454010062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-01-28 19:41:14.432519,76583.0,6.0
2016-01-28 19:41:07.019407,slurm_normal,1454010090.0,0,1.0,main_w1_handler0,2561345,11625591,False,,22782,bed,118725,bed,5889549.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""",23060636,,23072238,,"""False""","""True""","""False""","""""",32.0,,27799599,1454010080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-01-28 19:41:36.990984,76583.0,10.0
2016-01-28 19:41:31.277181,slurm_normal,1454010296.0,0,1.0,main_w2_handler0,2561345,11625592,False,,22782,bed,118725,bed,5889550.roundup,slurm,,132112168.0,corral-repl,,0,window,,,10000,"""False""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""False""",23060636,,23072238,,"""False""","""True""","""False""","""""",32.0,,27799599,1454010171.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-01-28 19:45:09.930094,76583.0,125.0
2016-01-29 14:47:41.231625,slurm_normal,1454078878.0,0,1.0,main_w2_handler0,2408954,11631266,False,,24859,bed,150156,bed,5895250.roundup,slurm,,132112168.0,corral-repl,,0,window,,,5000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23055434,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454078872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-01-29 14:48:06.868606,65481.0,6.0
2016-01-29 13:46:15.682626,slurm_normal,1454075246.0,0,1.0,main_w2_handler0,2549611,11630937,False,,11976,bed,43413,bed,5894906.roundup,slurm,,132112168.0,corral-repl,,0,window,,,250,"""False""","""/galaxy-repl/localdata/chrom/caulCres.len""","""caulCres""","""False""",22699917,,22818969,,"""False""","""False""","""True""","""""",32.0,,27046423,1454075226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-01-29 13:47:41.938050,75857.0,20.0
2016-02-01 20:45:00.912309,slurm_normal,1454359526.0,0,1.0,main_w1_handler1,2408954,11661969,False,,560261,bed,150156,bed,5921595.roundup,slurm,,132112168.0,corral-repl,,0,window,,,500,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454359520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-01 20:45:34.634657,65481.0,6.0
2016-02-02 00:50:51.177182,slurm_normal,1454374268.0,0,1.0,main_w1_handler2,2569445,11665321,False,,3340,bed,5399982,bed,5924461.roundup,slurm,,132112168.0,corral-repl,,0,window,,,2000,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",23120695,,23008883,,"""False""","""False""","""False""","""""",32.0,,27953032,1454374264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 00:51:13.309161,42716.0,4.0
2016-02-02 15:06:12.819340,slurm_normal,1454425609.0,0,1.0,main_w2_handler0,2408954,11681773,False,,560261,bed,140115,bed,5935473.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22987102,,"""False""","""False""","""True""","""""",32.0,,27054484,1454425603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:06:53.413992,65481.0,6.0
2016-02-02 15:08:24.239464,slurm_normal,1454425745.0,0,1.0,main_w2_handler1,2408954,11681792,False,,560261,bed,140115,bed,5935507.roundup,slurm,,132112168.0,corral-repl,,0,window,,,500,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22987102,,"""False""","""False""","""True""","""""",32.0,,27054484,1454425727.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:09:16.628901,65481.0,18.0
2016-02-02 15:10:03.910333,slurm_normal,1454425863.0,0,1.0,main_w1_handler1,2408954,11681796,False,,560261,bed,140115,bed,5935533.roundup,slurm,,132112168.0,corral-repl,,0,window,,,200,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22987102,,"""False""","""False""","""True""","""""",32.0,,27054484,1454425834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:11:08.294600,65481.0,29.0
2016-02-02 15:12:50.042869,slurm_normal,1454426002.0,0,1.0,main_w2_handler1,2408954,11681820,False,,25804,bed,161413,bed,5935592.roundup,slurm,,132112168.0,corral-repl,,0,window,,,200,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23143476,,22991189,,"""False""","""False""","""True""","""""",32.0,,27054484,1454425997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:13:26.735767,65481.0,5.0
2016-02-02 15:16:51.258324,slurm_normal,1454426246.0,0,1.0,main_w2_handler1,2408954,11681840,False,,560261,bed,161413,bed,5935659.roundup,slurm,,132112168.0,corral-repl,,0,window,,,500,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22991189,,"""False""","""False""","""True""","""""",32.0,,27054484,1454426241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:17:35.362837,65481.0,5.0
2016-02-02 15:18:44.131554,slurm_normal,1454426356.0,0,1.0,main_w1_handler1,2408954,11681856,False,,560261,bed,161413,bed,5935699.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22991189,,"""False""","""False""","""True""","""""",32.0,,27054484,1454426351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:19:22.232485,65481.0,5.0
2016-02-02 15:20:49.138992,slurm_normal,1454426477.0,0,1.0,main_w2_handler1,2408954,11681874,False,,560261,bed,161413,bed,5935740.roundup,slurm,,132112168.0,corral-repl,,0,window,,,200,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048290,,22991189,,"""False""","""False""","""True""","""""",32.0,,27054484,1454426472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:21:25.611868,65481.0,5.0
2016-02-02 15:37:43.280781,slurm_normal,1454427496.0,0,1.0,main_w2_handler0,2408954,11682017,False,,9856,bed,150156,bed,5936033.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048298,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454427486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:38:20.284556,65481.0,10.0
2016-02-02 15:47:09.416213,slurm_normal,1454428095.0,0,1.0,main_w1_handler1,2408954,11682099,False,,17159,bed,150156,bed,5936217.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23143562,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454428080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:48:26.023058,65481.0,15.0
2016-02-02 15:39:15.609166,slurm_normal,1454427581.0,0,1.0,main_w2_handler1,2408954,11682034,False,,9856,bed,150156,bed,5936069.roundup,slurm,,132112168.0,corral-repl,,0,window,,,5000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23048298,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454427576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:39:48.477580,65481.0,5.0
2016-02-02 15:47:44.112734,slurm_normal,1454428093.0,0,1.0,main_w1_handler2,2408954,11682102,False,,17159,bed,150156,bed,5936219.roundup,slurm,,132112168.0,corral-repl,,0,window,,,5000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23143562,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454428088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:48:21.573941,65481.0,5.0
2016-02-02 15:50:05.241842,slurm_normal,1454428230.0,0,1.0,main_w2_handler0,2408954,11682115,False,,25804,bed,150156,bed,5936243.roundup,slurm,,132112168.0,corral-repl,,0,window,,,5000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23143476,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454428224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:50:37.141883,65481.0,6.0
2016-02-02 15:49:40.922108,slurm_normal,1454428254.0,0,1.0,main_w1_handler1,2408954,11682113,False,,25804,bed,150156,bed,5936244.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",23143476,,21086767,,"""False""","""False""","""True""","""""",32.0,,27054484,1454428235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-02-02 15:51:11.493662,65481.0,19.0
2016-06-17 16:05:52.352448,slurm_normal,1466179568.0,0,1.0,main_w1_handler1,2736972,13193924,False,,90727,bed,115740,bed,7378658.roundup,slurm,,132112168.0,corral-repl,,0,window,,,1000,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532caef0ef2221e90'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a892962d3d514511'}]","""false""","""false""","""false""","""""",32.0,,30826570,1466179566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-06-17 16:06:10.526331,64016.0,2.0
2016-06-17 16:08:23.204631,slurm_normal,1466179715.0,0,1.0,main_w1_handler0,2736972,13193947,False,,90727,bed,115740,bed,7378676.roundup,slurm,,132112168.0,corral-repl,,0,window,,,100,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532caef0ef2221e90'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a892962d3d514511'}]","""false""","""false""","""false""","""""",32.0,,30826570,1466179712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.22.0,2.22.0,,2016-06-17 16:08:38.790445,64016.0,3.0
