axes,axes_filetype,create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.axes.values,parameters.axes|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.dist.values,parameters.dist|__identifier__,parameters.epsilon,parameters.iters,parameters.maxdim,parameters.maxiters,parameters.mindim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-20 21:03:05.319048,reserved_normal,1657,mothur.dist,1513803816.0,0,,1.0,main_w4_handler0,3280912,17864660,False,,11936278.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012009}]","""thetayc.0.03.lt.ave""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:52.522954,5254,5.0
,,2017-12-20 21:03:01.718628,reserved_normal,1657,mothur.dist,1513803797.0,0,,1.0,main_w4_handler1,3280912,17864657,False,,11936274.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012006}]","""jclass.0.03.lt.ave""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:21.850470,5254,6.0
,,2017-12-20 21:03:06.088024,reserved_normal,1657,mothur.dist,1513803820.0,0,,1.0,main_w4_handler0,3280912,17864661,False,,11936279.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012010}]","""thetayc.0.03.lt""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:53.965864,5254,6.0
,,2017-12-20 21:03:07.758654,reserved_normal,1657,mothur.dist,1513803819.0,0,,1.0,main_w4_handler0,3280912,17864662,False,,11936280.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012011}]","""thetayc.0.03.lt.std""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:54.615810,5254,5.0
,,2017-12-20 21:03:03.193392,reserved_normal,1657,mothur.dist,1513803797.0,0,,1.0,main_w4_handler1,3280912,17864658,False,,11936275.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012007}]","""jclass.0.03.lt""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:22.105654,5254,5.0
,,2017-12-20 21:03:03.500555,reserved_normal,1657,mothur.dist,1513803802.0,0,,1.0,main_w4_handler0,3280912,17864659,False,,11936276.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012008}]","""jclass.0.03.lt.std""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,42691248,1513803797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:03:34.349023,5254,5.0
,,2017-12-20 21:47:00.987422,reserved_normal,1657,mothur.dist,1513806444.0,0,,1.0,main_w3_handler1,3280912,17864883,False,,11936550.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012009}]","""thetayc.0.03.lt.ave""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:33.442078,5254,7.0
,,2017-12-20 21:46:59.189801,reserved_normal,1657,mothur.dist,1513806451.0,0,,1.0,main_w4_handler1,3280912,17864882,False,,11936554.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012008}]","""jclass.0.03.lt.std""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:46.826234,5254,5.0
,,2017-12-20 21:47:04.854220,reserved_normal,1657,mothur.dist,1513806449.0,0,,1.0,main_w3_handler1,3280912,17864885,False,,11936552.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012011}]","""thetayc.0.03.lt.std""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:40.504163,5254,5.0
,,2017-12-20 21:46:58.536719,reserved_normal,1657,mothur.dist,1513806446.0,0,,1.0,main_w4_handler0,3280912,17864881,False,,11936551.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012007}]","""jclass.0.03.lt""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:41.636979,5254,4.0
,,2017-12-20 21:46:57.305043,reserved_normal,1657,mothur.dist,1513806449.0,0,,1.0,main_w4_handler1,3280912,17864880,False,,11936553.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012006}]","""jclass.0.03.lt.ave""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:45.458375,5254,5.0
,,2017-12-20 21:47:03.297848,reserved_normal,1657,mothur.dist,1513806457.0,0,,1.0,main_w4_handler1,3280912,17864884,False,,11936555.roundup,slurm,,132111800.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33012010}]","""thetayc.0.03.lt""","""1e-12""","""10""","""3""","""500""","""3""",32.0,,42691248,1513806453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2017-12-20 21:47:50.207751,5254,4.0
,,2018-01-12 09:11:27.054932,slurm_normal,625,mothur.dist,1515748298.0,0,,1.0,main_w4_handler0,3389962,18012735,False,,12089776,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33276780}]",,"""1e-12""","""10""","""2""","""500""","""2""",32.0,,43151651,1515748293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2018-01-12 09:11:40.674337,72172,5.0
,,2018-01-12 09:12:31.113094,slurm_normal,625,mothur.dist,1515748360.0,0,,1.0,main_w4_handler0,3389962,18012756,False,,12089779,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33276780}]",,"""1e-12""","""10""","""3""","""500""","""3""",32.0,,43151651,1515748356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2018-01-12 09:12:43.525660,72172,4.0
3673.0,mothur.axes,2018-01-12 18:28:17.773389,slurm_normal,1657,mothur.dist,1515781707.0,0,,1.0,main_w4_handler1,3390534,18019709,False,,12097091,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33290283}]","""thetayc.0.03.lt""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33289920}]","""thetayc.0.03.lt""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,43165624,1515781702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2018-01-12 18:28:31.226210,119655,5.0
3672.0,mothur.axes,2018-01-12 18:28:15.864773,slurm_normal,1657,mothur.dist,1515781712.0,0,,1.0,main_w3_handler1,3390534,18019707,False,,12097093,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 33290277}]","""jclass.0.03.lt.std""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33289918}]","""jclass.0.03.lt.std""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,43165624,1515781707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2018-01-12 18:30:58.697625,119655,5.0
,,2018-01-12 18:20:35.975344,slurm_normal,1193,mothur.dist,1515781249.0,0,,1.0,main_w4_handler1,3287353,18019640,False,,12097020,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33288855}]","""thetayc.0.03.lt""","""1e-12""","""10""","""2""","""500""","""2""",32.0,,43135597,1515781240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_nmds/mothur_nmds/1.36.1.0,1.36.1.0,,2018-01-12 18:20:51.884596,113659,9.0
