create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-13 17:50:51.271155,slurm_normal,1473789104.0,0,1.0,main_w3_handler1,2819267,13843846,False,428916736,gemini.sqlite,,8066537.roundup,slurm,,132112168.0,corral-repl,,"""9a08919e79da11e69842005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fa4684f99e7efcf1'}]",32.0,,32941547.0,1473789084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-13 17:51:51.231426,42102,20.0
2016-09-13 17:23:41.395916,slurm_normal,1473787441.0,0,1.0,main_w3_handler1,2819207,13843694,False,186754048,gemini.sqlite,,8066388.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516c7148ca977be92'}]",32.0,,32940546.0,1473787436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-13 17:24:02.736844,43732,5.0
2016-09-14 12:40:08.201918,slurm_normal,1473859256.0,0,1.0,main_w3_handler0,2820023,13848715,False,355899392,gemini.sqlite,,8071984.roundup,slurm,,132112168.0,corral-repl,,"""5ba100e67a7811e691cd005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf301a70542a6d0a'}]",32.0,,32950954.0,1473859251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-14 13:20:57.752365,42102,5.0
2016-09-15 03:43:03.321383,slurm_normal,1473913119.0,0,1.0,main_w3_handler0,2820747,13853456,False,355900416,gemini.sqlite,,8076576.roundup,slurm,,132112168.0,corral-repl,,"""7e91f12c7af611e69275005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7dc5313125a001b'}]",32.0,,32950954.0,1473913112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-15 04:18:41.383171,42102,7.0
2016-09-15 04:54:04.778986,slurm_normal,1473919567.0,0,1.0,main_w3_handler0,2820818,13853581,False,264665088,gemini.sqlite,,8076796.roundup,slurm,,132112168.0,corral-repl,,"""6b77e24a7b0011e69bbc005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54574ce2002df6084'}]",32.0,,32950954.0,1473919562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-15 06:06:08.365738,42102,5.0
2016-09-15 04:54:30.547793,slurm_normal,1474031991.0,0,1.0,main_w3_handler0,2820819,13853594,False,2804011008,gemini.sqlite,,8088146.roundup,slurm,,132112168.0,corral-repl,,"""7a3864f87b0011e6a225005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52d8ef989ebd250d4'}]",32.0,,32950954.0,1474031971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-16 13:19:52.985762,42102,20.0
2016-07-06 10:40:28.934762,slurm_normal,1467801683.0,0,1.0,main_w2_handler1,2758886,13342817,False,180881408,gemini.sqlite,,7551578.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51065862c933989e1'}]",32.0,,29905733.0,1467801673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-07-06 10:41:26.500096,60534,10.0
2016-09-16 14:47:40.567789,slurm_normal,1474040399.0,0,1.0,main_w3_handler0,2822388,13865996,False,355899392,gemini.sqlite,,8089948.roundup,slurm,,132112168.0,corral-repl,,"""7f659cee7c1c11e6a24e005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52beee0c9cf90c658'}]",32.0,,32993553.0,1474040387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-16 15:40:00.444244,38442,12.0
2016-09-17 05:45:09.952084,slurm_normal,1474092778.0,0,1.0,main_w4_handler0,2822924,13870482,False,355899392,gemini.sqlite,,8093919.roundup,slurm,,132112168.0,corral-repl,,"""e2c5fb127c9911e69c9d005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae1498386aa231c1'}]",32.0,,32993553.0,1474092774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-17 06:13:01.056793,38442,4.0
2016-09-19 08:14:21.073353,slurm_normal,1474272903.0,0,1.0,main_w3_handler1,2819267,13880351,False,428916736,gemini.sqlite,,8103396.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5100c84dcafd45e0d'}]",32.0,,33021032.0,1474272874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_actionable_mutations/gemini_actionable_mutations/0.18.1.0,0.18.1.0,,2016-09-19 08:15:06.347621,42102,29.0
