chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_chromCol,parameters.input1_column_types,parameters.input1_columns,parameters.input1_dbkey,parameters.input1_endCol,parameters.input1_nameCol,parameters.input1_startCol,parameters.input1_strandCol,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-21 07:52:41.015610,slurm_normal,1500623576.0,0.0,,1.0,main_w4_handler0,3196401,16381975,False,,1190152,bed,10447023.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30548385}]",,,,,,,,,32.0,,39378054.0,1500623571.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-21 07:53:01.433131,,5.0
,,2017-12-15 02:30:28.885211,slurm_normal,1513305039.0,0.0,,1.0,main_w3_handler0,3366439,17814008,False,,71293,bed,11882596,slurm,,132112168.0,corral-repl,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32942106}]",,,,,,,,,32.0,,42673415.0,1513305035.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-12-15 02:30:41.110654,,4.0
,,2017-07-20 12:15:04.172711,slurm_normal,1500552935.0,0.0,,1.0,main_w3_handler1,3196401,16374469,False,,12960370,bed,10439365.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30537930}]",,,,,,,,,32.0,,39378054.0,1500552915.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-20 12:15:39.271249,,20.0
,,2017-07-20 11:51:02.373565,slurm_normal,1500551479.0,0.0,,1.0,main_w3_handler0,3196401,16374221,False,,12960370,bed,10439123.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30533902}]",,,,,,,,,32.0,,39378054.0,1500551468.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-20 11:51:20.713891,,11.0
,,2017-07-20 15:02:03.298707,slurm_normal,1500563119.0,0.0,,1.0,main_w3_handler1,3197509,16376049,False,,5201721,bed,10441033.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30540566}]",,,,,,,,,32.0,,39284288.0,1500563108.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-20 15:05:20.800667,108884.0,11.0
,,2017-07-20 15:02:00.219984,slurm_normal,1500563161.0,0.0,,1.0,main_w3_handler1,3197509,16376046,False,,9923383,bed,10441048.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30540563}]",,,,,,,,,32.0,,39284288.0,1500563148.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-20 15:06:03.812501,108884.0,13.0
,,2017-07-21 01:53:44.109979,slurm_normal,1500602040.0,0.0,,1.0,main_w4_handler1,3198095,16380609,False,,6690404,bed,10445741.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30547239}]",,,,,,,,,32.0,,39414818.0,1500602030.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-21 01:54:04.154704,,10.0
,,2017-07-20 22:47:12.746838,slurm_normal,1500590845.0,0.0,,1.0,main_w4_handler0,3197831,16379696,False,,32206292,bed,10444779.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30546093}]",,,,,,,,,32.0,,39403961.0,1500590838.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-20 22:47:26.530927,109193.0,7.0
,,2017-07-21 06:13:16.375348,slurm_normal,1500617608.0,0.0,,1.0,main_w4_handler0,3196401,16381357,False,,1190152,bed,10446459.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30547654}]",,,,,,,,,32.0,,39378054.0,1500617603.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-21 06:13:33.721655,,5.0
,,2017-07-21 08:00:37.886037,slurm_normal,1500624090.0,0.0,,1.0,main_w4_handler1,3196401,16382022,False,,1190152,bed,10447085.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30549318}]",,,,,,,,,32.0,,39378054.0,1500624075.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-21 08:01:32.798318,,15.0
,,2017-07-21 12:04:11.535330,slurm_normal,1500638666.0,0.0,,1.0,main_w3_handler0,3184031,16383316,False,,37344747,bed,10448533.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30551346}]",,,,,,,,,32.0,,39137148.0,1500638661.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-21 12:04:30.828290,108651.0,5.0
,,2017-07-24 03:11:43.016357,slurm_normal,1500865917.0,0.0,,1.0,main_w4_handler1,3172658,16401547,False,,189426,bed,10465650.roundup,slurm,,132112168.0,corral-repl,,,,,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""",,"[{'src': 'hda', 'id': 30549345}]",,,,,,,,,32.0,,39155301.0,1500865913.0,ok,1023996.0,CONVERTER_bed_to_gff_0,2.0.0,,2017-07-24 03:11:58.455413,108204.0,4.0
