chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.casing,parameters.chromInfo,parameters.cols,parameters.dbkey,parameters.delimiter,parameters.input,parameters.input.values,parameters.input_chromCol,parameters.input_column_types,parameters.input_columns,parameters.input_dbkey,parameters.input_endCol,parameters.input_nameCol,parameters.input_startCol,parameters.input_strandCol,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-16 11:17:36.869653,rodeo_normal,1426504674.0,0.0,,1.0,main_w2_handler1,2238382,8956437,False,,515,txt,3180939.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1,c2""","""?""","""TAB""",18868490,,,,,,,,,,,32.0,,21828438.0,1426504669.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-16 11:17:59.529336,,5.0
,,2015-03-17 15:17:26.097994,rodeo_normal,1426605473.0,0.0,,1.0,main_w2_handler1,2239328,8967967,False,,5118739,tabular,3203391.roundup,slurm,,132112168.0,corral-repl,,,"""lo""","""/galaxy-repl/localdata/chrom/rn5.len""","""c3""","""rn5""","""TAB""",18884734,,,,,,,,,,,32.0,,21855102.0,1426605468.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-17 15:17:55.647398,60948.0,5.0
,,2015-03-24 13:18:37.243383,rodeo_normal,1427203134.0,0.0,,1.0,main_w1_handler1,2180333,9023200,False,,2358474,tabular,3307425.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c2""","""?""","""TAB""",18974132,,,,,,,,,,,32.0,,20589430.0,1427203130.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-24 13:18:56.470495,,4.0
,,2015-03-20 15:31:45.718185,rodeo_normal,1426865527.0,0.0,,1.0,main_w2_handler0,2243388,8996841,False,,12690382,interval,3257216.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1""","""?""","""TAB""",18932067,,,,,,,,,,,32.0,,21919730.0,1426865518.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-20 15:32:18.025970,,9.0
,,2015-06-19 04:34:10.318321,slurm_normal,1434688478.0,0.0,,1.0,main_w1_handler2,2170723,9689502,False,,527746,tabular,3998660.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1,c2""","""?""","""TAB""",20053208,,,,,,,,,,,32.0,,23668017.0,1434688473.0,ok,1023996.0,ChangeCase,1.0.0,,2015-06-19 04:34:40.686091,41185.0,5.0
,,2015-03-28 21:05:35.223992,rodeo_normal,1427576748.0,0.0,,1.0,main_w1_handler0,2252814,9074594,False,,375364,tabular,3360848.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1""","""?""","""TAB""",19046842,,,,,,,,,,,32.0,,22094944.0,1427576745.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-28 21:05:50.504387,61629.0,3.0
,,2015-03-28 21:22:57.543622,rodeo_normal,1427577794.0,0.0,,1.0,main_w2_handler0,2252814,9074642,False,,375299,tabular,3360922.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1""","""?""","""TAB""",19046843,,,,,,,,,,,32.0,,22094944.0,1427577790.0,ok,1023996.0,ChangeCase,1.0.0,,2015-03-28 21:23:16.775399,61629.0,4.0
,,2015-05-05 22:57:24.584080,slurm_normal,1430866747.0,0.0,,1.0,main_w2_handler1,2294469,9404282,False,,11595773,fasta,3735057.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1,c2""","""?""","""TAB""",19593743,,,,,,,,,,,32.0,,22737811.0,1430866743.0,ok,1023996.0,ChangeCase,1.0.0,,2015-05-05 22:59:12.074864,62065.0,4.0
,,2015-05-06 03:09:46.289549,slurm_normal,1430881808.0,0.0,,1.0,main_w2_handler0,2294976,9405695,False,,236453,fasta,3736474.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1,c2""","""?""","""TAB""",19596225,,,,,,,,,,,32.0,,22737811.0,1430881800.0,ok,1023996.0,ChangeCase,1.0.0,,2015-05-06 03:10:10.009745,62065.0,8.0
,,2015-06-21 19:31:42.299862,slurm_normal,1434915121.0,0.0,,1.0,main_w2_handler1,2252814,9702714,False,,389985,tabular,4010948.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1""","""?""","""TAB""",20085858,,,,,,,,,,,32.0,,23225795.0,1434915115.0,ok,1023996.0,ChangeCase,1.0.0,,2015-06-21 19:32:04.695803,61629.0,6.0
,,2015-05-11 15:03:15.482543,slurm_normal,1431356621.0,0.0,,1.0,main_w2_handler1,2301326,9444869,False,,631836,tabular,3770859.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c6""","""?""","""PIPE""",19662645,,,,,,,,,,,32.0,,22996917.0,1431356618.0,ok,1023996.0,ChangeCase,1.0.0,,2015-05-11 15:03:45.588321,,3.0
,,2015-04-20 17:03:55.510709,slurm_normal,1429549456.0,0.0,,1.0,main_w2_handler1,2190463,9280235,False,,586501,bed,3582720.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/hg19.len""","""c1,c2""","""hg19""","""TAB""",19387488,,,,,,,,,,,32.0,,21973311.0,1429549451.0,ok,1023996.0,ChangeCase,1.0.0,,2015-04-20 17:04:17.762890,57800.0,5.0
,,2015-05-12 08:19:35.623018,slurm_normal,1431418817.0,0.0,,1.0,main_w2_handler0,2301326,9451377,False,,130876,tabular,3776733.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c3""","""?""","""SPACE""",19663845,,,,,,,,,,,32.0,,22996917.0,1431418814.0,ok,1023996.0,ChangeCase,1.0.0,,2015-05-12 08:20:23.853455,,3.0
,,2015-05-12 08:17:52.087777,slurm_normal,1431418704.0,0.0,,1.0,main_w1_handler1,2301326,9451358,False,,130876,tabular,3776714.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c3""","""?""","""TAB""",19663845,,,,,,,,,,,32.0,,22996917.0,1431418702.0,ok,1023996.0,ChangeCase,1.0.0,,2015-05-12 08:18:29.007994,,2.0
,,2015-04-21 18:01:09.202820,slurm_normal,1429639596.0,0.0,,1.0,main_w1_handler0,2195005,9291637,False,,322457,tabular,3603574.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c2""","""?""","""SPACE""",19404431,,,,,,,,,,,32.0,,21003236.0,1429639589.0,ok,1023996.0,ChangeCase,1.0.0,,2015-04-21 18:06:38.641022,,7.0
,,2015-04-21 19:49:11.535813,slurm_normal,1429646022.0,0.0,,1.0,main_w2_handler1,2195005,9292924,False,,322661,tabular,3605468.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c2""","""?""","""TAB""",19406438,,,,,,,,,,,32.0,,21003236.0,1429646018.0,ok,1023996.0,ChangeCase,1.0.0,,2015-04-21 19:53:48.066689,,4.0
,,2015-04-29 16:15:13.535845,slurm_normal,1430324143.0,0.0,,1.0,main_w2_handler0,2287580,9360842,False,,1502178,tabular,3697335.roundup,slurm,,132112168.0,corral-repl,,,"""up""","""/galaxy-repl/localdata/chrom/?.len""","""c1""","""?""","""PIPE""",19513349,,,,,,,,,,,32.0,,22779332.0,1430324129.0,ok,1023996.0,ChangeCase,1.0.0,,2015-04-29 16:15:45.572744,,14.0
