create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-05 07:35:25.889191,slurm_normal,1438762287.0,1.0,1.0,main_w1_handler1,2400247,10065550,False,,4084135,fasta,4344209.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20691089,,"""seqtable """,32.0,,24457689,1438761521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-05 08:11:28.657301,,766.0
2015-08-06 10:51:40.325844,slurm_normal,1438859324.0,1.0,1.0,main_w1_handler2,2402368,10071654,False,,562437,fasta,4349739.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20702105,,"""seqtable """,32.0,,24457511,1438859305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-06 11:08:46.969311,,19.0
2015-08-06 10:53:14.886882,slurm_normal,1438860074.0,1.0,1.0,main_w1_handler0,2402368,10071661,False,,4084135,fasta,4349742.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20702149,,"""seqtable """,32.0,,24457511,1438859333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-06 11:21:17.466860,,741.0
2015-08-06 10:54:27.702703,slurm_normal,1438861292.0,1.0,1.0,main_w2_handler1,2402368,10071664,False,,1081337,fasta,4349881.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20702107,,"""seqtable """,32.0,,24457511,1438861235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-06 11:41:36.297359,,57.0
2015-08-06 10:55:39.936478,slurm_normal,1438861448.0,1.0,1.0,main_w2_handler1,2402368,10071666,False,,1689985,fasta,4349884.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20702110,,"""seqtable """,32.0,,24457511,1438861305.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-06 11:44:12.465109,,143.0
2015-08-07 09:19:36.504211,slurm_normal,1438940016.0,1.0,1.0,main_w2_handler1,2402368,10077115,False,,4084135,fasta,4354723.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20702149,,"""seqtable """,32.0,,24457511,1438939216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-08-07 09:33:39.973357,,800.0
2015-11-04 19:49:38.037673,slurm_normal,1446666603.0,1.0,1.0,main_w2_handler1,2494311,10819488,False,,36983,fasta,5075058.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21862140,,"""seqtable """,32.0,,26074369,1446666594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-11-04 19:50:11.692766,,9.0
2016-02-01 08:29:38.455968,slurm_normal,1454315408.0,1.0,1.0,main_w2_handler0,2583588,11654237,False,,1216,fasta,5915055.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23111496,,"""seqtable """,32.0,,27422338,1454315403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2016-02-01 08:30:14.018993,288.0,5.0
2015-12-02 00:51:07.738984,slurm_normal,1449122880.0,1.0,1.0,main_w1_handler1,2525364,11059124,False,,17142357,fasta,5313064.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22245375,,"""seqtable """,32.0,,26527857,1449017539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2015-12-03 06:08:02.684431,,105341.0
2014-12-02 19:23:40.304760,rodeo_normal,1417548243.0,1.0,1.0,main_w1_handler0,2135615,8303364,False,,728,fasta,2177165.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17757096,,"""seqtable """,32.0,,19861153,1417548240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: tmap99/5.0.0,5.0.0,,2014-12-02 19:24:24.144565,56823.0,3.0
