chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bed12,parameters.chromInfo,parameters.dbkey,parameters.genome.values,parameters.input.values,parameters.input|__identifier__,parameters.mapq,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-17 11:45:17.930706,slurm_normal,1466163948.0,0,1.0,244319,interval,main_w1_handler1,2741789,13192458,False,,146963,bed,7377214.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5878a65b26483035e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5381962a72e38b5b7'}]",,"""255""",32.0,,30923907,1466163944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 11:45:51.256837,71940.0,4.0
,,2016-06-17 13:47:46.497108,slurm_normal,1466171299.0,0,1.0,11510,interval,main_w1_handler1,2741789,13192963,False,,62961,bed,7377707.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebf83c59a186a617'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5551d1897bb599497'}]",,"""255""",32.0,,30923907,1466171295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 13:48:21.154642,71940.0,4.0
,,2016-06-17 13:47:47.151329,slurm_normal,1466171299.0,0,1.0,11510,interval,main_w1_handler0,2741789,13192965,False,,5386,bed,7377708.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebf83c59a186a617'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b535cb1cd6d135db99'}]",,"""255""",32.0,,30923907,1466171295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 13:48:21.280631,71940.0,4.0
,,2016-06-17 13:47:45.798835,slurm_normal,1466171302.0,0,1.0,11510,interval,main_w2_handler1,2741789,13192961,False,,111807,bed,7377711.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebf83c59a186a617'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7b36eb3cff3c192'}]",,"""255""",32.0,,30923907,1466171298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 13:48:25.568846,71940.0,4.0
,,2016-06-17 13:47:45.279628,slurm_normal,1466171301.0,0,1.0,11510,interval,main_w2_handler0,2741789,13192959,False,,6093,bed,7377709.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebf83c59a186a617'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dac98fb872789d98'}]",,"""255""",32.0,,30923907,1466171298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 13:48:24.176317,71940.0,3.0
,,2016-06-17 14:05:11.949734,slurm_normal,1466172343.0,0,1.0,419913,interval,main_w1_handler0,2741789,13193070,False,,33611,bed,7377849.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5eda059572ffdaa93'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf9cb0cbd92d6497'}]",,"""255""",32.0,,30923907,1466172339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-17 14:05:44.090887,71940.0,4.0
,,2016-06-19 21:05:17.607019,slurm_normal,1466370336.0,0,1.0,263418,bed,main_w1_handler1,2543864,13204799,False,,263418,bed,7389302.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/baciSubt2.len""","""baciSubt2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b506d93f7c62ec3428'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b506d93f7c62ec3428'}]",,"""255""",32.0,,30747208,1466370331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-19 21:05:37.628437,77297.0,5.0
,,2016-06-21 10:36:19.016759,slurm_normal,1466505463.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223096,False,,812,bed,7407516.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55c1a34af323500ba'}]",,"""255""",32.0,,30986059,1466505458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:45.633710,,5.0
,,2016-06-20 05:13:19.563045,slurm_normal,1466399981.0,0,1.0,853782161,bed,main_w2_handler0,2733332,13207017,False,,823366566,bed,7391476.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f25ef999d430caa5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51b8f2a4fc494acd9'}]",,"""255""",32.0,,30743542,1466399807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-20 05:19:43.067838,,174.0
,,2016-06-20 05:13:04.671636,slurm_normal,1466399801.0,0,1.0,853782161,bed,main_w1_handler0,2733332,13207016,False,,853782161,bed,7391468.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f25ef999d430caa5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f25ef999d430caa5'}]",,"""255""",32.0,,30743542,1466399593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-20 05:16:42.496913,,208.0
,,2016-06-22 08:21:19.070111,slurm_normal,1466584163.0,0,1.0,1048099810,tabular,main_w1_handler1,1520837,13233461,False,,2326689052,bed,7418565.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b557718964ba07e26b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e7d071ad0035182'}]",,"""255""",32.0,,30453251,1466584004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-22 08:29:25.319669,36924.0,159.0
,,2016-09-09 07:45:47.589525,slurm_normal,1473407407.0,0,1.0,283549885,bed,main_w3_handler1,2815067,13813482,False,,83179,bed,8034834.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5310941e9ecf788e2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b555edf91565594e62'}]",,"""255""",32.0,,32059694,1473407164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-09-09 07:50:15.566931,24247.0,243.0
,,2016-06-20 21:55:05.946845,slurm_normal,1466459718.0,0,1.0,9610036,bed,main_w2_handler1,2730759,13216555,False,,9610036,bed,7401049.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 'bbd44e69cb8906b551df455eb83725f2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b551df455eb83725f2'}]",,"""255""",32.0,,30927955,1466459713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-20 21:55:20.610193,85544.0,5.0
,,2016-06-21 10:36:21.430607,slurm_normal,1466505461.0,0,1.0,1971,gg,main_w2_handler1,2745547,13223100,False,,1670,bed,7407514.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55eacad8a1ec73961'}]",,"""255""",32.0,,30986059,1466505458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:44.212059,,3.0
,,2016-06-21 10:36:20.618544,slurm_normal,1466505477.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223099,False,,150,bed,7407520.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56f41b7bc21086ae8'}]",,"""255""",32.0,,30986059,1466505473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:59.335861,,4.0
,,2016-06-21 10:36:23.744213,slurm_normal,1466505490.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223102,False,,429,bed,7407522.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b509728beb7c4f84c0'}]",,"""255""",32.0,,30986059,1466505487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:38:13.031084,,3.0
,,2016-06-21 10:36:16.180208,slurm_normal,1466505388.0,0,1.0,1971,gg,main_w2_handler1,2745547,13223093,False,,1295,bed,7407499.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b527ab6035b700a380'}]",,"""255""",32.0,,30986059,1466505385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:31.338447,,3.0
,,2016-06-21 10:36:16.896945,slurm_normal,1466505448.0,0,1.0,1971,gg,main_w2_handler1,2745547,13223094,False,,540,bed,7407508.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b59fcd1d1b6f6a6dd6'}]",,"""255""",32.0,,30986059,1466505432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:33.137742,,16.0
,,2016-06-21 10:36:22.925177,slurm_normal,1466505476.0,0,1.0,1971,gg,main_w2_handler1,2745547,13223101,False,,1654,bed,7407518.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2c57832e88f03c5'}]",,"""255""",32.0,,30986059,1466505472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:57.883318,,4.0
,,2016-06-21 10:36:15.492111,slurm_normal,1466505404.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223091,False,,1318,bed,7407503.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53942dc738f5c308e'}]",,"""255""",32.0,,30986059,1466505401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:47.154915,,3.0
,,2016-06-21 10:36:20.202099,slurm_normal,1466505420.0,0,1.0,1971,gg,main_w2_handler0,2745547,13223098,False,,515,bed,7407509.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5458ff2570623cafb'}]",,"""255""",32.0,,30986059,1466505414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:03.893119,,6.0
,,2016-06-21 10:36:25.776797,slurm_normal,1466505491.0,0,1.0,1971,gg,main_w2_handler0,2745547,13223107,False,,310,bed,7407521.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5361f9882e4d643e5'}]",,"""255""",32.0,,30986059,1466505487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:38:13.644284,,4.0
,,2016-06-21 10:36:24.937288,slurm_normal,1466505463.0,0,1.0,1971,gg,main_w2_handler0,2745547,13223105,False,,5818,bed,7407517.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b506a6a0c2043a5604'}]",,"""255""",32.0,,30986059,1466505460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:45.573675,,3.0
,,2016-06-21 10:36:24.382926,slurm_normal,1466505416.0,0,1.0,1971,gg,main_w1_handler0,2745547,13223103,False,,1233,bed,7407506.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f26c5c6c0a8dcf90'}]",,"""255""",32.0,,30986059,1466505413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:57.926334,,3.0
,,2016-06-21 10:36:19.541660,slurm_normal,1466505405.0,0,1.0,1971,gg,main_w1_handler0,2745547,13223097,False,,1358,bed,7407502.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb025120eec39db5'}]",,"""255""",32.0,,30986059,1466505402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:47.531300,,3.0
,,2016-06-21 10:36:26.110981,slurm_normal,1466505460.0,0,1.0,1971,gg,main_w1_handler0,2745547,13223108,False,,840,bed,7407515.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55069eb0993719113'}]",,"""255""",32.0,,30986059,1466505458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:44.247914,,2.0
,,2016-06-21 10:36:15.145463,slurm_normal,1466505395.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223090,False,,630,bed,7407500.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5982fbabbfee41575'}]",,"""255""",32.0,,30986059,1466505385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:37.406031,,10.0
,,2016-06-21 10:36:15.758264,slurm_normal,1466505390.0,0,1.0,1971,gg,main_w2_handler0,2745547,13223092,False,,736,bed,7407498.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b13e5b3e8d2271d1'}]",,"""255""",32.0,,30986059,1466505385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:36:31.507502,,5.0
,,2016-06-21 10:36:25.364263,slurm_normal,1466505476.0,0,1.0,1971,gg,main_w2_handler0,2745547,13223106,False,,270,bed,7407519.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51deabdcf2d55270a'}]",,"""255""",32.0,,30986059,1466505473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:59.555973,,3.0
,,2016-06-21 10:36:17.895246,slurm_normal,1466505420.0,0,1.0,1971,gg,main_w1_handler1,2745547,13223095,False,,1610,bed,7407505.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c41138838c4263cc'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58491d9f602a3dc4e'}]",,"""255""",32.0,,30986059,1466505414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-21 10:37:02.900357,,6.0
,,2016-06-22 08:25:23.651369,slurm_normal,1466584163.0,0,1.0,1048099810,tabular,main_w1_handler0,1520837,13233478,False,,2326689052,bed,7418564.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b557718964ba07e26b'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b55e7d071ad0035182'}]",,"""255""",32.0,,30453251,1466584001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-22 08:29:24.729514,36924.0,162.0
,,2016-06-26 18:12:47.660792,slurm_normal,1466964795.0,0,1.0,1384342668,tabular,main_w2_handler0,2750163,13262839,False,,2736695,bed,7450705.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5345da448dbfac9f2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e52c2c1d17f108a3'}]",,"""255""",32.0,,31089407,1466964784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.24.0,2.24.0,,2016-06-26 18:13:18.100793,31442.0,11.0
