chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.identifier,parameters.identifier.__class__,parameters.identifier.value,parameters.input_file,parameters.input_file.values,parameters.input_file|__identifier__,parameters.quality,parameters.quality.__class__,parameters.quality.value,parameters.sequence,parameters.sequence.__class__,parameters.sequence.value,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-20 01:18:07.065043,slurm_normal,1432102170.0,0,,1.0,main_w1_handler0,2213544,9500279,False,,2883381539,tabular,3823096.roundup,slurm,,132112168.0,corral-repl,,,,"""01b5fd0afe8e11e4ab36005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19760181,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23189938.0,1432102056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-20 06:09:35.450490,33459.0,114.0
,,2015-05-18 19:55:57.694893,slurm_normal,1432156820.0,0,,1.0,main_w1_handler1,2307565,9490093,False,,238587040,tabular,3828491.roundup,slurm,,132112168.0,corral-repl,,,,"""cf9017bcfd9711e49093005056a52a46""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,UnvalidatedValue,1,19745320,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23152363.0,1432156806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-20 21:20:22.569732,52703.0,14.0
,,2015-05-15 16:07:37.422448,slurm_normal,1431710913.0,0,,1.0,main_w1_handler1,2306029,9479735,False,,2163518583,tabular,3803913.roundup,slurm,,132112168.0,corral-repl,,,,"""79dee64afb1c11e4b0b3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19723457,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23107415.0,1431710847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-15 17:28:36.773381,33459.0,66.0
,,2015-05-15 16:07:58.736709,slurm_normal,1431738669.0,0,,1.0,main_w1_handler1,2306029,9479755,False,,209321343,tabular,3805400.roundup,slurm,,132112168.0,corral-repl,,,,"""79dee64afb1c11e4b0b3005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,UnvalidatedValue,1,19723483,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23107415.0,1431738660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-16 01:11:11.588576,33459.0,9.0
,,2015-05-15 15:49:51.660271,slurm_normal,1431706141.0,0,,1.0,main_w1_handler0,2307565,9479623,False,,443515858,tabular,3803550.roundup,slurm,,132112168.0,corral-repl,,,,"""f4254fbefb1911e4953b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19723292,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23084235.0,1431706109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-15 16:09:10.925845,52703.0,32.0
,,2015-05-15 15:49:48.180000,slurm_normal,1431706149.0,0,,1.0,main_w1_handler0,2307565,9479621,False,,443515858,tabular,3803551.roundup,slurm,,132112168.0,corral-repl,,,,"""f4254fbefb1911e4953b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19723291,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23084235.0,1431706128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-15 16:09:18.129666,52703.0,21.0
,,2015-05-15 16:07:38.731447,slurm_normal,1431710915.0,0,,1.0,main_w1_handler0,2306029,9479737,False,,2163518583,tabular,3803914.roundup,slurm,,132112168.0,corral-repl,,,,"""79dee64afb1c11e4b0b3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19723458,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23107415.0,1431710853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-15 17:28:40.461626,33459.0,62.0
,,2015-05-15 23:15:15.566192,slurm_normal,1431731754.0,0,,1.0,main_w1_handler1,2278784,9481296,False,,589549669,tabular,3805100.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,19726158,,,"""3""",,,"""2""",,,32.0,,22646972.0,1431731739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-15 23:15:55.618894,,15.0
,,2015-05-15 16:08:01.997815,slurm_normal,1431738668.0,0,,1.0,main_w1_handler0,2306029,9479758,False,,209321343,tabular,3805401.roundup,slurm,,132112168.0,corral-repl,,,,"""79dee64afb1c11e4b0b3005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,UnvalidatedValue,1,19723484,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23107415.0,1431738660.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-16 01:11:12.238533,33459.0,8.0
,,2015-05-16 13:43:02.808156,slurm_normal,1431784935.0,0,,1.0,main_w2_handler0,2308416,9483343,False,,689232098,tabular,3807317.roundup,slurm,,132112168.0,corral-repl,,,,"""757ee4aafbd111e4838c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19730509,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23126434.0,1431784916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-16 14:02:18.986094,33459.0,19.0
,,2015-06-24 13:19:46.986128,slurm_normal,1435152060.0,0,,1.0,main_w1_handler0,2349086,9724226,False,,239301098,tabular,4030807,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,20118646,,,"""1""",,,"""2""",,,32.0,,22864273.0,1435152037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-24 13:21:03.149164,58582.0,23.0
,,2015-05-16 13:43:03.407924,slurm_normal,1431784943.0,0,,1.0,main_w1_handler1,2308416,9483344,False,,689232098,tabular,3807319.roundup,slurm,,132112168.0,corral-repl,,,,"""757ee4aafbd111e4838c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,19730510,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23126434.0,1431784927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-16 14:02:25.952042,33459.0,16.0
,,2015-06-26 18:01:40.766798,slurm_normal,1435343170.0,0,,1.0,main_w2_handler0,2356858,9745734,False,,430991692,tabular,4047986,slurm,,132112168.0,corral-repl,,,,"""5a310eb81c2d11e5961a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20154440,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435343154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 18:30:13.199877,63266.0,16.0
,,2015-06-26 18:01:38.491914,slurm_normal,1435343100.0,0,,1.0,main_w1_handler0,2356858,9745733,False,,430991692,tabular,4047972,slurm,,132112168.0,corral-repl,,,,"""5a310eb81c2d11e5961a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20154439,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435343081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 18:25:54.686897,63266.0,19.0
,,2015-06-26 18:02:12.294117,slurm_normal,1435346202.0,0,,1.0,main_w2_handler1,2356858,9745755,False,,36979452,tabular,4048357,slurm,,132112168.0,corral-repl,,,,"""5a310eb81c2d11e5961a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20154460,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435346197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 19:16:44.067350,63266.0,5.0
,,2015-06-26 20:50:40.654502,slurm_normal,1435353039.0,0,,1.0,main_w2_handler0,2357045,9746986,False,,453294841,tabular,4049793.roundup,slurm,,132112168.0,corral-repl,,,,"""f1b187c41c4411e5a53a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20156618,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435353021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 21:10:41.651401,63266.0,18.0
,,2015-06-26 20:50:37.802418,slurm_normal,1435352825.0,0,,1.0,main_w2_handler1,2357045,9746985,False,,453294841,tabular,4049767.roundup,slurm,,132112168.0,corral-repl,,,,"""f1b187c41c4411e5a53a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20156617,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435352812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 21:07:07.739426,63266.0,13.0
,,2015-06-26 20:51:08.477228,slurm_normal,1435355135.0,0,,1.0,main_w2_handler1,2357045,9747002,False,,39152179,tabular,4049950.roundup,slurm,,132112168.0,corral-repl,,,,"""f1b187c41c4411e5a53a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20156635,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435355129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 21:45:38.602263,63266.0,6.0
,,2015-06-26 20:51:11.926830,slurm_normal,1435355147.0,0,,1.0,main_w1_handler0,2357045,9747004,False,,39152179,tabular,4049954.roundup,slurm,,132112168.0,corral-repl,,,,"""f1b187c41c4411e5a53a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20156636,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435355143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-26 21:45:50.364143,63266.0,4.0
,,2015-06-27 14:08:22.649152,slurm_normal,1435415047.0,0,,1.0,main_w2_handler0,2357481,9749056,False,,518756658,tabular,4052615.roundup,slurm,,132112168.0,corral-repl,,,,"""f447c8721cd511e58b36005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160225,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435415034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 14:24:09.440365,63266.0,13.0
,,2015-06-27 14:08:23.370244,slurm_normal,1435415033.0,0,,1.0,main_w1_handler0,2357481,9749057,False,,518756658,tabular,4052613.roundup,slurm,,132112168.0,corral-repl,,,,"""f447c8721cd511e58b36005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160226,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435415017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 14:23:54.743272,63266.0,16.0
,,2015-06-27 14:08:38.489343,slurm_normal,1435417464.0,0,,1.0,main_w2_handler1,2357481,9749074,False,,46468775,tabular,4052956.roundup,slurm,,132112168.0,corral-repl,,,,"""f447c8721cd511e58b36005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160242,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435417457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 15:04:25.913432,63266.0,7.0
,,2015-06-27 14:08:37.141101,slurm_normal,1435417490.0,0,,1.0,main_w1_handler1,2357481,9749072,False,,46468775,tabular,4052959.roundup,slurm,,132112168.0,corral-repl,,,,"""f447c8721cd511e58b36005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160241,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435417485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 15:04:51.696296,63266.0,5.0
,,2015-06-27 15:18:59.716712,slurm_normal,1435419475.0,0,,1.0,main_w1_handler1,2357523,9749495,False,,695773889,tabular,4053106.roundup,slurm,,132112168.0,corral-repl,,,,"""ce4386841cdf11e5995f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160803,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435419458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 15:37:56.905839,63266.0,17.0
,,2015-06-27 15:19:00.375206,slurm_normal,1435419451.0,0,,1.0,main_w2_handler1,2357523,9749496,False,,695773889,tabular,4053103.roundup,slurm,,132112168.0,corral-repl,,,,"""ce4386841cdf11e5995f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160804,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435419433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 15:37:34.558285,63266.0,18.0
,,2015-05-19 14:09:08.923431,slurm_normal,1432281168.0,0,,1.0,main_w1_handler1,2308416,9495978,False,,234861989,tabular,3838198.roundup,slurm,,132112168.0,corral-repl,,,,"""7f7a92d6fe3011e4b41b005056a52a46""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,UnvalidatedValue,1,19754171,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23175153.0,1432281150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-22 07:53:29.032094,33459.0,18.0
,,2015-05-19 14:09:04.458508,slurm_normal,1432281188.0,0,,1.0,main_w2_handler0,2308416,9495975,False,,234861989,tabular,3838199.roundup,slurm,,132112168.0,corral-repl,,,,"""7f7a92d6fe3011e4b41b005056a52a46""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,UnvalidatedValue,1,19754170,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23175153.0,1432281151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-22 07:53:14.104653,33459.0,37.0
,,2015-06-27 15:19:24.193183,slurm_normal,1435422127.0,0,,1.0,main_w2_handler0,2357523,9749514,False,,58879145,tabular,4053338.roundup,slurm,,132112168.0,corral-repl,,,,"""ce4386841cdf11e5995f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160821,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435422122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 16:22:10.463026,63266.0,5.0
,,2015-06-27 15:19:21.848866,slurm_normal,1435422152.0,0,,1.0,main_w1_handler0,2357523,9749512,False,,58879145,tabular,4053340.roundup,slurm,,132112168.0,corral-repl,,,,"""ce4386841cdf11e5995f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20160820,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435422146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 16:22:36.978729,63266.0,6.0
,,2015-05-25 15:17:26.491445,slurm_normal,1432590466.0,0,,1.0,main_w2_handler1,2312184,9529539,False,,569678071,tabular,3845499.roundup,slurm,,132112168.0,corral-repl,,,,"""1dad1b3a02f111e5914b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,2,19806520,,,,UnvalidatedValue,5,,UnvalidatedValue,4,32.0,,23265253.0,1432589983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-25 21:48:21.884184,63266.0,483.0
,,2015-05-24 16:42:43.467506,slurm_normal,1432594488.0,0,,1.0,main_w1_handler1,2312327,9526355,False,,802394406,tabular,3846084.roundup,slurm,,132112168.0,corral-repl,,,,"""e1dfba12023311e5b352005056a51846""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,UnvalidatedValue,1,19801783,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23260339.0,1432594025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-25 22:54:57.201378,32338.0,463.0
,,2015-06-27 19:54:17.987559,slurm_normal,1435436327.0,0,,1.0,main_w2_handler0,2357662,9750950,False,,863209503,tabular,4054560.roundup,slurm,,132112168.0,corral-repl,,,,"""45f97d3e1d0611e59c4e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20162848,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435436306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 20:18:49.087211,63266.0,21.0
,,2015-06-27 19:54:28.856749,slurm_normal,1435439679.0,0,,1.0,main_w2_handler0,2357662,9750966,False,,72499534,tabular,4054677.roundup,slurm,,132112168.0,corral-repl,,,,"""45f97d3e1d0611e59c4e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20162864,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435439672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 21:14:42.005040,63266.0,7.0
,,2015-06-27 19:54:18.705761,slurm_normal,1435436361.0,0,,1.0,main_w1_handler0,2357662,9750951,False,,863209503,tabular,4054561.roundup,slurm,,132112168.0,corral-repl,,,,"""45f97d3e1d0611e59c4e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20162849,,,,UnvalidatedValue,4,,UnvalidatedValue,3,32.0,,23847071.0,1435436328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 20:19:24.258885,63266.0,33.0
,,2015-06-25 16:27:20.578386,slurm_normal,1435249736.0,0,,1.0,main_w1_handler0,2348160,9733698,False,,9027556,tabular,4039370,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,20135533,,,"""8""",,,"""3""",,,32.0,,23531070.0,1435249730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 16:29:44.969621,5613.0,6.0
,,2015-06-25 17:15:51.329217,slurm_normal,1435252671.0,0,,1.0,main_w2_handler0,2348160,9734280,False,,9027556,tabular,4039732,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,20136181,,,"""8""",,,"""3""",,,32.0,,23531070.0,1435252666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 17:17:54.617566,5613.0,5.0
,,2015-06-27 19:54:30.362135,slurm_normal,1435439678.0,0,,1.0,main_w2_handler1,2357662,9750968,False,,72499534,tabular,4054676.roundup,slurm,,132112168.0,corral-repl,,,,"""45f97d3e1d0611e59c4e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,1,20162865,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23847071.0,1435439669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-27 21:14:42.683159,63266.0,9.0
,,2015-06-25 23:02:10.118617,slurm_normal,1435274465.0,0,,1.0,main_w1_handler1,653299,9736424,False,,1495666872,tabular,4042211,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140155,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435274432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:21:07.742452,14476.0,33.0
,,2015-06-25 23:02:06.817116,slurm_normal,1435274444.0,0,,1.0,main_w1_handler0,653299,9736421,False,,1297867019,tabular,4042208,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140152,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435274410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:21:04.061612,14476.0,34.0
,,2015-06-25 23:02:11.209871,slurm_normal,1435275609.0,0,,1.0,main_w1_handler2,653299,9736425,False,,1231049264,tabular,4042288,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140156,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435275583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:40:13.158049,14476.0,26.0
,,2015-06-25 23:02:14.184222,slurm_normal,1435275484.0,0,,1.0,main_w2_handler1,653299,9736427,False,,1685946637,tabular,4042273,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140161,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435275440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:38:05.417504,14476.0,44.0
,,2015-06-25 23:02:09.161421,slurm_normal,1435275409.0,0,,1.0,main_w1_handler2,653299,9736423,False,,1047186949,tabular,4042269,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140154,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435275374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:36:51.756895,14476.0,35.0
,,2015-06-25 23:02:07.817866,slurm_normal,1435274876.0,0,,1.0,main_w2_handler1,653299,9736422,False,,908558042,tabular,4042233,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140153,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435274853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:28:00.207347,14476.0,23.0
,,2015-06-25 23:02:12.749111,slurm_normal,1435275312.0,0,,1.0,main_w2_handler1,653299,9736426,False,,1224335843,tabular,4042262,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""4""",,,20140160,,,"""3""",,,"""2""",,,32.0,,23828754.0,1435275287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-06-25 23:35:15.940941,14476.0,25.0
,,2015-05-25 15:17:29.799067,slurm_normal,1432590127.0,0,,1.0,main_w1_handler0,2312184,9529540,False,,569678071,tabular,3845496.roundup,slurm,,132112168.0,corral-repl,,,,"""1dad1b3a02f111e5914b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,UnvalidatedValue,2,19806521,,,,UnvalidatedValue,5,,UnvalidatedValue,4,32.0,,23265253.0,1432589948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-25 21:42:18.572253,63266.0,179.0
,,2015-05-24 16:42:42.277359,slurm_normal,1432594188.0,0,,1.0,main_w2_handler1,2312327,9526353,False,,803509532,tabular,3846090.roundup,slurm,,132112168.0,corral-repl,,,,"""e1dfba12023311e5b352005056a51846""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,UnvalidatedValue,1,19801782,,,,UnvalidatedValue,3,,UnvalidatedValue,2,32.0,,23260339.0,1432594037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0,1.0.0,,2015-05-25 22:50:12.002414,32338.0,151.0
