create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genomic_feature,genomic_feature_filetype,genomic_interval,genomic_interval_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.allow_zeros,parameters.chromInfo,parameters.dbkey,parameters.genomic_feature.values,parameters.genomic_interval.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-19 13:38:49.256148,slurm_normal,1476884362.0,0,,1.0,48789,interval,48789,interval,main_w4_handler0,2860663,14118636,False,,8333274.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5069f438c6bb9f301'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5069f438c6bb9f301'}]",32.0,,33803884,1476884333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-19 13:39:25.194411,,29.0
2016-10-15 17:34:56.456698,slurm_normal,1476552916.0,0,,1.0,2009217,bed,188464,bed,main_w4_handler0,2847781,14089178,False,,8305685.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b518f827bfe70e433e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:35:18.272527,70266.0,11.0
2016-10-15 17:34:57.139407,slurm_normal,1476552929.0,0,,1.0,5325176,bed,188464,bed,main_w4_handler1,2847781,14089179,False,,8305687.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50e3c62560351eb87'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:35:32.165067,70266.0,23.0
2016-10-16 19:46:30.511868,slurm_normal,1476647263.0,0,,1.0,7447354,bed,188464,bed,main_w4_handler1,2856933,14093235,False,,8309125.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe391f80d44e1a5e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56a61e3aac16a68c3'}]",32.0,,32712034,1476647203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-16 19:47:45.227735,70266.0,60.0
2016-10-15 17:34:58.752696,slurm_normal,1476552985.0,0,,1.0,83389129,interval,188464,bed,main_w3_handler0,2847781,14089183,False,,8305692.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51b76baa90c5d8f53'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:36:26.868869,70266.0,21.0
2016-10-15 17:34:57.905240,slurm_normal,1476552958.0,0,,1.0,7447354,bed,188464,bed,main_w4_handler1,2847781,14089181,False,,8305689.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56d83ddc67797d2d7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552923.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:35:59.998805,70266.0,35.0
2016-10-15 17:34:55.814603,slurm_normal,1476552984.0,0,,1.0,16238738,bed,188464,bed,main_w4_handler1,2847781,14089177,False,,8305683.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a48aa5cff2cc1742'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:36:27.047107,70266.0,83.0
2016-10-15 17:34:58.390494,slurm_normal,1476552958.0,0,,1.0,7450948,bed,188464,bed,main_w4_handler0,2847781,14089182,False,,8305688.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50f80d9d6ca11069f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:36:01.409775,70266.0,39.0
2016-10-15 17:34:57.521463,slurm_normal,1476552914.0,0,,1.0,1826421,bed,188464,bed,main_w4_handler0,2847781,14089180,False,,8305686.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52a5646631658e431'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:35:15.744565,70266.0,11.0
2016-10-15 17:34:55.219763,slurm_normal,1476553925.0,0,,1.0,142900861,bed,188464,bed,main_w3_handler0,2847781,14089175,False,,8305684.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf005ca767b3f149'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 17:52:07.784138,70266.0,1022.0
2016-10-15 17:34:54.681575,slurm_normal,1476555278.0,0,,1.0,341459672,bed,188464,bed,main_w4_handler1,2847781,14089174,False,,8305682.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b702594b0d26a0d2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7149a771da5d3e1'}]",32.0,,32712034,1476552901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weightedaverage/wtavg/1.0.1,1.0.1,,2016-10-15 18:14:39.935231,70266.0,2377.0
