create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.gene_reference_source.__current_case__,parameters.gene_reference_source.gene_reference_source_selector,parameters.gene_reference_source.refFlat.values,parameters.ignore_list,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.metric_accumulation_level,parameters.minimum_length,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.ribosomal_intervals.values,parameters.rrna_fragment_percentage,parameters.strand_specificity,parameters.validation_stringency,processor_count,refFlat,refFlat_filetype,ref_file,ref_file_filetype,ribosomal_intervals,ribosomal_intervals_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-02 05:22:31.139103,slurm_normal,1496381469.0,0,,1.0,main_w4_handler1,3118347,15995678,False,,3681545380,bam,10090211.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,gtf,"[{'src': 'hda', 'id': 29859453}]",[],"[{'src': 'hda', 'id': 29771079}]",,"[""ALL_READS""]","""500""",0,mm10,,cached,"[{'src': 'hda', 'id': 29859854}]","""0.8""","""FIRST_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,109525328,gtf,,,58560.0,picard_interval_list,,38078942,1496381241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-02 05:31:17.336269,1548,228.0
2017-06-02 05:36:53.517550,slurm_normal,1496382379.0,0,,1.0,main_w3_handler1,3118347,15995840,False,,3681545380,bam,10090347.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,gtf,"[{'src': 'hda', 'id': 29859453}]",[],"[{'src': 'hda', 'id': 29771079}]",,"[""ALL_READS""]","""500""",0,mm10,,cached,"[{'src': 'hda', 'id': 29859854}]","""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,109525328,gtf,,,58560.0,picard_interval_list,,38078942,1496382196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-02 05:46:24.280955,1548,183.0
2017-06-02 14:15:00.924860,slurm_normal,1496413376.0,0,,1.0,main_w3_handler0,3118347,15999456,False,,2405438296,bam,10093599.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,gtf,"[{'src': 'hda', 'id': 29859453}]",[],"[{'src': 'hda', 'id': 29772183}]",,"[""ALL_READS""]","""500""",0,mm10,,cached,"[{'src': 'hda', 'id': 29859854}]","""0.8""","""FIRST_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,109525328,gtf,,,58560.0,picard_interval_list,,38078942,1496413257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-02 14:23:06.126573,1548,119.0
2017-06-03 20:26:23.940320,slurm_normal,1496521639.0,0,,1.0,main_w3_handler0,3021189,16006166,False,,287629866,bam,10099743.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,refflat,"[{'src': 'hda', 'id': 29878085}]",[],"[{'src': 'hda', 'id': 29870293}]",,"[""ALL_READS""]","""500""",0,galGal4,,cached,,"""0.8""","""NONE""","""LENIENT""",32.0,5149264,tabular,,,,,,38384553,1496521592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-03 20:27:21.092114,101171,47.0
2017-06-11 21:45:09.999086,slurm_normal,1497217623.0,0,,1.0,main_w3_handler1,3148822,16076374,False,,718868310,bam,10163753.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,refflat,"[{'src': 'hda', 'id': 29987269}]",[],"[{'src': 'hda', 'id': 29982477}]","""G1E_R2""","[""ALL_READS""]","""500""",0,mm10,,cached,,"""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,409548,tabular,,,,,,38587102,1497217525.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-11 21:47:04.196280,5186,98.0
2017-06-11 21:45:10.277180,slurm_normal,1497217678.0,0,,1.0,main_w4_handler1,3148822,16076375,False,,597652658,bam,10163754.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,refflat,"[{'src': 'hda', 'id': 29987269}]",[],"[{'src': 'hda', 'id': 29982476}]","""G1E_R1""","[""ALL_READS""]","""500""",0,mm10,,cached,,"""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,409548,tabular,,,,,,38587102,1497217528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-11 21:47:59.469655,5186,150.0
2017-06-11 21:59:47.822352,slurm_normal,1497218521.0,0,,1.0,main_w4_handler1,3148822,16076389,False,,443720447,bam,10163765.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,refflat,"[{'src': 'hda', 'id': 29987269}]",[],"[{'src': 'hda', 'id': 29982478}]","""Mk_R1""","[""ALL_READS""]","""500""",0,mm10,,cached,,"""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,409548,tabular,,,,,,38587102,1497218408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-11 22:02:03.333693,5186,113.0
2017-06-11 21:59:47.631366,slurm_normal,1497218464.0,0,,1.0,main_w3_handler0,3148822,16076388,False,,29311459,bam,10163766.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,refflat,"[{'src': 'hda', 'id': 29987269}]",[],"[{'src': 'hda', 'id': 29982479}]","""Mk_R2""","[""ALL_READS""]","""500""",0,mm10,,cached,,"""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,409548,tabular,,,,,,38587102,1497218404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-11 22:01:08.035994,5186,60.0
2017-06-13 05:04:48.729238,slurm_normal,1497330479.0,0,,1.0,main_w4_handler0,3152178,16087570,False,,718868310,bam,10173781.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,refflat,"[{'src': 'hda', 'id': 30005588}]",[],"[{'src': 'hda', 'id': 30005032}]","""G1E_R2""","[""ALL_READS""]","""500""",0,mm10,,cached,"[{'src': 'hda', 'id': 30005602}]","""0.8""","""SECOND_READ_TRANSCRIPTION_STRAND""","""LENIENT""",32.0,13525667,tabular,,,58560.0,picard_interval_list,,38623747,1497330297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-13 05:08:02.321894,5186,182.0
2017-06-12 12:54:35.591875,slurm_normal,1497272276.0,0,,1.0,main_w4_handler0,3094820,16081208,False,,2468947753,bam,10167990.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,gtf,"[{'src': 'hda', 'id': 29525471}]",[],"[{'src': 'hda', 'id': 29898381}]",,"[""ALL_READS""]","""500""",1,,"[{'src': 'hda', 'id': 29525470}]",history,,"""0.8""","""NONE""","""LENIENT""",32.0,847928511,gtf,3153507220.0,fasta,,,,38601283,1497272091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectRnaSeqMetrics/2.7.1.1,2.7.1.1,,2017-06-12 12:57:59.042051,105260,185.0
