create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.fasta.values,parameters.input,parameters.input.values,parameters.mc,parameters.soft,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-12-28 10:39:09.869887,slurm_normal,1451299261.0,0,1134279205,fasta,1.0,main_w2_handler1,2549820,11341041,False,,242980982,gff,5616754.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22674928,,22674930,,"""N""","""False""",32.0,,27037126,1451299193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2015-12-28 10:41:05.057881,,68.0
2015-12-28 11:48:30.730395,slurm_normal,1451303423.0,0,1134279205,fasta,1.0,main_w1_handler0,2549925,11341270,False,,242980982,gff3,5616955.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22675343,,22675342,,"""N""","""False""",32.0,,27039785,1451303357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2015-12-28 11:50:25.488204,,66.0
2016-01-04 15:55:28.081436,slurm_normal,1451923051.0,0,198729894,fasta,1.0,main_w1_handler2,2537172,11371969,False,,2162061,bed,5644498.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",22729851,,22731518,,"""N""","""False""",32.0,,26782685,1451923037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-01-04 15:57:35.199523,75260.0,14.0
2016-02-25 21:43:51.168421,slurm_normal,1456436672.0,0,1350,fasta,1.0,main_w1_handler0,2591112,11945693,False,,442,bed,6175786.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23518983,,23518777,,"""N""","""True""",32.0,,28163628,1456436668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-02-25 21:44:36.043276,49138.0,4.0
2016-05-04 09:53:15.688842,slurm_normal,1462355666.0,0,4666756,fasta,1.0,main_w2_handler1,2683297,12767260,False,,12409,bed,6970760.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53694b67cf129d0a7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f64dc286e7baa557'}]","""N""","""false""",32.0,,29539513,1462355663.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-05-04 09:54:34.896346,76422.0,3.0
2016-05-09 18:40:30.151348,slurm_normal,1462819418.0,0,1401644679,fasta,1.0,main_w2_handler1,2699716,12834969,False,,772153784,bed,7036139.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550f25f2e51b78be2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5afb0245b8e9a4eb5'}]","""N""","""false""",32.0,,30108666,1462819286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-05-09 18:43:41.886174,81963.0,132.0
2016-05-17 09:24:30.693173,slurm_normal,1463477124.0,0,82288,fasta,1.0,main_w2_handler1,2642104,12916387,False,,4750,bed,7111236.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b140e072f5a691c0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c62e32e3b4fabf6'}]","""N""","""false""",32.0,,29126864,1463477115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-05-17 09:25:25.351381,,9.0
2016-03-24 16:50:41.744178,slurm_normal,1458839111.0,0,407109019,fasta,1.0,main_w1_handler0,2637311,12244419,False,,52166161,gtf,6455839.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/014/875/dataset_14875908.dat""","""D.citri""",23964051,,23927162,,"""N""","""False""",32.0,,29172551,1458839096.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-03-24 17:05:13.139610,63520.0,15.0
2016-04-20 21:35:01.098254,slurm_normal,1461188359.0,0,2456023820,fasta,1.0,main_w1_handler0,2671377,12542613,False,,6695785,bed,6728242.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1b6babe95d262e0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57df37abf59d3438e'}]","""N""","""false""",32.0,,29183917,1461188145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-04-20 21:39:23.899460,81363.0,214.0
2016-06-03 20:36:28.403079,slurm_normal,1464986265.0,0,39506610,bed,1.0,main_w1_handler1,2525400,13064416,False,,2010405,bed,7250418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ab72c8c133c184e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c38f851dc37766c4'}]","""N""","""false""",32.0,,30174535,1464986261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-06-03 20:37:48.115007,57124.0,4.0
2016-07-26 09:38:52.727169,slurm_normal,1469525953.0,0,62875,fasta,1.0,main_w2_handler0,2774911,13496101,False,,2991399,bed,7711349.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/679/dataset_16679140.dat""","""oxa48_plasmid""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5487e3eaf735940e5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dee70dac4e1fd680'}]","""N""","""true""",32.0,,31687186,1469525947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-07-26 09:39:16.804703,87753.0,6.0
2016-07-26 09:50:41.857082,slurm_normal,1469526661.0,0,62875,fasta,1.0,main_w1_handler1,2774911,13496169,False,,2991399,bed,7711413.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/679/dataset_16679140.dat""","""oxa48_plasmid""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5487e3eaf735940e5'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dee70dac4e1fd680'}]","""N""","""false""",32.0,,31687186,1469526656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-07-26 09:51:04.383509,87753.0,5.0
2016-10-24 09:58:36.726533,slurm_normal,1477303170.0,0,1754454,fasta,1.0,main_w3_handler1,2861920,14156722,False,,42080,bed,8367682.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/methVann1.len""","""methVann1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a56d292357e2e860'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b3d4d7bd4c9d124'}]","""N""","""false""",32.0,,33649370,1477303165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2016-10-24 09:59:31.680458,92136.0,5.0
2017-03-10 21:33:27.309391,slurm_normal,1489181622.0,0,17490278,fasta,1.0,main_w3_handler0,2939952,15266942,False,,12058080,bed,9412857.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 28713182}]",,"[{'src': 'hda', 'id': 28707280}]","""N""","""false""",32.0,,35123085,1489181613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2017-03-10 21:33:48.018440,93212.0,9.0
2017-03-17 16:06:20.809579,slurm_normal,1489767235.0,0,2780313601,fasta,1.0,main_w4_handler1,3033911,15325786,False,,3727444,bed,9466615.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28804583}]",,"[{'src': 'hda', 'id': 28784493}]","""N""","""false""",32.0,,36392798,1489766790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2017-03-17 16:20:30.291842,101240.0,445.0
2017-03-18 12:51:49.970948,slurm_normal,1489841518.0,0,275,fasta,1.0,main_w3_handler0,3036623,15330645,False,,75,bed,9471225.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28817772}]",,"[{'src': 'hda', 'id': 28817629}]","""N""","""false""",32.0,,36698145,1489841514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.22.0,2.22.0,,2017-03-18 12:51:58.993594,,4.0
