chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.aligned_reads_only,parameters.assume_sorted,parameters.chromInfo,parameters.dbkey,parameters.include_no_calls,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.pf_reads_only,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-06 21:46:38.042640,slurm_normal,1499377726.0,0,,1.0,main_w4_handler1,3158734,16276911,False,,382841777,bam,10347786.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 30336440}]","""Day0-r2""","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,38728806.0,1499377689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-06 21:48:50.941067,103278.0,37.0
,,2017-07-06 21:46:42.036745,slurm_normal,1499377761.0,0,,1.0,main_w4_handler0,3158734,16276918,False,,304228794,bam,10347787.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 30336447}]","""Day28-r2""","""false""",0,hg19,,cached,"""LENIENT""",32.0,,,,38728806.0,1499377693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-06 21:49:23.869275,103278.0,68.0
,,2017-07-11 08:28:43.444538,slurm_normal,1499761819.0,0,,1.0,main_w4_handler1,3061478,16307123,False,,1006068691,bam,10374715.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30371934}]",,"""false""",1,,"[{'src': 'hda', 'id': 29864112}]",history,"""LENIENT""",32.0,391423549.0,fasta,,39232528.0,1499761753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-11 08:30:22.933877,103686.0,66.0
,,2017-09-29 10:53:23.028678,slurm_normal,1506682430.0,0,,1.0,main_w4_handler0,3252455,16971569,False,,79096300,bam,11039184.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mycoTube_H37RV.len""","""mycoTube_H37RV""","""false""","[{'src': 'hda', 'id': 31479317}]",,"""false""",1,,"[{'src': 'hda', 'id': 31304260}]",history,"""LENIENT""",32.0,4474618.0,fasta,,40499756.0,1506682408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-09-29 10:53:53.612562,111496.0,22.0
,,2017-09-29 14:24:34.480565,slurm_normal,1506695106.0,0,,1.0,main_w4_handler1,3252455,16973097,False,,184809506,bam,11040852.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mycoTube_H37RV.len""","""mycoTube_H37RV""","""false""","[{'src': 'hda', 'id': 31481316}]",,"""false""",1,,"[{'src': 'hda', 'id': 31304260}]",history,"""LENIENT""",32.0,4474618.0,fasta,,40960087.0,1506695082.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-09-29 14:25:08.666479,111496.0,24.0
,,2017-09-29 12:31:21.583987,slurm_normal,1506688296.0,0,,1.0,main_w3_handler0,3252455,16971998,False,,31816512,bam,11039630.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mycoTube_H37RV.len""","""mycoTube_H37RV""","""false""","[{'src': 'hda', 'id': 31480151}]",,"""false""",1,,"[{'src': 'hda', 'id': 31304260}]",history,"""LENIENT""",32.0,4474618.0,fasta,,40959469.0,1506688286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-09-29 12:31:38.644923,111496.0,10.0
,,2017-07-26 21:56:15.286560,slurm_normal,1501106243.0,0,,1.0,main_w4_handler1,3192385,16428859,False,,131898794,bam,10495852.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/276.len""","""276""","""false""","[{'src': 'hda', 'id': 30629167}]",,"""false""",1,,"[{'src': 'hda', 'id': 30613397}]",history,"""LENIENT""",32.0,2946249.0,fasta,,39297113.0,1501106219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-26 21:57:28.391012,103807.0,24.0
,,2017-07-26 21:56:15.847120,slurm_normal,1501106211.0,0,,1.0,main_w4_handler0,3192385,16428860,False,,112094576,bam,10495849.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/276.len""","""276""","""false""","[{'src': 'hda', 'id': 30629179}]",,"""false""",1,,"[{'src': 'hda', 'id': 30613397}]",history,"""LENIENT""",32.0,2946249.0,fasta,,39297113.0,1501106186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-26 21:56:55.959018,103807.0,25.0
,,2017-07-26 21:56:14.364405,slurm_normal,1501106223.0,0,,1.0,main_w3_handler1,3192385,16428856,False,,243191279,bam,10495846.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/276.len""","""276""","""false""","[{'src': 'hda', 'id': 30629140}]",,"""false""",1,,"[{'src': 'hda', 'id': 30613397}]",history,"""LENIENT""",32.0,2946249.0,fasta,,39297113.0,1501106183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-26 21:57:06.152673,103807.0,40.0
,,2017-07-26 21:56:14.802386,slurm_normal,1501106225.0,0,,1.0,main_w4_handler1,3192385,16428857,False,,257426953,bam,10495848.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/276.len""","""276""","""false""","[{'src': 'hda', 'id': 30629154}]",,"""false""",1,,"[{'src': 'hda', 'id': 30613397}]",history,"""LENIENT""",32.0,2946249.0,fasta,,39297113.0,1501106183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-26 21:57:07.258971,103807.0,42.0
,,2017-07-26 21:56:13.469813,slurm_normal,1501106225.0,0,,1.0,main_w4_handler0,3192385,16428855,False,,215358670,bam,10495845.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/galaxy-repl/localdata/chrom/276.len""","""276""","""false""","[{'src': 'hda', 'id': 30629129}]",,"""false""",1,,"[{'src': 'hda', 'id': 30613397}]",history,"""LENIENT""",32.0,2946249.0,fasta,,39297113.0,1501106183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-26 21:57:08.816687,103807.0,42.0
,,2017-07-27 00:05:56.978837,slurm_normal,1501113975.0,0,,1.0,main_w4_handler0,3203606,16429390,False,,2964521,bam,10496418.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 30628288}]",,"""false""",1,,"[{'src': 'hda', 'id': 30631388}]",history,"""LENIENT""",32.0,142557.0,fasta,,39533677.0,1501113964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-27 00:06:18.268994,109455.0,11.0
,,2017-07-27 00:08:41.854315,slurm_normal,1501114137.0,0,,1.0,main_w3_handler0,3203606,16429396,False,,2964521,bam,10496425.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 30628288}]",,"""false""",1,,"[{'src': 'hda', 'id': 30631388}]",history,"""LENIENT""",32.0,142557.0,fasta,,39533677.0,1501114132.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-07-27 00:09:02.350493,109455.0,5.0
,,2017-09-30 18:41:30.278378,slurm_normal,1506796921.0,0,,1.0,main_w3_handler1,3252455,16978135,False,,262359836,bam,11045623.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mycoTube_H37RV.len""","""mycoTube_H37RV""","""false""","[{'src': 'hda', 'id': 31486778}]",,"""false""",1,,"[{'src': 'hda', 'id': 31304260}]",history,"""LENIENT""",32.0,4474618.0,fasta,,40960087.0,1506796894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-09-30 18:42:04.197331,111496.0,27.0
,,2017-09-30 18:43:07.084973,slurm_normal,1506797009.0,0,,1.0,main_w3_handler1,3252455,16978139,False,,184809506,bam,11045627.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mycoTube_H37RV.len""","""mycoTube_H37RV""","""false""","[{'src': 'hda', 'id': 31481316}]",,"""false""",1,,"[{'src': 'hda', 'id': 31304260}]",history,"""LENIENT""",32.0,4474618.0,fasta,,40960087.0,1506796991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-09-30 18:43:32.042650,111496.0,18.0
,,2018-03-02 03:24:40.513979,slurm_normal,1519961169.0,0,7680.0,1.0,main_w4_handler1,3440646,18575763,False,,773328459,bam,12669997,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155852}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:26:11.787945,122692.0,80.0
,,2018-03-02 03:24:39.600287,slurm_normal,1519961141.0,0,7680.0,1.0,main_w3_handler0,3440646,18575761,False,,783557499,bam,12669998,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155826}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:25:44.011991,122692.0,49.0
,,2018-03-02 03:24:38.388074,slurm_normal,1519961161.0,0,7680.0,1.0,main_w3_handler1,3440646,18575759,False,,864007532,bam,12669999,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155816}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:26:05.200784,122692.0,69.0
,,2018-03-02 03:24:39.984509,slurm_normal,1519961170.0,0,7680.0,1.0,main_w3_handler1,3440646,18575762,False,,682951912,bam,12670000,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155844}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961092.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:26:12.587982,122692.0,78.0
,,2018-03-02 03:24:41.645820,slurm_normal,1519961180.0,0,7680.0,1.0,main_w3_handler0,3440646,18575765,False,,657601658,bam,12670007,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155869}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:26:22.244533,122692.0,34.0
,,2018-03-02 03:24:41.035704,slurm_normal,1519961224.0,0,7680.0,1.0,main_w3_handler1,3440646,18575764,False,,644469545,bam,12670016,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155862}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:27:07.222617,122692.0,44.0
,,2018-03-02 03:24:43.333748,slurm_normal,1519961213.0,0,7680.0,1.0,main_w4_handler1,3440646,18575768,False,,728161801,bam,12670010,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155889}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961170.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:26:56.413029,122692.0,43.0
,,2018-03-02 03:24:43.976335,slurm_normal,1519961239.0,0,7680.0,1.0,main_w3_handler0,3440646,18575769,False,,922625106,bam,12670011,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155898}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:27:22.645119,122692.0,66.0
,,2018-03-02 03:24:42.702141,slurm_normal,1519961280.0,0,7680.0,1.0,main_w3_handler1,3440646,18575767,False,,857383004,bam,12670024,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155879}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:28:03.501134,122692.0,56.0
,,2018-03-02 03:24:44.487171,slurm_normal,1519961277.0,0,7680.0,1.0,main_w4_handler0,3440646,18575770,False,,376885991,bam,12670027,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155900}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:28:01.424608,122692.0,26.0
,,2018-03-02 03:24:38.922978,slurm_normal,1519961280.0,0,7680.0,1.0,main_w4_handler0,3440646,18575760,False,,738702578,bam,12670015,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155819}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961185.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:28:02.367299,122692.0,95.0
,,2018-03-02 03:24:42.209790,slurm_normal,1519961332.0,0,7680.0,1.0,main_w4_handler0,3440646,18575766,False,,540937476,bam,12670023,slurm,,132112168.0,corral-repl,,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""false""","[{'src': 'hda', 'id': 34155874}]",,"""false""",0,ce10,,cached,"""LENIENT""",32.0,,,,44273801.0,1519961231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2018-03-02 03:28:54.824277,122692.0,101.0
,,2017-08-02 09:29:42.233776,slurm_normal,1501666271.0,0,,1.0,main_w3_handler0,3205143,16485829,False,,145527660,bam,10555198.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30709218}]",,"""false""",1,,"[{'src': 'hda', 'id': 30650211}]",history,"""LENIENT""",32.0,2201764.0,fasta,,39526713.0,1501666239.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-08-02 09:31:13.739667,71018.0,32.0
,,2017-08-02 09:29:41.178855,slurm_normal,1501666225.0,0,,1.0,main_w4_handler1,3205143,16485827,False,,174890305,bam,10555192.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30709208}]",,"""false""",1,,"[{'src': 'hda', 'id': 30650211}]",history,"""LENIENT""",32.0,2201764.0,fasta,,39526713.0,1501666191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-08-02 09:30:29.883289,71018.0,34.0
,,2017-08-02 09:29:40.151468,slurm_normal,1501666224.0,0,,1.0,main_w3_handler0,3205143,16485825,False,,300438464,bam,10555190.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30709198}]",,"""false""",1,,"[{'src': 'hda', 'id': 30650211}]",history,"""LENIENT""",32.0,2201764.0,fasta,,39526713.0,1501666188.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-08-02 09:30:26.404420,71018.0,36.0
,,2017-08-02 09:29:41.590421,slurm_normal,1501666257.0,0,,1.0,main_w4_handler0,3205143,16485828,False,,375025656,bam,10555193.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30709213}]",,"""false""",1,,"[{'src': 'hda', 'id': 30650211}]",history,"""LENIENT""",32.0,2201764.0,fasta,,39526713.0,1501666191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-08-02 09:31:02.448072,71018.0,66.0
,,2017-08-02 09:29:42.776220,slurm_normal,1501666251.0,0,,1.0,main_w4_handler0,3205143,16485830,False,,198723580,bam,10555196.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 30709224}]",,"""false""",1,,"[{'src': 'hda', 'id': 30650211}]",history,"""LENIENT""",32.0,2201764.0,fasta,,39526713.0,1501666231.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_QualityScoreDistribution/2.7.1.0,2.7.1.0,,2017-08-02 09:30:55.200189,71018.0,20.0
