create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.acceptall,parameters.chromInfo,parameters.dbkey,parameters.id,parameters.iddef,parameters.infile,parameters.infile.values,parameters.query_cov,parameters.userfields_output.__current_case__,parameters.userfields_output.userfields_output_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-02 11:13:46.373240,slurm_normal,1509627466.0,0,1.0,main_w3_handler1,2966969,17298244,False,4323046,fasta,,11360338,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""2""",,"[{'src': 'hda', 'id': 32021820}]","""""",1,no,32.0,,41037397,1509621256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2017-11-02 12:57:49.382893,98672.0,6210.0
2017-11-29 19:27:50.240941,slurm_normal,1511983684.0,0,1.0,main_w3_handler1,3316792,17641697,False,439,fasta,,11701481,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""2""",,"[{'src': 'hda', 'id': 32570406}]","""""",1,no,32.0,,41934487,1511983679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2017-11-29 19:28:06.282169,21426.0,5.0
2018-01-16 01:43:09.047850,slurm_normal,1516067025.0,0,1.0,main_w3_handler1,3389951,18043791,False,3453045,fasta,,12121087,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/28247.len""","""28247""","""""","""2""",,"[{'src': 'hda', 'id': 33311565}]","""""",1,no,32.0,,43151935,1516066991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2018-01-16 01:43:46.941695,119787.0,34.0
2018-01-16 01:43:08.684441,slurm_normal,1516067410.0,0,1.0,main_w4_handler0,3389951,18043790,False,3435903,fasta,,12121088,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/28247.len""","""28247""","""""","""2""",,"[{'src': 'hda', 'id': 33298497}]","""""",1,no,32.0,,43151935,1516066991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2018-01-16 01:50:13.053245,119787.0,419.0
2017-12-13 19:35:54.205694,slurm_normal,1513193768.0,0,1.0,main_w3_handler1,3354503,17800197,False,20939,fasta,,11869602,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""","""2""",,"[{'src': 'hda', 'id': 32920521}]","""""",1,no,32.0,,42361229,1513193764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2017-12-13 19:36:09.226616,117648.0,4.0
2016-09-07 21:09:48.714055,slurm_normal,1473282615.0,0,1.0,main_w3_handler1,2796298,13801560,False,10970,fasta,,8021979.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5204a511c4cc60ad7'}]","""""",1,no,32.0,,32367503,1473282607.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-09-07 21:10:18.290571,88711.0,8.0
2016-09-07 21:48:16.266935,slurm_normal,1473285053.0,0,1.0,main_w3_handler1,2796298,13801745,False,11114,fasta,,8022169.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""","""4""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512df2db700f51846'}]","""""",1,no,32.0,,32367503,1473285033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-09-07 21:50:57.152185,88711.0,20.0
2016-04-28 21:51:20.639747,slurm_normal,1461880337.0,0,1.0,main_w2_handler0,2670820,12677394,False,165652,fasta,,6878039.roundup,slurm,,132112168.0,corral-repl,,"""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""85.0""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582b65baac5ef6e02'}]","""85.0""",1,no,32.0,,29924848,1461880308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-04-28 21:52:20.573854,60032.0,29.0
2016-04-28 21:59:26.679527,slurm_normal,1461880812.0,0,1.0,main_w1_handler0,2670820,12677448,False,165652,fasta,,6878141.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.85""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b582b65baac5ef6e02'}]","""0.85""",1,no,32.0,,29924848,1461880800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-04-28 22:00:13.546520,60032.0,12.0
2016-04-29 04:23:55.502917,slurm_normal,1461903874.0,0,1.0,main_w1_handler0,2670820,12680673,False,140223,fasta,,6882619.roundup,slurm,,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0.85""","""2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b7545a51cd1a3e6'}]","""0.85""",1,no,32.0,,29924848,1461903866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/vsearch/vsearch_alignment/1.9.7.0,1.9.7.0,,2016-04-29 04:24:35.934282,60032.0,8.0
