chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_recal,input_recal_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.analysis_param_type.default_platform,parameters.analysis_param_type.default_read_group_type.__current_case__,parameters.analysis_param_type.default_read_group_type.default_read_group,parameters.analysis_param_type.default_read_group_type.default_read_group_type_selector,parameters.analysis_param_type.do_not_write_original_quals,parameters.analysis_param_type.exception_if_no_tile,parameters.analysis_param_type.force_platform,parameters.analysis_param_type.force_read_group_type.__current_case__,parameters.analysis_param_type.force_read_group_type.force_read_group_type_selector,parameters.analysis_param_type.homopolymer_nback,parameters.analysis_param_type.max_quality_score,parameters.analysis_param_type.preserve_qscores_less_than,parameters.analysis_param_type.simplify_bam,parameters.analysis_param_type.smoothing,parameters.analysis_param_type.solid_options_type.__current_case__,parameters.analysis_param_type.solid_options_type.solid_options_type_selector,parameters.analysis_param_type.window_size_nqs,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.input_recal,parameters.input_recal.values,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-10 12:40:27.272801,slurm_normal_single_16gb,1425993568.0,0,,1.0,,,main_w1_handler0,2232759,8907151,False,,11594186,bam,,,372427,csv,3090842.roundup,slurm,,132112168.0,corral-repl,,"""972f7f80c72211e4a58b005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18801623,,1,18801621.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1425993546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 13:19:29.827083,58185.0,22.0
,,2015-03-10 12:42:07.937676,slurm_normal_single_16gb,1425992897.0,0,,1.0,,,main_w2_handler1,2232761,8907182,False,,11594185,bam,,,372427,csv,3090702.roundup,slurm,,132112168.0,corral-repl,,"""ce2acdfac72211e4ab95005056a52a46""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18801668,,1,18801666.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1425992878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 13:08:24.256744,58185.0,19.0
,,2015-03-10 13:00:50.776638,slurm_normal_single_16gb,1425997296.0,0,,1.0,,,main_w2_handler1,2232783,8907270,False,,221647947,bam,,,406722,csv,3091586.roundup,slurm,,132112168.0,corral-repl,,"""70a9581ac72511e48a43005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18802749,,1,18802747.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1425996748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 14:21:41.876167,58185.0,548.0
,,2015-03-10 13:02:07.640811,slurm_normal_single_16gb,1426000867.0,0,,1.0,,,main_w2_handler0,2232786,8907295,False,,162542775,bam,,,401954,csv,3092866.roundup,slurm,,132112168.0,corral-repl,,"""9f2503ecc72511e4a086005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18802788,,1,18802786.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426000703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 15:21:11.919985,58185.0,164.0
,,2015-03-10 13:03:26.153326,slurm_normal_single_16gb,1425996158.0,0,,1.0,,,main_w1_handler0,2232789,8907322,False,,42745773,bam,,,386560,csv,3091398.roundup,slurm,,132112168.0,corral-repl,,"""d013a076c72511e485fd005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18802831,,1,18802829.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1425996122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 14:02:39.982124,58185.0,36.0
,,2015-03-10 13:05:17.264021,slurm_normal_single_16gb,1426002575.0,0,,1.0,,,main_w2_handler0,2232791,8907350,False,,166249241,bam,,,404359,csv,3093204.roundup,slurm,,132112168.0,corral-repl,,"""0b9b085ac72611e4a943005056a52a46""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18802873,,1,18802871.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426002451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 15:49:40.288166,58185.0,124.0
,,2015-03-10 13:09:07.760487,slurm_normal_single_16gb,1426003568.0,0,,1.0,,,main_w2_handler0,2232802,8907393,False,,225489732,bam,,,406377,csv,3093513.roundup,slurm,,132112168.0,corral-repl,,"""9ad66ad2c72611e4a58b005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18802955,,1,18802953.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426003369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 16:06:16.683028,58185.0,199.0
,,2015-03-10 13:10:52.618573,slurm_normal_single_16gb,1426006478.0,0,,1.0,,,main_w2_handler0,2232805,8907426,False,,164573847,bam,,,402529,csv,3094264.roundup,slurm,,132112168.0,corral-repl,,"""d70cc596c72611e4a261005056a51846""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18803003,,1,18803001.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426006350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 16:54:45.510033,58185.0,128.0
,,2015-03-10 13:16:47.094259,slurm_normal_single_16gb,1426003832.0,0,,1.0,,,main_w1_handler0,2232809,8907466,False,,11589275,bam,,,372606,csv,3093622.roundup,slurm,,132112168.0,corral-repl,,"""a3f628d6c72711e4a4e6005056a52a46""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18803060,,1,18803058.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426003812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 16:10:38.772618,58185.0,20.0
,,2015-03-10 13:20:32.351135,slurm_normal_single_16gb,1426002485.0,0,,1.0,,,main_w1_handler1,2232814,8907499,False,,42784959,bam,,,386551,csv,3093200.roundup,slurm,,132112168.0,corral-repl,,"""2ba10184c72811e4b527005056a52a46""",0,basic,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,basic,,,,,,,,,,,,,18803107,,1,18803105.0,,18759832,,,,history,32.0,122387948.0,fasta,,21199985.0,1426002448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5,0.0.5,,2015-03-10 15:48:07.270099,58185.0,37.0
