create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.flanksize,parameters.infodepth,parameters.probprediction,parameters.readlength,parameters.repeatlength,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-05 07:04:48.607235,slurm_normal,1480921497.0,0,1.0,main_w3_handler0,2914935,14488618,False,,8678662.roundup,slurm,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""","""5""","""0.9""","""100""","""10""",32.0,,34642075,1480921492.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/readdepth2seqdepth/1.0.0,1.0.0,,2016-12-05 07:04:58.534446,96147,5.0
2017-01-07 19:35:19.969140,slurm_normal,1483817730.0,0,1.0,main_w4_handler1,2947861,14709834,False,,8879197.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""","""5""","""0.9""","""100""","""10""",32.0,,35198509,1483817724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/readdepth2seqdepth/1.0.0,1.0.0,,2017-01-07 19:35:32.584143,97658,6.0
2017-07-13 05:52:09.731101,slurm_normal,1499925197.0,0,1.0,main_w3_handler1,2766761,16328340,False,Job output deleted by user before job completed.,10394919.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""","""5""","""0.9""","""100""","""10""",32.0,,39143923,1499925193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/arkarachai-fungtammasan/str_fm/readdepth2seqdepth/1.0.0,1.0.0,,2017-07-13 05:53:19.739813,80869,4.0
