chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,inputs_0|input,inputs_0|input_filetype,inputs_10|input,inputs_10|input_filetype,inputs_11|input,inputs_11|input_filetype,inputs_12|input,inputs_12|input_filetype,inputs_13|input,inputs_13|input_filetype,inputs_14|input,inputs_14|input_filetype,inputs_15|input,inputs_15|input_filetype,inputs_16|input,inputs_16|input_filetype,inputs_17|input,inputs_17|input_filetype,inputs_18|input,inputs_18|input_filetype,inputs_19|input,inputs_19|input_filetype,inputs_1|input,inputs_1|input_filetype,inputs_20|input,inputs_20|input_filetype,inputs_21|input,inputs_21|input_filetype,inputs_22|input,inputs_22|input_filetype,inputs_23|input,inputs_23|input_filetype,inputs_24|input,inputs_24|input_filetype,inputs_25|input,inputs_25|input_filetype,inputs_26|input,inputs_26|input_filetype,inputs_27|input,inputs_27|input_filetype,inputs_28|input,inputs_28|input_filetype,inputs_29|input,inputs_29|input_filetype,inputs_2|input,inputs_2|input_filetype,inputs_30|input,inputs_30|input_filetype,inputs_31|input,inputs_31|input_filetype,inputs_32|input,inputs_32|input_filetype,inputs_33|input,inputs_33|input_filetype,inputs_34|input,inputs_34|input_filetype,inputs_35|input,inputs_35|input_filetype,inputs_36|input,inputs_36|input_filetype,inputs_37|input,inputs_37|input_filetype,inputs_38|input,inputs_38|input_filetype,inputs_39|input,inputs_39|input_filetype,inputs_3|input,inputs_3|input_filetype,inputs_40|input,inputs_40|input_filetype,inputs_41|input,inputs_41|input_filetype,inputs_42|input,inputs_42|input_filetype,inputs_43|input,inputs_43|input_filetype,inputs_44|input,inputs_44|input_filetype,inputs_45|input,inputs_45|input_filetype,inputs_46|input,inputs_46|input_filetype,inputs_4|input,inputs_4|input_filetype,inputs_5|input,inputs_5|input_filetype,inputs_6|input,inputs_6|input_filetype,inputs_7|input,inputs_7|input_filetype,inputs_8|input,inputs_8|input_filetype,inputs_9|input,inputs_9|input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,parameters.input2,parameters.input2.values,parameters.input2|__identifier__,parameters.inputs,parameters.mergeSD,parameters.title,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-09 20:32:29.558284,rodeo_normal,1425936172.0,0,,1.0,main_w1_handler1,2232116,8901782,False,,5862812,bam,12380848,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3079730.roundup,slurm,,132112168.0,corral-repl,,"""60d3f0bac69b11e4a126005056a52a46""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",18794112,,,18794113,,,[],"""True""","""child-mother""",32.0,,21622266.0,1425936160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-09 21:22:54.012564,5254.0,12.0
,,2015-03-09 20:35:48.848142,rodeo_normal,1425934030.0,0,,1.0,main_w1_handler0,2224393,8901809,False,,402631736,bam,1669179079,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18788320,,,18788333,,,[],"""True""","""index43Gnewmerged""",32.0,,21221622.0,1425933358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-09 20:47:13.754090,52582.0,672.0
,,2015-03-09 20:42:07.796462,rodeo_normal,1425933758.0,0,,1.0,main_w2_handler1,1550125,8901889,False,,18189345,bam,25201103,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3078715.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18794153,,,18794151,,,[],"""True""","""DS33703 and DS33703C merge""",32.0,,21023039.0,1425933742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-09 20:42:42.654634,29919.0,16.0
,,2015-03-10 00:46:03.627456,rodeo_normal,1425948985.0,0,,1.0,main_w2_handler1,2224393,8903549,False,,784061895,bam,1503833761,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082748.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18788344,,,18788356,,,[],"""True""","""index42Gnewmerged""",32.0,,21215074.0,1425948373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 00:56:31.088452,52582.0,612.0
,,2015-03-10 03:08:19.253775,rodeo_normal,1425957479.0,0,,1.0,main_w1_handler1,2201591,8904006,False,,629371778,bam,1372582202,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18788786,,,18788808,,,[],"""True""","""index38Gmerged""",32.0,,21215074.0,1425956905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 03:18:02.830299,52582.0,574.0
,,2015-03-10 04:55:20.954736,rodeo_normal,1425963929.0,0,,1.0,main_w2_handler1,2211498,8904511,False,,884827184,bam,2280099921,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084792.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18653271,,,18653269,,,[],"""True""","""""",32.0,,20648438.0,1425963329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 05:05:33.173726,34556.0,600.0
,,2015-03-10 10:03:37.608086,rodeo_normal,1425993487.0,0,,1.0,main_w2_handler0,2222065,8905737,False,,1932162975,bam,2822436944,bam,36020108183.0,bam,,,,,,,,,,,,,,,,,,,,,554156957.0,bam,,,,,,,,,,,,,,,,,,,,,731600568.0,bam,,,,,,,,,,,,,,,,,,,,,836978237.0,bam,,,,,,,,,,,,,,,437805989.0,bam,1009509643.0,bam,315121070.0,bam,,,,,,,3087800.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18799017,,,18799016,,,"[{""__index__"": 0, ""input"": 18799015}, {""__index__"": 1, ""input"": 18799014}, {""__index__"": 2, ""input"": 18799013}, {""__index__"": 3, ""input"": 18799012}, {""__index__"": 4, ""input"": 18799011}, {""__index__"": 5, ""input"": 18799010}, {""__index__"": 6, ""input"": 18799009}]","""False""","""Bochenek_Read_Huff""",32.0,,21687627.0,1425981830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 13:18:13.342969,60335.0,11657.0
,,2015-03-10 10:33:27.791197,rodeo_normal,1425984401.0,0,,1.0,main_w2_handler1,2232628,8905974,False,,11250631,bam,11481359,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088286.roundup,slurm,,132112168.0,corral-repl,,"""db56ac68c71011e48fed005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18800111,,,18800112,,,[],"""True""","""None""",32.0,,21058402.0,1425984378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 10:46:45.829083,45082.0,23.0
,,2015-03-10 10:42:25.565120,rodeo_normal,1425985145.0,0,,1.0,main_w2_handler0,2232643,8906052,False,,16134285,bam,16152582,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088553.roundup,slurm,,132112168.0,corral-repl,,"""1caa8b16c71211e4a71c005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18800252,,,18800253,,,[],"""True""","""None""",32.0,,21058402.0,1425985120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 10:59:11.632279,45082.0,25.0
,,2015-03-10 12:03:15.597381,rodeo_normal,1425990681.0,0,,1.0,main_w2_handler0,2232712,8906619,False,,11329777,bam,11122015,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090029.roundup,slurm,,132112168.0,corral-repl,,"""68d084fec71d11e4a261005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18801015,,,18801016,,,[],"""True""","""None""",32.0,,21058402.0,1425990661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2,1.1.2,,2015-03-10 12:31:24.713423,45082.0,20.0
