create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.break_or_create,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-12-09 08:39:51.028332,slurm_normal,1449650428.0,0,,1.0,main_w2_handler0,2527273,11124566,False,,1257897,vcf,5390208.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22333452,,,32.0,,26620752.0,1449650421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-12-09 08:40:31.969070,68101.0,7.0
2015-09-15 09:10:33.312232,slurm_normal,1442308267.0,0,,1.0,main_w1_handler1,2383673,10321663,False,,3032813,vcf,4605742.roundup,slurm,,132112168.0,corral-repl,,,"""create""","""/galaxy-repl/main/files/012/438/dataset_12438053.dat""","""TRAC""",21063841,,,32.0,,25066600.0,1442308259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-09-15 09:11:11.677482,61115.0,8.0
2015-12-09 08:40:29.336492,slurm_normal,1449650463.0,0,,1.0,main_w2_handler0,2527273,11124569,False,,1125769,vcf,5390210.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22333788,,,32.0,,26620752.0,1449650457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-12-09 08:41:07.012694,68101.0,6.0
2015-06-19 19:57:29.056676,slurm_normal,1434743905.0,0,,1.0,main_w1_handler1,2349361,9695070,False,,43522,vcf,4003972.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20073070,,,32.0,,23725784.0,1434743901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-06-19 19:58:31.296382,,4.0
2015-06-19 19:57:26.127119,slurm_normal,1434743874.0,0,,1.0,main_w1_handler1,2349361,9695066,False,,1637,vcf,4003968.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20073067,,,32.0,,23725784.0,1434743865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-06-19 19:58:00.942197,,9.0
2015-06-19 19:57:27.152900,slurm_normal,1434743921.0,0,,1.0,main_w2_handler0,2349361,9695068,False,,2451,vcf,4003976.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20073068,,,32.0,,23725784.0,1434743917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-06-19 19:58:43.902663,,4.0
2015-06-19 19:57:28.122799,slurm_normal,1434743940.0,0,,1.0,main_w2_handler0,2349361,9695069,False,,21288,vcf,4003980.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20073069,,,32.0,,23725784.0,1434743936.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-06-19 19:59:01.781362,,4.0
2015-05-06 16:46:29.406246,slurm_normal,1430930806.0,0,,1.0,main_w1_handler0,2294354,9412984,False,,538738,vcf,3743128.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19610711,,,32.0,,22891765.0,1430930803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-05-06 16:46:52.006345,,3.0
2015-09-15 16:16:10.494447,slurm_normal,1442333810.0,0,,1.0,main_w1_handler2,2438558,10325073,False,,25808522,vcf,4608910.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21106343,,,32.0,,25052194.0,1442333786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-09-15 16:16:55.153057,68653.0,24.0
2015-12-09 13:28:30.686883,slurm_normal,1449667744.0,0,,1.0,main_w1_handler2,2527273,11126484,False,,1040130,vcf,5391963.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22363762,,,32.0,,26620752.0,1449667740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-12-09 13:29:08.343362,68101.0,4.0
2015-12-09 13:39:44.289475,slurm_normal,1449669954.0,0,,1.0,main_w1_handler1,2527273,11126608,False,,918101,vcf,5392302.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22364689,,,32.0,,26620752.0,1449669949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-12-09 14:05:57.650477,68101.0,5.0
2015-12-09 14:29:35.512338,slurm_normal,1449673169.0,0,,1.0,main_w2_handler1,2527273,11127071,False,,1049077,vcf,5392821.roundup,slurm,,132112168.0,corral-repl,,,"""break""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22365765,,,32.0,,26620752.0,1449673162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbreakcreatemulti/vcfbreakcreatemulti/0.0.3,0.0.3,,2015-12-09 14:59:30.581293,68101.0,7.0
