chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inTypeCond.__current_case__,parameters.inTypeCond.group1_1,parameters.inTypeCond.group1_2,parameters.inTypeCond.group1_3,parameters.inTypeCond.group2_1,parameters.inTypeCond.group2_2,parameters.inTypeCond.group2_3,parameters.inTypeCond.inType,parameters.inTypeCond.input,parameters.inTypeCond.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-15 04:03:29.794549,slurm_normal,1434341047.0,0,1.0,main_w2_handler1,2322675,9652241,False,,2406,tabular,3963192.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,1,1,1,1,1,1,tab,20005719.0,,32.0,,23317348,1434341040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-06-15 04:04:09.965215,,7.0
,,2015-07-12 11:17:38.863674,slurm_normal,1436699898.0,0,1.0,main_w2_handler1,2370259,9843033,False,,241,tabular,4139018.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0.0,4,5,6,7,8,9,tab,20318397.0,,32.0,,24064500,1436699891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-07-12 11:18:20.449255,,7.0
,,2015-07-19 21:14:10.317500,slurm_normal,1437340648.0,0,1.0,main_w1_handler0,2381787,9910092,False,,1952756,vcf,4198385.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,20423986.0,,32.0,,24156451,1437340489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-07-19 21:17:30.741622,66233.0,159.0
,,2015-07-19 21:14:09.389923,slurm_normal,1437340617.0,0,1.0,main_w1_handler0,2381787,9910091,False,,1551503,vcf,4198384.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,20423984.0,,32.0,,24156451,1437340486.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-07-19 21:17:01.188778,66233.0,131.0
,,2015-07-19 21:14:11.391073,slurm_normal,1437340664.0,0,1.0,main_w1_handler2,2381787,9910093,False,,2198598,vcf,4198386.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,20423988.0,,32.0,,24156451,1437340489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-07-19 21:17:47.319183,66233.0,175.0
,,2015-08-06 12:56:00.678701,slurm_normal,1438866079.0,0,1.0,main_w1_handler0,2344680,10072246,False,,3323458,tabular,4350273.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",0.0,1,1,1,1,1,1,tab,20052713.0,,32.0,,24244518,1438865777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-08-06 13:01:21.852687,64941.0,302.0
,,2015-07-21 19:46:04.806283,slurm_normal,1437507996.0,0,1.0,main_w1_handler1,2373251,9933004,False,,359790,vcf,4218907.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,20463169.0,,32.0,,24159796,1437507984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-07-21 19:46:39.540988,65952.0,12.0
,,2015-08-17 16:00:24.024950,slurm_normal,1439827259.0,0,1.0,main_w2_handler1,2410725,10135288,False,,1768,bed,4406651.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,1,1,1,1,1,1,tab,20802661.0,,32.0,,24716528,1439827252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-08-17 16:01:03.846951,,7.0
,,2016-03-10 01:35:24.738950,slurm_normal,1457573776.0,0,1.0,main_w1_handler1,2627396,12091348,False,,1047384,vcf,6315944.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,10,11,12,1,1,1,tab,23771802.0,,32.0,,28881863,1457573748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-03-10 01:36:19.126929,78782.0,28.0
,,2015-09-22 12:09:41.702350,slurm_normal,1442923803.0,0,1.0,main_w1_handler0,2411577,10381193,False,,3735,tabular,4662432.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,21206959.0,,32.0,,25316260,1442923797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-09-22 12:10:05.856912,67900.0,6.0
,,2015-09-30 07:26:35.674482,slurm_normal,1443598028.0,0,1.0,main_w1_handler0,2411577,10467795,False,,3667,tabular,4744167.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,21338392.0,,32.0,,25316260,1443598022.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-09-30 07:27:12.327423,67900.0,6.0
,,2015-09-30 07:38:38.754050,slurm_normal,1443598739.0,0,1.0,main_w2_handler0,2411577,10467821,False,,3597,tabular,4744227.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,21338393.0,,32.0,,25316260,1443598733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-09-30 07:39:03.842008,67900.0,6.0
,,2015-11-05 17:27:19.098253,slurm_normal,1446744564.0,0,1.0,main_w1_handler1,2497073,10829046,False,,940343,tabular,5084298.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/strePyog_M1_GAS.len""","""strePyog_M1_GAS""",0.0,1,1,1,1,1,1,tab,21892210.0,,32.0,,26122237,1446744452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-11-05 17:29:26.809371,66906.0,112.0
,,2016-03-10 03:28:36.055179,slurm_normal,1457617689.0,0,1.0,main_w1_handler1,2628128,12092000,False,,661346917,vcf,6316554.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,23772817.0,,32.0,,28881863,1457580530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-03-10 13:48:13.008132,78782.0,37159.0
,,2015-11-12 05:54:57.796930,slurm_normal,1447307883.0,0,1.0,main_w1_handler1,2503312,10882007,False,,3087915,tabular,5135524.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0.0,2,3,1,1,1,1,tab,21971383.0,,32.0,,26226229,1447307710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-11-12 05:58:06.175025,73211.0,173.0
,,2015-11-20 04:37:48.824111,slurm_normal,1447994319.0,0,1.0,main_w1_handler0,2512053,10957080,False,,385749,tabular,5217620.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22085504.0,,32.0,,26346162,1447994287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-11-20 04:38:40.731862,,32.0
,,2015-12-27 22:36:44.568229,slurm_normal,1451255851.0,0,1.0,main_w2_handler1,2549590,11339067,False,,233,tabular,5614886.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,22671441.0,,32.0,,26877256,1451255838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2015-12-27 22:37:35.785670,74930.0,13.0
,,2016-01-19 02:47:08.390593,slurm_normal,1453171678.0,0,1.0,main_w2_handler1,2512053,11540138,False,,416814,tabular,5807127.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22948397.0,,32.0,,27536748,1453171641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-19 02:47:59.661694,67900.0,37.0
,,2016-01-19 03:59:13.579479,slurm_normal,1453176010.0,0,1.0,main_w2_handler0,2512053,11540365,False,,1135383,tabular,5807355.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22948751.0,,32.0,,27536748,1453175966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-19 04:00:15.177331,67900.0,44.0
,,2016-01-19 05:08:56.055047,slurm_normal,1453180193.0,0,1.0,main_w2_handler0,2512053,11540766,False,,1284575,tabular,5807664.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22949195.0,,32.0,,27536748,1453180151.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-19 05:09:55.672682,67900.0,42.0
,,2016-01-19 04:43:45.914949,slurm_normal,1453178676.0,0,1.0,main_w1_handler0,2512053,11540664,False,,1212300,tabular,5807571.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22949117.0,,32.0,,27536748,1453178638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-19 04:44:39.705801,67900.0,38.0
,,2016-01-21 05:14:56.531697,slurm_normal,1453353329.0,0,1.0,main_w1_handler1,2512053,11568052,False,,150372,tabular,5833946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22987390.0,,32.0,,26409241,1453353311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 05:15:33.048009,67900.0,18.0
,,2016-01-21 09:56:56.157441,slurm_normal,1453370274.0,0,1.0,main_w1_handler0,1539506,11568933,False,,436793,tabular,5834851.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22988759.0,,32.0,,27516004,1453370226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 09:57:58.620968,37418.0,48.0
,,2016-01-21 08:12:52.884754,slurm_normal,1453364030.0,0,1.0,main_w1_handler1,2512053,11568433,False,,439636,tabular,5834431.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22987966.0,,32.0,,26409241,1453363989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 08:13:53.874865,67900.0,41.0
,,2016-01-21 09:22:42.206487,slurm_normal,1453368215.0,0,1.0,main_w1_handler1,1539506,11568749,False,,419579,tabular,5834658.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22988510.0,,32.0,,27516004,1453368172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 09:23:37.738000,37418.0,43.0
,,2016-01-22 11:56:39.303154,slurm_normal,1453463852.0,0,1.0,main_w1_handler0,1539506,11580047,False,,351505,tabular,5845730.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23005861.0,,32.0,,27516004,1453463814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 11:57:35.564141,37418.0,38.0
,,2016-01-21 10:22:42.634942,slurm_normal,1453371818.0,0,1.0,main_w1_handler2,1539506,11569055,False,,436833,tabular,5834969.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22988940.0,,32.0,,27516004,1453371774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 10:23:41.400286,37418.0,44.0
,,2016-01-22 11:01:13.828113,slurm_normal,1453460519.0,0,1.0,main_w1_handler0,1539506,11579777,False,,351505,tabular,5845510.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23005396.0,,32.0,,27516004,1453460487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 11:02:00.813589,37418.0,32.0
,,2016-01-21 11:07:22.611490,slurm_normal,1453374502.0,0,1.0,main_w2_handler0,1539506,11569321,False,,419579,tabular,5835289.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22989293.0,,32.0,,27516004,1453374454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 11:08:25.204965,37418.0,48.0
,,2016-01-21 11:15:43.356937,slurm_normal,1453375001.0,0,1.0,main_w1_handler2,1539506,11569353,False,,419799,tabular,5835331.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,22989334.0,,32.0,,27516004,1453374957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-21 11:16:47.188195,37418.0,44.0
,,2016-01-22 14:27:46.912367,slurm_normal,1453472925.0,0,1.0,main_w2_handler1,2512053,11580847,False,,1134584,tabular,5846501.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23007042.0,,32.0,,27536748,1453472876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 14:28:50.712198,67900.0,49.0
,,2016-01-22 07:37:02.688372,slurm_normal,1453448276.0,0,1.0,main_w1_handler1,1539506,11578393,False,,472815,tabular,5844163.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23003017.0,,32.0,,27516004,1453448233.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 07:37:58.847200,37418.0,43.0
,,2016-01-22 09:27:34.109081,slurm_normal,1453454911.0,0,1.0,main_w2_handler0,2512053,11579239,False,,1265631,tabular,5844951.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23004608.0,,32.0,,27536748,1453454870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 09:28:35.651411,67900.0,41.0
,,2016-01-22 10:24:55.460341,slurm_normal,1453458345.0,0,1.0,main_w2_handler1,2512053,11579609,False,,1149617,tabular,5845336.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23005222.0,,32.0,,27536748,1453458309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 10:25:50.663419,67900.0,36.0
,,2016-01-22 13:39:36.905493,slurm_normal,1453470026.0,0,1.0,main_w2_handler0,1539506,11580494,False,,351505,tabular,5846174.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23006555.0,,32.0,,27516004,1453469985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 13:40:31.055477,37418.0,41.0
,,2016-01-22 15:09:47.066980,slurm_normal,1453475465.0,0,1.0,main_w2_handler1,1539506,11581144,False,,351508,tabular,5846780.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,4,5,6,7,8,9,tab,23007631.0,,32.0,,27516004,1453475398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-01-22 15:11:11.100896,37418.0,67.0
,,2016-03-05 02:40:56.365811,slurm_normal,1457145811.0,0,1.0,main_w2_handler1,2621939,12027197,False,,797714,bed,6255120.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,23679215.0,,32.0,,28822078,1457145686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-03-05 02:43:33.205524,79853.0,125.0
,,2016-05-24 21:51:35.438033,slurm_normal,1464126828.0,0,1.0,main_w2_handler0,2716871,12978527,False,,152070,tabular,7166280.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0.0,1,1,1,1,1,1,tab,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5afb940a3855caa04'}]",32.0,,30410281,1464126810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-05-24 22:01:30.219644,,18.0
,,2016-10-19 17:51:03.561694,slurm_normal,1476899599.0,0,1.0,main_w4_handler0,2860996,14120782,False,,955425,bed,8335327.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0.0,1,1,1,1,1,1,tab,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534f53229ebb312ed'}]",32.0,,33808574,1476899466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-10-19 17:53:21.221833,92563.0,133.0
,,2016-07-24 02:30:26.453396,slurm_normal,1469361785.0,0,1.0,main_w1_handler1,2760471,13478954,False,,371255069,vcf,7694751.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538280b4acf641e55'}]",32.0,,31311735,1469327440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-07-24 12:03:07.446251,87056.0,34345.0
,,2016-09-29 08:38:33.983008,slurm_normal,1475148827.0,0,1.0,main_w4_handler1,2835708,13971869,False,,35943138,bed,8191297.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,1,1,1,1,1,1,tab,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df3215c46f3c0bf9'}]",32.0,,32992190,1475138417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/snpfreq/hgv_snpFreq/1.0.1,1.0.1,,2016-09-29 11:33:49.202262,90340.0,10410.0
