create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.intype.__current_case__,parameters.intype.infile,parameters.intype.otu.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-24 14:37:11.170712,slurm_normal,1508855861.0,0,,1.0,6165.0,mothur.count_table,main_w3_handler1,3276720,17197697,False,,11257205,slurm,,132112168.0,corral-repl,62162,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,41090485,1508855857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-10-24 14:37:51.229304,112972.0,4.0
2018-03-05 10:18:57.364314,slurm_normal,1520245161.0,0,7680.0,1.0,,,main_w3_handler1,3452008,18607740,False,,12703119,slurm,,132112168.0,corral-repl,387004,biom1,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1.0,biom,"[{'src': 'hda', 'id': 34211804}]",32.0,,43942353,1520245158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2018-03-05 10:19:30.828344,122064.0,3.0
2017-10-30 16:27:02.110244,slurm_normal,1509380961.0,0,,1.0,44354.0,mothur.count_table,main_w4_handler1,3304442,17266524,False,,11325639,slurm,,132112168.0,corral-repl,327224,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,39677360,1509380900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-10-30 16:29:32.623868,654.0,61.0
2017-11-02 07:50:19.631276,slurm_normal,1509609037.0,0,,1.0,99057.0,mothur.count_table,main_w3_handler0,3307905,17295342,False,,11357663,slurm,,132112168.0,corral-repl,1100090,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,41627267,1509609033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-02 07:50:39.447876,36706.0,4.0
2017-11-02 15:06:37.264141,slurm_normal,1509635242.0,0,,1.0,1944865.0,mothur.count_table,main_w4_handler0,3307905,17302705,False,,11363345,slurm,,132112168.0,corral-repl,8109678,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,41627267,1509635237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-02 15:07:33.938416,36706.0,5.0
2017-11-04 14:47:11.023707,slurm_normal,1509806849.0,0,,1.0,3353.0,mothur.count_table,main_w4_handler0,3310785,17327447,False,,11388997,slurm,,132112168.0,corral-repl,39275,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,40381825,1509806844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-04 14:47:34.015392,94887.0,5.0
2017-11-04 14:53:13.991532,slurm_normal,1509807211.0,0,,1.0,219234.0,mothur.count_table,main_w4_handler0,3310785,17327460,False,,11389012,slurm,,132112168.0,corral-repl,936530,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,40381825,1509807206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-04 14:53:34.962430,94887.0,5.0
2018-01-09 14:52:25.851933,slurm_normal,1515509701.0,0,,1.0,15420172.0,mothur.groups,main_w4_handler0,3384439,17982006,False,,12058800,slurm,,132112168.0,corral-repl,17629126,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,42153845,1515509686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2018-01-09 14:55:03.815934,116275.0,15.0
2017-11-08 01:35:45.071079,slurm_normal,1510104997.0,0,,1.0,204404.0,mothur.count_table,main_w3_handler0,3308920,17376081,False,,11436403,slurm,,132112168.0,corral-repl,1903268,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,41628482,1510104993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-08 01:36:44.875617,110821.0,4.0
2017-11-08 02:55:05.576625,slurm_normal,1510109727.0,0,,1.0,3952354.0,mothur.count_table,main_w4_handler0,3308920,17376402,False,,11437601,slurm,,132112168.0,corral-repl,16515043,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,32.0,,41831715,1510109721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_make_shared/mothur_make_shared/1.36.1.0,1.36.1.0,,2017-11-08 02:55:28.474712,110821.0,6.0
