chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-07 02:36:14.154735,slurm_normal,1520390202.0,0,7680.0,1.0,main_w4_handler0,3454676,18633483,False,,12730051,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,43840658.0,1520390179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-07 02:36:44.838944,,23.0
,,2018-03-07 04:17:22.795865,slurm_normal,1520396263.0,0,7680.0,1.0,main_w3_handler1,3451145,18634083,False,,12730537,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,43893623.0,1520396251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-07 04:17:45.215387,115065.0,12.0
,,2018-03-07 06:32:28.183249,slurm_normal,1520404375.0,0,7680.0,1.0,main_w4_handler0,3452098,18635084,False,,12731403,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,44336509.0,1520404359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-07 06:32:57.604981,,16.0
,,2018-03-07 19:19:23.936751,slurm_normal,1520450398.0,0,7680.0,1.0,main_w4_handler1,3453873,18645192,False,,12740421,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,43051392.0,1520450374.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-07 19:20:00.443972,91803.0,24.0
,,2018-03-08 19:50:01.885850,slurm_normal,1520538628.0,0,7680.0,1.0,main_w4_handler0,3439336,18662526,False,,12758608,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,44098530.0,1520538614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-08 19:50:31.150146,80443.0,14.0
,,2018-03-09 05:53:57.795783,slurm_normal,1520574860.0,0,7680.0,1.0,main_w3_handler1,3456294,18668162,False,,12764344,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,44496955.0,1520574848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-09 05:54:21.788459,122101.0,12.0
,,2018-03-09 16:53:41.074039,slurm_normal,1520614447.0,0,7680.0,1.0,main_w4_handler0,3449576,18674269,False,,12770493,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,44517809.0,1520614431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-03-09 16:54:10.277414,121976.0,16.0
,,2018-02-22 18:36:32.891210,slurm_normal,1519324660.0,0,7680.0,1.0,main_w4_handler0,3439241,18487474,False,,12582734,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",32.0,,44097144.0,1519324631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2018-02-22 18:37:43.866300,,29.0
,,2017-06-19 15:03:59.484223,slurm_normal,1497884683.0,0,,1.0,main_w4_handler1,3134913,16132985,False,,10212734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38346981.0,1497884655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-06-19 15:04:46.713037,,28.0
,,2017-05-29 17:32:09.068718,slurm_normal,1496079169.0,0,,1.0,main_w3_handler1,3131743,15961860,False,,10058743.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38291211.0,1496079142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-05-29 17:32:50.334699,,27.0
,,2017-05-29 17:08:30.561223,slurm_normal,1496077741.0,0,,1.0,main_w3_handler0,3131743,15961735,False,,10058665.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38291211.0,1496077720.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-05-29 17:09:03.025467,,21.0
,,2017-03-20 11:02:39.501440,slurm_normal,1490007777.0,0,,1.0,main_w3_handler0,2626474,15341822,False,,9481166.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36279148.0,1490007773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-20 11:02:59.610590,32945.0,4.0
,,2017-03-21 01:06:07.798990,slurm_normal,1490058375.0,0,,1.0,main_w4_handler1,3038922,15348924,False,,9488508.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36450739.0,1490058370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-21 01:06:16.250264,39342.0,5.0
,,2017-03-20 23:37:00.094183,slurm_normal,1490053025.0,0,,1.0,main_w4_handler1,3001753,15348567,False,,9488091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36157929.0,1490053021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-20 23:37:06.892636,100464.0,4.0
,,2017-03-21 12:05:44.742758,slurm_normal,1490097952.0,0,,1.0,main_w3_handler1,3001531,15352920,False,,9492373.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36154067.0,1490097948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-21 12:05:54.329423,100456.0,4.0
,,2017-03-21 14:58:08.154748,slurm_normal,1490108321.0,0,,1.0,main_w3_handler0,1243107,15355281,False,,9494489.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36734586.0,1490108309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-21 14:58:51.431483,29366.0,12.0
,,2017-02-21 18:28:11.999274,slurm_normal,1487701792.0,0,,1.0,main_w3_handler1,3004390,15097653,False,,9252599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36203245.0,1487701786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-21 18:29:56.035799,,6.0
,,2017-03-22 04:08:54.615997,slurm_normal,1490155741.0,0,,1.0,main_w4_handler0,3040717,15361131,False,,9500159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36768793.0,1490155737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-22 04:09:02.056060,,4.0
,,2017-03-22 04:09:24.500205,slurm_normal,1490155773.0,0,,1.0,main_w4_handler0,3040717,15361133,False,,9500161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36768793.0,1490155769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-22 04:09:35.670200,,4.0
,,2017-03-22 05:34:32.068928,slurm_normal,1490160878.0,0,,1.0,main_w3_handler1,3040717,15361304,False,,9500345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36768793.0,1490160874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-22 05:34:39.389630,,4.0
,,2017-03-22 05:57:21.047919,slurm_normal,1490162245.0,0,,1.0,main_w4_handler1,3040774,15361350,False,,9500394.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36770522.0,1490162242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-22 05:57:27.720210,,3.0
,,2017-06-21 10:20:53.835819,slurm_normal,1498040491.0,0,,1.0,main_w3_handler1,2331923,16152057,False,,10230794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38164991.0,1498040467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-06-21 10:21:36.238692,64535.0,24.0
,,2017-05-31 10:28:00.832260,slurm_normal,1496226501.0,0,,1.0,main_w4_handler0,3134319,15976863,False,,10072853.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38335824.0,1496226489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-05-31 10:28:25.683935,,12.0
,,2017-03-23 13:52:33.211961,slurm_normal,1490277160.0,0,,1.0,main_w4_handler0,3033764,15375882,False,,9513930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36635318.0,1490277156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-23 13:52:43.492460,102077.0,4.0
,,2017-03-23 16:40:30.391220,slurm_normal,1490287239.0,0,,1.0,main_w3_handler1,3013633,15377703,False,,9515476.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36683382.0,1490287234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-23 16:40:41.869887,100416.0,5.0
,,2017-03-23 14:28:50.139174,slurm_normal,1490279372.0,0,,1.0,main_w3_handler1,3042033,15376196,False,,9514195.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36794122.0,1490279335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-23 14:29:32.916800,102626.0,37.0
,,2017-03-23 20:44:47.590993,slurm_normal,1490301897.0,0,,1.0,main_w3_handler1,3043266,15380321,False,,9517826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36821603.0,1490301891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-23 20:44:58.870233,102688.0,6.0
,,2017-03-24 19:14:07.842732,slurm_normal,1490382855.0,0,,1.0,main_w4_handler1,3041549,15390663,False,,9526665.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36839016.0,1490382851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-24 19:14:18.887125,26085.0,4.0
,,2017-03-26 01:11:25.411271,slurm_normal,1490490691.0,0,,1.0,main_w3_handler0,2755555,15397168,False,,9532526.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36875967.0,1490490688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-26 01:11:33.543525,44985.0,3.0
,,2017-03-28 14:23:27.790696,slurm_normal,1490711016.0,0,,1.0,main_w3_handler0,3044257,15414819,False,,9545079.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36412414.0,1490711012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-28 14:23:38.856525,100934.0,4.0
,,2017-05-06 17:43:03.608456,slurm_normal,1494092614.0,0,,1.0,main_w4_handler0,2995754,15768130,False,,9875438.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,37803112.0,1494092588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-05-06 17:43:37.913028,70559.0,26.0
,,2017-03-27 20:39:00.428261,slurm_normal,1490647168.0,0,,1.0,main_w3_handler1,3048138,15409620,False,,9541899.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36914419.0,1490647162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-27 20:39:29.640392,,6.0
,,2017-03-28 19:27:29.617767,slurm_normal,1490729260.0,0,,1.0,main_w3_handler0,3049797,15417483,False,,9548816.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36939848.0,1490729253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-28 19:27:46.942925,103085.0,7.0
,,2017-03-28 19:49:25.530036,slurm_normal,1490731340.0,0,,1.0,main_w4_handler1,2970567,15417702,False,,9549230.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35774447.0,1490731307.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-28 20:06:31.202572,97752.0,33.0
,,2017-03-28 18:09:10.363489,slurm_normal,1490724561.0,0,,1.0,main_w3_handler0,2460466,15416770,False,,9547497.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36936509.0,1490724555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-28 18:09:24.843988,70137.0,6.0
,,2017-03-29 11:25:01.895142,slurm_normal,1490786716.0,0,,1.0,main_w3_handler1,3050514,15423166,False,,9555146.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36949498.0,1490786704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-29 11:25:33.921921,45239.0,12.0
,,2017-06-01 13:03:53.687317,slurm_normal,1496324544.0,0,,1.0,main_w3_handler0,3135957,15988802,False,,10083759.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,37824756.0,1496324526.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-06-01 13:42:32.160174,,18.0
,,2017-06-01 19:53:34.710101,reserved,1496346867.0,0,,1.0,main_w4_handler1,3136440,15992446,False,,10086986.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,38237302.0,1496346826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-06-01 19:54:32.713826,5254.0,41.0
,,2017-03-30 10:23:39.859700,slurm_normal,1490869428.0,0,,1.0,main_w3_handler1,3050632,15434149,False,,9565856.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36974681.0,1490869424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-30 10:23:50.237035,100590.0,4.0
,,2017-02-14 00:45:07.818100,slurm_normal,1487033116.0,0,,1.0,main_w4_handler1,2990613,15028179,False,,9184453.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36013555.0,1487033111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-14 00:45:20.205291,98324.0,5.0
,,2017-03-31 03:13:30.437154,slurm_normal,1490930025.0,0,,1.0,main_w4_handler0,3043374,15441355,False,,9572645.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35494274.0,1490930020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-03-31 03:13:47.749219,98454.0,5.0
,,2017-02-14 05:46:02.118763,slurm_normal,1487051170.0,0,,1.0,main_w4_handler0,2965920,15029615,False,,9186061.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36001535.0,1487051165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-14 05:46:13.559422,98622.0,5.0
,,2017-02-14 23:03:29.404334,slurm_normal,1487113417.0,0,,1.0,main_w4_handler0,2954709,15039775,False,,9195671.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36043559.0,1487113412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-14 23:03:39.057192,98070.0,5.0
,,2017-04-01 23:10:04.834496,slurm_normal,1491088215.0,0,,1.0,main_w4_handler1,2988146,15458969,False,,9588558.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35906839.0,1491088211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-04-01 23:10:17.312470,,4.0
,,2017-04-01 23:10:37.153504,slurm_normal,1491088254.0,0,,1.0,main_w4_handler0,2988146,15458970,False,,9588566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35906839.0,1491088247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-04-01 23:10:57.244355,,7.0
,,2017-04-01 23:15:55.366616,slurm_normal,1491088563.0,0,,1.0,main_w4_handler1,2988146,15458985,False,,9588619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35906839.0,1491088559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-04-01 23:16:04.216146,,4.0
,,2017-02-15 13:00:49.505004,slurm_normal,1487163657.0,0,,1.0,main_w4_handler1,2996485,15045616,False,,9201323.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35709015.0,1487163652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-15 13:01:01.035369,76171.0,5.0
,,2017-02-15 14:45:29.234829,slurm_normal,1487169937.0,0,,1.0,main_w3_handler1,2979929,15047091,False,,9202677.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35775195.0,1487169931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-15 14:45:38.762922,,6.0
42.0,len,2017-02-15 15:26:58.343665,slurm_normal,1487172970.0,0,,1.0,main_w3_handler0,2979929,15047773,False,,9203268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/852/dataset_18852513.dat""","""?""",32.0,,36060058.0,1487172824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-15 15:36:16.371437,100234.0,146.0
,,2017-02-16 10:01:09.209119,slurm_normal,1487239294.0,0,,1.0,main_w4_handler1,2969596,15054945,False,,9210453.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35997915.0,1487239289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-16 10:01:50.991377,45153.0,5.0
,,2017-02-17 00:05:03.671543,slurm_normal,1487289911.0,0,,1.0,main_w3_handler1,2988033,15062571,False,,9217959.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,36018207.0,1487289906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-17 00:05:13.721302,96889.0,5.0
,,2017-02-17 15:08:17.402627,slurm_normal,1487344104.0,0,,1.0,main_w4_handler0,2999854,15067803,False,,9223037.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",32.0,,35318154.0,1487344100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff_databases/4.1.0,4.1.0,,2017-02-17 15:08:26.484602,43474.0,4.0
