chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_file.values,parameters.input_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-11 14:43:14.738621,slurm_normal,1507733093.0,0,,1.0,main_w4_handler0,3283337,17078971,False,,141915315,fastqsanger,11134710.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31650809}]",,32.0,,41219351.0,1507732996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-11 14:44:56.993045,91357.0,97.0
,,2017-10-10 13:25:27.394232,slurm_normal,1507665644.0,0,,1.0,main_w3_handler1,3281702,17065344,False,,16286586372,fastqsanger,11125925.roundup,slurm,,132112168.0,corral-repl,,"""71b57ebeadbe11e79b18005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31628908}]",,32.0,,,1507656624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-10 20:00:48.232712,112600.0,9020.0
,,2017-12-14 23:45:56.135935,slurm_normal,1513295780.0,0,,1.0,main_w4_handler1,3258319,17813262,False,,1038463540,fastqsanger,11881760,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32868435}]",,32.0,,41322744.0,1513295166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-12-14 23:56:24.925846,113749.0,614.0
,,2017-10-06 17:37:08.571676,slurm_normal,1507311436.0,0,,1.0,main_w4_handler1,3278050,17042351,False,,1218622,fastqsanger,11099554.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31587484}]",,32.0,,41096355.0,1507311431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-06 17:37:22.917140,99387.0,5.0
,,2017-10-06 17:44:25.559194,slurm_normal,1507311890.0,0,,1.0,main_w4_handler0,3278054,17042413,False,,2961442,fastqsanger,11099627.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31587496}]",,32.0,,41096341.0,1507311884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-06 17:44:56.390366,110575.0,6.0
,,2017-10-06 17:45:02.513588,slurm_normal,1507311912.0,0,,1.0,main_w4_handler1,3278063,17042424,False,,2961442,fastqsanger,11099634.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31587543}]",,32.0,,41096365.0,1507311906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-06 17:45:14.305820,111554.0,6.0
,,2017-10-06 17:44:58.650969,slurm_normal,1507311918.0,0,,1.0,main_w4_handler0,3278059,17042423,False,,2961442,fastqsanger,11099639.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 31587520}]",,32.0,,41096046.0,1507311912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-06 17:45:33.354622,110577.0,6.0
,,2017-10-27 22:14:32.857986,slurm_normal,1509142549.0,0,,1.0,main_w4_handler1,3302696,17246845,False,,41093227,fastqsanger,11305936,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31934187}]",,32.0,,41582320.0,1509142522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-27 22:15:52.727325,114677.0,27.0
,,2017-10-09 13:36:21.036287,slurm_normal,1507556214.0,0,,1.0,main_w4_handler0,3256496,17055601,False,,30364993,fastqsanger,11112707.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31610767}]",,32.0,,40576390.0,1507556186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-09 13:36:57.427592,,28.0
,,2017-10-31 14:32:23.338519,slurm_normal,1509461487.0,0,,1.0,main_w4_handler1,3298114,17276293,False,,753621701,fastqsanger,11337252,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31850773}]",,32.0,,41639252.0,1509461031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.1,1.1.1,,2017-10-31 14:52:04.964198,113855.0,456.0
