chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ignore,parameters.ignore_warnings,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.is_bisulfite_sequenced,parameters.max_output,parameters.mode,parameters.ref_file|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validate_index,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-03 18:50:39.483877,slurm_normal,1491245448.0,1,1.0,main_w4_handler1,3050132,15475093,False,,2974534805,sam,9603999.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"""true""",,"[{'src': 'hda', 'id': 29019488}]",,"""false""","""100""","""VERBOSE""",,0,dm3,,cached,"""true""",32.0,,,,37051323.0,1491245443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-04-03 18:50:49.965879,89066.0,5.0
,,2017-02-22 07:14:02.734218,slurm_normal,1487747694.0,0,1.0,main_w3_handler0,3005100,15103150,False,,44804,bam,9258329.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""INVALID_QUALITY_FORMAT"", ""INVALID_FLAG_PROPER_PAIR"", ""INVALID_FLAG_MATE_UNMAPPED"", ""MISMATCH_FLAG_MATE_UNMAPPED"", ""INVALID_FLAG_MATE_NEG_STRAND"", ""MISMATCH_FLAG_MATE_NEG_STRAND"", ""INVALID_FLAG_FIRST_OF_PAIR"", ""INVALID_FLAG_SECOND_OF_PAIR"", ""PAIRED_READ_NOT_MARKED_AS_FIRST_OR_SECOND"", ""INVALID_FLAG_NOT_PRIM_ALIGNMENT"", ""INVALID_FLAG_SUPPLEMENTARY_ALIGNMENT"", ""INVALID_FLAG_READ_UNMAPPED"", ""INVALID_INSERT_SIZE"", ""INVALID_MAPPING_QUALITY"", ""INVALID_CIGAR"", ""ADJACENT_INDEL_IN_CIGAR"", ""INVALID_MATE_REF_INDEX"", ""MISMATCH_MATE_REF_INDEX"", ""INVALID_REFERENCE_INDEX"", ""INVALID_ALIGNMENT_START"", ""MISMATCH_MATE_ALIGNMENT_START"", ""MATE_FIELD_MISMATCH"", ""INVALID_TAG_NM"", ""MISSING_TAG_NM"", ""MISSING_HEADER"", ""MISSING_SEQUENCE_DICTIONARY"", ""MISSING_READ_GROUP"", ""RECORD_OUT_OF_ORDER"", ""READ_GROUP_NOT_FOUND"", ""RECORD_MISSING_READ_GROUP"", ""INVALID_INDEXING_BIN"", ""MISSING_VERSION_NUMBER"", ""INVALID_VERSION_NUMBER"", ""TRUNCATED_FILE"", ""MISMATCH_READ_LENGTH_AND_QUALS_LENGTH"", ""EMPTY_READ"", ""CIGAR_MAPS_OFF_REFERENCE"", ""MISMATCH_READ_LENGTH_AND_E2_LENGTH"", ""MISMATCH_READ_LENGTH_AND_U2_LENGTH"", ""E2_BASE_EQUALS_PRIMARY_BASE"", ""BAM_FILE_MISSING_TERMINATOR_BLOCK"", ""UNRECOGNIZED_HEADER_TYPE"", ""POORLY_FORMATTED_HEADER_TAG"", ""HEADER_TAG_MULTIPLY_DEFINED"", ""HEADER_RECORD_MISSING_REQUIRED_TAG"", ""INVALID_DATE_STRING"", ""TAG_VALUE_TOO_LARGE"", ""INVALID_INDEX_FILE_POINTER"", ""INVALID_PREDICTED_MEDIAN_INSERT_SIZE"", ""DUPLICATE_READ_GROUP_ID"", ""MISSING_PLATFORM_VALUE"", ""INVALID_PLATFORM_VALUE"", ""DUPLICATE_PROGRAM_GROUP_ID"", ""MATE_NOT_FOUND"", ""MATES_ARE_SAME_END"", ""MISMATCH_MATE_CIGAR_STRING"", ""MATE_CIGAR_STRING_INVALID_PRESENCE""]","""false""",,"[{'src': 'hda', 'id': 28456082}]",,"""false""","""100""","""VERBOSE""",,0,vicPac1,,cached,"""true""",32.0,,,,36213402.0,1487747647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-02-22 07:14:57.837582,,47.0
,,2017-02-23 21:04:38.812170,slurm_normal,1487883894.0,1,1.0,main_w4_handler1,2991641,15123049,False,,63875823732,sam,9276935.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/926/dataset_18926105.dat""","""ICSASG_v2_Salmo_salar_normalized""",,"""false""",,"[{'src': 'hda', 'id': 28452541}]",,"""false""","""100""","""SUMMARY""",,1,,"[{'src': 'hda', 'id': 28450631}]",history,"""true""",32.0,3007809462.0,fasta,,36253256.0,1487883882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-02-23 21:04:57.713845,99913.0,12.0
,,2017-02-23 21:06:39.361793,slurm_normal,1487884025.0,1,1.0,main_w4_handler1,2991641,15123066,False,,63875823732,sam,9276952.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/926/dataset_18926105.dat""","""ICSASG_v2_Salmo_salar_normalized""",,"""false""",,"[{'src': 'hda', 'id': 28452541}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28450631}]",history,"""true""",32.0,3007809462.0,fasta,,36253256.0,1487884003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-02-23 21:07:08.270949,99913.0,22.0
,,2017-02-24 15:19:31.537234,slurm_normal,1487949628.0,0,1.0,main_w4_handler0,2592423,15130994,False,,425557995,sam,9284564.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""INVALID_QUALITY_FORMAT"", ""INVALID_FLAG_PROPER_PAIR"", ""INVALID_FLAG_MATE_UNMAPPED"", ""MISMATCH_FLAG_MATE_UNMAPPED"", ""INVALID_FLAG_MATE_NEG_STRAND"", ""MISMATCH_FLAG_MATE_NEG_STRAND"", ""INVALID_FLAG_FIRST_OF_PAIR"", ""INVALID_FLAG_SECOND_OF_PAIR"", ""PAIRED_READ_NOT_MARKED_AS_FIRST_OR_SECOND"", ""INVALID_FLAG_NOT_PRIM_ALIGNMENT"", ""INVALID_FLAG_SUPPLEMENTARY_ALIGNMENT"", ""INVALID_FLAG_READ_UNMAPPED"", ""INVALID_INSERT_SIZE"", ""INVALID_MAPPING_QUALITY"", ""INVALID_CIGAR"", ""ADJACENT_INDEL_IN_CIGAR"", ""INVALID_MATE_REF_INDEX"", ""MISMATCH_MATE_REF_INDEX"", ""INVALID_REFERENCE_INDEX"", ""INVALID_ALIGNMENT_START"", ""MISMATCH_MATE_ALIGNMENT_START"", ""MATE_FIELD_MISMATCH"", ""INVALID_TAG_NM"", ""MISSING_TAG_NM"", ""MISSING_HEADER"", ""MISSING_SEQUENCE_DICTIONARY"", ""MISSING_READ_GROUP"", ""RECORD_OUT_OF_ORDER"", ""READ_GROUP_NOT_FOUND"", ""RECORD_MISSING_READ_GROUP"", ""INVALID_INDEXING_BIN"", ""MISSING_VERSION_NUMBER"", ""INVALID_VERSION_NUMBER"", ""TRUNCATED_FILE"", ""MISMATCH_READ_LENGTH_AND_QUALS_LENGTH"", ""EMPTY_READ"", ""CIGAR_MAPS_OFF_REFERENCE"", ""MISMATCH_READ_LENGTH_AND_E2_LENGTH"", ""MISMATCH_READ_LENGTH_AND_U2_LENGTH"", ""E2_BASE_EQUALS_PRIMARY_BASE"", ""BAM_FILE_MISSING_TERMINATOR_BLOCK"", ""UNRECOGNIZED_HEADER_TYPE"", ""POORLY_FORMATTED_HEADER_TAG"", ""HEADER_TAG_MULTIPLY_DEFINED"", ""HEADER_RECORD_MISSING_REQUIRED_TAG"", ""INVALID_DATE_STRING"", ""TAG_VALUE_TOO_LARGE"", ""INVALID_INDEX_FILE_POINTER"", ""INVALID_PREDICTED_MEDIAN_INSERT_SIZE"", ""DUPLICATE_READ_GROUP_ID"", ""MISSING_PLATFORM_VALUE"", ""INVALID_PLATFORM_VALUE"", ""DUPLICATE_PROGRAM_GROUP_ID"", ""MATE_NOT_FOUND"", ""MATES_ARE_SAME_END"", ""MISMATCH_MATE_CIGAR_STRING"", ""MATE_CIGAR_STRING_INVALID_PRESENCE""]","""false""",,"[{'src': 'hda', 'id': 28498668}]",,"""false""","""100""","""SUMMARY""",,1,,"[{'src': 'hda', 'id': 28498461}]",history,"""true""",32.0,4466740.0,fasta,,36267612.0,1487949584.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-02-24 15:20:32.647912,58840.0,44.0
,,2017-02-26 09:00:54.530388,slurm_normal,1488099696.0,1,1.0,main_w3_handler1,3005506,15145824,False,,57959203,bam,9298353.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 28461006}]",,"""false""","""100""","""SUMMARY""",,0,vicPac1,,cached,"""true""",32.0,,,,36153901.0,1488099659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-02-26 09:01:36.921193,43474.0,37.0
,,2017-03-03 15:01:04.061184,slurm_normal,1488553342.0,1,1.0,main_w3_handler0,3009207,15200636,False,,1515822445,bam,9350861.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oryza_sativa_japonica_nipponbare_IRGSP4.0.len""","""oryza_sativa_japonica_nipponbare_IRGSP4.0""","[""INVALID_QUALITY_FORMAT"", ""INVALID_FLAG_PROPER_PAIR"", ""INVALID_FLAG_MATE_UNMAPPED"", ""MISMATCH_FLAG_MATE_UNMAPPED"", ""INVALID_FLAG_MATE_NEG_STRAND"", ""MISMATCH_FLAG_MATE_NEG_STRAND"", ""INVALID_FLAG_FIRST_OF_PAIR"", ""INVALID_FLAG_SECOND_OF_PAIR"", ""PAIRED_READ_NOT_MARKED_AS_FIRST_OR_SECOND"", ""INVALID_FLAG_NOT_PRIM_ALIGNMENT"", ""INVALID_FLAG_SUPPLEMENTARY_ALIGNMENT"", ""INVALID_FLAG_READ_UNMAPPED"", ""INVALID_INSERT_SIZE"", ""INVALID_MAPPING_QUALITY"", ""INVALID_CIGAR"", ""ADJACENT_INDEL_IN_CIGAR"", ""INVALID_MATE_REF_INDEX"", ""MISMATCH_MATE_REF_INDEX"", ""INVALID_REFERENCE_INDEX"", ""INVALID_ALIGNMENT_START"", ""MISMATCH_MATE_ALIGNMENT_START"", ""MATE_FIELD_MISMATCH"", ""INVALID_TAG_NM"", ""MISSING_TAG_NM"", ""MISSING_HEADER"", ""MISSING_SEQUENCE_DICTIONARY"", ""MISSING_READ_GROUP"", ""RECORD_OUT_OF_ORDER"", ""READ_GROUP_NOT_FOUND"", ""RECORD_MISSING_READ_GROUP"", ""INVALID_INDEXING_BIN"", ""MISSING_VERSION_NUMBER"", ""INVALID_VERSION_NUMBER"", ""TRUNCATED_FILE"", ""MISMATCH_READ_LENGTH_AND_QUALS_LENGTH"", ""EMPTY_READ"", ""CIGAR_MAPS_OFF_REFERENCE"", ""MISMATCH_READ_LENGTH_AND_E2_LENGTH"", ""MISMATCH_READ_LENGTH_AND_U2_LENGTH"", ""E2_BASE_EQUALS_PRIMARY_BASE"", ""BAM_FILE_MISSING_TERMINATOR_BLOCK"", ""UNRECOGNIZED_HEADER_TYPE"", ""POORLY_FORMATTED_HEADER_TAG"", ""HEADER_TAG_MULTIPLY_DEFINED"", ""HEADER_RECORD_MISSING_REQUIRED_TAG"", ""INVALID_DATE_STRING"", ""TAG_VALUE_TOO_LARGE"", ""INVALID_INDEX_FILE_POINTER"", ""INVALID_PREDICTED_MEDIAN_INSERT_SIZE"", ""DUPLICATE_READ_GROUP_ID"", ""MISSING_PLATFORM_VALUE"", ""INVALID_PLATFORM_VALUE"", ""DUPLICATE_PROGRAM_GROUP_ID"", ""MATE_NOT_FOUND"", ""MATES_ARE_SAME_END"", ""MISMATCH_MATE_CIGAR_STRING"", ""MATE_CIGAR_STRING_INVALID_PRESENCE""]","""false""",,"[{'src': 'hda', 'id': 28604022}]",,"""false""","""100""","""VERBOSE""",,0,vicPac1,,cached,"""true""",32.0,,,,36410322.0,1488553268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-03 15:02:24.955299,98123.0,74.0
,,2017-03-07 11:05:42.786117,slurm_normal,1488884796.0,1,1.0,main_w4_handler1,3021749,15228565,False,,30618614,bam,9376699.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 28651880}]",,"""false""","""100""","""VERBOSE""",,0,hg19,,cached,"""true""",32.0,,,,36479684.0,1488884745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-07 11:06:37.822710,100590.0,51.0
,,2017-03-08 11:45:41.147774,slurm_normal,1488975188.0,1,1.0,main_w4_handler1,3020407,15242453,False,,48380242,bam,9389945.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 28674748}]",,"""false""","""100""","""SUMMARY""",,0,hg19,,cached,"""true""",32.0,,,,36504069.0,1488975135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-08 12:23:13.662865,101620.0,53.0
,,2017-03-09 04:30:54.069490,slurm_normal,1489033898.0,1,1.0,main_w3_handler1,2740387,15249833,False,,793021557,bam,9396258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 25536529}]",,"""false""","""100""","""SUMMARY""",,0,hg19,,cached,"""true""",32.0,,,,36524130.0,1489033857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-09 04:31:41.025607,86181.0,41.0
