chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ignore,parameters.ignore_warnings,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.is_bisulfite_sequenced,parameters.max_output,parameters.mode,parameters.ref_file|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validate_index,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-09 06:05:48.660289,slurm_normal,1489039557.0,1,1.0,main_w3_handler1,3024550,15250371,False,,63736651,bam,9396764.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 28685939}]",,"""false""","""100""","""VERBOSE""",,0,hg19,,cached,"""true""",32.0,,,,36524990.0,1489039552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-09 06:05:59.777189,66287.0,5.0
,,2017-03-09 06:06:46.423610,slurm_normal,1489039618.0,1,1.0,main_w3_handler1,3024550,15250373,False,,63736651,bam,9396765.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""false""",,"[{'src': 'hda', 'id': 28685939}]",,"""false""","""100""","""SUMMARY""",,0,hg19,,cached,"""true""",32.0,,,,36524990.0,1489039610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-09 06:07:01.003682,66287.0,8.0
,,2017-03-11 17:50:03.819013,slurm_normal,1489254691.0,1,1.0,main_w4_handler1,3017058,15270689,False,,4030578618,bam,9416256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28706497}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489254605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-11 17:51:34.194869,61964.0,86.0
,,2017-03-11 19:20:58.039639,slurm_normal,1489260826.0,1,1.0,main_w4_handler1,3017058,15270954,False,,3969380831,bam,9416491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28719278}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489260063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-11 19:33:48.062765,61964.0,763.0
,,2017-03-12 01:01:10.380821,slurm_normal,1489284199.0,1,1.0,main_w3_handler0,3026732,15271967,False,,4081715511,bam,9417497.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721020}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28717791}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489283404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 02:03:20.059673,61964.0,795.0
,,2017-03-12 00:28:13.019787,slurm_normal,1489279216.0,1,1.0,main_w3_handler1,3017058,15271844,False,,3969380831,bam,9417291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28720701}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489278496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 00:40:19.437680,61964.0,720.0
,,2017-03-12 00:28:13.582360,slurm_normal,1489279241.0,1,1.0,main_w3_handler1,3017058,15271845,False,,3969380831,bam,9417292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28720702}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489278499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 00:40:43.166024,61964.0,742.0
,,2017-03-12 01:01:11.328165,slurm_normal,1489283400.0,1,1.0,main_w3_handler1,3026732,15271969,False,,4081715511,bam,9417471.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721036}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28717791}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489282719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 01:50:03.238789,61964.0,681.0
,,2017-03-12 01:01:10.807424,slurm_normal,1489284555.0,1,1.0,main_w3_handler0,3026732,15271968,False,,4081715511,bam,9417514.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721025}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28717791}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489283697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 02:09:17.102626,61964.0,858.0
,,2017-03-12 16:21:33.815059,slurm_normal,1489336590.0,1,1.0,main_w3_handler0,3026732,15274695,False,,3983489880,bam,9419719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28726033}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28717791}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489336518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 16:36:31.753273,61964.0,72.0
,,2017-03-12 12:52:47.369670,slurm_normal,1489323769.0,1,1.0,main_w3_handler0,3017058,15273866,False,,2890426641,bam,9418924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721072}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489323179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 13:02:50.962716,61964.0,590.0
,,2017-03-12 12:52:46.108931,slurm_normal,1489324188.0,1,1.0,main_w4_handler0,3017058,15273864,False,,2890426641,bam,9418921.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721070}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489323177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 13:09:51.052070,61964.0,1011.0
,,2017-03-12 12:52:45.479314,slurm_normal,1489323232.0,1,1.0,main_w3_handler1,3017058,15273863,False,,2832893284,bam,9418922.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721069}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489323172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 12:53:55.076464,61964.0,60.0
,,2017-03-12 12:52:46.746343,slurm_normal,1489324161.0,1,1.0,main_w3_handler0,3017058,15273865,False,,2890426641,bam,9418923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28721071}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489323180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 13:09:23.744757,61964.0,981.0
,,2017-03-12 13:06:30.109779,slurm_normal,1489327923.0,1,1.0,main_w3_handler1,3017058,15274008,False,,3947216611,bam,9419196.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28724314}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489327152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 14:12:06.845903,61964.0,771.0
,,2017-03-12 13:06:30.596061,slurm_normal,1489328086.0,1,1.0,main_w4_handler0,3017058,15274009,False,,3947216611,bam,9419204.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28724318}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489327256.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 14:14:46.832474,61964.0,830.0
,,2017-03-12 13:06:29.178558,slurm_normal,1489327282.0,1,1.0,main_w4_handler0,3017058,15274006,False,,3947216611,bam,9419129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28724312}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489326563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 14:01:24.235937,61964.0,719.0
,,2017-03-12 13:06:28.491037,slurm_normal,1489327448.0,1,1.0,main_w4_handler0,3017058,15274005,False,,3864187586,bam,9419206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28724310}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28604553}]",history,"""true""",32.0,3144230986.0,fasta,,36471620.0,1489327294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 14:04:09.581077,61964.0,154.0
,,2017-03-12 18:55:43.844046,slurm_normal,1489348130.0,1,1.0,main_w4_handler0,3026732,15275394,False,,4086681250,bam,9420474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""false""",,"[{'src': 'hda', 'id': 28727206}]",,"""false""","""100""","""VERBOSE""",,1,,"[{'src': 'hda', 'id': 28717791}]",history,"""true""",32.0,3144230986.0,fasta,,36551022.0,1489347437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ValidateSamFile/1.136.0,1.136.0,,2017-03-12 19:49:02.354477,61964.0,693.0
