create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input2,input2_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.region.__current_case__,parameters.region.input2,parameters.region.input2.values,parameters.region.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-23 18:47:12.347125,slurm_normal,1435085353.0,0,1.0,main_w1_handler1,2320065,9718853,False,,125407224,36578.0,interval,maf,4025077,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20107478,,0,19954611.0,,win,32.0,,23289372,1435085274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-06-23 18:51:02.839216,64128.0,79.0
2015-05-14 12:42:30.586006,slurm_normal,1431607401.0,0,1.0,main_w2_handler0,2305526,9470934,False,,4061250,,,maf,3795156.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19706336,,1,,,align,32.0,,23043566,1431607381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-14 12:43:25.816281,869.0,20.0
2015-05-14 13:29:26.856219,slurm_normal,1431610206.0,0,1.0,main_w2_handler1,2305526,9471523,False,,2854048,,,maf,3795542.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19707628,,1,,,align,32.0,,23043566,1431610195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-14 13:30:09.762624,869.0,11.0
2015-05-15 01:02:05.072108,slurm_normal,1431651762.0,0,1.0,main_w2_handler0,2305526,9476068,False,,705433,,,maf,3800025.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19715942,,1,,,align,32.0,,23043566,1431651756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-15 01:02:43.693212,869.0,6.0
2015-05-21 06:21:11.829146,slurm_normal,1432189312.0,0,1.0,main_w2_handler0,2314537,9510891,False,,3504161,27030949.0,bed,maf,3832094.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19777777,,0,19777825.0,,win,32.0,,23043566,1432189284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-21 06:21:55.390596,869.0,28.0
2015-05-21 06:18:51.176355,slurm_normal,1432189151.0,0,1.0,main_w1_handler1,2314537,9510877,False,,3504161,,,maf,3832068.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19777777,,1,,,align,32.0,,23043566,1432189145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-21 06:19:13.056195,869.0,6.0
2015-05-26 06:34:47.843643,slurm_normal,1432622102.0,0,1.0,main_w2_handler1,2319011,9533497,False,,849849,,,maf,3848330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19811748,,1,,,align,32.0,,23164473,1432622094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 06:35:05.332821,63591.0,8.0
2015-05-26 07:18:57.538307,slurm_normal,1432624752.0,0,1.0,main_w2_handler1,2319037,9533923,False,,2726995,,,maf,3848552.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19812309,,1,,,align,32.0,,23272817,1432624744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 07:19:15.516820,63655.0,8.0
2015-05-26 07:19:57.742465,slurm_normal,1432624815.0,0,1.0,main_w2_handler0,2319027,9533930,False,,2726995,,,maf,3848554.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19812306,,1,,,align,32.0,,23164457,1432624807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 07:20:18.722112,63660.0,8.0
2015-05-26 06:45:12.604082,slurm_normal,1432622724.0,0,1.0,main_w2_handler0,2311388,9533623,False,,410774,,,maf,3848395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19811863,,1,,,align,32.0,,23164137,1432622719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 06:45:28.145358,63648.0,5.0
2015-05-26 06:45:18.713051,slurm_normal,1432622738.0,0,1.0,main_w2_handler0,2319025,9533625,False,,3504161,,,maf,3848397.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19811962,,1,,,align,32.0,,23164546,1432622730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 06:45:42.153335,63680.0,8.0
2015-05-26 05:29:55.759949,slurm_normal,1432618233.0,0,1.0,main_w2_handler1,2318996,9532699,False,,67169180,,,maf,3847929.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19811005,,1,,,align,32.0,,23237285,1432618206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 05:30:38.457018,63961.0,27.0
2015-05-26 05:19:34.761314,slurm_normal,1432617589.0,0,1.0,main_w2_handler1,2319009,9532589,False,,3504161,,,maf,3847882.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19810825,,1,,,align,32.0,,23163532,1432617580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 05:19:53.598429,63645.0,9.0
2015-05-26 05:20:43.297255,slurm_normal,1432617679.0,0,1.0,main_w2_handler0,2319019,9532603,False,,69076242,,,maf,3847889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19810860,,1,,,align,32.0,,23164387,1432617651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/substitution_rates/subRate1/1.0.0,1.0.0,,2015-05-26 05:21:21.012081,63647.0,28.0
