chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database,parameters.fasta_type.input_database.values,parameters.input_motifs,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-02-06 19:24:47.133772,slurm_normal,1517945117.0,0,7680.0,1.0,main_w4_handler1,1835488,18276478,False,,268940.0,fasta,734205,memexml,12358948,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 33561527}]",,"[{'src': 'hda', 'id': 33561542}]","""true""",0,basic,32.0,,43522657.0,1517945094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-06 19:25:20.785620,46335.0,23.0
,,2018-03-09 20:32:20.955829,slurm_normal,1520627778.0,0,7680.0,1.0,main_w4_handler0,3429857,18676500,False,,1777254.0,fasta,342136,memexml,12772747,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 34330952}]",,"[{'src': 'hda', 'id': 33963484}]","""true""",0,basic,32.0,,43931310.0,1520627766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-03-09 20:36:23.357957,122021.0,12.0
,,2018-03-09 21:07:08.911311,slurm_normal,1520629649.0,0,7680.0,1.0,main_w3_handler1,3429857,18676936,False,,1777254.0,fasta,342136,memexml,12773227,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 34330952}]",,"[{'src': 'hda', 'id': 33963484}]","""true""",0,basic,32.0,,43931310.0,1520629637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-03-09 21:07:33.622383,122021.0,12.0
,,2018-03-09 21:16:09.489231,slurm_normal,1520630196.0,0,7680.0,1.0,main_w3_handler1,3429857,18677019,False,,1777254.0,fasta,378442,memexml,12773330,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 34330952}]",,"[{'src': 'hda', 'id': 33964031}]","""true""",0,basic,32.0,,43931310.0,1520630181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-03-09 21:16:40.572868,122021.0,15.0
,,2018-02-19 03:59:41.872455,slurm_normal,1519012798.0,0,7680.0,1.0,main_w3_handler1,3434037,18431121,False,,496346.0,fasta,993,memexml,12525305,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 33932139}]",,"[{'src': 'hda', 'id': 33932150}]","""true""",0,basic,32.0,,43997059.0,1519012795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 04:00:01.706694,94477.0,3.0
,,2018-02-19 05:30:36.933780,slurm_normal,1519018668.0,0,7680.0,1.0,main_w3_handler1,3431419,18432128,False,,941297885.0,fasta,378163,memexml,12526239,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 33933764}]",,"[{'src': 'hda', 'id': 33893157}]","""true""",0,basic,32.0,,43997253.0,1519018249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 05:37:52.370012,94477.0,419.0
,,2018-02-19 05:49:31.187462,slurm_normal,1519019406.0,0,7680.0,1.0,main_w3_handler1,3431419,18432219,False,,496346.0,fasta,378163,memexml,12526399,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 33892172}]",,"[{'src': 'hda', 'id': 33893157}]","""true""",0,basic,32.0,,43997253.0,1519019381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 05:50:12.699504,94477.0,25.0
,,2018-02-19 07:57:26.155216,slurm_normal,1519027079.0,0,7680.0,1.0,main_w4_handler1,3428032,18433656,False,,83919.0,fasta,121626,memexml,12527922,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/dm3.len""","""dm3""",1,history,,"[{'src': 'hda', 'id': 33935277}]",,"[{'src': 'hda', 'id': 33935293}]","""true""",0,basic,32.0,,43895079.0,1519027057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 07:58:02.748702,,22.0
,,2018-02-19 08:00:59.768882,slurm_normal,1519027271.0,0,7680.0,1.0,main_w4_handler0,3431419,18433703,False,,496346.0,fasta,993,memexml,12527946,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,history,,"[{'src': 'hda', 'id': 33892172}]",,"[{'src': 'hda', 'id': 33935758}]","""true""",0,basic,32.0,,43997253.0,1519027268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 08:01:14.649093,94477.0,3.0
,,2018-02-19 08:01:44.116132,slurm_normal,1519027644.0,0,7680.0,1.0,main_w4_handler1,3431419,18433706,False,,941297885.0,fasta,993,memexml,12527953,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 33933764}]",,"[{'src': 'hda', 'id': 33935758}]","""true""",0,basic,32.0,,43997253.0,1519027314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.1.0,4.11.1.0,,2018-02-19 08:07:26.931867,94477.0,330.0
