GCbiasFrequenciesFile,GCbiasFrequenciesFile_filetype,bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.GCbiasFrequenciesFile.values,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
22575,tabular,3864440440,bam,2016-06-27 11:36:19.602682,slurm_multi,1467029081.0,0,6.0,main_w1_handler2,2746850,13266325,False,,,,7454608,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5585c8e2a7cf3c0'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537027fe417dba36b'}]","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,2700000000,specific,"""""",0,,/galaxy/data/hg18/seq/hg18.2bit,cached,32.0,,31096221,1467027434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-27 12:04:43.537665,86468,1647.0
22575,tabular,3299429505,bam,2016-06-27 11:36:43.966610,slurm_multi,1467030452.0,0,6.0,main_w2_handler2,2746850,13266327,False,,,,7454698,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b6f98b19e68a4ce'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7fb3c2e1bce09f0'}]","""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",0,2700000000,specific,"""""",0,,/galaxy/data/hg18/seq/hg18.2bit,cached,32.0,,31096221,1467029088.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-27 12:27:34.256452,86468,1364.0
7575,tabular,3045420328,bam,2016-09-11 21:43:49.026407,slurm_multi,1473633764.0,0,6.0,main_w4_handler2,2771636,13826937,False,,,,8048973,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f65c275d0b2bbdbf'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561e99a2c989ef80e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,31578981,1473632237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-11 22:43:13.759254,73080,1527.0
22575,tabular,3277605060,bam,2016-09-12 15:50:58.854438,slurm_multi,1473698046.0,0,6.0,main_w3_handler2,2813231,13832761,False,,,,8054885,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b549e260b99650e85a'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b54414f3f7e7e773'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,32824215,1473695545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-12 16:34:09.683518,85575,2501.0
22575,tabular,749657976,bam,2016-07-04 00:25:01.572940,slurm_multi,1467592555.0,0,6.0,main_w2_handler2,2756401,13320776,False,,,,7525953,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fce307a0b59fdfe3'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d46ad49427e86c17'}]","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,12000000,specific,"""""",0,,sacCer3,cached,32.0,,31120695,1467591964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-04 00:35:58.557157,86618,591.0
22575,tabular,1619774230,bam,2016-05-17 02:09:06.982202,slurm_multi,1463454557.0,0,6.0,main_w2_handler2,2677909,12912826,False,,,,7107708,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ce907255c37cf48'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586be4b643866ee1a'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463453657.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 03:09:55.568247,67495,900.0
22575,tabular,1583115920,bam,2016-05-17 02:09:14.903075,slurm_multi,1463455854.0,0,6.0,main_w2_handler2,2677909,12912827,False,,,,7107790,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5572486586246d839'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572e8e46528602a07'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463454938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 03:30:59.053573,67495,916.0
22575,tabular,1306395381,bam,2016-05-20 16:49:33.201917,slurm_multi,1463771369.0,0,6.0,main_w2_handler2,2710359,12950338,False,,,,7144613,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f55b2de72f04f723'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52846a09ab4dceeae'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463770625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 19:23:47.745573,41189,744.0
22575,tabular,1370473831,bam,2016-05-20 16:48:56.561427,slurm_multi,1463773079.0,0,6.0,main_w1_handler2,2710359,12950332,False,,,,7144826,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e12e5485b0a83dd6'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6f29ab7011129d4'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463772245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 19:38:03.553057,41189,834.0
22575,tabular,1370473831,bam,2016-05-20 16:50:50.275636,slurm_multi,1463774604.0,0,6.0,main_w1_handler2,2710359,12950343,False,,,,7145200,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbfe17204a133e48'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6f29ab7011129d4'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463773746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 20:03:28.940532,41189,858.0
22575,tabular,5769263307,bam,2016-05-25 17:59:18.463790,slurm_multi,1464202782.0,0,6.0,main_w1_handler2,2614132,12986010,False,,,,7172384,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b910fa24afe52057'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545ab5bc2046bf427'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464199204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-05-25 18:59:45.321837,63149,3578.0
22575,tabular,1253942943,bam,2016-09-22 21:08:27.247834,slurm_multi,1474580750.0,0,6.0,main_w3_handler2,2802427,13920761,False,,,,8143097,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5df0d622cd17c3d5a'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51beaf63f582a32ca'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33059294,1474579865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-22 21:45:53.623053,63149,885.0
22575,tabular,1613300274,bam,2016-09-22 21:17:24.259030,slurm_multi,1474582074.0,0,6.0,main_w4_handler2,2802427,13920809,False,,,,8143178,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54eae59f4d0fc0806'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2f9c79f20e40ae2'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,33059294,1474580793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-22 22:07:59.260695,63149,1281.0
5700,tabular,2062794363,bam,2016-06-06 20:19:44.869604,slurm_multi,1465245785.0,0,6.0,main_w1_handler2,1879428,13089355,False,,,,7273625,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f57b138c3b05b6a'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d5a9ebe0914d668'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,2451960000,"""""",0,,hg38,cached,32.0,,30470457,1465244893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-06 20:43:08.042871,48014,892.0
22575,tabular,2062794363,bam,2016-06-06 22:12:00.434038,slurm_multi,1465252024.0,0,6.0,main_w1_handler2,1879428,13090028,False,,,,7274222,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5750f84312ea3a125'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53d5a9ebe0914d668'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30470457,1465251154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-06 22:27:10.475694,48014,870.0
3825,tabular,659168771,bam,2016-06-07 06:30:20.062124,slurm_multi,1465281740.0,0,6.0,main_w1_handler2,2728942,13091949,False,,,,7276029,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d589a481b0b1b0d'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f59c8dd3878b783b'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30578529,1465281476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-07 06:42:26.325578,72632,264.0
22575,tabular,840587544,bam,2016-09-24 08:08:36.325257,slurm_multi,1474706055.0,0,6.0,main_w4_handler2,2830708,13930660,False,,,,8153155,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a83fb78d5f2e4e54'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59624705181cfcb94'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""""",0,,hg38,cached,32.0,,33062884,1474705350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-24 08:34:17.995301,90423,705.0
22575,tabular,665756289,bam,2016-09-24 08:08:22.268623,slurm_multi,1474705316.0,0,6.0,main_w4_handler2,2830708,13930659,False,,,,8153114,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc5638f8e6bee043'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba479e8cd14503c1'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""""",0,,hg38,cached,32.0,,33062884,1474704621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-09-24 08:21:58.797580,90423,695.0
22575,tabular,3570592101,bam,2016-06-07 19:21:11.228576,slurm_multi,1465329639.0,0,6.0,main_w1_handler2,2614132,13100382,False,,,,7285668,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5acb89ae5b55ab511'}]",0,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5105224aafdebdc74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30666772,1465328099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-06-07 20:00:45.675531,63149,1540.0
3825,tabular,2144269,bam,2016-07-25 15:03:59.934013,slurm_multi,1469474186.0,0,6.0,main_w1_handler2,2771196,13485969,False,,760498869.0,twobit,7704955,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58aefd5667851e1ee'}]",1,yes,slurm_multi,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5489fbd3d235dc6e2'}]","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",0,270000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280ba2e33710ef2b'}]",,history,32.0,,31486278,1469474023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-25 19:16:29.588402,17286,163.0
3825,tabular,1840276,bam,2016-07-25 15:03:38.971477,slurm_multi,1469475228.0,0,6.0,main_w2_handler2,2771196,13485966,False,,760498869.0,twobit,7705223,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae3bc79c721d57d3'}]",1,yes,slurm_multi,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbec390f59c89da9'}]","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",0,270000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280ba2e33710ef2b'}]",,history,32.0,,31486278,1469475009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-25 19:33:52.157113,17286,219.0
3825,tabular,2241646,bam,2016-07-25 15:02:10.090671,slurm_multi,1469459867.0,0,6.0,main_w1_handler2,2771196,13485941,False,,760498869.0,twobit,7702046,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb11955824c575be'}]",1,yes,slurm_multi,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8d60e8931f55f1d'}]","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",0,270000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280ba2e33710ef2b'}]",,history,32.0,,31486278,1469459715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-25 15:17:57.370528,17286,152.0
3825,tabular,1906663,bam,2016-07-25 15:04:20.240890,slurm_multi,1469475347.0,0,6.0,main_w2_handler2,2771196,13485975,False,,760498869.0,twobit,7705383,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ce0d3dd81cf22a3'}]",1,yes,slurm_multi,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502aa0e32f695d32e'}]","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",0,270000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280ba2e33710ef2b'}]",,history,32.0,,31486278,1469475238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-25 19:35:51.662863,17286,109.0
3825,tabular,2220163,bam,2016-07-25 15:04:44.595466,slurm_multi,1469475803.0,0,6.0,main_w2_handler2,2771196,13485978,False,,760498869.0,twobit,7705508,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9e50a3969f4e0d9'}]",1,yes,slurm_multi,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ae4a01c303c887ae'}]","""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",0,270000000,specific,"""""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5280ba2e33710ef2b'}]",,history,32.0,,31486278,1469475574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.3.0,2.2.3.0,,2016-07-25 19:43:44.174957,17286,229.0
