create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.addition.__current_case__,parameters.addition.addition_select,parameters.addition.b,parameters.addition.l,parameters.addition.r,parameters.chromInfo,parameters.dbkey,parameters.genome_file_opts.__current_case__,parameters.genome_file_opts.genome,parameters.genome_file_opts.genome.values,parameters.genome_file_opts.genome_file_opts_selector,parameters.input.values,parameters.pct,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-05 18:48:28.975601,slurm_normal,1520275728.0,0,7680.0,1.0,,,main_w4_handler0,3452636,18614063,False,,369842,bed,12709723,slurm,,132112168.0,corral-repl,,0,b,500,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,hg19_rCRS_pUC18_phiX174,,loc,"[{'src': 'hda', 'id': 34222730}]","""false""","""false""",32.0,,43856137,1520275718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-03-05 18:48:49.150086,79386,10.0
2018-02-22 08:45:16.372365,slurm_normal,1519289128.0,0,7680.0,1.0,1405.0,gg,main_w3_handler0,3423314,18480267,False,,87679,bed,12575068,slurm,,132112168.0,corral-repl,,1,lr,,0,100,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 33984200}]","""false""","""false""",32.0,,44003256,1519289124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-22 08:45:31.221215,6342,4.0
2018-02-22 08:44:31.173736,slurm_normal,1519289085.0,0,7680.0,1.0,1405.0,gg,main_w3_handler1,3423314,18480258,False,,87679,bed,12575053,slurm,,132112168.0,corral-repl,,1,lr,,100,0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 33984200}]","""false""","""false""",32.0,,44003256,1519289081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-22 08:44:46.568600,6342,4.0
2018-02-23 08:19:50.978299,slurm_normal,1519374001.0,0,7680.0,1.0,1405.0,gg,main_w3_handler0,3423314,18494169,False,,195166,bed,12589400,slurm,,132112168.0,corral-repl,,1,lr,,0,100,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 34028951}]","""false""","""false""",32.0,,44003256,1519373998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-23 08:20:04.649984,6342,3.0
2018-02-23 08:18:14.056307,slurm_normal,1519373909.0,0,7680.0,1.0,1405.0,gg,main_w4_handler0,3423314,18494144,False,,195166,bed,12589388,slurm,,132112168.0,corral-repl,,1,lr,,100,0,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 34028951}]","""false""","""false""",32.0,,44003256,1519373905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-23 08:18:31.702131,6342,4.0
2018-02-26 17:50:59.873410,slurm_normal,1519667479.0,0,7680.0,1.0,1405.0,gg,main_w4_handler1,3423314,18524947,False,,195166,bed,12620925,slurm,,132112168.0,corral-repl,,0,b,101,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 34028951}]","""false""","""false""",32.0,,44003256,1519667466.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-26 17:51:19.997534,6342,13.0
2018-02-26 17:49:05.129126,slurm_normal,1519667357.0,0,7680.0,1.0,1405.0,gg,main_w3_handler0,3423314,18524927,False,,87679,bed,12620907,slurm,,132112168.0,corral-repl,,0,b,101,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 33984928}]",hist,"[{'src': 'hda', 'id': 33984200}]","""false""","""false""",32.0,,44003256,1519667353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.27.0.0,2.27.0.0,,2018-02-26 17:49:19.329161,6342,4.0
