beds,beds1,beds1_filetype,beds2,beds2_filetype,beds3,beds3_filetype,beds_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.both,parameters.chromInfo,parameters.counts,parameters.dbkey,parameters.inputA.values,parameters.names.__current_case__,parameters.names.beds,parameters.names.beds.values,parameters.names.names_select,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
17087.0,17087.0,bed,,,,,bed,2018-03-04 17:36:09.839749,slurm_normal,1520184988.0,0,7680.0,1.0,main_w3_handler1,3387981,18601532,False,,17087,bed,12696707,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","[{'src': 'hda', 'id': 34201950}]",1,,"[{'src': 'hda', 'id': 34201950}]",no,"""""",32.0,,43121260,1520184983.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-04 17:36:30.844119,,5.0
6086917.0,6086917.0,bed,1583265.0,bed,,,bed,2018-03-07 13:30:30.948263,slurm_normal,1520430497.0,0,7680.0,1.0,main_w3_handler0,3277632,18639235,False,,2167400,bed,12735400,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","[{'src': 'hda', 'id': 34265220}]",1,,"[{'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520429439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-07 13:48:20.030312,112954.0,1058.0
3936490.0,3936490.0,bed,4939235.0,bed,16259763.0,bed,bed,2018-03-08 06:44:03.430188,slurm_normal,1520491752.0,0,7680.0,1.0,main_w4_handler1,3381659,18652132,False,,96900801,gff3,12748027,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 33566702}]",1,,"[{'src': 'hda', 'id': 34286310}, {'src': 'hda', 'id': 34286311}, {'src': 'hda', 'id': 34286312}]",no,"""""",32.0,,44457303,1520491472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 06:49:15.155408,107637.0,280.0
3936490.0,3936490.0,bed,4939235.0,bed,16259763.0,bed,bed,2018-03-08 07:02:03.369504,slurm_normal,1520492806.0,0,7680.0,1.0,main_w3_handler0,3381659,18652300,False,,96900732,gff3,12748128,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 34286383}]",1,,"[{'src': 'hda', 'id': 34286310}, {'src': 'hda', 'id': 34286311}, {'src': 'hda', 'id': 34286312}]",no,"""""",32.0,,44457303,1520492534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 07:06:52.592145,107637.0,272.0
2167400.0,2167400.0,bed,6086917.0,bed,1583265.0,bed,bed,2018-03-08 08:15:08.801950,slurm_normal,1520498707.0,0,7680.0,1.0,main_w3_handler0,3277632,18653127,False,,2167400,bed,12748957,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","[{'src': 'hda', 'id': 34265220}]",1,,"[{'src': 'hda', 'id': 34265220}, {'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520496924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 08:45:09.690441,112954.0,1783.0
6086917.0,6086917.0,bed,1583265.0,bed,,,bed,2018-03-08 09:03:28.502907,slurm_normal,1520500108.0,0,7680.0,1.0,main_w3_handler0,3277632,18653791,False,,890846,bed,12749608,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 34288504}]",1,,"[{'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520499821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 09:08:31.373187,112954.0,287.0
6086917.0,6086917.0,bed,1583265.0,bed,,,bed,2018-03-08 09:04:01.809147,slurm_normal,1520500140.0,0,7680.0,1.0,main_w4_handler0,3277632,18653797,False,,890846,bed,12749621,slurm,,132112168.0,corral-repl,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","[{'src': 'hda', 'id': 34288504}]",1,,"[{'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520499850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 09:09:02.486702,112954.0,290.0
6086917.0,6086917.0,bed,1583265.0,bed,,,bed,2018-03-08 09:04:47.365911,slurm_normal,1520500201.0,0,7680.0,1.0,main_w3_handler0,3277632,18653814,False,,890846,bed,12749645,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","[{'src': 'hda', 'id': 34288504}]",1,,"[{'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520499894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 09:10:03.685875,112954.0,307.0
6086917.0,6086917.0,bed,1583265.0,bed,,,bed,2018-03-08 09:04:20.509128,slurm_normal,1520500163.0,0,7680.0,1.0,main_w4_handler1,3277632,18653806,False,,890846,bed,12749630,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""true""","""hg38""","[{'src': 'hda', 'id': 34288504}]",1,,"[{'src': 'hda', 'id': 34265221}, {'src': 'hda', 'id': 34265222}]",no,"""""",32.0,,44420918,1520499875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-03-08 09:09:26.146378,112954.0,288.0
,,,,,,,,2018-02-22 09:20:33.998033,slurm_normal,1519291257.0,0,7680.0,1.0,main_w4_handler1,3438461,18480475,False,,745111,bed,12575381,slurm,,132112168.0,corral-repl,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""?""","[{'src': 'hda', 'id': 34008814}]",0,[],,yes,"""""",32.0,,44086096,1519291253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.27.0.0,2.27.0.0,,2018-02-22 09:20:59.658637,122565.0,4.0
