chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.threshold,parameters.windowsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-03 08:44:07.437030,slurm_normal,1464943492.0,1.0,,1.0,main_w1_handler1,2726405,13057815,False,,10502,txt,7873,txt,7243998.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5416e93601b0ab024'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53096882d01cd33f0'}]","""50""","""10""",32.0,,30598995.0,1464943488.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-06-03 08:44:54.341330,,4.0
,,2016-09-23 12:32:03.813061,slurm_normal,1474634119.0,1.0,,1.0,main_w3_handler1,2822273,13924672,False,,1359,fasta,1359,fasta,8147038.roundup,slurm,,132112168.0,corral-repl,,"""bb211af2818911e6b450005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bc2a4929644d168'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bc2a4929644d168'}]","""23""","""10""",32.0,,33121705.0,1474634110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:35:22.706099,90318.0,9.0
,,2016-09-23 12:32:23.739718,slurm_normal,1474634148.0,1.0,,1.0,main_w3_handler1,2822282,13924680,False,,1359,fasta,1359,fasta,8147039.roundup,slurm,,132112168.0,corral-repl,,"""c65ae222818911e69bfa005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d04597709f787d1c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d04597709f787d1c'}]","""23""","""10""",32.0,,33120756.0,1474634108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:35:51.077093,90326.0,40.0
,,2016-09-23 12:31:49.936765,slurm_normal,1474634133.0,1.0,,1.0,main_w4_handler1,2822285,13924654,False,,1359,fasta,1359,fasta,8147040.roundup,slurm,,132112168.0,corral-repl,,"""b2eea264818911e687df005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544a2cfb21a19cc2b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544a2cfb21a19cc2b'}]","""23""","""10""",32.0,,33121667.0,1474634112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:35:38.608111,90329.0,21.0
,,2016-09-23 12:31:54.987676,slurm_normal,1474634206.0,1.0,,1.0,main_w4_handler0,2822302,13924660,False,Job output deleted by user before job completed.,1359,fasta,1359,fasta,8147037.roundup,slurm,,132112168.0,corral-repl,,"""b5abef02818911e6946b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53375d56a6f100e4c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53375d56a6f100e4c'}]","""23""","""10""",32.0,,33121694.0,1474634109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:36:50.023868,90341.0,97.0
,,2016-09-23 12:31:55.608212,slurm_normal,1474634055.0,1.0,,1.0,main_w3_handler1,2822330,13924663,False,,1359,fasta,1359,fasta,8147025.roundup,slurm,,132112168.0,corral-repl,,"""b5f11cee818911e6978a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538632b4a549388c4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538632b4a549388c4'}]","""23""","""10""",32.0,,33121695.0,1474634039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:34:17.748246,90342.0,16.0
,,2016-09-23 12:40:51.336705,slurm_normal,1474634737.0,1.0,,1.0,main_w4_handler1,2830445,13924747,False,,1359,fasta,1359,fasta,8147139.roundup,slurm,,132112168.0,corral-repl,,"""f56cdfec818a11e6a00d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e08b5d73e5aa1e1e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e08b5d73e5aa1e1e'}]","""23""","""10""",32.0,,33121697.0,1474634715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:45:41.059532,90330.0,22.0
,,2016-09-23 12:56:26.089516,slurm_normal,1474635506.0,1.0,,1.0,main_w3_handler0,2822243,13925051,False,,1359,fasta,1359,fasta,8147341.roundup,slurm,,132112168.0,corral-repl,,"""222a8e4c818d11e68602005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553ab43a6076a2ed7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553ab43a6076a2ed7'}]","""23""","""10""",32.0,,33122183.0,1474635500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:29.948895,90308.0,6.0
,,2016-09-23 12:56:17.604090,slurm_normal,1474635476.0,1.0,,1.0,main_w3_handler1,2822315,13924978,False,,1359,fasta,1359,fasta,8147322.roundup,slurm,,132112168.0,corral-repl,,"""1dac92ac818d11e6b1b2005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e249cbaf45ea6b4a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e249cbaf45ea6b4a'}]","""23""","""10""",32.0,,33122393.0,1474635470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:57:59.852630,90345.0,6.0
,,2016-09-23 12:52:39.032674,slurm_normal,1474635276.0,1.0,,1.0,main_w3_handler0,2822281,13924907,False,,1359,fasta,1359,fasta,8147254.roundup,slurm,,132112168.0,corral-repl,,"""9b24f5d6818c11e68489005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be5f87fc1b2ccbad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be5f87fc1b2ccbad'}]","""23""","""10""",32.0,,33121692.0,1474635271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:54:38.209173,90325.0,5.0
,,2016-09-23 12:56:20.184228,slurm_normal,1474635505.0,1.0,,1.0,main_w3_handler0,2822245,13925004,False,,1359,fasta,1359,fasta,8147337.roundup,slurm,,132112168.0,corral-repl,,"""1ea3e052818d11e6b3ad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebc61841029900a6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebc61841029900a6'}]","""23""","""10""",32.0,,33122175.0,1474635498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:29.431957,90309.0,7.0
,,2016-09-23 12:56:20.459250,slurm_normal,1474635490.0,1.0,,1.0,main_w4_handler0,2822292,13925008,False,,1359,fasta,1359,fasta,8147330.roundup,slurm,,132112168.0,corral-repl,,"""1ef30c68818d11e68768005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3c3e76295573357'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3c3e76295573357'}]","""23""","""10""",32.0,,33121712.0,1474635483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:14.553854,90335.0,7.0
,,2016-09-23 12:56:39.952089,slurm_normal,1474635515.0,1.0,,1.0,main_w4_handler1,2822295,13925060,False,,1359,fasta,1359,fasta,8147352.roundup,slurm,,132112168.0,corral-repl,,"""2ab1ca3a818d11e69ac7005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556e6751a9e6cc79b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556e6751a9e6cc79b'}]","""23""","""10""",32.0,,33122176.0,1474635509.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:40.102438,90316.0,6.0
,,2016-09-23 12:56:41.192111,slurm_normal,1474635553.0,1.0,,1.0,main_w3_handler1,2822266,13925066,False,,1359,fasta,1359,fasta,8147387.roundup,slurm,,132112168.0,corral-repl,,"""2ba2124c818d11e6b3ad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc7dc4f8a31339e9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc7dc4f8a31339e9'}]","""23""","""10""",32.0,,33122314.0,1474635546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:59:15.360593,90313.0,7.0
,,2016-09-23 12:56:17.376029,slurm_normal,1474635482.0,1.0,,1.0,main_w4_handler1,2822263,13924977,False,,1359,fasta,1359,fasta,8147323.roundup,slurm,,132112168.0,corral-repl,,"""1d86fcc2818d11e6b7c9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58836a2a1726ad955'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58836a2a1726ad955'}]","""23""","""10""",32.0,,33122080.0,1474635470.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:04.159916,90310.0,12.0
,,2016-09-23 12:56:23.084942,slurm_normal,1474635515.0,1.0,,1.0,main_w4_handler1,2822293,13925037,False,,1359,fasta,1359,fasta,8147350.roundup,slurm,,132112168.0,corral-repl,,"""20b987fc818d11e6a525005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da86bee654f4a780'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da86bee654f4a780'}]","""23""","""10""",32.0,,33122257.0,1474635508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:38.916729,90189.0,7.0
,,2016-09-23 12:56:20.550519,slurm_normal,1474635493.0,1.0,,1.0,main_w4_handler0,2822299,13925010,False,,1359,fasta,1359,fasta,8147331.roundup,slurm,,132112168.0,corral-repl,,"""1edfd5da818d11e681ba005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562f50c93f66755cc'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562f50c93f66755cc'}]","""23""","""10""",32.0,,33120656.0,1474635483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:19.215664,90339.0,10.0
,,2016-09-23 12:56:21.915324,slurm_normal,1474635515.0,1.0,,1.0,main_w4_handler1,2822289,13925021,False,,1359,fasta,1359,fasta,8147349.roundup,slurm,,132112168.0,corral-repl,,"""1ff35708818d11e6a72d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55455137b855bc2ab'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55455137b855bc2ab'}]","""23""","""10""",32.0,,33122167.0,1474635508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:39.051193,90333.0,7.0
,,2016-09-23 12:56:41.156119,slurm_normal,1474635516.0,1.0,,1.0,main_w3_handler1,2822288,13925065,False,,1359,fasta,1359,fasta,8147353.roundup,slurm,,132112168.0,corral-repl,,"""2b8e7052818d11e69d08005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59017fa34be961e54'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59017fa34be961e54'}]","""23""","""10""",32.0,,33120755.0,1474635510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:42.723645,90332.0,6.0
,,2016-09-23 12:56:19.791499,slurm_normal,1474635503.0,1.0,,1.0,main_w3_handler0,2822280,13924997,False,,1359,fasta,1359,fasta,8147336.roundup,slurm,,132112168.0,corral-repl,,"""1eb269d8818d11e6a695005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516b5ac801610f68a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516b5ac801610f68a'}]","""23""","""10""",32.0,,33122118.0,1474635497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:28.501764,90324.0,6.0
,,2016-09-23 12:56:16.722820,slurm_normal,1474635513.0,1.0,,1.0,main_w3_handler1,2822264,13924969,False,,1359,fasta,1359,fasta,8147344.roundup,slurm,,132112168.0,corral-repl,,"""1d1831a2818d11e68602005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f77510fb5c350ec7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f77510fb5c350ec7'}]","""23""","""10""",32.0,,33122219.0,1474635506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:58:37.647162,90311.0,7.0
,,2016-09-23 12:56:57.428773,slurm_normal,1474635555.0,1.0,,1.0,main_w3_handler1,2822239,13925080,False,,1359,fasta,1359,fasta,8147388.roundup,slurm,,132112168.0,corral-repl,,"""34d112a0818d11e683eb005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d46b484861eeca3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d46b484861eeca3'}]","""23""","""10""",32.0,,33122205.0,1474635549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:59:20.456922,90307.0,6.0
,,2016-09-23 12:56:20.413994,slurm_normal,1474635591.0,1.0,,1.0,main_w3_handler1,2822268,13925006,False,,1359,fasta,1359,fasta,8147419.roundup,slurm,,132112168.0,corral-repl,,"""1ee45af6818d11e68162005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4dbdc0332f20153'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4dbdc0332f20153'}]","""23""","""10""",32.0,,33122174.0,1474635586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 12:59:56.342405,90314.0,5.0
,,2016-09-23 12:59:31.917469,slurm_normal,1474635749.0,1.0,,1.0,main_w3_handler1,2822265,13925171,False,,1359,fasta,1359,fasta,8147475.roundup,slurm,,132112168.0,corral-repl,,"""91977e66818d11e6b7c9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548ecdeac30cf502d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548ecdeac30cf502d'}]","""23""","""10""",32.0,,33122119.0,1474635739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 13:02:32.271155,90312.0,10.0
,,2016-09-23 13:02:16.875942,slurm_normal,1474635887.0,1.0,,1.0,main_w4_handler0,2822281,13925208,False,,1359,fasta,1359,fasta,8147515.roundup,slurm,,132112168.0,corral-repl,,"""f3aaddd2818d11e6a781005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56d63ea7920729d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56d63ea7920729d'}]","""23""","""10""",32.0,,33121692.0,1474635875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 13:04:49.346683,90325.0,12.0
,,2016-09-23 13:02:38.268347,slurm_normal,1474635998.0,1.0,,1.0,main_w4_handler0,2822290,13925224,False,,1359,fasta,1359,fasta,8147559.roundup,slurm,,132112168.0,corral-repl,,"""fffbd14a818d11e69dc3005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a55978648204ff00'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a55978648204ff00'}]","""23""","""10""",32.0,,33121674.0,1474635989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 13:06:41.658003,90334.0,9.0
,,2016-09-23 12:56:20.180600,slurm_normal,1474636411.0,1.0,,1.0,main_w3_handler1,2822269,13925003,False,,1359,fasta,1359,fasta,8147632.roundup,slurm,,132112168.0,corral-repl,,"""1eb844de818d11e6b450005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8cf0ccd2de7be8b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b8cf0ccd2de7be8b'}]","""23""","""10""",32.0,,33122148.0,1474636404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotmatcher24/5.0.0,5.0.0,,2016-09-23 13:13:36.027104,90315.0,7.0
