bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,extraSampling,extraSampling_filetype,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
3544448717,bam,2016-09-12 14:35:54.776349,slurm_multi,1473693129.0,0,,,6.0,main_w4_handler2,2813231,13831878,False,,,,8054114,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5438228bf1f69e2b4'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,32824215,1473692439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-09-12 15:12:13.907457,85575,690.0
364828854,bam,2016-06-28 13:47:39.544013,slurm_multi,1467122203.0,0,,,6.0,main_w2_handler2,2751264,13277537,False,,,,7467020,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50aec35305bc94cf9'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""50""","""png""","""""",0,,mm10,cached,32.0,,31116688,1467121725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-28 13:59:54.586379,86683,478.0
315677495,bam,2016-06-28 13:47:38.633221,slurm_multi,1467123034.0,0,,,6.0,main_w1_handler2,2751264,13277535,False,,,,7467144,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5605050b7a2413cbb'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""50""","""png""","""""",0,,mm10,cached,32.0,,31116688,1467122452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-28 14:10:37.154360,86683,582.0
301176049,bam,2016-06-28 13:47:39.118158,slurm_multi,1467124565.0,0,,,6.0,main_w1_handler2,2751264,13277536,False,,,,7467289,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538f861f831b11ee9'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,2150570000,"""50""","""png""","""""",0,,mm10,cached,32.0,,31116688,1467123953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-28 14:36:08.154378,86683,612.0
194901192,bam,2016-06-28 20:58:28.777512,slurm_multi,1467148523.0,0,,,6.0,main_w1_handler2,2752214,13281177,False,,,,7470812,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5128d6daf24278f4f'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30192208,1467147857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-28 21:15:26.211303,34777,666.0
1759145278,bam,2016-09-12 14:35:55.246017,slurm_multi,1473694146.0,0,,,6.0,main_w4_handler2,2813231,13831879,False,,,,8054332,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc26102a8ca9d995'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,32824215,1473693387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-09-12 15:29:11.315156,85575,759.0
1404181782,bam,2016-09-12 14:35:55.956833,slurm_multi,1473695147.0,0,,,6.0,main_w3_handler2,2813231,13831881,False,,,,8054617,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5664bf104c6b9d58a'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,32824215,1473694554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-09-12 15:45:53.293220,85575,593.0
155191996,bam,2016-06-28 20:58:28.381502,slurm_multi,1467174450.0,0,,,6.0,main_w2_handler2,2752214,13281176,False,,,,7473480,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57380c6eac11fec3a'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30192208,1467173782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-29 04:27:34.562711,34777,668.0
623831802,bam,2016-06-28 20:58:27.484173,slurm_multi,1467179771.0,0,,,6.0,main_w1_handler2,2752214,13281174,False,,,,7475021,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56918034091fee2f9'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30192208,1467179279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-29 05:56:13.526188,34777,492.0
338878142,bam,2016-06-28 20:58:29.563519,slurm_multi,1467180312.0,0,,,6.0,main_w1_handler2,2752214,13281178,False,,,,7475045,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d3ff031cb05cf74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30192208,1467179786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-29 06:08:59.411556,34777,526.0
269778632,bam,2016-06-28 20:58:27.986767,slurm_multi,1467230123.0,0,,,6.0,main_w2_handler2,2752214,13281175,False,,,,7486056,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a24240ceafd7b492'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30192208,1467229392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-06-29 19:59:21.585276,34777,731.0
749657976,bam,2016-07-03 23:17:14.032883,slurm_multi,1467590289.0,0,,,6.0,main_w1_handler2,2756401,13320359,False,,,,7525548,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d46ad49427e86c17'}]","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,12000000,specific,"""300""","""png""","""""",0,,sacCer3,cached,32.0,,31120695,1467587888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-07-03 23:58:10.616910,86618,2401.0
736856417,bam,2016-07-04 00:41:42.007583,slurm_multi,1467595331.0,0,,,6.0,main_w2_handler2,2756401,13320844,False,,,,7526025,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e402028e3506532f'}]","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",0,12000000,specific,"""300""","""png""","""""",0,,sacCer3,cached,32.0,,31120695,1467592926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-07-04 01:22:14.610804,86618,2405.0
36951295,bam,2016-07-05 21:40:11.432670,slurm_multi,1467755109.0,0,,,6.0,main_w1_handler2,2514920,13339062,False,,,,7547200,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5042683dcf65ace01'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""51""","""png""","""chr2""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30311462,1467755071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-07-05 21:45:13.654564,73963,38.0
1619774230,bam,2016-05-17 00:45:39.607109,slurm_multi,1463446847.0,0,,,6.0,main_w1_handler2,2677909,12912575,False,,,,7107140,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586be4b643866ee1a'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463446118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 01:00:49.838613,67495,729.0
1583115920,bam,2016-05-17 00:45:40.685290,slurm_multi,1463447816.0,0,,,6.0,main_w1_handler2,2677909,12912576,False,,,,7107222,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b572e8e46528602a07'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463447112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 01:16:58.349961,67495,704.0
4258424582,bam,2016-05-17 14:27:39.498818,slurm_multi,1463496137.0,0,,,6.0,main_w2_handler2,2312125,12919913,False,,,,7113943,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515dfb96e8b6c6d49'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,29297634,1463496111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 14:42:18.403811,29072,26.0
7611381242,bam,2016-05-17 14:27:40.240258,slurm_multi,1463497708.0,0,,,6.0,main_w1_handler2,2312125,12919914,False,,,,7114161,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ae7800d88146c75'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,29297634,1463497697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 15:09:05.408498,29072,11.0
5907179034,bam,2016-05-17 14:27:41.010714,slurm_multi,1463499508.0,0,,,6.0,main_w1_handler2,2312125,12919915,False,,,,7114510,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab7b541ae1fd3e3e'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,29297634,1463499497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 15:38:31.424526,29072,11.0
1493745274,bam,2016-05-17 18:28:40.134706,slurm_multi,1463510462.0,0,,,6.0,main_w1_handler2,2677909,12921721,False,,,,7116425,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50231253ca351c08c'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463509868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 18:41:07.990096,67495,594.0
1479552967,bam,2016-05-17 18:28:40.855796,slurm_multi,1463512416.0,0,,,6.0,main_w1_handler2,2677909,12921722,False,,,,7116570,slurm,,132112168.0,corral-repl,,0,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b598b8b48b11249751'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,2210000000,specific,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,28776799,1463511824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-17 19:13:40.275052,67495,592.0
1370473831,bam,2016-05-20 16:47:18.926337,slurm_multi,1463764869.0,0,,,6.0,main_w1_handler2,2710359,12950320,False,,,,7143899,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6f29ab7011129d4'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""pdf""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463764331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 17:21:11.015802,41189,538.0
1306395381,bam,2016-05-20 16:47:52.096042,slurm_multi,1463768990.0,0,,,6.0,main_w2_handler2,2710359,12950324,False,,,,7144049,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52846a09ab4dceeae'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""pdf""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463768330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 18:29:55.589395,41189,660.0
5769263307,bam,2016-05-20 17:10:24.184510,slurm_multi,1463769799.0,0,,,6.0,main_w1_handler2,2614132,12950441,False,,,,7144123,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545ab5bc2046bf427'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1463768602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 18:46:51.293266,63149,1197.0
354100440,bam,2016-05-20 16:48:11.345089,slurm_multi,1463770406.0,0,,,6.0,main_w1_handler2,2710359,12950328,False,,,,7144211,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d24f33852eef54d5'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""pdf""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463769963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 18:56:09.420454,41189,443.0
1318082798,bam,2016-05-20 16:50:13.649601,slurm_multi,1463773720.0,0,,,6.0,main_w1_handler2,2710359,12950340,False,,,,7145067,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5316ceea67978f2b8'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,,2451960000,"""300""","""pdf""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,30346243,1463773100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-20 19:48:42.594793,41189,620.0
3570592101,bam,2016-05-24 21:14:24.024837,slurm_multi,1464126689.0,0,,,6.0,main_w1_handler2,2614132,12978221,False,,,,7166111,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5105224aafdebdc74'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464125860.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 21:51:30.663733,63149,829.0
4897988210,bam,2016-05-25 19:09:14.846436,slurm_multi,1464204448.0,0,,,6.0,main_w1_handler2,2614132,12986770,False,,,,7173015,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b845cafbfad4c3d'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464203393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-25 19:27:31.556730,63149,1055.0
1446626,bam,2016-05-24 20:46:24.244559,slurm_multi,1464123099.0,0,,,6.0,main_w2_handler2,2715168,12977906,False,,,,7165458,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591d1ee98dfa3f032'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,hg38,cached,32.0,,30265902,1464122811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 20:51:40.905659,34777,288.0
1504046591,bam,2016-05-24 21:14:28.588802,slurm_multi,1464129374.0,0,,,6.0,main_w1_handler2,2614132,12978225,False,,,,7166606,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de274d1e451097c5'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464128781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 22:36:17.710915,63149,593.0
1446675,bam,2016-05-24 20:19:01.526304,slurm_multi,1464122078.0,0,,,6.0,main_w1_handler2,2715168,12977713,False,,,,7165277,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510a8679e78d84d49'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""chr11""",0,,hg38,cached,32.0,,30265902,1464122030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 20:34:41.181663,34777,48.0
5769263307,bam,2016-05-24 21:14:21.441341,slurm_multi,1464125833.0,0,,,6.0,main_w1_handler2,2614132,12978219,False,,,,7165952,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545ab5bc2046bf427'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464124701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 21:37:19.630058,63149,1132.0
3906607901,bam,2016-05-24 21:14:22.311066,slurm_multi,1464127473.0,0,,,6.0,main_w2_handler2,2614132,12978220,False,,,,7166246,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5831233a4b03ffebf'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464126701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 22:04:35.507312,63149,772.0
1367613655,bam,2016-05-24 21:14:34.918289,slurm_multi,1464134840.0,0,,,6.0,main_w2_handler2,2614132,12978228,False,,,,7167150,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5245e6d2f58a17106'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464134324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-25 00:07:23.913585,63149,516.0
11510554281,bam,2016-05-24 21:14:26.812699,slurm_multi,1464128758.0,0,,,6.0,main_w1_handler2,2614132,12978224,False,,,,7166402,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a37cdd19c1754c55'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464127489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 22:26:04.024927,63149,1269.0
1935962005,bam,2016-05-24 21:14:37.194961,slurm_multi,1464130053.0,0,,,6.0,main_w1_handler2,2614132,12978231,False,,,,7166668,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52bdf513b20e7f619'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464129382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 22:47:36.650649,63149,671.0
18248548084,bam,2016-05-24 21:14:25.855995,slurm_multi,1464132860.0,0,,,6.0,main_w2_handler2,2614132,12978223,False,,,,7166800,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579968b4e4709981d'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464131150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 23:34:24.619745,63149,1710.0
3919790908,bam,2016-05-24 21:14:30.229167,slurm_multi,1464133646.0,0,,,6.0,main_w2_handler2,2614132,12978226,False,,,,7167011,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b48171b59156696'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464132870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 23:47:30.941620,63149,776.0
1171484985,bam,2016-05-24 21:14:33.380959,slurm_multi,1464134307.0,0,,,6.0,main_w2_handler2,2614132,12978227,False,,,,7167083,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532d556879532e547'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464133669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-24 23:58:30.001474,63149,638.0
7263464218,bam,2016-05-24 21:14:35.804740,slurm_multi,1464135923.0,0,,,6.0,main_w2_handler2,2614132,12978229,False,,,,7167280,slurm,,132112168.0,corral-repl,,0,no,0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537cd2db940b0109d'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,30067750,1464134858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.2.3.0,2.2.3.0,,2016-05-25 00:25:25.965469,63149,1065.0
