chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,ids,ids_filetype,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.attribute_name,parameters.chromInfo,parameters.dbkey,parameters.ids,parameters.ids.values,parameters.input,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-11 13:05:15.724399,slurm_normal,1476191143.0,0.0,,1.0,main_w3_handler0,2850537,14054356,77458,tabular,False,,4667162,gtf,8271903.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd2a7eec23e40f15'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b55a84c490323af5'}]",,32.0,,33599563,1476191138.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-10-11 13:05:44.754644,92012.0,5.0
,,2015-04-17 18:59:20.867495,slurm_normal,1429297175.0,0.0,,1.0,main_w1_handler0,2254352,9259691,0,gtf,False,,654,gtf,3544738.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19335332,,19334973,,,32.0,,21840311,1429297172.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-04-17 18:59:36.903195,58988.0,3.0
,,2015-06-10 09:59:44.765162,slurm_normal,1433930407.0,0.0,,1.0,main_w1_handler0,2314569,9624873,0,tabular,False,,116471,gtf,3935940.roundup,slurm,,132112168.0,corral-repl,,"""transcript_id""","""/galaxy-repl/localdata/chrom/papHam.len""","""papHam""",19962529,,19962328,,,32.0,,23560713,1433930404.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-06-10 10:00:10.016301,63604.0,3.0
,,2016-11-18 14:41:45.009415,slurm_normal,1479480200.0,0.0,,1.0,main_w3_handler0,2898637,14377834,47680,tabular,False,,182563,gtf,8583236.roundup,slurm,,132112168.0,corral-repl,,"""transcript_id""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5094027eb8ff43c2e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b89ba9448b9a4a2'}]",,32.0,,34298622,1479480109.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-11-18 14:43:25.194505,95160.0,91.0
,,2014-11-19 01:26:14.150865,rodeo_normal,1416360391.0,0.0,,1.0,main_w1_handler0,2122682,8197260,116963244,fastq,False,,116963244,fastq,252074.rodeo,slurm,,8059880.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17597316,,17597316,,,1.0,,19586033,1416360379.0,ok,835576.0,gtf_filter_by_attribute_values_list,0.1,,2014-11-19 01:26:35.226283,54930.0,12.0
7410532.0,len,2017-04-24 15:59:31.968118,slurm_normal,1493052679.0,0.0,,1.0,main_w4_handler0,2423592,15664095,16,bai,False,,1585876,gtf,9780259.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/main/files/014/300/dataset_14300516.dat""","""?""",,"[{'src': 'hda', 'id': 29338712}]",,"[{'src': 'hda', 'id': 23434782}]",,32.0,,37526979,1493052672.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2017-04-24 16:51:21.713314,31545.0,7.0
,,2016-02-18 10:41:35.770193,slurm_normal,1455792148.0,0.0,,1.0,main_w1_handler2,2596301,11866094,4200,txt,False,,35828213,gtf,6106432.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23402927,,23291534,,,32.0,,27724073,1455792142.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-02-18 10:42:30.988800,14117.0,6.0
,,2014-10-20 14:50:43.814074,rodeo_normal,1413816660.0,0.0,,1.0,main_w2_handler1,2090977,8009863,520,tabular,False,,52928285,gtf,46505.rodeo,slurm,,16332532.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17283211,,17280152,,,2.0,,17643945,1413816653.0,ok,0.0,gtf_filter_by_attribute_values_list,0.1,,2014-10-20 14:51:03.226116,,7.0
,,2015-03-09 14:56:13.251880,rodeo_normal,1425912986.0,0.0,,1.0,main_w1_handler0,2178906,8896756,88,tabular,False,,52928285,gtf,3070978.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18788010,,18728879,,,32.0,,20569287,1425912979.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-03-09 14:56:34.673449,,7.0
,,2018-02-04 01:50:12.769471,slurm_normal,1517709029.0,0.0,,1.0,main_w4_handler1,2898290,18249149,251757,tabular,False,,46409439,gtf,12330827,slurm,,132112168.0,corral-repl,,"""gene_id""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33657763}]",,"[{'src': 'hda', 'id': 28815222}]",,32.0,,43338831,1517709022.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2018-02-04 01:50:30.885845,95127.0,7.0
,,2015-08-12 15:30:54.616835,slurm_normal,1439393512.0,0.0,,1.0,main_w2_handler0,2406385,10102726,8364,txt,False,,139668705,gtf,4376623.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20750081,,20750071,,,32.0,,24650893,1439393496.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-08-12 15:31:55.429352,,16.0
,,2016-04-23 10:11:21.348077,slurm_normal,1461406296.0,0.0,,1.0,main_w1_handler0,2681849,12581146,1985,tabular,False,,4546737,gtf,6782817.roundup,slurm,,132112168.0,corral-repl,,"""transcript_id""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b1047bf9e8d9146'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532cb2609faf1dfcd'}]",,32.0,,29779604,1461406292.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-04-23 10:11:37.123910,81217.0,4.0
,,2016-05-12 04:27:48.528903,slurm_normal,1463027317.0,0.0,,1.0,main_w1_handler1,2701049,12864119,356121,tabular,False,,22047780,gtf,7064869.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6ab8a4967145a7d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5813c55fc9b304002'}]",,32.0,,30174296,1463027310.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-05-12 04:28:39.051108,78711.0,7.0
,,2016-11-29 12:17:20.681867,slurm_normal,1480421856.0,0.0,,1.0,main_w4_handler1,2881102,14444156,688,tabular,False,,113843553,gtf,8641296.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27430941}]",,"[{'src': 'hda', 'id': 27430234}]",,32.0,,34089054,1480421846.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-11-29 12:17:37.794736,,10.0
780167.0,len,2017-03-20 05:41:50.859444,slurm_normal,1489988527.0,0.0,,1.0,main_w4_handler0,3015900,15340033,262582,tabular,False,,48546105,gtf,9479551.roundup,slurm,,132112168.0,corral-repl,,"""tss_id""","""/galaxy-repl/main/files/019/074/dataset_19074903.dat""","""?""",,"[{'src': 'hda', 'id': 28831448}]",,"[{'src': 'hda', 'id': 28814899}]",,32.0,,36628721,1489988515.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2017-03-20 05:42:08.574064,99438.0,12.0
,,2015-11-16 17:13:52.210297,slurm_normal,1447694064.0,0.0,,1.0,main_w2_handler1,2205314,10916441,202999,csv,False,,69895920,gtf,5169586.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22022451,,22021867,,,32.0,,25859020,1447694047.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-11-16 17:14:27.641939,59609.0,17.0
,,2015-02-14 18:22:06.395077,rodeo_normal,1423938163.0,0.0,,1.0,main_w2_handler0,2205314,8726592,829549,tabular,False,,50193737,gtf,2760565.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18513851,,18503854,,,32.0,,21239729,1423938153.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-02-14 18:22:44.408360,59609.0,10.0
,,2017-03-21 10:15:54.744733,slurm_normal,1490091412.0,0.0,,1.0,main_w4_handler1,2898290,15351843,274140,tabular,False,,46409439,gtf,9491290.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28839231}]",,"[{'src': 'hda', 'id': 28815222}]",,32.0,,36120426,1490091405.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2017-03-21 10:17:09.178278,95127.0,7.0
,,2015-08-24 09:24:16.100510,slurm_normal,1440408283.0,0.0,,1.0,main_w2_handler0,2411285,10187626,0,tabular,False,,167599,gtf,4456761.roundup,slurm,,132112168.0,corral-repl,,"""transcript_id""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20886378,,20886167,,,32.0,,24806735,1440408280.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-08-24 09:24:45.340708,66675.0,3.0
,,2016-11-29 11:46:11.000692,slurm_normal,1480419999.0,0.0,,1.0,main_w3_handler0,2881102,14443717,856,tabular,False,,20434,gtf,8640981.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27430320}]",,"[{'src': 'hda', 'id': 27430367}]",,32.0,,34089054,1480419994.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2016-11-29 11:46:41.900698,,5.0
,,2014-10-21 14:54:19.754590,rodeo_normal,1413903274.0,0.0,,1.0,main_w1_handler0,2090977,8017180,1896,tabular,False,,52928285,gtf,52870.rodeo,slurm,,16332532.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17293812,,17280152,,,2.0,,17643945,1413903268.0,ok,0.0,gtf_filter_by_attribute_values_list,0.1,,2014-10-21 14:54:38.160247,,6.0
,,2015-06-19 22:15:25.292410,slurm_normal,1434752205.0,0.0,,1.0,main_w1_handler1,2348190,9696687,3915944,bai,False,,158319,gtf,4005144.roundup,slurm,,132112168.0,corral-repl,,"""gene_id""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20075336,,20075123,,,32.0,,23725509,1434752202.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2015-06-19 22:16:50.373238,64791.0,3.0
,,2018-02-11 04:41:34.977963,slurm_normal,1518324119.0,0.0,7680.0,1.0,main_w3_handler0,3424175,18340576,977954582,gff,False,,57001799,gtf,12424855,slurm,,132112168.0,corral-repl,,"""gene_id""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33791705}]",,"[{'src': 'hda', 'id': 33791240}]",,32.0,,43814687,1518324110.0,ok,1023996.0,gtf_filter_by_attribute_values_list,0.1,,2018-02-11 04:42:01.197703,121717.0,9.0
