chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.numerical_column,parameters.numerical_column.__class__,parameters.numerical_column.value,parameters.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-08-11 13:14:47.240446,slurm_normal,1470921410.0,0.0,,1.0,main_w2_handler0,2789024,13644210,False,,188,tabular,7858586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cc5891b9ae08d16'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,31815404.0,1470921405.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-11 13:16:57.624369,21426.0,5.0
,,2016-10-22 12:38:43.545868,slurm_normal,1477139959.0,0.0,,1.0,main_w3_handler1,2855008,14146929,False,,3288,tabular,8359636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5735eb2050a91e80a'}]",,"""1""",,,"""REFSEQ_MRNA""",32.0,,33042136.0,1477139956.0,ok,1023996.0,hgv_david,1.0.1,,2016-10-22 12:39:21.527376,48354.0,3.0
,,2016-08-12 16:54:44.828132,slurm_normal,1471020904.0,0.0,,1.0,main_w1_handler0,2776552,13652952,False,,1730,tabular,7868410.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e487238e0ca387ae'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32204827.0,1471020901.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 16:55:06.562163,11115.0,3.0
,,2016-08-12 16:21:13.303428,slurm_normal,1471018889.0,0.0,,1.0,main_w1_handler1,2776552,13652737,False,,1193,tabular,7868154.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5641bb419183fb58e'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32204827.0,1471018884.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 16:21:31.229073,11115.0,5.0
,,2016-08-12 16:49:40.895659,slurm_normal,1471020602.0,1.0,,1.0,main_w2_handler0,2776552,13652936,False,,2498,tabular,7868393.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fec6508ded598dc5'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32204827.0,1471020597.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 16:50:03.935457,11115.0,5.0
,,2016-08-12 16:05:48.319829,slurm_normal,1471017965.0,0.0,,1.0,main_w1_handler1,2776552,13652680,False,,250,tabular,7868066.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcaef8ae83b19f0f'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32204827.0,1471017961.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 16:06:06.871702,11115.0,4.0
,,2016-08-12 16:55:01.290706,slurm_normal,1471020918.0,0.0,,1.0,main_w1_handler0,2776552,13652953,False,,768,tabular,7868411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fc7c774eb959643d'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32204827.0,1471020914.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 16:55:20.447606,11115.0,4.0
,,2016-08-12 17:04:33.384107,slurm_normal,1471021486.0,1.0,,1.0,main_w1_handler0,2791147,13652982,False,,1545387,bed,7868454.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e2893ea5d664b6c1'}]",,"""9""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32175509.0,1471021482.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-12 17:04:48.720462,88465.0,4.0
,,2016-08-14 05:23:51.350319,slurm_normal,1471152245.0,0.0,,1.0,main_w2_handler0,2790537,13658834,False,,2136,vcf,7874983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536f6cabd04c9e227'}]",,"""1""",,,"""OFFICIAL_GENE_SYMBOL""",32.0,,32159579.0,1471152240.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-14 05:24:05.760896,,5.0
,,2016-08-14 05:05:54.767727,slurm_normal,1471151169.0,0.0,,1.0,main_w1_handler1,2790537,13658770,False,,2136,vcf,7874927.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536f6cabd04c9e227'}]",,"""1""",,,"""ENTREZ_GENE_ID""",32.0,,32159579.0,1471151164.0,ok,1023996.0,hgv_david,1.0.1,,2016-08-14 05:06:11.890903,,5.0
