create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.kraken_database,parameters.mpa_format,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-24 18:38:24.677387,slurm_normal,1508870945.0,0,,1.0,main_w4_handler0,3290246,17201274,False,,197052,tabular,11260848,slurm,,132112168.0,corral-repl,,"""7d5044cab8ea11e78151005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31858904}]","""bacteria""","""false""",32.0,,,1508870924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-24 18:49:11.546245,92488.0,21.0
2017-10-25 01:47:19.505786,slurm_normal,1508896556.0,0,,1.0,main_w3_handler0,3298857,17204842,False,,195775,tabular,11264716,slurm,,132112168.0,corral-repl,,"""6456881cb92611e7a623005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31865870}]","""bacteria""","""false""",32.0,,,1508896495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-25 01:55:58.983381,92488.0,61.0
2017-10-25 01:18:21.521110,slurm_normal,1508894754.0,0,,1.0,main_w4_handler1,3298757,17204543,False,,195775,tabular,11264450,slurm,,132112168.0,corral-repl,,"""53398574b92211e7b938005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31865446}]","""bacteria""","""false""",32.0,,,1508894737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-25 01:25:59.327172,92488.0,17.0
2017-10-27 15:26:23.009671,slurm_normal,1509120426.0,0,,1.0,main_w4_handler1,3293908,17241198,False,,0,tabular,11302284,slurm,,132112168.0,corral-repl,,"""f81cef2cbb2a11e79589005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31925726}]","""bacteria""","""false""",32.0,,,1509120387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-27 16:07:07.887023,106402.0,39.0
2017-10-28 00:54:12.283487,slurm_normal,1509152448.0,0,,1.0,main_w4_handler0,3302385,17247736,False,,220128,tabular,11307091,slurm,,132112168.0,corral-repl,,"""6d4a9d72bb7a11e796b1005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31935716}]","""bacteria""","""false""",32.0,,,1509152364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-28 01:00:51.468656,106402.0,84.0
2017-10-28 00:30:10.074946,slurm_normal,1509151129.0,0,,1.0,main_w3_handler1,3302385,17247649,False,,204056,tabular,11306991,slurm,,132112168.0,corral-repl,,"""1415f236bb7711e7babe005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31935594}]","""bacteria""","""false""",32.0,,,1509151109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-28 00:38:58.253352,106402.0,20.0
2017-10-29 21:12:35.491729,slurm_normal,1509311986.0,0,,1.0,main_w3_handler0,3303876,17259267,False,,195775,tabular,11317612,slurm,,132112168.0,corral-repl,,"""be623958bced11e79e41005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31955795}]","""bacteria""","""false""",32.0,,,1509311969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-10-29 21:19:53.002812,81303.0,17.0
2017-11-04 21:00:21.226651,slurm_normal,1509829764.0,0,,1.0,main_w3_handler1,3311498,17330073,False,,206863,tabular,11391861,slurm,,132112168.0,corral-repl,,"""255898dcc1a311e7a562005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32068615}]","""bacteria""","""false""",32.0,,,1509829743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-11-04 21:09:27.679672,107681.0,21.0
2017-11-04 20:59:35.206122,slurm_normal,1509829890.0,0,,1.0,main_w3_handler1,3311498,17330056,False,,195775,tabular,11391877,slurm,,132112168.0,corral-repl,,"""0945c67ec1a311e7a6ac005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32068591}]","""bacteria""","""false""",32.0,,,1509829873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-11-04 21:11:32.891819,107681.0,17.0
2017-11-04 21:36:25.984608,slurm_normal,1509832364.0,0,,1.0,main_w4_handler0,3311514,17330512,False,,203678,tabular,11392599,slurm,,132112168.0,corral-repl,,"""f335dc20c1a711e796bb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32069350}]","""bacteria""","""false""",32.0,,,1509832345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_translate/kraken-translate/1.2.1,1.2.1,,2017-11-04 21:52:51.012580,49835.0,19.0
