create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.gens,parameters.input1,parameters.pri_condition.__current_case__,parameters.pri_condition.primary_group,parameters.pri_condition.sub_condition.__current_case__,parameters.pri_condition.sub_condition.subgroup,parameters.region.__current_case__,parameters.region.type,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-07 15:22:39.655420,slurm_normal,1431012189.0,0,1.0,main_w2_handler0,2296108,9423355,False,,259311,tabular,3752352.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""500000""",19614761,2,4,1,7,1,align,32.0,,22915637,1431012182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/microsats_mutability/microsats_mutability1/1.1.0,1.1.0,,2015-05-07 15:23:10.840438,,7.0
