create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.max_records_to_examine,parameters.restore_original_qualities,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-19 16:45:20.478218,slurm_normal_16gb,1432064056.0,0,1.0,main_w1_handler0,2290113,9497303,False,,11091463321,11091463321,bam,bam,3819594.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""19751512""","""10000""","""True""","""LENIENT""",32.0,,22893521,1432056635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.126.0,1.126.0,,2015-05-19 19:34:19.840741,43940,7421.0
