bigwigfiles,bigwigfiles1,bigwigfiles10,bigwigfiles10_filetype,bigwigfiles11,bigwigfiles11_filetype,bigwigfiles12,bigwigfiles12_filetype,bigwigfiles13,bigwigfiles13_filetype,bigwigfiles14,bigwigfiles14_filetype,bigwigfiles15,bigwigfiles15_filetype,bigwigfiles16,bigwigfiles16_filetype,bigwigfiles17,bigwigfiles17_filetype,bigwigfiles18,bigwigfiles18_filetype,bigwigfiles19,bigwigfiles19_filetype,bigwigfiles1_filetype,bigwigfiles2,bigwigfiles20,bigwigfiles20_filetype,bigwigfiles21,bigwigfiles21_filetype,bigwigfiles22,bigwigfiles22_filetype,bigwigfiles23,bigwigfiles23_filetype,bigwigfiles24,bigwigfiles24_filetype,bigwigfiles25,bigwigfiles25_filetype,bigwigfiles26,bigwigfiles26_filetype,bigwigfiles27,bigwigfiles27_filetype,bigwigfiles28,bigwigfiles28_filetype,bigwigfiles29,bigwigfiles29_filetype,bigwigfiles2_filetype,bigwigfiles3,bigwigfiles3_filetype,bigwigfiles4,bigwigfiles4_filetype,bigwigfiles5,bigwigfiles5_filetype,bigwigfiles6,bigwigfiles6_filetype,bigwigfiles7,bigwigfiles7_filetype,bigwigfiles8,bigwigfiles8_filetype,bigwigfiles9,bigwigfiles9_filetype,bigwigfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.metagene,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.bigwigfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file.values,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
139747827,139747827,,,,,,,,,,,,,,,,,,,,,bigwig,145220740,,,,,,,,,,,,,,,,,,,,,bigwig,139648183.0,bigwig,150614227.0,bigwig,135506392.0,bigwig,136428732.0,bigwig,,,,,,,bigwig,,,,,2016-10-11 19:25:34.850992,slurm_multi,1476216777.0,0,6.0,main_w3_handler2,2846921,14057439,False,,8275018,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588e066fd5f19fd80'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514d645d9156c4e2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5005369d3b67657c3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dd4e4c14197fce89'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514249033b2b58d88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59988b85bbe2b885f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,50000,0,bins,,"""false""","""""",32.0,,,,33465832,1476216738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-11 20:12:59.708564,50986,39.0
78648478,78648478,,,,,,,,,,,,,,,,,,,,,bigwig,98990726,,,,,,,,,,,,,,,,,,,,,bigwig,73345634.0,bigwig,106794971.0,bigwig,56974053.0,bigwig,116701971.0,bigwig,101065600.0,bigwig,,,,,bigwig,,,,,2016-10-12 09:23:30.694157,slurm_multi,1476265049.0,0,6.0,main_w3_handler2,2382466,14062213,False,,8279176,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1d803b66fe24f16'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53c79c28121b7a7ed'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53b7926e6f9bb0184'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53522c5b568cdda9f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9a5a91f7b2e7614'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b3245be193f24de8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55ab35b0db0cad2ac'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c31e32bdae4366c'}]","""true""","""""",32.0,8995.0,bed,,33213440,1476265029.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-12 09:37:31.666374,51408,20.0
139747827,139747827,,,,,,,,,,,,,,,,,,,,,bigwig,145220740,,,,,,,,,,,,,,,,,,,,,bigwig,139648183.0,bigwig,150614227.0,bigwig,135506392.0,bigwig,136428732.0,bigwig,,,,,,,bigwig,,,,,2016-10-11 19:24:09.289240,slurm_multi,1476286646.0,0,6.0,main_w4_handler2,2846921,14057431,False,,8281412,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588e066fd5f19fd80'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514d645d9156c4e2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5005369d3b67657c3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dd4e4c14197fce89'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514249033b2b58d88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59988b85bbe2b885f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,1000,0,bins,,"""false""","""""",32.0,,,,33465832,1476285494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-12 15:37:36.155368,50986,1152.0
139747827,139747827,,,,,,,,,,,,,,,,,,,,,bigwig,145220740,,,,,,,,,,,,,,,,,,,,,bigwig,139648183.0,bigwig,150614227.0,bigwig,135506392.0,bigwig,136428732.0,bigwig,,,,,,,bigwig,,,,,2016-10-11 19:24:23.850722,slurm_multi,1476290169.0,0,6.0,main_w4_handler2,2846921,14057433,False,,8281797,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588e066fd5f19fd80'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514d645d9156c4e2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5005369d3b67657c3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dd4e4c14197fce89'}, {'src': 'hda', 'id': 'bbd44e69cb8906b514249033b2b58d88'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59988b85bbe2b885f'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33465832,1476290037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-12 16:36:12.458586,50986,132.0
169139602,169139602,,,,,,,,,,,,,,,,,,,,,bigwig,93653945,,,,,,,,,,,,,,,,,,,,,bigwig,141805360.0,bigwig,45691758.0,bigwig,73929007.0,bigwig,96039014.0,bigwig,44573313.0,bigwig,63134244.0,bigwig,,,bigwig,,,,,2016-10-13 05:37:25.726343,slurm_multi,1476337412.0,0,6.0,main_w4_handler2,2852919,14069896,False,,8286913,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa8d453b779d9161'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f54743aa284d8401'}, {'src': 'hda', 'id': 'bbd44e69cb8906b543756f13bb91bb71'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fd65eac4dedaa067'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e7736afcf4ed7fc1'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b34e0bbdf010c44d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59e269acb8c324b04'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50413aede00c0d0d2'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f19e17dade226e67'}]","""true""","""""",32.0,646869.0,bed,,32088976,1476337389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 05:43:35.419952,67966,23.0
22751201,22751201,203561507.0,bigwig,198029354.0,bigwig,150950220.0,bigwig,311294877.0,bigwig,,,,,,,,,,,,,bigwig,207843456,,,,,,,,,,,,,,,,,,,,,bigwig,191346238.0,bigwig,255311825.0,bigwig,119055260.0,bigwig,53806733.0,bigwig,98136003.0,bigwig,267307192.0,bigwig,393587586.0,bigwig,bigwig,,,,,2016-10-13 19:57:23.511942,slurm_multi,1476389563.0,0,6.0,main_w3_handler2,2852589,14076531,False,,8293418,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f471e045d4cbca6a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5faee9c0bcd2110f6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56fcb725146fb0a6d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b568e815717b4d2810'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d824a8d0350ad85e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f0a2a57f36ffd9d2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b592a24bcd4e3a54eb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b8448941b5fbea2e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b538147740e2fca669'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51c970cc340b27766'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a554ea994c8b4cf8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cb6d7a00ae0688ab'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50a667d603938f343'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476389358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 20:12:47.919607,87393,205.0
207843456,207843456,,,,,,,,,,,,,,,,,,,,,bigwig,98136003,,,,,,,,,,,,,,,,,,,,,bigwig,198029354.0,bigwig,,,,,,,,,,,,,bigwig,,,,,2016-10-13 19:02:43.404794,slurm_multi,1476385996.0,0,6.0,main_w3_handler2,2853744,14076035,False,,8292878,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a9fb7d41ca93e2b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c77d23cd84c7a5b4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5db567186c9eb8606'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476385918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 19:13:20.722814,87393,78.0
191346238,191346238,,,,,,,,,,,,,,,,,,,,,bigwig,267307192,,,,,,,,,,,,,,,,,,,,,bigwig,150950220.0,bigwig,119055260.0,bigwig,,,,,,,,,,,bigwig,,,,,2016-10-13 21:39:43.166890,slurm_multi,1476397085.0,0,6.0,main_w3_handler2,2853744,14077150,False,,8294076,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce27e408c378317a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5351b43d18eb29f81'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a1d47d349f476228'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f95a13ef7f37a7ad'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476397014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 22:18:10.175681,87393,71.0
207843456,207843456,22751201.0,bigwig,53806733.0,bigwig,203561507.0,bigwig,119055260.0,bigwig,,,,,,,,,,,,,bigwig,98136003,,,,,,,,,,,,,,,,,,,,,bigwig,198029354.0,bigwig,191346238.0,bigwig,267307192.0,bigwig,150950220.0,bigwig,255311825.0,bigwig,393587586.0,bigwig,311294877.0,bigwig,bigwig,,,,,2016-10-13 21:00:19.012135,slurm_multi,1476393481.0,0,6.0,main_w3_handler2,2853744,14076993,False,,8293812,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a9fb7d41ca93e2b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c77d23cd84c7a5b4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5db567186c9eb8606'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ce27e408c378317a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5351b43d18eb29f81'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a1d47d349f476228'}, {'src': 'hda', 'id': 'bbd44e69cb8906b546900cebd0e0c796'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51b1568b3c0381145'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5bd80302a8cff2868'}, {'src': 'hda', 'id': 'bbd44e69cb8906b558c349fb80df04bb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f63b9c0541a06870'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e015fcf4bf75e422'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f95a13ef7f37a7ad'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476393213.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 21:18:35.635284,87393,268.0
19826144,19826144,19360860.0,bigwig,48393052.0,bigwig,30204424.0,bigwig,116211582.0,bigwig,,,,,,,,,,,,,bigwig,151546221,,,,,,,,,,,,,,,,,,,,,bigwig,132875667.0,bigwig,137426165.0,bigwig,138988823.0,bigwig,40799724.0,bigwig,8126898.0,bigwig,65416000.0,bigwig,72129336.0,bigwig,bigwig,,,,,2016-10-13 21:05:35.257517,slurm_multi,1476395058.0,0,6.0,main_w3_handler2,2850927,14077023,False,,8293855,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e661089583b77223'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57ec38e1f01dc322a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b54a2d38305d9f4c3a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7d449a5ebbd6b08'}, {'src': 'hda', 'id': 'bbd44e69cb8906b531335da1d92277cd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5df5ddfe118b60308'}, {'src': 'hda', 'id': 'bbd44e69cb8906b566515d2d6ac1e350'}, {'src': 'hda', 'id': 'bbd44e69cb8906b512349cf93bfba00d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d3e80e3e472a742d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55aa0431a14acd38a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50a4cca791582b11b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cf9615caa3cd59f2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55f78b4ec6d71632b'}]","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476393880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bigwig_summary/deeptools_multi_bigwig_summary/2.3.5.0,2.3.5.0,,2016-10-13 21:44:27.714784,87393,1178.0
