create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.invalid,parameters.map,parameters.order,parameters.poor,parameters.potential,parameters.threshold,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-23 15:27:03.505436,slurm_normal,1440343643.0,1.0,1.0,main_w1_handler2,2401378,10179737,False,,137725,fasta,4449343.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rn4.len""","""rn4""",20874029,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,24665505,1440343638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2015-08-23 15:27:25.482997,67723.0,5.0
2015-10-16 00:57:03.726493,slurm_normal,1444957050.0,1.0,1.0,main_w2_handler1,2473499,10590138,False,,1070,fasta,4860227.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21547776,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,25716214,1444957046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2015-10-16 00:57:32.553315,,4.0
2015-10-16 00:55:34.035954,slurm_normal,1444956961.0,1.0,1.0,main_w1_handler2,2473499,10590132,False,,1070,fasta,4860206.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21547776,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,25716214,1444956954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2015-10-16 00:56:07.070253,,7.0
2016-01-12 14:27:01.574989,slurm_normal,1452608854.0,1.0,1.0,main_w2_handler0,2539154,11476359,False,,1197203,fasta,5740076.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22863289,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,26821035,1452608849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2016-01-12 14:27:37.690795,,5.0
2016-10-22 06:00:40.475609,slurm_normal,1477116057.0,1.0,1.0,main_w4_handler1,2864434,14146009,False,,8950,bed,8358874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f00682a7ebfa2a26'}]","""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,33851512,1477116053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2016-10-22 06:00:59.026901,,4.0
2014-12-09 12:53:50.140357,rodeo_normal,1418129638.0,1.0,1.0,main_w2_handler0,2142661,8379601,False,,444,fasta,511264.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",17877619,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",2.0,,19785640,1418129635.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 12:54:06.508425,10514.0,3.0
2014-12-09 20:52:40.789433,rodeo_normal,1418158369.0,1.0,1.0,main_w2_handler0,2143183,8384315,False,,72,fasta,517044.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17886159,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",2.0,,19978880,1418158366.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 20:52:51.893036,57179.0,3.0
2014-12-09 21:09:46.045471,rodeo_normal,1418159397.0,1.0,1.0,main_w2_handler1,2143183,8384467,False,,481,fasta,2279029.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17886421,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,19978880,1418159393.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 21:09:59.065519,57179.0,4.0
2014-12-09 20:38:54.225959,rodeo_normal,1418157544.0,1.0,1.0,main_w2_handler0,2143183,8384246,False,,1047188,fasta,2278681.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17885998,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,19978880,1418157541.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 20:39:07.323870,57179.0,3.0
2014-12-09 21:06:41.773598,rodeo_normal,1418159212.0,1.0,1.0,main_w2_handler0,2143183,8384440,False,,72,fasta,2278987.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17886159,,"""no""","""no""","""3""","""no""","""yes""","""5.0""","""10""",32.0,,19978880,1418159209.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 21:06:58.150164,57179.0,3.0
2014-12-09 20:36:11.775579,rodeo_normal,1418157382.0,1.0,1.0,main_w2_handler1,2143183,8384238,False,,1047188,fasta,516943.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17885998,,"""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",2.0,,19978880,1418157379.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2014-12-09 20:36:25.432255,57179.0,3.0
2017-05-08 22:19:19.930934,slurm_normal,1494281968.0,1.0,1.0,main_w3_handler1,3061030,15784893,False,,586,fasta,9891159.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29525173}]","""no""","""yes""","""3""","""yes""","""yes""","""5.0""","""10""",32.0,,37259414,1494281963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: epestfind29/5.0.0,5.0.0,,2017-05-08 22:19:31.634939,103884.0,5.0
