create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,pInput1,pInput1_filetype,pInput2,pInput2_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.index.__class__,parameters.refGenomeSource.index.value,parameters.refGenomeSource.indexParams.__current_case__,parameters.refGenomeSource.indexParams.indexSettings,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.pInput1,parameters.singlePaired.pInput2,parameters.singlePaired.pMateOrient,parameters.singlePaired.pMaxInsert,parameters.singlePaired.pParams.__current_case__,parameters.singlePaired.pParams.pAlignLimit,parameters.singlePaired.pParams.pAllValAligns,parameters.singlePaired.pParams.pBestOption.__current_case__,parameters.singlePaired.pParams.pBestOption.pBest,parameters.singlePaired.pParams.pBestOption.pdMaxBacktracks,parameters.singlePaired.pParams.pBestOption.pdStrata,parameters.singlePaired.pParams.pBestOption.pnMaxBacktracks,parameters.singlePaired.pParams.pForwardAlign,parameters.singlePaired.pParams.pKeepends,parameters.singlePaired.pParams.pMaqSoapAlign,parameters.singlePaired.pParams.pMaxAlignAttempt,parameters.singlePaired.pParams.pMaxFile,parameters.singlePaired.pParams.pMinInsert,parameters.singlePaired.pParams.pMismatchQual,parameters.singlePaired.pParams.pMismatchSeed,parameters.singlePaired.pParams.pOffrate,parameters.singlePaired.pParams.pReverseAlign,parameters.singlePaired.pParams.pRounding,parameters.singlePaired.pParams.pSeed,parameters.singlePaired.pParams.pSeedLen,parameters.singlePaired.pParams.pSettingsType,parameters.singlePaired.pParams.pSkip,parameters.singlePaired.pParams.pSnpfrac,parameters.singlePaired.pParams.pSnpphred,parameters.singlePaired.pParams.pSuppressAlign,parameters.singlePaired.pParams.pTrimH,parameters.singlePaired.pParams.pTrimL,parameters.singlePaired.pParams.pTryHard,parameters.singlePaired.pParams.pUnmappedFile,parameters.singlePaired.pParams.pValAlign,parameters.singlePaired.sInput1,parameters.singlePaired.sPaired,parameters.singlePaired.sParams.__current_case__,parameters.singlePaired.sParams.sAlignLimit,parameters.singlePaired.sParams.sAllValAligns,parameters.singlePaired.sParams.sBestOption.__current_case__,parameters.singlePaired.sParams.sBestOption.sBest,parameters.singlePaired.sParams.sBestOption.sdMaxBacktracks,parameters.singlePaired.sParams.sBestOption.sdStrata,parameters.singlePaired.sParams.sBestOption.snMaxBacktracks,parameters.singlePaired.sParams.sKeepends,parameters.singlePaired.sParams.sMaqSoapAlign,parameters.singlePaired.sParams.sMaxFile,parameters.singlePaired.sParams.sMismatchQual,parameters.singlePaired.sParams.sMismatchSeed,parameters.singlePaired.sParams.sOffrate,parameters.singlePaired.sParams.sRounding,parameters.singlePaired.sParams.sSeed,parameters.singlePaired.sParams.sSeedLen,parameters.singlePaired.sParams.sSettingsType,parameters.singlePaired.sParams.sSkip,parameters.singlePaired.sParams.sSnpfrac,parameters.singlePaired.sParams.sSnpphred,parameters.singlePaired.sParams.sSuppressAlign,parameters.singlePaired.sParams.sTrimH,parameters.singlePaired.sParams.sTrimL,parameters.singlePaired.sParams.sTryHard,parameters.singlePaired.sParams.sUnmappedFile,parameters.singlePaired.sParams.sValAlign,parameters.suppressHeader,processor_count,runner_name,sInput1,sInput1_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-10 19:15:25.108353,roundup_multi,1415647075.0,0.0,6.0,main_w2_handler2,1719486,8137681,False,,1975544,slurm,,132112264.0,corral-repl,34.0,fasta,,,,,,0.0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,,,0.0,indexPreSet,17318676.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12919807.0,single,1.0,-1,noAllValAligns,0.0,noBest,,,125,doKeepends,-1,False,70,3,-1,round,-1,5,full,0,0.001,-1,-1,0,0,noTryHard,False,1,"""True""",32.0,,2043600442.0,fastqcssanger,17752717,1415646939.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie_color_wrappers/bowtie_color_wrapper/1.1.2,1.1.2,,2014-11-10 19:17:58.701427,9449.0,136.0
2014-11-10 19:21:22.984894,roundup_multi,1415647414.0,0.0,6.0,main_w2_handler2,1719486,8137710,False,,1975589,slurm,,132112264.0,corral-repl,34.0,fasta,,,,,,0.0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,,,0.0,indexPreSet,17318676.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12919807.0,single,1.0,-1,noAllValAligns,0.0,noBest,,,125,doKeepends,-1,False,70,3,-1,round,-1,28,full,0,0.001,-1,-1,0,0,noTryHard,False,1,"""True""",32.0,,2043600442.0,fastqcssanger,17752717,1415647291.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/bowtie_color_wrappers/bowtie_color_wrapper/1.1.2,1.1.2,,2014-11-10 19:23:38.073309,9449.0,123.0
