create_time,destination_id,end_epoch,exit_code,flow,flow_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,oligos,oligos_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta,parameters.flow.values,parameters.maxflows,parameters.maxhomop,parameters.minflows,parameters.noise,parameters.oligo.__current_case__,parameters.oligo.add,parameters.oligo.bdiffs,parameters.oligo.ldiffs,parameters.oligo.oligos.values,parameters.oligo.pdiffs,parameters.oligo.sdiffs,parameters.oligo.tdiffs,parameters.order,parameters.signal,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-31 05:00:56.261430,slurm_normal,1496206983.0,0,23757993,fastq,1.0,main_w3_handler1,2943711,15975057,False,,10070592.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29826720}]","""""","""""","""""","""""",0,no,,,,,,,"""A""","""""",32.0,,37809383,1496206889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_trim_flows/1.23.0,1.23.0,,2017-05-31 05:03:16.486113,97527,94.0
2017-03-07 16:30:50.175310,slurm_normal,1488904330.0,0,39440415,fasta,1.0,main_w4_handler1,3022175,15232608,False,,9380597.roundup,slurm,,132112168.0,corral-repl,62.0,txt,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 28657258}]","""""","""""","""""","""""",1,yes,0,0,"[{'src': 'hda', 'id': 28657607}]",3,0,3,"""A""","""""",32.0,,36461941,1488904261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_trim_flows/1.23.0,1.23.0,,2017-03-07 16:32:19.696865,34763,69.0
2017-05-23 20:35:03.530573,slurm_normal,1495571785.0,0,790058410,fastqillumina,1.0,main_w3_handler0,3123535,15921023,False,,10018932.roundup,slurm,,132112168.0,corral-repl,80.0,txt,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29731686}]","""""","""""","""""","""""",1,yes,0,0,"[{'src': 'hda', 'id': 29733190}]",0,0,0,"""A""","""""",32.0,,38160627,1495571725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_trim_flows/1.23.0,1.23.0,,2017-05-23 20:36:34.482051,106462,60.0
