count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.__current_case__,parameters.alignment.ucl,parameters.chimealns,parameters.chromInfo,parameters.chunks,parameters.dbkey,parameters.dereplicate,parameters.dn,parameters.fasta.values,parameters.idsmoothwindow,parameters.maxlen,parameters.maxp,parameters.minchunk,parameters.mindiv,parameters.minh,parameters.minlen,parameters.skipgaps,parameters.skipgaps2,parameters.template.__current_case__,parameters.template.reference.values,parameters.template.source,parameters.xa,parameters.xn,processor_count,reference,reference_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
273873.0,mothur.count_table,2018-01-08 16:51:49.414350,slurm_normal,1515430354.0,0,1116167,fasta,,1.0,main_w4_handler0,3357006,17974346,False,,12050928,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 33218359}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,43005625.0,1515430313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-01-08 16:52:37.882636,77009.0,41.0
273873.0,mothur.count_table,2018-01-08 16:59:17.055614,slurm_normal,1515430796.0,0,1116167,fasta,,1.0,main_w4_handler0,3357006,17974467,False,,12051024,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 33218359}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,43005625.0,1515430760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-01-08 16:59:59.008973,77009.0,36.0
472830.0,mothur.count_table,2017-11-04 10:06:38.014270,slurm_normal,1509790064.0,0,2274701,fasta,,1.0,main_w3_handler1,3310785,17325938,False,,11386848,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32062265}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,40381825.0,1509790012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-04 10:07:47.518130,94887.0,52.0
492667.0,mothur.count_table,2017-11-04 14:35:31.042468,slurm_normal,1509806208.0,0,2394882,fasta,,1.0,main_w3_handler0,3310785,17327406,False,,11388950,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32064665}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,40381825.0,1509806156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-04 14:36:55.820131,94887.0,52.0
,,2018-03-05 09:49:14.346895,slurm_normal,1520277576.0,0,54456371,fasta,7680.0,1.0,main_w4_handler0,3449732,18607323,False,,12702693,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 34176573}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,44335596.0,1520243365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-03-05 19:19:38.309868,105866.0,34211.0
5001580.0,mothur.count_table,2017-11-07 03:00:17.084490,slurm_normal,1510025409.0,0,40819186,fasta,,1.0,main_w4_handler0,3308920,17353645,False,,11417023,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32104312}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,41628482.0,1510023674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-07 03:30:18.855889,110821.0,1735.0
2511694.0,mothur.count_table,2017-11-07 18:26:37.525297,slurm_normal,1510080109.0,0,429685560,mothur.align,,1.0,main_w3_handler1,3312502,17371528,False,,11428995,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32104117}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,40487806.0,1510079468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-07 18:41:56.739422,110860.0,641.0
2552233.0,mothur.count_table,2017-11-08 02:39:24.665036,slurm_normal,1510109367.0,0,19948205,fasta,,1.0,main_w4_handler1,3315882,17376371,False,,11437507,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32141456}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,40487806.0,1510108793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-08 02:49:36.180273,110860.0,574.0
,,2018-03-05 09:48:56.930796,slurm_normal,1520292108.0,0,80517490,fasta,7680.0,1.0,main_w4_handler0,3449732,18607319,False,,12702688,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 34176494}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,44335596.0,1520243348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-03-05 23:21:50.776442,105866.0,48760.0
,,2018-03-05 09:49:29.949509,slurm_normal,1520313520.0,0,105472533,fasta,7680.0,1.0,main_w4_handler0,3449732,18607327,False,,12702696,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""false""","""1.4""","[{'src': 'hda', 'id': 34176715}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,44335596.0,1520243379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-03-06 05:18:42.352851,105866.0,70141.0
493295.0,mothur.count_table,2017-11-10 17:35:48.737435,slurm_normal,1510335409.0,0,2396597,fasta,,1.0,main_w3_handler1,3307154,17412600,False,,11474451,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32234178}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,41917246.0,1510335351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-10 17:36:50.417058,114886.0,58.0
,,2017-11-13 06:49:18.561564,slurm_normal,1510555771.0,0,13674703,mothur.align,,1.0,main_w4_handler1,3320025,17433904,False,,11491932,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32275368}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,41952851.0,1510555762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-13 06:49:32.250495,72172.0,9.0
1475116.0,mothur.count_table,2018-01-11 12:47:33.220155,slurm_normal,1515675023.0,0,9003594,fasta,,1.0,main_w4_handler0,3388766,18002864,False,,12079788,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 33263413}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,43131654.0,1515674859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2018-01-11 12:50:27.191271,119708.0,164.0
,,2017-11-14 09:13:04.065098,slurm_normal,1510654579.0,0,18039291,fasta,,1.0,main_w3_handler1,3322478,17450364,False,,11507753,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274331}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510650795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 10:16:28.913339,107528.0,3784.0
,,2017-11-14 09:13:06.773057,slurm_normal,1510655633.0,0,6169756,fasta,,1.0,main_w4_handler0,3322478,17450367,False,,11508540,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274334}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510654601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 10:34:03.468233,107528.0,1032.0
,,2017-11-14 09:13:08.706934,slurm_normal,1510687910.0,0,146201968,fasta,,1.0,main_w3_handler1,3322478,17450369,False,,11508686,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274336}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510655648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 19:32:08.465460,107528.0,32262.0
,,2017-11-14 09:13:10.422533,slurm_normal,1510658462.0,0,3834332,fasta,,1.0,main_w4_handler1,3322478,17450371,False,,11508991,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274338}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510657541.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:21:04.534001,107528.0,921.0
,,2017-11-14 09:13:04.826786,slurm_normal,1510657375.0,0,43772322,fasta,,1.0,main_w3_handler1,3322478,17450365,False,,11507754,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274332}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510650796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:02:58.870485,107528.0,6579.0
,,2017-11-14 09:13:07.841776,slurm_normal,1510660063.0,0,15968479,fasta,,1.0,main_w3_handler0,3322478,17450368,False,,11508969,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274335}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510657392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:47:49.593323,107528.0,2671.0
,,2017-11-14 09:13:09.561761,slurm_normal,1510688604.0,0,145927627,fasta,,1.0,main_w4_handler0,3322478,17450370,False,,11508990,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274337}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510657534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 19:43:30.472032,107528.0,31070.0
,,2017-11-14 09:13:12.021190,slurm_normal,1510660585.0,0,2288889,fasta,,1.0,main_w3_handler1,3322478,17450373,False,,11509353,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274340}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510660087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:56:29.816438,107528.0,498.0
,,2017-11-14 09:13:05.580354,slurm_normal,1510657509.0,0,42033102,fasta,,1.0,main_w4_handler1,3322478,17450366,False,,11507756,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274333}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510650798.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:05:20.942764,107528.0,6711.0
,,2017-11-14 09:13:03.117261,slurm_normal,1510659177.0,0,37754620,fasta,,1.0,main_w3_handler0,3322478,17450363,False,,11507755,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274330}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510650797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 11:33:04.342328,107528.0,8380.0
,,2017-11-14 09:13:11.233467,slurm_normal,1510664429.0,0,22200019,fasta,,1.0,main_w4_handler1,3322478,17450372,False,,11509218,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32274339}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",1.0,"[{'src': 'hda', 'id': 32274340}]",hist,"""1.0""","""8.0""",32.0,2288889.0,fasta,,41930138.0,1510659187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-14 13:00:30.579954,107528.0,5242.0
705603.0,mothur.count_table,2017-11-16 10:43:51.016971,slurm_normal,1510830208.0,0,7908947,fasta,,1.0,main_w4_handler0,3318340,17479896,False,,11537231,slurm,,132112168.0,corral-repl,,,0,global,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""4""","""?""","""true""","""1.4""","[{'src': 'hda', 'id': 32349857}]","""32""","""10000""","""2""","""64""","""0.5""","""0.3""","""10""","""true""","""true""",,,,"""1.0""","""8.0""",32.0,,,,41242785.0,1510829049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_chimera_uchime/mothur_chimera_uchime/1.36.1.0,1.36.1.0,,2017-11-16 11:03:31.246175,113500.0,1159.0
