chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allpartials,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.menu,parameters.out_format1,parameters.overlap,parameters.unfavoured,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-12-01 12:47:15.803049,rodeo_normal,1417438103.0,0.0,1.0,main_w1_handler1,2122081,8280423,False,,86350555,fasta,369656.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""feattable""","""no""","""no""",2.0,,17082268,1417438050.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 12:48:27.570726,,53.0
,,2014-12-02 12:32:58.115200,rodeo_normal,1417523968.0,0.0,1.0,main_w2_handler1,2122081,8296359,False,,29731107,fasta,2168571.roundup,slurm,,132112068.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17748752,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417523940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 12:39:32.747036,,28.0
,,2014-12-01 12:51:03.638387,rodeo_normal,1417438313.0,0.0,1.0,main_w2_handler0,2122081,8280450,False,,86350555,fasta,2150904.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417438274.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 12:51:54.866345,,39.0
,,2014-12-01 12:39:30.330429,rodeo_normal,1417437625.0,0.0,1.0,main_w1_handler1,2122081,8280312,False,,86350555,fasta,369459.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""table""","""no""","""no""",1.0,,17082268,1417437581.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 12:40:28.680103,,44.0
,,2014-12-01 13:34:08.978558,rodeo_normal,1417440903.0,0.0,1.0,main_w2_handler0,2122081,8280730,False,,86350555,fasta,2151301.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""table""","""no""","""no""",32.0,,17082268,1417440862.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 13:35:06.137380,,41.0
,,2014-12-01 13:28:33.032351,rodeo_normal,1417440581.0,0.0,1.0,main_w2_handler1,2122081,8280698,False,,86350555,fasta,370227.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""feattable""","""no""","""no""",1.0,,17082268,1417440531.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 13:29:44.155874,,50.0
,,2014-12-01 13:22:58.005594,rodeo_normal,1417440233.0,0.0,1.0,main_w1_handler0,2122081,8280638,False,,86350555,fasta,370121.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""seqtable""","""no""","""no""",1.0,,17082268,1417440189.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 13:23:56.098946,,44.0
,,2014-12-01 13:31:24.505343,rodeo_normal,1417440750.0,0.0,1.0,main_w2_handler0,2122081,8280711,False,,86350555,fasta,370249.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17691443,,"""1""","""regions""","""no""","""no""",1.0,,17082268,1417440695.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-01 13:32:36.104882,,55.0
,,2014-12-02 14:17:46.806692,rodeo_normal,1417529950.0,0.0,1.0,main_w2_handler1,2122081,8298050,False,,103722439,fasta,2169514.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17678351,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417529895.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 14:19:11.707970,,55.0
,,2014-12-02 15:05:49.219699,rodeo_normal,1417532779.0,0.0,1.0,main_w2_handler0,2122081,8298408,False,,17841366,fasta,2171377.roundup,slurm,,132112068.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17606799,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:06:21.618306,,15.0
,,2014-12-02 14:01:40.071247,rodeo_normal,1417528931.0,0.0,1.0,main_w2_handler1,2122081,8297932,False,,12641574,fasta,390971.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17750582,,"""1""","""excel""","""no""","""no""",2.0,,17082268,1417528915.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 14:02:14.914077,,16.0
,,2014-12-02 14:43:37.736415,rodeo_normal,1417531668.0,0.0,1.0,main_w1_handler1,2122081,8298292,False,,44648048,fasta,2171071.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17678345,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417531636.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 14:47:50.351733,,32.0
,,2014-12-02 15:02:08.258211,rodeo_normal,1417532564.0,0.0,1.0,main_w2_handler1,2122081,8298396,False,,34041386,fasta,2171352.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17591998,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532544.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:02:45.376537,,20.0
,,2014-12-02 15:05:31.899277,rodeo_normal,1417532759.0,0.0,1.0,main_w2_handler0,2122081,8298406,False,,11466161,fasta,2171374.roundup,slurm,,132112068.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17606789,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:06:00.561967,,12.0
,,2014-12-02 14:44:00.116581,rodeo_normal,1417531707.0,0.0,1.0,main_w2_handler1,2122081,8298293,False,,47857075,fasta,393176.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17727318,,"""1""","""excel""","""no""","""no""",1.0,,17082268,1417531673.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 14:48:31.391105,,34.0
,,2014-12-02 15:03:02.557046,rodeo_normal,1417532619.0,0.0,1.0,main_w2_handler1,2122081,8298401,False,,22039080,fasta,2171360.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17592004,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532601.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:03:40.960673,,18.0
,,2014-12-02 15:02:38.986321,rodeo_normal,1417532646.0,0.0,1.0,main_w2_handler0,2122081,8298399,False,,15859606,fasta,2171364.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17592001,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532631.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:04:08.188334,,15.0
,,2014-12-02 15:02:24.131899,rodeo_normal,1417532593.0,0.0,1.0,main_w2_handler1,2122081,8298397,False,,35566122,fasta,2171354.roundup,slurm,,132112264.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17592000,,"""1""","""excel""","""no""","""no""",32.0,,17082268,1417532567.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:03:15.608517,,26.0
,,2014-12-02 15:26:48.053567,rodeo_normal,1417534035.0,0.0,1.0,main_w2_handler1,2122081,8298535,False,,11418449,fasta,393570.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17751295,,"""1""","""excel""","""no""","""no""",2.0,,17082268,1417534019.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:27:17.503444,,16.0
,,2014-12-02 15:06:26.220630,rodeo_normal,1417533711.0,0.0,1.0,main_w2_handler0,2122081,8298412,False,,14782456,fasta,393485.rodeo,slurm,,16332532.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17606784,,"""1""","""excel""","""no""","""no""",2.0,,17082268,1417533693.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:21:54.406131,,18.0
,,2014-12-02 15:27:01.669376,rodeo_normal,1417534063.0,0.0,1.0,main_w1_handler0,2122081,8298537,False,,24404754,fasta,393574.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17751328,,"""1""","""excel""","""no""","""no""",1.0,,17082268,1417534041.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:27:46.614034,,22.0
,,2014-12-02 15:06:09.518867,rodeo_normal,1417533744.0,0.0,1.0,main_w1_handler1,2122081,8298411,False,,9314670,fasta,393509.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17606776,,"""1""","""excel""","""no""","""no""",1.0,,17082268,1417533729.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:22:27.334845,,15.0
,,2014-12-02 15:27:17.413225,rodeo_normal,1417534097.0,0.0,1.0,main_w1_handler0,2122081,8298538,False,,26301710,fasta,393584.rodeo,slurm,,8059880.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17751362,,"""1""","""excel""","""no""","""no""",1.0,,17082268,1417534075.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2014-12-02 15:28:20.423962,,22.0
,,2017-07-31 18:58:15.427113,slurm_normal,1501527572.0,0.0,1.0,main_w3_handler1,3208006,16472419,False,,1475442,fasta,10540287.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 30702313}]","""1""","""seqtable""","""no""","""no""",32.0,,39620771,1501527568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2017-07-31 18:59:33.940097,,4.0
,,2017-10-25 08:18:45.855415,slurm_normal,1508919536.0,0.0,1.0,main_w4_handler0,3297989,17207888,False,,17883,fasta,11267968,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/arabidopsis.len""","""arabidopsis""",,"[{'src': 'hda', 'id': 31870610}]","""1""","""seqtable""","""no""","""no""",32.0,,41487665,1508919532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2017-10-25 08:18:58.570183,114356.0,4.0
,,2017-10-30 07:39:09.737921,slurm_normal,1509349183.0,0.0,1.0,main_w4_handler1,3282724,17261798,False,,52,fasta,11320708,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31960551}]","""1""","""seqtable""","""no""","""no""",32.0,,40036712,1509349177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2017-10-30 07:39:48.743865,2108.0,6.0
,,2017-10-30 07:39:27.787308,slurm_normal,1509349204.0,0.0,1.0,main_w3_handler1,3282724,17261802,False,,52,fasta,11320710,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31960551}]","""7""","""seqtable""","""no""","""no""",32.0,,40036712,1509349198.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: digest23/5.0.0,5.0.0,,2017-10-30 07:40:10.742284,2108.0,6.0
