chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.rank_bound,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-12-03 09:08:06.314037,rodeo_normal,1417597712.0,0,1.0,main_w1_handler0,2129373,8308636,False,,13176628,taxonomy,2183812.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767094,,"""7""",32.0,,19874010.0,1417597708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:08:35.329594,56445.0,4.0
,,2014-12-03 09:12:53.750321,rodeo_normal,1417597992.0,0,1.0,main_w1_handler1,2132829,8308659,False,,14206243,taxonomy,2183856.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767212,,"""0""",32.0,,19873989.0,1417597987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:13:15.375117,56638.0,5.0
,,2014-12-03 09:20:46.485497,rodeo_normal,1417598472.0,0,1.0,main_w2_handler1,2133591,8308724,False,,13569898,taxonomy,2183954.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767285,,"""7""",32.0,,19832716.0,1417598460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:21:14.585170,56678.0,12.0
,,2014-12-03 09:19:56.057558,rodeo_normal,1417598415.0,0,1.0,main_w1_handler0,2135055,8308716,False,,7965196,taxonomy,406575.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767330,,"""7""",2.0,,19869728.0,1417598411.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:20:18.317353,56856.0,4.0
,,2014-12-03 09:34:38.258801,rodeo_normal,1417599309.0,0,1.0,main_w1_handler1,2135722,8308863,False,,8712579,taxonomy,406823.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767591,,"""7""",1.0,,19874117.0,1417599287.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:35:11.772080,56831.0,22.0
,,2014-12-03 09:47:57.240060,rodeo_normal,1417600101.0,0,1.0,main_w2_handler1,2133032,8308987,False,,13569898,taxonomy,407016.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17759423,,"""7""",1.0,,19865930.0,1417600088.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:48:25.066418,56649.0,13.0
,,2014-12-03 09:53:46.620970,rodeo_normal,1417600458.0,0,1.0,main_w1_handler0,2135722,8309025,False,,8712579,taxonomy,407064.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767591,,"""7""",1.0,,19874117.0,1417600435.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 09:54:20.216670,56831.0,23.0
,,2014-12-03 10:02:50.127660,rodeo_normal,1417600997.0,0,1.0,main_w2_handler1,2135722,8309083,False,,8065369,taxonomy,407130.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17768341,,"""7""",2.0,,19874117.0,1417600978.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 10:03:21.267383,56831.0,19.0
,,2014-12-03 10:10:20.253202,rodeo_normal,1417601440.0,0,1.0,main_w1_handler1,2133032,8309150,False,,13176628,taxonomy,2184515.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17768229,,"""7""",32.0,,19865930.0,1417601435.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 10:10:43.474295,56649.0,5.0
,,2014-12-03 10:08:50.335503,rodeo_normal,1417601343.0,0,1.0,main_w2_handler0,2132878,8309141,False,,13176628,taxonomy,407204.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767663,,"""7""",2.0,,19875070.0,1417601340.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 10:09:06.963462,56458.0,3.0
,,2014-12-03 10:23:31.998626,rodeo_normal,1417602237.0,0,1.0,main_w1_handler0,2135722,8309247,False,,13569898,taxonomy,407386.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17768483,,"""7""",1.0,,19874117.0,1417602225.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 10:23:59.462620,56831.0,12.0
,,2014-12-03 12:49:19.768800,rodeo_normal,1417610973.0,0,1.0,main_w1_handler0,2136588,8310009,False,,13176628,taxonomy,408690.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767828,,"""7""",2.0,,19873807.0,1417610969.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-03 12:49:36.328866,56636.0,4.0
,,2014-12-04 00:45:48.846928,rodeo_normal,1417655759.0,0,1.0,main_w2_handler1,1293618,8315151,False,,4504694,taxonomy,415015.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17777724,,"""13""",1.0,,19559602.0,1417655757.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-04 01:16:02.043730,4937.0,2.0
,,2014-12-04 01:28:47.754377,rodeo_normal,1417656544.0,0,1.0,main_w1_handler1,1293618,8315292,False,,42667,taxonomy,2192293.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17777979,,"""0""",32.0,,19559602.0,1417656541.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-04 01:29:06.250768,4937.0,3.0
,,2014-12-04 01:30:40.566490,rodeo_normal,1417656669.0,0,1.0,main_w1_handler0,1293618,8315295,False,,42596,taxonomy,415090.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17777986,,"""0""",1.0,,19559602.0,1417656666.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-04 01:31:11.458707,4937.0,3.0
,,2014-12-04 09:20:09.316309,rodeo_normal,1417684822.0,0,1.0,main_w2_handler1,2130362,8316741,False,,1910782,taxonomy,417494.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17757822,,"""4""",2.0,,19806459.0,1417684818.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-04 09:20:28.430582,56496.0,4.0
,,2014-12-05 14:17:46.984624,rodeo_normal,1417789079.0,0,1.0,main_w1_handler1,2130352,8333932,False,,14517855,taxonomy,2214086.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17811884,,"""4""",32.0,,19919688.0,1417789074.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-05 14:18:00.527502,56489.0,5.0
,,2014-12-05 14:18:10.762894,rodeo_normal,1417789099.0,0,1.0,main_w1_handler1,2130352,8333940,False,,14517855,taxonomy,441076.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17811884,,"""4""",2.0,,19919688.0,1417789096.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-05 14:18:23.671153,56489.0,3.0
,,2014-12-05 18:59:00.705367,rodeo_normal,1417806738.0,0,1.0,main_w2_handler1,2126097,8337543,False,,91496588,taxonomy,2218968.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17817807,,"""0""",32.0,,19651464.0,1417806731.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-05 19:12:19.955043,56318.0,7.0
,,2015-02-03 10:54:11.877165,rodeo_normal,1422960872.0,0,1.0,main_w2_handler0,2145193,8655647,False,,29050479,taxonomy,2628721.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18393642,,"""0""",32.0,,19968639.0,1422960867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2015-02-03 10:54:34.883072,57152.0,5.0
,,2014-12-08 21:55:19.232607,rodeo_normal,1418077745.0,0,1.0,main_w2_handler0,2128580,8375409,False,,26798058,taxonomy,505287.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17872483,,"""20""",1.0,,19962618.0,1418077738.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-08 22:29:09.560895,48848.0,7.0
,,2014-12-09 14:59:33.346868,rodeo_normal,1418138468.0,0,1.0,main_w2_handler1,2128580,8380431,False,,18465022,taxonomy,512589.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17878979,,"""0""",1.0,,19962618.0,1418138463.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 15:21:11.888474,48848.0,5.0
,,2014-12-09 15:44:35.515921,rodeo_normal,1418140960.0,0,1.0,main_w1_handler0,2128580,8380938,False,,8940279,taxonomy,2274641.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17880204,,"""0""",32.0,,19962618.0,1418140956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 16:02:41.583470,48848.0,4.0
,,2014-12-09 17:51:17.971018,rodeo_normal,1418148681.0,0,1.0,main_w2_handler1,2128580,8382537,False,,26798058,taxonomy,2276841.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17882530,,"""0""",32.0,,19962618.0,1418148675.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 18:11:23.736210,48848.0,6.0
,,2014-12-09 18:02:58.346296,rodeo_normal,1418152260.0,0,1.0,main_w1_handler1,2143059,8382744,False,,40145444,taxonomy,516340.rodeo,slurm,,16332532.0,corral-repl,,"""94b98f767fcd11e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17882809,,"""0""",2.0,,19962618.0,1418152252.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 19:11:03.737647,48848.0,8.0
,,2014-12-09 18:03:00.408095,rodeo_normal,1418152792.0,0,1.0,main_w1_handler0,2143059,8382747,False,,119000237,taxonomy,2277839.roundup,slurm,,132112264.0,corral-repl,,"""94b98f767fcd11e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17882811,,"""0""",32.0,,19962618.0,1418152745.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 19:19:55.108938,48848.0,47.0
,,2014-12-09 18:02:59.294365,rodeo_normal,1418155669.0,0,1.0,main_w1_handler0,2143059,8382745,False,,102317532,taxonomy,516765.rodeo,slurm,,16332532.0,corral-repl,,"""94b98f767fcd11e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17882810,,"""0""",2.0,,19962618.0,1418155655.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-09 20:07:55.108622,48848.0,14.0
,,2014-12-10 11:43:29.754245,rodeo_normal,1418212059.0,0,1.0,main_w1_handler1,2141872,8388524,False,,2336118428,taxonomy,523463.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17877557,,"""0""",1.0,,19992302.0,1418211813.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 11:47:41.206226,56497.0,246.0
,,2014-12-10 11:44:10.677000,rodeo_normal,1418212072.0,0,1.0,main_w2_handler0,2141872,8388525,False,,2336118428,taxonomy,523465.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17877557,,"""4""",1.0,,19992302.0,1418211855.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 11:47:55.359948,56497.0,217.0
,,2014-12-10 13:09:34.510906,rodeo_normal,1418216988.0,0,1.0,main_w1_handler0,2135869,8388959,False,,8133866,taxonomy,2284654.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17893417,,"""0""",32.0,,19993184.0,1418216979.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 13:09:50.080950,56841.0,9.0
,,2014-12-10 13:16:12.469125,rodeo_normal,1418218026.0,0,1.0,main_w2_handler1,2135869,8388985,False,,13176628,taxonomy,524347.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17893441,,"""7""",2.0,,19993184.0,1418218022.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 13:27:09.749702,56841.0,4.0
,,2014-12-10 14:51:51.085185,rodeo_normal,1418227824.0,0,1.0,main_w1_handler0,2142642,8389798,False,,23153773,taxonomy,526597.rodeo,slurm,,8059880.0,corral-repl,,"""0afa99c4807c11e48066005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17894423,,"""0""",1.0,,18487588.0,1418227820.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 16:10:25.491660,3342.0,4.0
,,2014-12-10 14:51:48.290627,rodeo_normal,1418227949.0,0,1.0,main_w1_handler1,2142642,8389795,False,,22089889,taxonomy,526617.rodeo,slurm,,8059880.0,corral-repl,,"""0afa99c4807c11e48066005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17894422,,"""0""",1.0,,18487588.0,1418227946.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 16:12:32.866248,3342.0,3.0
,,2014-12-10 14:51:53.652210,rodeo_normal,1418227806.0,0,1.0,main_w2_handler0,2142642,8389800,False,,720809,taxonomy,526585.rodeo,slurm,,8059880.0,corral-repl,,"""0afa99c4807c11e48066005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17894424,,"""0""",1.0,,18487588.0,1418227804.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 16:10:10.530296,3342.0,2.0
,,2014-12-10 17:05:01.418492,rodeo_normal,1418231111.0,0,1.0,main_w2_handler0,2132878,8391028,False,,13176628,taxonomy,527107.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17767663,,"""0""",1.0,,19997005.0,1418231107.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 17:05:13.633096,56458.0,4.0
,,2014-12-10 18:10:39.141564,rodeo_normal,1418239716.0,0,1.0,main_w1_handler1,2128580,8391268,False,,358600306,taxonomy,528001.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17896692,,"""0""",2.0,,19962618.0,1418239422.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 19:28:39.488406,48848.0,294.0
,,2014-12-10 19:10:19.658119,rodeo_normal,1418242875.0,0,1.0,main_w2_handler1,2144541,8391711,False,,50128138,taxonomy,528591.rodeo,slurm,,16332532.0,corral-repl,,"""2b63fbdc80a011e4b475005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897343,,"""0""",2.0,,19962618.0,1418242866.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 20:21:19.345262,48848.0,9.0
,,2014-12-10 19:10:19.331594,rodeo_normal,1418243372.0,0,1.0,main_w1_handler0,2144541,8391710,False,,29865215,taxonomy,2288503.roundup,slurm,,132112264.0,corral-repl,,"""2b63fbdc80a011e4b475005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897342,,"""0""",32.0,,19962618.0,1418243368.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 20:29:33.921436,48848.0,4.0
,,2014-12-10 19:42:17.614179,rodeo_normal,1418247510.0,0,1.0,main_w1_handler0,2144579,8391902,False,,29865215,taxonomy,529482.rodeo,slurm,,16332532.0,corral-repl,,"""9a85819480a411e484db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897691,,"""0""",2.0,,19962618.0,1418247502.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 21:38:34.058743,48848.0,8.0
,,2014-12-10 19:10:20.000201,rodeo_normal,1418247177.0,0,1.0,main_w2_handler1,2144541,8391712,False,,62436459,taxonomy,2289078.roundup,slurm,,132112264.0,corral-repl,,"""2b63fbdc80a011e4b475005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897344,,"""0""",32.0,,19962618.0,1418247166.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 21:33:01.568838,48848.0,11.0
,,2014-12-10 19:42:18.765648,rodeo_normal,1418249281.0,0,1.0,main_w1_handler0,2144579,8391903,False,,50128138,taxonomy,529777.rodeo,slurm,,8059880.0,corral-repl,,"""9a85819480a411e484db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897692,,"""0""",1.0,,19962618.0,1418249274.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 22:08:03.447830,48848.0,7.0
,,2014-12-10 21:56:48.484969,rodeo_normal,1418248619.0,0,1.0,main_w1_handler0,2143627,8392832,False,,26521513,taxonomy,2289273.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17899052,,"""4""",32.0,,19999772.0,1418248615.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 21:57:01.736703,56495.0,4.0
,,2014-12-10 19:42:19.256850,rodeo_normal,1418251325.0,0,1.0,main_w2_handler1,2144579,8391904,False,,62436459,taxonomy,529993.rodeo,slurm,,16332532.0,corral-repl,,"""9a85819480a411e484db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897693,,"""0""",2.0,,19962618.0,1418251315.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 22:42:08.444913,48848.0,10.0
,,2014-12-10 22:14:37.995855,rodeo_normal,1418254412.0,0,1.0,main_w1_handler0,2144762,8392944,False,,13145288,taxonomy,530254.rodeo,slurm,,8059880.0,corral-repl,,"""ead3adb480b911e4b8a0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17899471,,"""4""",1.0,,19999772.0,1418254409.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-10 23:33:34.364661,56495.0,3.0
,,2014-12-10 19:42:19.704236,rodeo_normal,1418257836.0,0,1.0,main_w1_handler0,2144579,8391905,False,,151656905,taxonomy,2289986.roundup,slurm,,132112068.0,corral-repl,,"""9a85819480a411e484db005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897694,,"""0""",32.0,,19962618.0,1418257825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 00:30:38.612983,48848.0,11.0
,,2014-12-10 19:44:41.311460,rodeo_normal,1418260259.0,0,1.0,main_w1_handler0,2144583,8391951,False,,29865215,taxonomy,530798.rodeo,slurm,,16332532.0,corral-repl,,"""f3439be080a411e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897744,,"""0""",2.0,,19962618.0,1418260250.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 01:11:01.560678,48848.0,9.0
,,2014-12-10 19:44:42.029733,rodeo_normal,1418261737.0,0,1.0,main_w2_handler1,2144583,8391952,False,,50128138,taxonomy,530931.rodeo,slurm,,16332532.0,corral-repl,,"""f3439be080a411e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897745,,"""0""",2.0,,19962618.0,1418261731.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 01:35:40.178285,48848.0,6.0
,,2014-12-10 19:44:42.604152,rodeo_normal,1418264019.0,0,1.0,main_w1_handler0,2144583,8391953,False,,62436459,taxonomy,531045.rodeo,slurm,,16332532.0,corral-repl,,"""f3439be080a411e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897746,,"""0""",2.0,,19962618.0,1418264012.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 02:13:42.752570,48848.0,7.0
,,2014-12-10 19:44:43.112436,rodeo_normal,1418268530.0,0,1.0,main_w2_handler0,2144583,8391954,False,,151656905,taxonomy,531385.rodeo,slurm,,8059880.0,corral-repl,,"""f3439be080a411e493be005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17897747,,"""0""",1.0,,19962618.0,1418268518.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 03:28:51.680477,48848.0,12.0
,,2014-12-10 20:54:18.987082,rodeo_normal,1418268897.0,0,1.0,main_w2_handler1,2144685,8392443,False,,30061383,taxonomy,531422.rodeo,slurm,,8059880.0,corral-repl,,"""b206daa280ae11e4a48d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17898419,,"""0""",1.0,,19962618.0,1418268892.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 03:34:58.912511,48848.0,5.0
,,2014-12-10 20:54:20.046141,rodeo_normal,1418272124.0,0,1.0,main_w1_handler1,2144685,8392447,False,,150567646,taxonomy,531685.rodeo,slurm,,8059880.0,corral-repl,,"""b206daa280ae11e4a48d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17898423,,"""0""",1.0,,19962618.0,1418272111.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 04:28:46.606357,48848.0,13.0
,,2014-12-11 05:30:12.117506,rodeo_normal,1418275823.0,0,1.0,main_w1_handler1,2144409,8394407,False,,38277050,taxonomy,532014.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17902147,,"""4""",1.0,,19954443.0,1418275817.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 05:30:25.219673,56498.0,6.0
,,2014-12-11 07:25:00.116694,rodeo_normal,1418282713.0,0,1.0,main_w1_handler1,2124046,8394777,False,,8345208,taxonomy,532524.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17659284,,"""20""",2.0,,20006350.0,1418282704.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-11 07:25:15.266634,5035.0,9.0
,,2014-12-12 15:44:09.992635,rodeo_normal,1418400630.0,0,1.0,main_w1_handler1,2147267,8406541,False,,21142304,taxonomy,2305107.roundup,slurm,,132112264.0,corral-repl,,"""ac0fc952821511e49db0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17923381,,"""0""",32.0,,18487588.0,1418400626.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-12 16:10:31.821567,3342.0,4.0
,,2014-12-12 15:44:07.284721,rodeo_normal,1418400663.0,0,1.0,main_w2_handler1,2147267,8406539,False,,885701,taxonomy,2305117.roundup,slurm,,132112264.0,corral-repl,,"""ac0fc952821511e49db0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17923380,,"""0""",32.0,,18487588.0,1418400661.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-12 16:11:05.489327,3342.0,2.0
,,2014-12-12 15:56:51.683253,rodeo_normal,1418401488.0,0,1.0,main_w1_handler0,2147285,8406647,False,,500394,taxonomy,547322.rodeo,slurm,,8059880.0,corral-repl,,"""71d080c2821711e4a5f8005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17923492,,"""0""",1.0,,18487588.0,1418401485.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lca_wrapper/lca1/1.0.1,1.0.1,,2014-12-12 16:24:50.713309,3342.0,3.0
