chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fraction,parameters.inputA,parameters.inputA.values,parameters.inputA|__identifier__,parameters.inputB,parameters.inputB.values,parameters.invert,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-13 19:00:55.323151,rodeo_normal,1423854078.0,0.0,1.0,main_w2_handler1,2201478,8722876,False,,10494384,bam,3355210,bed,2753426.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/266/dataset_10266785.dat""","""gambiae_v1""","""""",18507947,,,18507900,,"""False""","""False""","""True""","""""",32.0,,20655945,1423854071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-13 19:01:20.149302,43673.0,7.0
,,2015-01-26 19:53:47.965196,rodeo_normal,1422302050.0,0.0,1.0,main_w1_handler0,2182129,8609209,False,,457258,bam,9725,bed,2570497.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",18273241,,,18274402,,"""False""","""False""","""True""","""-s""",32.0,,19748764,1422302043.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-01-26 19:54:12.658923,29148.0,7.0
,,2015-02-22 14:33:48.428032,rodeo_normal,1424615713.0,0.0,1.0,main_w1_handler1,2213311,8786691,False,,258637470,bam,28805,bed,2868599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/008/645/dataset_8645565.dat""","""hg19""","""""",18602411,,,18596213,,"""False""","""False""","""True""","""-s""",32.0,,21059580,1424615642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-22 14:35:15.424691,23963.0,71.0
,,2015-07-22 13:59:30.460554,slurm_normal,1437574455.0,0.0,1.0,main_w1_handler1,2383854,9941740,False,,190452695,bam,63613,bed,4227282.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20478585,,"""AMARETTA_R1_combined.fastq""",20475767,,"""True""","""False""","""True""","""""",32.0,,24243558,1437574177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-07-22 14:14:18.964419,57021.0,278.0
,,2014-11-05 21:15:18.304336,rodeo_normal,1415226271.0,0.0,1.0,main_w1_handler1,2109037,8110472,False,,492351566,bam,275762,bed,131991.rodeo,slurm,,16332532.0,corral-repl,,"""d66d3dd0653011e481aa005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17439127,,,17242983,,"""False""","""False""","""True""","""""",2.0,,18276343,1415226056.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-05 22:24:39.598537,35536.0,215.0
,,2015-08-29 02:20:00.713055,slurm_normal,1440882311.0,0.0,1.0,main_w1_handler2,2417492,10220161,False,,2862891781,bam,7974063,bed,4494457.roundup,slurm,,132112168.0,corral-repl,,"""72e740b44df411e5950c005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20946391,,,20935581,,"""False""","""False""","""True""","""""",32.0,,24453300,1440880552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-08-29 21:05:14.089795,4244.0,1759.0
,,2015-04-07 07:12:04.145860,slurm_normal,1428390791.0,0.0,1.0,main_w2_handler1,2250828,9154690,False,,116242145,bam,148658,bed,3437073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19167614,,,19022652,,"""False""","""False""","""True""","""""",32.0,,22287681,1428390737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-04-07 07:13:14.468428,61562.0,54.0
,,2014-12-15 15:25:06.478295,rodeo_normal,1418658426.0,0.0,1.0,main_w1_handler1,2135543,8418175,False,,2971616272,bam,8054661,bed,563707.rodeo,slurm,,16332532.0,corral-repl,,"""8baebb40846e11e4ba1b005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""None""",17768856,,,17954268,,"""False""","""False""","""True""","""""",2.0,,20026740,1418657113.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-12-15 15:47:12.367195,36252.0,1313.0
,,2015-11-11 22:45:27.334662,slurm_normal,1447282430.0,0.0,1.0,main_w2_handler0,1032924,10880076,False,,1772861469,bam,248644,bed,5133705.roundup,slurm,,132112168.0,corral-repl,,"""e0f19ecc88c511e59a89005056a51846""","""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""mycoTube_H37RV""","""0.51""",21895637,,,21967047,,"""False""","""False""","""False""","""""",32.0,,26130528,1447281957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-11 22:53:57.667498,23868.0,473.0
,,2015-01-28 22:00:28.572214,rodeo_normal,1422482450.0,0.0,1.0,main_w2_handler0,2186035,8627075,False,,4778270,bam,9725,bed,862971.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",18331783,,,18312887,,"""False""","""False""","""False""","""-s""",2.0,,19748764,1422482445.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-01-28 22:01:00.401273,29148.0,5.0
,,2014-09-22 18:05:09.250844,roundup_single,1411415502.0,0.0,1.0,main_w1_handler0,2061942,7828748,False,,122921490,bam,275762,bed,1814950,slurm,,132112264.0,corral-repl,,"""fc4a72d2428211e4abc5005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",16975674,,,16954024,,"""False""","""False""","""True""","""""",32.0,,15496382,1411415436.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-22 19:51:44.379867,35536.0,66.0
,,2015-11-12 03:11:37.359870,slurm_normal,1447298383.0,0.0,1.0,main_w1_handler2,2467718,10881417,False,,139285793,bam,38415442,bed,5134974.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",21970301,,,21970135,,"""False""","""False""","""False""","""""",32.0,,25625321,1447298353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-12 03:19:46.046389,,30.0
,,2015-10-23 16:19:52.280758,slurm_normal,1445617639.0,0.0,1.0,main_w2_handler0,1372215,10702382,False,,1295637660,bam,61308,bed,4964936.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",21697628,,,21666849,,"""False""","""False""","""True""","""""",32.0,,25851397,1445617209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-23 16:27:24.323750,32813.0,430.0
,,2015-02-03 21:50:57.568709,rodeo_normal,1423000690.0,0.0,1.0,main_w2_handler0,2189880,8659735,False,,850729576,bam,8266822,bed,2636405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",18355896,,,18402218,,"""False""","""False""","""True""","""""",32.0,,20786559,1423000281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-03 21:58:14.731611,58981.0,409.0
,,2015-10-30 04:01:26.251940,slurm_normal,1446178476.0,0.0,1.0,main_w1_handler2,2464322,10769529,False,,1840871433,bam,72057,bed,5028132.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1E-9""",21806090,,,21805944,,"""True""","""False""","""True""","""""",32.0,,25936963,1446177707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-30 04:14:40.850834,70743.0,769.0
,,2014-10-30 13:43:01.891183,rodeo_normal,1414676729.0,0.0,1.0,main_w2_handler1,1978477,8072275,False,,208301400,bam,7847590,bed,99728.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",17348619,,,17379840,,"""False""","""False""","""True""","""""",2.0,,17951035,1414676594.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-10-30 13:45:32.362360,30225.0,135.0
,,2015-10-06 07:10:16.316361,slurm_normal,1444117973.0,0.0,1.0,main_w1_handler1,2461476,10508025,False,,9816035215,bam,8311776,bed,4783711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",21408713,,,21411047,,"""False""","""False""","""True""","""""",32.0,,25522815,1444115446.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-06 07:52:55.409460,29344.0,2527.0
,,2015-01-28 16:24:43.433338,rodeo_normal,1422462846.0,0.0,1.0,main_w2_handler0,2186035,8623164,False,,197845305,bam,9725,bed,855976.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",18312860,,,18312887,,"""False""","""False""","""False""","""-s""",2.0,,19748764,1422462302.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-01-28 16:34:11.628839,29148.0,544.0
,,2015-11-21 18:43:26.196309,slurm_normal,1448131430.0,0.0,1.0,main_w1_handler2,2513059,10978162,False,,1149092,bam,272,bed,5239511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",22090876,,,22091098,,"""True""","""False""","""False""","""""",32.0,,26385785,1448131426.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-21 18:43:53.134194,73590.0,4.0
,,2015-11-17 17:06:05.172422,slurm_normal,1447780292.0,0.0,1.0,main_w1_handler0,2506556,10924751,False,,360993541,bam,359463,bed,5180128.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",22029390,,,22036253,,"""False""","""False""","""True""","""""",32.0,,25601154,1447779996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-17 17:11:39.709323,70891.0,296.0
,,2016-01-17 03:34:46.882731,slurm_normal,1453002050.0,0.0,1.0,main_w2_handler0,1372215,11528300,False,,1323098248,bam,61308,bed,5794612.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22929396,,,22925995,,"""False""","""False""","""True""","""""",32.0,,27477696,1453001703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-01-17 03:40:53.642396,32813.0,347.0
,,2015-10-03 22:33:47.777398,slurm_normal,1443911881.0,0.0,1.0,main_w2_handler0,2459860,10496963,False,,626247288,bam,193492882,bed,4772794.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.01""",21390045,,,21390061,,"""False""","""False""","""True""","""""",32.0,,25350124,1443911650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-03 22:38:04.105863,68077.0,231.0
,,2015-05-12 20:26:25.158750,slurm_normal,1431462494.0,0.0,1.0,main_w1_handler1,2303013,9457195,False,,274574170,bam,30557881,bed,3782234.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19678648,,,19680653,,"""False""","""False""","""True""","""""",32.0,,23030095,1431462420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-05-12 20:28:19.064880,46265.0,74.0
,,2014-11-05 21:22:41.436593,rodeo_normal,1415236059.0,0.0,1.0,main_w2_handler0,2109056,8110536,False,,392656220,bam,275762,bed,133321.rodeo,slurm,,16332532.0,corral-repl,,"""de5e9aba653111e4b3c5005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17439619,,,17242983,,"""False""","""False""","""True""","""""",2.0,,18276343,1415235858.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-06 01:07:42.059773,35536.0,201.0
,,2015-05-30 16:13:22.702723,slurm_normal,1433013095.0,0.0,1.0,main_w1_handler1,2324779,9566810,False,,21147525165,bam,39,bed,3880186.roundup,slurm,,132112168.0,corral-repl,,"""c564e0bc06e611e5ad63005056a51846""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0.5""",19843437,,,19862689,,"""False""","""False""","""True""","""""",32.0,,23290014,1433006699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-05-30 19:11:37.913504,38047.0,6396.0
,,2015-12-08 02:53:11.632132,slurm_normal,1449543512.0,0.0,1.0,main_w1_handler0,2531526,11115790,False,,4382268,bam,5312521,bed,5382009.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",22345700,,,22346006,,"""False""","""False""","""True""","""""",32.0,,26641372,1449543499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-12-08 02:58:35.872414,,13.0
,,2014-11-05 23:18:04.859264,rodeo_normal,1415245108.0,0.0,1.0,main_w2_handler1,2109165,8111174,False,,302294302,bam,275762,bed,134297.rodeo,slurm,,8059880.0,corral-repl,,"""fd30e7bc654111e48959005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17440665,,,17242983,,"""False""","""False""","""True""","""""",1.0,,18276343,1415244979.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-06 03:38:33.143592,35536.0,129.0
,,2014-11-05 00:35:16.024043,rodeo_normal,1415156555.0,0.0,1.0,main_w2_handler1,2107793,8104333,False,,322757121,bam,275762,bed,127019.rodeo,slurm,,16332532.0,corral-repl,,"""9b29adec648311e48dbb005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",17430891,,,17242983,,"""False""","""False""","""True""","""""",2.0,,18276343,1415156409.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-11-05 03:02:40.074536,35536.0,146.0
,,2015-08-14 14:54:39.198334,slurm_normal,1439564132.0,0.0,1.0,main_w1_handler1,2408686,10118429,False,,316396,bam,832,bed,4391500.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""10""",20772977,,,20773374,,"""False""","""False""","""True""","""""",32.0,,24686426,1439564120.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-08-14 14:55:35.118408,13290.0,12.0
,,2015-07-22 13:59:53.304486,slurm_normal,1437575871.0,0.0,1.0,main_w2_handler1,2383854,9941766,False,,65034800,bam,63613,bed,4227672.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",20478606,,"""Cherry_CGATGT_L005_R1_001.fastq""",20475767,,"""True""","""False""","""True""","""""",32.0,,24243558,1437575540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-07-22 14:37:54.880410,57021.0,331.0
,,2015-01-27 18:43:53.671401,rodeo_normal,1422384321.0,0.0,1.0,main_w2_handler0,2186035,8616187,False,,67104980,bam,9725,bed,846660.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""""",18312845,,,18312887,,"""False""","""False""","""True""","""-s""",2.0,,19748764,1422384246.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-01-27 18:45:23.644873,29148.0,75.0
,,2015-11-27 17:45:26.759297,slurm_normal,1448647016.0,0.0,1.0,main_w2_handler0,2518461,11024370,False,,1299000384,bam,731429819,bed,5282383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",22156187,,,22156045,,"""False""","""False""","""True""","""""",32.0,,26436075,1448646352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-27 17:56:59.917029,21426.0,664.0
,,2016-01-27 22:19:48.890358,slurm_normal,1453933626.0,0.0,1.0,main_w1_handler2,1372215,11617817,False,,1987597799,bam,61308,bed,5882391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.5""",23061455,,,22925995,,"""False""","""False""","""True""","""""",32.0,,27477696,1453933205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-01-27 22:27:09.351043,32813.0,421.0
,,2015-03-26 00:29:56.793693,rodeo_normal,1427329871.0,0.0,1.0,main_w1_handler0,2247951,9040981,False,,180470749,bam,103059,bed,3326485.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19000860,,,18982200,,"""False""","""False""","""True""","""""",32.0,,21706497,1427329813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-03-26 00:31:15.833829,34059.0,58.0
,,2014-09-19 19:13:12.553368,roundup_single,1411157176.0,0.0,1.0,main_w1_handler0,2059171,7819495,False,,113052204,bam,275762,bed,1803949,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",16954530,,,16954024,,"""False""","""False""","""True""","""""",32.0,,15496382,1411157011.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-19 20:06:18.549956,35536.0,165.0
,,2014-09-22 17:56:26.651467,roundup_single,1411410446.0,0.0,1.0,main_w1_handler0,2061922,7828540,False,,147768449,bam,275762,bed,1813529,slurm,,132112264.0,corral-repl,,"""c49b6824428111e4b114005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",16975568,,,16954024,,"""False""","""False""","""True""","""""",32.0,,15496382,1411410360.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-22 18:27:32.917864,35536.0,86.0
,,2014-09-25 14:45:05.004653,roundup_single,1411656510.0,0.0,1.0,main_w1_handler0,2064270,7859050,False,,420948931,bam,44489936,bed,1841536,slurm,,132112264.0,corral-repl,,"""88f37fda44c211e48efd005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""None""",17006718,,,17006585,,"""False""","""False""","""True""","""""",32.0,,17211612,1411656316.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-25 14:48:33.083275,46265.0,194.0
,,2015-07-10 19:39:15.733571,slurm_normal,1436557206.0,0.0,1.0,main_w1_handler0,2040005,9834214,False,,19954977,bam,926796,bed,4132048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce6.len""","""ce6""","""""",20108766,,,20300316,,"""False""","""False""","""True""","""-s""",32.0,,23250944,1436557189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-07-10 19:40:08.413695,25037.0,17.0
,,2015-10-19 14:19:06.445623,slurm_normal,1445264367.0,0.0,1.0,main_w2_handler1,2179652,10640100,False,,3116485,bam,2202953,bed,4904609.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""","""0.000001""",21008381,,,21615093,,"""False""","""True""","""True""","""-s""",32.0,,25585280,1445264360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-10-19 14:19:32.731526,58541.0,7.0
,,2015-11-26 10:40:01.527388,slurm_normal,1448534437.0,0.0,1.0,main_w2_handler1,2516069,11013414,False,,1216716,bam,272,bed,5271938.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22172236,,,22125577,,"""False""","""False""","""True""","""""",32.0,,26449122,1448534429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-26 10:40:42.354370,74022.0,8.0
,,2016-01-05 21:49:32.287500,slurm_normal,1452030815.0,0.0,1.0,main_w2_handler1,2532596,11387258,False,,50890944,bam,72057,bed,5657566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""""",22489211,,,22751800,,"""True""","""False""","""True""","""""",32.0,,26669533,1452030754.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-01-05 21:53:39.762800,61539.0,61.0
,,2015-04-02 07:31:53.404682,slurm_normal,1427959952.0,0.0,1.0,main_w2_handler0,2242091,9122159,False,,3866802,bam,790,bed,3407087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""""",18971782,,,19119073,,"""False""","""False""","""True""","""""",32.0,,21898773,1427959948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-04-02 07:32:37.529087,61109.0,4.0
,,2016-02-03 20:02:24.166530,slurm_normal,1454529908.0,0.0,1.0,main_w1_handler2,1372215,11704458,False,,410234793,bam,61308,bed,5960662.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0.5""",23167139,,,22925995,,"""False""","""False""","""True""","""""",32.0,,27477696,1454529771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2016-02-03 20:05:11.630776,32813.0,137.0
,,2014-09-22 17:47:46.396107,roundup_single,1411410714.0,0.0,1.0,main_w1_handler1,2061906,7828438,False,,86471688,bam,275762,bed,1813641,slurm,,132112264.0,corral-repl,,"""8e6640ae428011e48e8c005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",16976292,,,16954024,,"""False""","""False""","""True""","""""",32.0,,15496382,1411410668.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2014-09-22 18:31:57.682892,35536.0,46.0
,,2015-11-24 16:04:55.015274,slurm_normal,1448381856.0,0.0,1.0,main_w1_handler0,2213383,10996552,False,,1729751607,bam,1294655,bed,5255965.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/304/dataset_13304968.dat""","""dmel_v6""","""0.4""",22131192,,,22132534,,"""False""","""False""","""True""","""""",32.0,,26374076,1448381128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-24 16:17:42.755785,59928.0,728.0
,,2015-02-22 14:33:50.283846,rodeo_normal,1424615709.0,0.0,1.0,main_w2_handler0,2213311,8786695,False,,167418899,bam,28805,bed,2868603.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/008/645/dataset_8645565.dat""","""hg19""","""""",18602415,,,18596213,,"""False""","""False""","""True""","""-s""",32.0,,21059580,1424615659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-02-22 14:35:10.475583,23963.0,50.0
,,2015-11-07 16:27:01.645672,slurm_normal,1446918918.0,0.0,1.0,main_w2_handler0,2464322,10841817,False,,1229429947,bam,72057,bed,5096842.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""1e-9""",21911291,,,21805944,,"""True""","""False""","""True""","""""",32.0,,26155342,1446918391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-11-07 17:55:21.576189,70743.0,527.0
,,2015-06-04 21:38:54.217532,slurm_normal,1433474370.0,0.0,1.0,main_w1_handler1,2331129,9600537,False,,37806,bam,17620219,bed,3913012.roundup,slurm,,132112168.0,corral-repl,,"""128dd9d80b0211e59ae0005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",19917959,,,19917957,,"""False""","""False""","""True""","""""",32.0,,23210271,1433474365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_intersectbed_bam/0.1.0,0.1.0,,2015-06-05 03:19:36.077954,44427.0,5.0
