chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.indel,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-12-01 18:13:02.534787,slurm_normal,1448993625.0,0,1.0,main_w2_handler1,2524955,11055631,False,,0,txt,5309849.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22240139,,32.0,,26520817,1448993621.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-01 18:13:52.235096,222.0,4.0
,,2015-12-03 12:46:26.421267,slurm_normal,1449147029.0,0,1.0,main_w1_handler1,2527204,11076597,False,,1913354039,txt,5328993.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",22279856,,32.0,,26561853,1449146832.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:50:30.609755,74646.0,197.0
,,2015-12-03 12:42:50.391387,slurm_normal,1449146797.0,0,1.0,main_w1_handler2,2527195,11076519,False,,1913354039,txt,5328956.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279808,,32.0,,26562309,1449146608.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:46:40.632319,74418.0,189.0
,,2015-12-03 12:45:33.176213,slurm_normal,1449146943.0,0,1.0,main_w1_handler2,2527115,11076594,False,,1913354039,txt,5328986.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279890,,32.0,,26561557,1449146756.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:49:07.473085,74422.0,187.0
,,2015-12-03 12:42:52.695813,slurm_normal,1449146799.0,0,1.0,main_w1_handler2,2527191,11076520,False,,1913354039,txt,5328957.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279804,,32.0,,26562288,1449146608.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:46:44.833643,74481.0,191.0
,,2015-12-03 12:44:05.953723,slurm_normal,1449146851.0,0,1.0,main_w1_handler1,2527198,11076542,False,,1913354039,txt,5328974.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279813,,32.0,,26562240,1449146679.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:47:33.580180,74444.0,172.0
,,2015-12-03 12:36:03.958846,slurm_normal,1449146388.0,0,1.0,main_w2_handler0,2527194,11076402,False,,1913354039,txt,5328897.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279774,,32.0,,26561917,1449146190.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:39:53.459204,74591.0,198.0
,,2015-12-03 12:43:10.581090,slurm_normal,1449146826.0,0,1.0,main_w1_handler0,2527197,11076528,False,,1913354039,txt,5328964.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279811,,32.0,,26562284,1449146627.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:47:08.726903,74464.0,199.0
,,2015-12-03 12:45:44.709753,slurm_normal,1449146985.0,0,1.0,main_w1_handler2,2527115,11076596,False,,133830842,interval,5329009.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""indel""",22280116,,32.0,,26561557,1449146967.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:49:46.418931,74422.0,18.0
,,2015-12-03 12:44:38.446933,slurm_normal,1449146716.0,0,1.0,main_w1_handler0,2527192,11076556,False,,0,txt,5328980.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279806,,32.0,,26561546,1449146710.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:45:19.381544,74423.0,6.0
,,2015-12-03 12:46:56.894581,slurm_normal,1449147035.0,0,1.0,main_w2_handler1,2527202,11076604,False,,1913354039,txt,5328999.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22280019,,32.0,,26561531,1449146861.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:50:38.256833,74469.0,174.0
,,2015-12-03 12:43:18.643531,slurm_normal,1449146801.0,0,1.0,main_w1_handler1,2527196,11076530,False,,1913354039,txt,5328962.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279812,,32.0,,26562301,1449146623.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:46:44.682247,70365.0,178.0
,,2015-12-03 12:42:44.428250,slurm_normal,1449146591.0,0,1.0,main_w1_handler0,2527201,11076512,False,,0,txt,5328953.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22279805,,32.0,,26562287,1449146588.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-03 12:43:15.349433,74338.0,3.0
,,2015-12-22 12:56:10.019670,slurm_normal,1450789000.0,0,1.0,main_w2_handler0,2541087,11306690,False,,6919,tabular,5585455.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",22610165,,32.0,,26708202,1450788995.0,ok,1023996.0,master2pgSnp,1.0.0,,2015-12-22 12:56:43.752415,65786.0,5.0
,,2016-10-13 23:06:29.994605,slurm_normal,1476400017.0,0,1.0,main_w3_handler0,2854141,14077524,False,,29507652,vcf,8294269.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54bcf52406d16d421'}]",32.0,,33669150,1476400012.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-13 23:06:58.406816,,5.0
,,2016-10-14 02:14:14.530821,slurm_normal,1476411347.0,0,1.0,main_w3_handler1,2844371,14078265,False,,0,tabular,8294970.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50cc8b54679699c15'}]",32.0,,33489667,1476411344.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:49.607546,91688.0,3.0
,,2016-10-14 02:14:07.073797,slurm_normal,1476411318.0,0,1.0,main_w4_handler1,2844371,14078242,False,,1588,fasta,8294951.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5147c662f17a8ad5e'}]",32.0,,33489667,1476411313.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:20.568163,91688.0,5.0
,,2016-10-14 02:14:01.627263,slurm_normal,1476411287.0,0,1.0,main_w4_handler0,2844371,14078226,False,,1588,fasta,8294942.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5363f3f71ad19e30e'}]",32.0,,33489667,1476411284.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:49.178210,91688.0,3.0
,,2016-10-14 02:14:02.274088,slurm_normal,1476411287.0,0,1.0,main_w4_handler0,2844371,14078228,False,,1628,fasta,8294943.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee18acde86b69943'}]",32.0,,33489667,1476411284.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:49.363250,91688.0,3.0
,,2016-10-14 02:14:07.396190,slurm_normal,1476411441.0,0,1.0,main_w4_handler0,2844371,14078243,False,,1219,fasta,8295010.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2bb7f2b41442eeb'}]",32.0,,33489667,1476411438.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:17:24.474549,91688.0,3.0
,,2016-10-14 02:14:16.726899,slurm_normal,1476411491.0,0,1.0,main_w4_handler0,2844371,14078272,False,,0,tabular,8295028.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b15d02c2e22b0c22'}]",32.0,,33489667,1476411488.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:18:12.763914,91688.0,3.0
,,2016-10-14 02:14:01.293003,slurm_normal,1476411290.0,0,1.0,main_w4_handler1,2844371,14078225,False,,1658,fasta,8294944.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfbdef21a93ca7aa'}]",32.0,,33489667,1476411286.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:53.423261,91688.0,4.0
,,2016-10-14 02:14:10.323015,slurm_normal,1476411316.0,0,1.0,main_w4_handler1,2844371,14078252,False,,1816,fasta,8294953.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e716e3cfd9a7a0fc'}]",32.0,,33489667,1476411313.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:18.150573,91688.0,3.0
,,2016-10-14 02:14:14.246827,slurm_normal,1476411473.0,0,1.0,main_w4_handler0,2844371,14078264,False,,0,tabular,8295023.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c11f9c86e008feb2'}]",32.0,,33489667,1476411469.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:17:54.804401,91688.0,4.0
,,2016-10-14 02:13:58.486085,slurm_normal,1476411270.0,0,1.0,main_w3_handler1,2844371,14078216,False,,1713,fasta,8294934.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5747738c5e0ec864c'}]",32.0,,33489667,1476411266.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:32.457562,91688.0,4.0
,,2016-10-14 02:13:59.617841,slurm_normal,1476411285.0,0,1.0,main_w3_handler1,2844371,14078220,False,,4335,fasta,8294939.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b070af994adf8931'}]",32.0,,33489667,1476411281.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:48.457476,91688.0,4.0
,,2016-10-14 02:14:00.209633,slurm_normal,1476411264.0,0,1.0,main_w3_handler0,2844371,14078222,False,,1324,fasta,8294931.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585ba2f3687901d08'}]",32.0,,33489667,1476411261.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:27.572618,91688.0,3.0
,,2016-10-14 02:14:00.684902,slurm_normal,1476411275.0,0,1.0,main_w3_handler0,2844371,14078223,False,,1951,fasta,8294937.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b553e81d62f487ba48'}]",32.0,,33489667,1476411273.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:37.016963,91688.0,2.0
,,2016-10-14 02:14:06.364206,slurm_normal,1476411347.0,0,1.0,main_w3_handler0,2844371,14078240,False,,2143,fasta,8294972.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51154df933398dc41'}]",32.0,,33489667,1476411344.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:50.785798,91688.0,3.0
,,2016-10-14 02:14:03.101516,slurm_normal,1476411304.0,0,1.0,main_w3_handler1,2844371,14078230,False,,427,fasta,8294948.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec9c6933c5832042'}]",32.0,,33489667,1476411301.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:06.089736,91688.0,3.0
,,2016-10-14 02:13:59.914530,slurm_normal,1476411286.0,0,1.0,main_w3_handler1,2844371,14078221,False,,1620,fasta,8294940.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590c0fcab9c884b53'}]",32.0,,33489667,1476411281.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:48.977508,91688.0,5.0
,,2016-10-14 02:14:20.898994,slurm_normal,1476411362.0,0,1.0,main_w4_handler1,2844371,14078281,False,,0,tabular,8294975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d59e75c5ec93ce7'}]",32.0,,33489667,1476411357.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:16:05.880639,91688.0,5.0
,,2016-10-14 02:14:25.190572,slurm_normal,1476411376.0,0,1.0,main_w4_handler1,2844371,14078295,False,,0,tabular,8294983.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59cccf985e9ff561e'}]",32.0,,33489667,1476411373.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:16:18.285690,91688.0,3.0
,,2016-10-14 02:13:59.032609,slurm_normal,1476411278.0,0,1.0,main_w4_handler1,2844371,14078218,False,,394,fasta,8294935.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5736dd3c1938ab614'}]",32.0,,33489667,1476411273.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:39.842463,91688.0,5.0
,,2016-10-14 02:14:09.196842,slurm_normal,1476411303.0,0,1.0,main_w3_handler1,2844371,14078249,False,,1510,fasta,8294949.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce2bbfa4bba7a33e'}]",32.0,,33489667,1476411301.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:06.328343,91688.0,2.0
,,2016-10-14 02:13:58.000668,slurm_normal,1476411264.0,0,1.0,main_w4_handler1,2844371,14078214,False,,2848,fasta,8294932.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db92fa3fdfacbdf9'}]",32.0,,33489667,1476411261.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:27.303162,91688.0,3.0
,,2016-10-14 02:14:00.995258,slurm_normal,1476411278.0,0,1.0,main_w4_handler1,2844371,14078224,False,,1585,fasta,8294936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba68e31c576217d'}]",32.0,,33489667,1476411273.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:40.051166,91688.0,5.0
,,2016-10-14 02:14:09.487315,slurm_normal,1476411457.0,0,1.0,main_w4_handler0,2844371,14078250,False,,1902,fasta,8295015.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51de7c240a9f49fea'}]",32.0,,33489667,1476411453.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:17:38.735343,91688.0,4.0
,,2016-10-14 02:14:24.302375,slurm_normal,1476411286.0,0,1.0,main_w3_handler1,2844371,14078292,False,,0,tabular,8294941.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a2a20155c04d99f1'}]",32.0,,33489667,1476411284.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:14:49.199018,91688.0,2.0
,,2016-10-14 02:14:03.484795,slurm_normal,1476411303.0,0,1.0,main_w4_handler1,2844371,14078231,False,,4477314,fasta,8294945.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58fd075673ebb8171'}]",32.0,,33489667,1476411298.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:06.591481,91688.0,5.0
,,2016-10-14 02:14:04.861602,slurm_normal,1476411303.0,0,1.0,main_w4_handler1,2844371,14078235,False,,2229,fasta,8294946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c2d82afb6d7ca76'}]",32.0,,33489667,1476411298.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:06.760013,91688.0,5.0
,,2016-10-14 02:14:09.851467,slurm_normal,1476411316.0,0,1.0,main_w3_handler1,2844371,14078251,False,,1517,fasta,8294955.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f3699684cc878f9'}]",32.0,,33489667,1476411313.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:16.932038,91688.0,3.0
,,2016-10-14 02:14:08.430670,slurm_normal,1476411318.0,0,1.0,main_w4_handler1,2844371,14078246,False,,2207,fasta,8294952.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb938e1d499d76cb'}]",32.0,,33489667,1476411313.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:20.829066,91688.0,5.0
,,2016-10-14 02:14:17.526897,slurm_normal,1476411347.0,0,1.0,main_w4_handler1,2844371,14078274,False,,0,tabular,8294968.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52c8893620d1c3cb2'}]",32.0,,33489667,1476411344.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:51.541402,91688.0,3.0
,,2016-10-14 02:14:13.039389,slurm_normal,1476411422.0,0,1.0,main_w3_handler0,2844371,14078260,False,,0,gd_genotype,8295001.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b460e522898ebb5'}]",32.0,,33489667,1476411419.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:17:07.189047,91688.0,3.0
,,2016-10-14 02:14:08.686264,slurm_normal,1476411377.0,0,1.0,main_w3_handler0,2844371,14078247,False,,2463,fasta,8294987.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f6c622d535492ef4'}]",32.0,,33489667,1476411374.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:16:20.394029,91688.0,3.0
,,2016-10-14 02:14:05.658819,slurm_normal,1476411332.0,0,1.0,main_w3_handler0,2844371,14078238,False,,2878,fasta,8294961.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51694fe349bc2d2a5'}]",32.0,,33489667,1476411329.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:34.341754,91688.0,3.0
,,2016-10-14 02:14:23.191415,slurm_normal,1476411388.0,0,1.0,main_w3_handler1,2844371,14078288,False,,0,tabular,8294991.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe3d23fe02e3da11'}]",32.0,,33489667,1476411385.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:16:30.736056,91688.0,3.0
,,2016-10-14 02:14:13.586512,slurm_normal,1476411332.0,0,1.0,main_w4_handler1,2844371,14078262,False,,0,tabular,8294959.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55438efff062fe6de'}]",32.0,,33489667,1476411326.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:33.789777,91688.0,6.0
,,2016-10-14 02:14:16.179954,slurm_normal,1476411333.0,0,1.0,main_w4_handler1,2844371,14078271,False,,0,tabular,8294960.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb74161ed0e0dc4e'}]",32.0,,33489667,1476411329.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:35.931963,91688.0,4.0
,,2016-10-14 02:14:11.188763,slurm_normal,1476411331.0,0,1.0,main_w4_handler1,2844371,14078254,False,,1816,fasta,8294958.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""indel""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4988380cea9b82c'}]",32.0,,33489667,1476411326.0,ok,1023996.0,master2pgSnp,1.0.0,,2016-10-14 02:15:33.629312,91688.0,5.0
