create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.size,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-18 20:38:28.994404,reserved_normal,1513629521.0,0,,1.0,main_w4_handler0,3280912,17841534,False,,11915782.roundup,slurm,,132112168.0,corral-repl,20898,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2440""",32.0,,42691248,1513629516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-12-18 20:38:43.355301,5254.0,5.0
2017-12-18 21:15:21.322449,reserved_normal,1513631739.0,0,,1.0,main_w3_handler1,3280912,17841737,False,,11916000.roundup,slurm,,132112168.0,corral-repl,20898,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2440""",32.0,,42691248,1513631732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-12-18 21:15:43.051486,5254.0,7.0
2017-10-06 21:10:19.485848,slurm_normal,1507324231.0,0,,1.0,main_w3_handler1,3278085,17043672,False,,11101001.roundup,slurm,,132112168.0,corral-repl,20804,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2440""",32.0,,41097146,1507324227.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-10-06 21:10:36.724583,112430.0,4.0
2017-10-24 15:24:19.209170,slurm_normal,1508858688.0,0,,1.0,main_w4_handler0,3276720,17198860,False,,11258006,slurm,,132112168.0,corral-repl,482,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4133""",32.0,,41090485,1508858683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-10-24 15:25:04.253323,112972.0,5.0
2017-10-30 16:38:22.856342,slurm_normal,1509381564.0,0,,1.0,main_w4_handler1,3304442,17266733,False,,11325813,slurm,,132112168.0,corral-repl,3987,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4690""",32.0,,39677360,1509381557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-10-30 16:39:50.439738,654.0,7.0
2017-11-04 14:56:26.065134,slurm_normal,1509807400.0,0,,1.0,main_w4_handler0,3310785,17327470,False,,11389022,slurm,,132112168.0,corral-repl,20685,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2440""",32.0,,40381825,1509807395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-11-04 14:56:42.767906,94887.0,5.0
2017-11-09 03:22:29.405759,slurm_normal,1510197785.0,0,,1.0,main_w4_handler1,3307905,17390760,False,,11452227,slurm,,132112168.0,corral-repl,102410,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""14489""",32.0,,41627267,1510197780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-11-09 03:23:20.008034,36706.0,5.0
2017-11-09 23:16:31.317788,slurm_normal,1510269405.0,0,,1.0,main_w3_handler0,3315882,17404303,False,,11465748,slurm,,132112168.0,corral-repl,117015,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""14490""",32.0,,40487806,1510269401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-11-09 23:16:48.009096,110860.0,4.0
2018-01-19 02:11:52.234390,slurm_normal,1516327923.0,0,,1.0,main_w3_handler1,3397277,18079638,False,,12157978,slurm,,132112168.0,corral-repl,386273,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2577""",32.0,,42668866,1516327919.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2018-01-19 02:12:05.123660,112430.0,4.0
2017-11-15 23:29:59.244510,slurm_normal,1510788652.0,0,,1.0,main_w3_handler1,3308920,17475919,False,,11533072,slurm,,132112168.0,corral-repl,655238,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""15789""",32.0,,41894613,1510788646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.36.1.0,1.36.1.0,,2017-11-15 23:31:04.789647,110821.0,6.0
