create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_series_0|input_files,input_series_0|input_files_filetype,input_series_10|input_files,input_series_10|input_files_filetype,input_series_11|input_files,input_series_11|input_files_filetype,input_series_12|input_files,input_series_12|input_files_filetype,input_series_13|input_files,input_series_13|input_files_filetype,input_series_14|input_files,input_series_14|input_files_filetype,input_series_15|input_files,input_series_15|input_files_filetype,input_series_16|input_files,input_series_16|input_files_filetype,input_series_17|input_files,input_series_17|input_files_filetype,input_series_18|input_files,input_series_18|input_files_filetype,input_series_19|input_files,input_series_19|input_files_filetype,input_series_1|input_files,input_series_1|input_files_filetype,input_series_20|input_files,input_series_20|input_files_filetype,input_series_21|input_files,input_series_21|input_files_filetype,input_series_22|input_files,input_series_22|input_files_filetype,input_series_23|input_files,input_series_23|input_files_filetype,input_series_24|input_files,input_series_24|input_files_filetype,input_series_25|input_files,input_series_25|input_files_filetype,input_series_26|input_files,input_series_26|input_files_filetype,input_series_27|input_files,input_series_27|input_files_filetype,input_series_28|input_files,input_series_28|input_files_filetype,input_series_29|input_files,input_series_29|input_files_filetype,input_series_2|input_files,input_series_2|input_files_filetype,input_series_30|input_files,input_series_30|input_files_filetype,input_series_31|input_files,input_series_31|input_files_filetype,input_series_32|input_files,input_series_32|input_files_filetype,input_series_33|input_files,input_series_33|input_files_filetype,input_series_34|input_files,input_series_34|input_files_filetype,input_series_35|input_files,input_series_35|input_files_filetype,input_series_36|input_files,input_series_36|input_files_filetype,input_series_37|input_files,input_series_37|input_files_filetype,input_series_38|input_files,input_series_38|input_files_filetype,input_series_39|input_files,input_series_39|input_files_filetype,input_series_3|input_files,input_series_3|input_files_filetype,input_series_40|input_files,input_series_40|input_files_filetype,input_series_41|input_files,input_series_41|input_files_filetype,input_series_42|input_files,input_series_42|input_files_filetype,input_series_43|input_files,input_series_43|input_files_filetype,input_series_44|input_files,input_series_44|input_files_filetype,input_series_45|input_files,input_series_45|input_files_filetype,input_series_46|input_files,input_series_46|input_files_filetype,input_series_47|input_files,input_series_47|input_files_filetype,input_series_48|input_files,input_series_48|input_files_filetype,input_series_49|input_files,input_series_49|input_files_filetype,input_series_4|input_files,input_series_4|input_files_filetype,input_series_5|input_files,input_series_5|input_files_filetype,input_series_6|input_files,input_series_6|input_files_filetype,input_series_7|input_files,input_series_7|input_files_filetype,input_series_8|input_files,input_series_8|input_files_filetype,input_series_9|input_files,input_series_9|input_files_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_series,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-27 15:59:35.554742,slurm_normal,1509120126.0,0,1.0,main_w3_handler1,3253382,17241633,False,,17421948,vcf,,,,,,,,,,,,,,,,,,,,,17421948.0,vcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11302244,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{""__index__"": 0, ""sample_names"": ""n2"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 31241282}]}}, {""__index__"": 1, ""sample_names"": ""n2_2"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 31241282}]}}]",32.0,,41525559,1509120044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-10-27 16:02:43.039056,111533.0,82.0
2017-11-07 16:07:56.950632,slurm_normal,1510071080.0,0,1.0,main_w3_handler0,2225081,17369009,False,,5955,bed,,,,,,,,,,,,,,,,,,,,,1809.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11426774,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""RNAi"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32130048}]}}, {""__index__"": 1, ""sample_names"": ""semen"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32130049}]}}]",32.0,,41815923,1510071075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-07 16:11:23.916948,60367.0,5.0
2017-11-07 16:18:36.264878,slurm_normal,1510071804.0,0,1.0,main_w4_handler0,2225081,17369219,False,,1832,bed,,,,,,,,,,,,,,,,,,,,,5955.0,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11427030,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""semen"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32130369}]}}, {""__index__"": 1, ""sample_names"": ""RNAi"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32130048}]}}]",32.0,,41815923,1510071799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-07 16:23:41.733363,60367.0,5.0
2017-11-10 02:46:22.609913,slurm_normal,1510282005.0,0,1.0,main_w3_handler0,3319587,17406028,False,,3322019,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11467686,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""AWR03-AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212309}]}}]",32.0,,41904260,1510281991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 02:46:47.444254,113801.0,14.0
2017-11-10 04:12:31.647147,slurm_normal,1510287163.0,0,1.0,main_w3_handler1,3319587,17406400,False,,81352,tabular,,,,,,,,,,,,,,,,,,,,,46129.0,tabular,,,,,,,,,,,,,,,,,,,,,57854.0,tabular,,,,,,,,,,,,,,,,,,,,,55872.0,tabular,,,,,,,,,,,,,,,,,,,,,70136.0,tabular,,,,,,,,,,,11468198,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""AWR03"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212922}]}}, {""__index__"": 1, ""sample_names"": ""AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212925}]}}, {""__index__"": 2, ""sample_names"": ""AWR06"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212938}]}}, {""__index__"": 3, ""sample_names"": ""AWR08"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212942}]}}, {""__index__"": 4, ""sample_names"": ""AWR09"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212945}]}}]",32.0,,41904260,1510287158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 04:12:45.371887,113801.0,5.0
2017-11-10 02:48:45.347762,slurm_normal,1510282157.0,0,1.0,main_w4_handler0,3319587,17406047,False,,3322019,tabular,,,,,,,,,,,,,,,,,,,,,2313805.0,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11467700,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""AWR03"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212309}]}}, {""__index__"": 1, ""sample_names"": ""AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212310}]}}]",32.0,,41904260,1510282141.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 02:49:20.933766,113801.0,16.0
2017-11-10 02:46:22.996690,slurm_normal,1510281998.0,0,1.0,main_w3_handler0,3319587,17406029,False,,2313805,tabular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11467687,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""AWR03-AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212310}]}}]",32.0,,41904260,1510281991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 02:46:40.597473,113801.0,7.0
2017-11-10 03:36:07.786060,slurm_normal,1510285023.0,0,1.0,main_w4_handler1,3319587,17406284,False,,2961436,tabular,,,,,,,,,,,,,,,,,,,,,3322019.0,tabular,,,,,,,,,,,,,,,,,,,,,2313805.0,tabular,,,,,,,,,,,,,,,,,,,,,2971550.0,tabular,,,,,,,,,,,,,,,,,,,,,2733697.0,tabular,,,,,,,,,,,11468017,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{""__index__"": 0, ""sample_names"": ""AWR09"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212755}]}}, {""__index__"": 1, ""sample_names"": ""AWR03"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212309}]}}, {""__index__"": 2, ""sample_names"": ""AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212310}]}}, {""__index__"": 3, ""sample_names"": ""AWR06"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212753}]}}, {""__index__"": 4, ""sample_names"": ""AWR08"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212754}]}}]",32.0,,41904260,1510284979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 03:37:06.406345,113801.0,44.0
2017-11-10 04:48:59.735815,slurm_normal,1510289361.0,0,1.0,main_w4_handler0,3319587,17406714,False,,81352,tabular,64878.0,tabular,,,,,,,,,,,,,,,,,,,46129.0,tabular,,,,,,,,,,,,,,,,,,,,,57854.0,tabular,,,,,,,,,,,,,,,,,,,,,55872.0,tabular,,,,,,,,,,,,,,,,,,,,,70136.0,tabular,64524.0,tabular,52936.0,tabular,61489.0,tabular,76237.0,tabular,65101.0,tabular,11468509,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{""__index__"": 0, ""sample_names"": ""AWR03"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212922}]}}, {""__index__"": 1, ""sample_names"": ""AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212925}]}}, {""__index__"": 2, ""sample_names"": ""AWR06"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212938}]}}, {""__index__"": 3, ""sample_names"": ""AWR08"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212942}]}}, {""__index__"": 4, ""sample_names"": ""AWR09"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32212945}]}}, {""__index__"": 5, ""sample_names"": ""AWR10"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213450}]}}, {""__index__"": 6, ""sample_names"": ""AWR12"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213451}]}}, {""__index__"": 7, ""sample_names"": ""AWR13"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213452}]}}, {""__index__"": 8, ""sample_names"": ""AWR14"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213453}]}}, {""__index__"": 9, ""sample_names"": ""AWR15"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213477}]}}, {""__index__"": 10, ""sample_names"": ""AWR16"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32213488}]}}]",32.0,,41904260,1510289356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-10 04:49:29.176526,113801.0,5.0
2017-11-13 03:18:22.654095,slurm_normal,1510543111.0,0,1.0,main_w4_handler0,3322410,17432187,False,,29379,tabular,17035.0,tabular,,,,,,,,,,,,,,,,,,,14484.0,tabular,,,,,,,,,,,,,,,,,,,,,15267.0,tabular,,,,,,,,,,,,,,,,,,,,,13627.0,tabular,,,,,,,,,,,,,,,,,,,,,20541.0,tabular,19429.0,tabular,15011.0,tabular,15762.0,tabular,24458.0,tabular,17564.0,tabular,11490569,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{""__index__"": 0, ""sample_names"": ""AWR03"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272920}]}}, {""__index__"": 1, ""sample_names"": ""AWR04"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272919}]}}, {""__index__"": 2, ""sample_names"": ""AWR06"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272825}]}}, {""__index__"": 3, ""sample_names"": ""AWR08"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272824}]}}, {""__index__"": 4, ""sample_names"": ""AWR09"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272823}]}}, {""__index__"": 5, ""sample_names"": ""AWR10"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272822}]}}, {""__index__"": 6, ""sample_names"": ""AWR12"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272820}]}}, {""__index__"": 7, ""sample_names"": ""AWR13"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272819}]}}, {""__index__"": 8, ""sample_names"": ""AWR14"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272818}]}}, {""__index__"": 9, ""sample_names"": ""AWR15"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272813}]}}, {""__index__"": 10, ""sample_names"": ""AWR16"", ""input_files"": {""values"": [{""src"": ""hda"", ""id"": 32272812}]}}]",32.0,,41904260,1510543105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/gregory-minevich/cloudmap_in_silico_complementation/in_silico_complementation/1.0.0,1.0.0,,2017-11-13 03:18:33.321121,113801.0,6.0
