create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeSummaryPlot,parameters.advancedOpt.colorMap,parameters.advancedOpt.endLabel,parameters.advancedOpt.heatmapHeight,parameters.advancedOpt.heatmapWidth,parameters.advancedOpt.missingDataColor,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotTitle,parameters.advancedOpt.referencePointLabel,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.startLabel,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.whatToShow,parameters.advancedOpt.xAxisLabel,parameters.advancedOpt.yAxisLabel,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.advancedOpt.zMax,parameters.advancedOpt.zMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.outFileFormat,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-23 22:00:34.026799,slurm_normal,1466719423.0,0,1.0,main_w1_handler0,2742555,13250371,False,,7437433.roundup,slurm,,54520252,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,50.0,15.0,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cf2acdc3d37a009'}]",1,pdf,true,false,yes,32.0,,30935867.0,1466719269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 22:03:45.441849,86275,154.0
2016-06-23 22:32:38.646590,slurm_normal,1466721278.0,0,1.0,main_w1_handler1,2742555,13250510,False,,7437559.roundup,slurm,,54520252,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,jet,TES,30.0,15.0,1,false,,TSS,,,yes,descend,sum,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56cf2acdc3d37a009'}]",1,png,false,false,yes,32.0,,30935867.0,1466721193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 22:34:39.254745,86275,85.0
2016-06-23 23:28:06.978264,slurm_normal,1466725325.0,0,1.0,main_w2_handler1,2742555,13250691,False,,7437850.roundup,slurm,,30046544,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b8f077d3eec5f6'}]",1,pdf,false,false,yes,32.0,,30935867.0,1466725264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 23:42:07.154879,86275,61.0
2016-06-23 23:27:02.585231,slurm_normal,1466725455.0,0,1.0,main_w2_handler0,2742555,13250690,False,,7437856.roundup,slurm,,30046544,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b8f077d3eec5f6'}]",1,pdf,true,false,yes,32.0,,30935867.0,1466725287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 23:44:17.116213,86275,168.0
2016-06-23 23:51:05.285701,slurm_normal,1466725968.0,0,1.0,main_w1_handler0,2742555,13250769,False,,7437901.roundup,slurm,,30046544,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b8f077d3eec5f6'}]",1,pdf,false,false,yes,32.0,,30935867.0,1466725896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 23:52:49.494013,86275,72.0
2016-06-23 23:59:09.094153,slurm_normal,1466726422.0,0,1.0,main_w2_handler1,2742555,13250792,False,,7437922.roundup,slurm,,30046544,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,1,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b545b8f077d3eec5f6'}]",1,pdf,false,false,yes,32.0,,30935867.0,1466726382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-24 00:00:35.001673,86275,40.0
2016-06-23 13:21:13.662220,slurm_normal,1466688112.0,0,1.0,main_w1_handler0,2747789,13246495,False,,7433302.roundup,slurm,,93195,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,winter_r,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,1,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57266ce39a106a732'}]",1,png,false,false,yes,32.0,,31041894.0,1466688107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 13:21:56.815629,66633,5.0
2016-06-24 00:31:00.591499,slurm_normal,1466728324.0,0,1.0,main_w1_handler0,2745256,13250922,False,,7438026.roundup,slurm,,42986658,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Blues,,25.0,7.5,white,false,Visualization of TPC and DGC Specific Enhancers by H3K27ac ChIP-seq,Enhancer,TPC-specific-enhancers DGC-specific-enhancers,387-DGC 387-TPC 3691-DGC 3691-TPC 4121-DGC 4121-TPC,yes,descend,mean,,1.0,,,,,yes,"plot, heatmap and colorbar",Distance from H3K27ac Enhancer,H3K27ac,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55df2ef5bf4c146e2'}]",1,pdf,false,false,yes,32.0,,30981969.0,1466728290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-24 00:32:05.463669,4594,34.0
2016-06-23 13:17:32.601104,slurm_normal,1466687884.0,0,1.0,main_w1_handler1,2747789,13246482,False,,7433262.roundup,slurm,,93195,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,winter_r,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,3,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57266ce39a106a732'}]",1,png,false,false,yes,32.0,,31041894.0,1466687876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-23 13:18:08.694398,66633,8.0
2016-06-26 10:18:40.315685,slurm_normal,1466936352.0,0,1.0,main_w2_handler0,2746248,13261764,False,,7449490.roundup,slurm,,276946,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,,25.0,7.5,black,false,,peak center,,,yes,descend,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TCF7L2 peaks,genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce26ee26588e3707'}]",1,png,true,true,yes,32.0,,31081449.0,1466936341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 10:19:14.932165,62141,11.0
2016-06-24 05:11:18.315424,slurm_normal,1466745680.0,0,1.0,main_w2_handler1,2742555,13251868,False,,7438950.roundup,slurm,,21950006,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,peak,0.0,0.0,kmeans,1,,no,"plot, heatmap and colorbar",distance from TES (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ae78967c490b39c'}]",0,,,,no,32.0,,30935867.0,1466745635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-24 05:21:24.326264,86275,45.0
2016-06-26 13:08:37.935236,slurm_normal,1466946546.0,0,1.0,main_w1_handler0,2750030,13262019,False,,7449793.roundup,slurm,,1173709,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,,25.0,7.5,black,false,h3k4me1 seq,peak center,,,yes,descend,max,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from enhancer center,seq hmC,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594084c8b0811d6b3'}]",0,,,,no,32.0,,30416932.0,1466946531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 13:09:09.259814,50472,15.0
2016-06-24 05:52:24.594842,slurm_normal,1466747756.0,0,1.0,main_w1_handler0,2742555,13252151,False,,7439161.roundup,slurm,,21950006,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,30.0,15.0,white,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,1,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ae78967c490b39c'}]",1,pdf,false,false,yes,32.0,,30935867.0,1466747581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-24 05:55:58.646153,86275,175.0
2016-06-26 13:25:18.037592,slurm_normal,1466947553.0,0,1.0,main_w1_handler1,2750030,13262079,False,,7449863.roundup,slurm,,1296470,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,,25.0,7.5,black,false,seq h3k4me1,peak center,,,yes,descend,max,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from enhancer peak,hmC,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d1a2397d81f9989'}]",0,,,,no,32.0,,30416932.0,1466947529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 13:25:55.091265,50472,24.0
2016-09-12 04:05:15.192002,slurm_normal,1473653168.0,0,1.0,main_w4_handler0,2751559,13827921,False,,8049871.roundup,slurm,,446074,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu, ,15.0,3.0,black,false,, ,,,yes,no,mean, ,1.0,,,,,yes,"plot, heatmap and colorbar", , ,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c4b9f4fd6e13e08'}]",0,,,,no,32.0,,32673365.0,1473653161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-12 04:06:09.894733,3720,7.0
2016-06-26 13:50:35.615851,slurm_normal,1466949069.0,0,1.0,main_w2_handler0,2750030,13262254,False,,7450038.roundup,slurm,,602206,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef3a07f0a1e89970'}]",0,,,,no,32.0,,30416932.0,1466949057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 13:51:11.496805,50472,12.0
2016-06-26 13:57:25.058960,slurm_normal,1466949474.0,0,1.0,main_w1_handler0,2750030,13262283,False,,7450068.roundup,slurm,,3115538,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52703e7a0667c27b3'}]",0,,,,no,32.0,,30416932.0,1466949462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 13:57:55.813153,50472,12.0
2016-06-26 01:54:45.327575,slurm_normal,1466914241.0,0,1.0,main_w1_handler0,2749177,13260895,False,,7448785.roundup,slurm,,24883419,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""25565769""",,0,,,,no,32.0,,30192208.0,1466914197.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 04:10:52.861320,34777,44.0
2016-06-26 15:50:56.048521,slurm_normal,1466956284.0,0,1.0,main_w1_handler1,2750000,13262588,False,,7450403.roundup,slurm,,177064,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,Reds,,25.0,7.5,black,false,TCF4-delN,peak start,,TCF4-delN,yes,descend,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from peak center,TCF4 binding sites,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ddccd70679afae32'}]",1,png,true,true,yes,32.0,,30987191.0,1466956276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 15:51:26.512273,34567,8.0
2016-06-24 21:03:10.470819,slurm_normal,1466807742.0,0,1.0,main_w2_handler1,2749177,13257135,False,,7444480.roundup,slurm,,17593108,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7e9a3dca5089a46'}]",0,,,,no,32.0,,30192208.0,1466807608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-24 22:35:44.125267,34777,134.0
2016-06-25 01:46:04.726662,slurm_normal,1466819235.0,0,1.0,main_w2_handler0,2749177,13258034,False,Job output deleted by user before job completed.,7445066.roundup,slurm,,17593108,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a7e9a3dca5089a46'}]",0,,,,no,32.0,,30192208.0,1466819206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 01:47:17.422029,34777,29.0
2016-06-25 02:17:59.881867,slurm_normal,1466821584.0,0,1.0,main_w2_handler0,2749177,13258115,False,,7445148.roundup,slurm,,27312140,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,0.0,kmeans,2,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5385cba2b9717e95b'}]",0,,,,no,32.0,,30192208.0,1466821116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 02:26:27.487330,34777,468.0
2016-06-25 02:18:18.086355,slurm_normal,1466821241.0,0,1.0,main_w2_handler1,2749177,13258116,False,,7445149.roundup,slurm,,27312140,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5385cba2b9717e95b'}]",0,,,,no,32.0,,30192208.0,1466821127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 02:20:43.087529,34777,114.0
2016-06-28 19:39:25.577686,slurm_normal,1467142812.0,0,1.0,main_w2_handler0,2747428,13280646,False,,7470272.roundup,slurm,,848995,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5546af4723258f465'}]",0,,,,no,32.0,,30939334.0,1467142806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-28 19:40:15.863575,57068,6.0
2016-06-26 09:43:37.208958,slurm_normal,1466934240.0,0,1.0,main_w2_handler1,2746248,13261719,False,,7449451.roundup,slurm,,276946,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,,25.0,7.5,black,false,TCF7L2 occupancy in CTNNB1 stabilized murine adult heart on TCF7L2 bound peaks (normal and transgenic),peak center,,,yes,descend,mean,peak center,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TCF7L2 peaks,genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc9f3681e7c38fe6'}]",0,,,,no,32.0,,31081449.0,1466934232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-26 09:44:02.257317,62141,8.0
2016-06-29 01:08:12.471926,slurm_normal,1467162547.0,0,1.0,main_w2_handler1,2747428,13283327,False,,7472817.roundup,slurm,,825858,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,0,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b580350811923117cd'}]",0,,,,no,32.0,,30939334.0,1467162538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-29 01:09:12.332257,57068,9.0
2016-06-25 12:08:50.867267,slurm_normal,1466856603.0,0,1.0,main_w2_handler0,2746248,13259073,False,,7446207.roundup,slurm,,473472,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,,25.0,7.5,black,false,H3K27ac occupany in TCF7L2 bound regions in normal and CTNNB1 stabilized murine adult hearts,peak start,,,yes,descend,mean,peak start,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TCF7L2 peak center,genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3df7d9cdc30b39d'}]",1,png,false,false,yes,32.0,,31005549.0,1466856592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 12:10:05.195580,62141,11.0
2016-06-25 12:01:34.199655,slurm_normal,1466856154.0,0,1.0,main_w2_handler0,2746248,13259067,False,,7446198.roundup,slurm,,473472,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,H3K27ac occupancy around TCF7L2 bound regions in normal and CTNNB1 stabilized murine adult hearts,TSS,,,yes,descend,mean,TSS,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TCF7L2 peaks,genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3df7d9cdc30b39d'}]",1,png,false,false,yes,32.0,,31005549.0,1466856144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 12:02:37.140041,62141,10.0
2016-06-25 12:16:45.561755,slurm_normal,1466857056.0,0,1.0,main_w2_handler0,2746248,13259083,False,,7446224.roundup,slurm,,473472,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,,25.0,7.5,black,false,H3K27ac occupancy around TCF7L2 bound peaks in normal and CTNNB1 stabilized murine adult hearts,peak center,,,yes,descend,mean,,0.0,2.0,none,,,no,"plot, heatmap and colorbar",distance from TCF7L2 peaks,genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3df7d9cdc30b39d'}]",0,,,,no,32.0,,31005549.0,1466857046.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 12:17:38.145165,62141,10.0
2016-06-25 16:40:54.339217,slurm_normal,1466872902.0,0,1.0,main_w1_handler1,2746144,13259546,False,,7446877.roundup,slurm,,5515000,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",Gene length,genes,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea177d28ae40340f'}]",1,png,false,false,yes,32.0,,31021802.0,1466872880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-25 16:41:45.975464,24174,22.0
2016-06-27 17:08:25.958891,slurm_normal,1467047512.0,0,1.0,main_w1_handler0,2749177,13268869,False,,7457281.roundup,slurm,,34920208,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,RdYlBu,TES,25.0,7.5,black,false,,TSS,,,yes,descend,mean,TSS,1.0,,,,,yes,"plot, heatmap and colorbar",distance from TSS (bp),genes,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b588e30fc80fb5b121'}]",0,,,,no,32.0,,30192208.0,1467047342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-06-27 17:11:54.679821,34777,170.0
2016-09-12 04:07:43.894536,slurm_normal,1473653291.0,0,1.0,main_w3_handler0,2751559,13827925,False,,8049875.roundup,slurm,,446074,deeptools_compute_matrix_archive,132112168.0,corral-repl,,,1,mean,gist_gray_r, ,15.0,3.0,1,false,, ,,,yes,no,mean, ,1.0,,,,,yes,"plot, heatmap and colorbar", , ,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c4b9f4fd6e13e08'}]",0,,,,no,32.0,,32673365.0,1473653281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_heatmap/deeptools_plot_heatmap/2.2.3.0,2.2.3.0,,2016-09-12 04:08:13.438803,3720,10.0
