create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile1,inputFile1_filetype,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.max_records_to_examine,parameters.restore_original_qualities,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-22 04:01:37.428901,slurm_normal_16gb,1466568655.0,0,1.0,main_w1_handler1,2743888,13231672,False,,964308893,964308893,bam,bam,7416748.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b1e471e90bf28456'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466568106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-22 04:10:58.886188,67237.0,549.0
2016-06-22 04:01:56.003215,slurm_normal_16gb,1466568658.0,0,1.0,main_w2_handler0,2743888,13231673,False,,1114663980,1114663980,bam,bam,7416749.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ed64e3cd7a39413'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466568128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-22 04:11:01.220145,67237.0,530.0
2016-06-22 05:51:25.984007,slurm_normal_16gb,1466575713.0,0,1.0,main_w2_handler0,2743888,13232364,False,,981830558,981830558,bam,bam,7417484.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5b637c7c3768b86'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466575217.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-22 06:08:34.941106,67237.0,496.0
2016-06-22 05:51:02.022167,slurm_normal_16gb,1466575247.0,0,1.0,main_w1_handler1,2743888,13232361,False,,1110806304,1110806304,bam,bam,7417417.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3ea7737e37fbbe8'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466574679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-22 06:00:49.325008,67237.0,568.0
2016-06-22 05:51:13.834259,slurm_normal_16gb,1466575209.0,0,1.0,main_w1_handler0,2743888,13232363,False,,1128691745,1128691745,bam,bam,7417418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59d82da53099087cd'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466574686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-22 06:00:11.821759,67237.0,523.0
2016-06-21 15:42:14.281772,slurm_normal_16gb,1466524542.0,0,1.0,main_w2_handler0,2743888,13226184,False,,1052908526,1052908526,bam,bam,7410941.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5852dd2075c5ee1f3'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466523744.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-21 15:55:46.260350,67237.0,798.0
2016-06-21 16:33:14.331861,slurm_normal_16gb,1466527526.0,0,1.0,main_w1_handler1,2743888,13226581,False,,969086577,969086577,bam,bam,7411345.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4f3c74047abc91b'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466526808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-21 16:45:28.196106,67237.0,718.0
2016-06-21 16:49:36.050563,slurm_normal_16gb,1466528369.0,0,1.0,main_w1_handler1,2743888,13226697,False,,1025846120,1025846120,bam,bam,7411460.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d7e2f2c64434500b'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466527786.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-21 16:59:33.393408,67237.0,583.0
2016-06-21 22:34:26.226562,slurm_normal_16gb,1466549118.0,0,1.0,main_w1_handler1,2743888,13229901,False,,1061475102,1061475102,bam,bam,7414987.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bfd8c15945ff2519'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466548476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-21 22:45:20.585127,67237.0,642.0
2016-06-21 22:34:06.461186,slurm_normal_16gb,1466549139.0,0,1.0,main_w2_handler1,2743888,13229900,False,,1114205984,1114205984,bam,bam,7414986.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b522521f545469da94'}]","""10000""","""true""","""LENIENT""",32.0,,30902501,1466548457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_RevertOriginalBaseQualitiesAndAddMateCigar/1.136.0,1.136.0,,2016-06-21 22:45:44.914745,67237.0,682.0
