bgzip,bgzip_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bgzip,parameters.bgzip.values,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
8633,bgzip,,,2015-06-20 07:16:11.463287,slurm_normal,1434784599.0,0.0,,1.0,main_w1_handler1,2348958,9698026,False,,29901,vcf,4006830.roundup,slurm,,132112168.0,corral-repl,,20077326,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",20068011,,32.0,,23399647,1434784593.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-20 07:16:41.972216,64364,6.0
225,bgzip,,,2015-04-15 02:49:19.055008,slurm_normal,1429066180.0,0.0,,1.0,main_w2_handler0,2270213,9233709,False,,237,vcf,3514892.roundup,slurm,,132112168.0,corral-repl,,19292047,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19292035,,32.0,,21900505,1429066177.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-15 02:49:43.133653,50992,3.0
5138,bgzip,,,2015-04-15 02:29:04.134562,slurm_normal,1429065002.0,0.0,,1.0,main_w2_handler0,2270213,9233625,False,,30616,vcf,3514796.roundup,slurm,,132112168.0,corral-repl,,19291905,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19291895,,32.0,,21900505,1429064958.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-15 02:30:04.497052,50992,44.0
28017,bgzip,,,2015-04-15 06:52:55.423619,slurm_normal,1429080792.0,0.0,,1.0,main_w1_handler0,2256549,9234523,False,,110386,vcf,3515753.roundup,slurm,,132112168.0,corral-repl,,19293271,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19293257,,32.0,,22487254,1429080789.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-15 06:53:14.340684,56669,3.0
6607,bgzip,,,2015-04-15 09:25:23.773462,slurm_normal,1429089940.0,0.0,,1.0,main_w1_handler0,2269994,9235164,False,,25684,vcf,3516421.roundup,slurm,,132112168.0,corral-repl,,19294289,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19294088,,32.0,,22488876,1429089937.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-15 09:25:44.027501,62323,3.0
949941,bgzip,,,2015-04-15 15:15:55.232214,slurm_normal,1429110974.0,0.0,,1.0,main_w1_handler1,2270213,9238163,False,,4827766,vcf,3518942.roundup,slurm,,132112168.0,corral-repl,,19298419,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19298381,,32.0,,22469330,1429110969.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-15 15:16:17.583086,50992,5.0
187540,bgzip,30374.0,len,2015-05-10 17:15:21.166350,slurm_normal,1431278147.0,0.0,,1.0,main_w2_handler0,2299378,9437704,False,,1015348,vcf,3764272.roundup,slurm,,132112168.0,corral-repl,,19651594,,"""/galaxy-repl/main/files/011/272/dataset_11272406.dat""","""bosTauMd3""",19647921,,32.0,,22988937,1431278142.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-10 17:15:49.916964,63275,5.0
37279,bgzip,10.0,len,2015-04-16 12:07:18.929189,slurm_normal,1429186062.0,0.0,,1.0,main_w1_handler1,2270495,9244801,False,,121472,vcf,3527704.roundup,slurm,,132112168.0,corral-repl,,19312546,,"""/galaxy-repl/main/files/011/038/dataset_11038997.dat""","""?""",19312536,,32.0,,22479328,1429186058.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-16 12:07:46.159163,62354,4.0
893677987,bgzip,,,2015-09-15 18:08:12.819217,slurm_normal,1442340624.0,0.0,,1.0,main_w1_handler0,2433731,10325801,False,,7190522970,vcf,4609662.roundup,slurm,,132112168.0,corral-repl,,21119634,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",21119138,,32.0,,25191937,1442340516.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-09-15 18:10:28.894378,67000,108.0
124,bgzip,,,2015-06-21 22:09:49.084610,slurm_normal,1434924619.0,0.0,,1.0,main_w1_handler1,2341192,9703102,False,,770,vcf,4011354.roundup,slurm,,132112168.0,corral-repl,,20086596,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20086491,,32.0,,23708314,1434924613.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-21 22:10:22.348540,60632,6.0
2575,bgzip,,,2015-04-20 12:37:10.513661,slurm_normal,1429533443.0,0.0,,1.0,main_w2_handler1,2275499,9275880,False,,13058,vcf,3574877.roundup,slurm,,132112168.0,corral-repl,,19380791,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19374351,,32.0,,22590961,1429533440.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-20 12:37:26.533656,30333,3.0
2095,bgzip,,,2015-04-20 14:42:06.986445,slurm_normal,1429540950.0,0.0,,1.0,main_w1_handler0,1271766,9278686,False,,10096,vcf,3579502.roundup,slurm,,132112168.0,corral-repl,,19384576,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19381038,,32.0,,22593448,1429540938.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-20 14:42:38.244796,30210,12.0
4476,bgzip,,,2015-04-20 16:07:15.649886,slurm_normal,1429546075.0,0.0,,1.0,main_w2_handler1,2273208,9279776,False,,22822,vcf,3581913.roundup,slurm,,132112168.0,corral-repl,,19386438,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19386394,,32.0,,22591180,1429546063.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-20 16:07:56.428325,62120,12.0
36278623,bgzip,15.0,len,2015-04-21 04:39:39.479489,slurm_normal,1429591203.0,0.0,,1.0,main_w2_handler0,2211750,9284589,False,,467466873,vcf,3591116.roundup,slurm,,132112168.0,corral-repl,,19395160,,"""/galaxy-repl/main/files/010/491/dataset_10491715.dat""","""?""",19364822,,32.0,,22293141,1429591197.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-21 04:40:05.772665,59881,6.0
56521,bgzip,15.0,len,2015-04-21 08:00:22.784461,slurm_normal,1429603245.0,0.0,,1.0,main_w2_handler1,2211750,9286440,False,,239296,vcf,3594282.roundup,slurm,,132112168.0,corral-repl,,19397289,,"""/galaxy-repl/main/files/010/491/dataset_10491715.dat""","""?""",19396219,,32.0,,22293141,1429603243.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-21 08:00:48.830203,59881,2.0
802188,bgzip,,,2015-04-22 13:21:09.387268,slurm_normal,1429708900.0,0.0,,1.0,main_w2_handler0,2181429,9299459,False,,3940045,vcf,3616200.roundup,slurm,,132112168.0,corral-repl,,19417186,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19417079,,32.0,,20653819,1429708897.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-22 13:23:01.021598,50784,3.0
1295,bgzip,,,2015-04-22 15:05:59.773714,slurm_normal,1429715194.0,0.0,,1.0,main_w2_handler1,2273208,9300673,False,,3607,vcf,3618168.roundup,slurm,,132112168.0,corral-repl,,19418793,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",19417874,,32.0,,22591180,1429715190.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-22 15:06:38.890112,62120,4.0
4954,bgzip,,,2015-04-23 15:19:45.192179,slurm_normal,1429802445.0,0.0,,1.0,main_w1_handler1,2279892,9313566,False,,15929,vcf,3638897.roundup,slurm,,132112168.0,corral-repl,,19438648,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19437784,,32.0,,22594030,1429802421.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-23 15:20:49.217832,62550,24.0
803124,bgzip,,,2015-05-12 09:37:34.393715,slurm_normal,1431423477.0,0.0,,1.0,main_w2_handler0,2292594,9451949,False,,7500783,vcf,3777273.roundup,slurm,,132112168.0,corral-repl,,19674267,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",19674235,,32.0,,22884773,1431423473.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-12 09:37:59.473607,63048,4.0
803124,bgzip,,,2015-05-12 09:37:35.423031,slurm_normal,1431423489.0,0.0,,1.0,main_w1_handler1,2292594,9451950,False,,7500783,vcf,3777276.roundup,slurm,,132112168.0,corral-repl,,19674267,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",19674235,,32.0,,22884773,1431423487.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-12 09:38:14.651170,63048,2.0
709,bgzip,,,2015-10-24 00:43:11.996317,slurm_normal,1445647411.0,0.0,,1.0,main_w1_handler2,2335798,10708877,False,,5034,vcf,4971682.roundup,slurm,,132112168.0,corral-repl,,21711316,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21708484,,32.0,,25846403,1445647408.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-10-24 00:43:36.618480,64659,3.0
966,bgzip,,,2015-04-25 19:37:13.674298,slurm_normal,1429990663.0,0.0,,1.0,main_w1_handler0,2254346,9331555,False,,2158,vcf,3673673.roundup,slurm,,132112168.0,corral-repl,,19466359,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19105843,,32.0,,21900505,1429990660.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-25 19:37:45.316225,50992,3.0
19154,bgzip,,,2015-06-22 18:05:26.604088,slurm_normal,1434996359.0,0.0,,1.0,main_w1_handler0,2352009,9709876,False,,132262,vcf,4016898.roundup,slurm,,132112168.0,corral-repl,,20096102,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20095333,,32.0,,23708314,1434996349.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-22 18:06:05.303508,60632,10.0
552455,bgzip,,,2015-04-30 10:26:41.571732,slurm_normal,1430389718.0,0.0,,1.0,main_w1_handler0,2254075,9367660,False,,2727629,vcf,3703779.roundup,slurm,,132112168.0,corral-repl,,19523049,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19513867,,32.0,,21776054,1430389712.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-30 10:28:42.786363,60861,6.0
137531,bgzip,,,2015-07-27 23:03:54.759717,slurm_normal,1438038268.0,0.0,,1.0,main_w1_handler0,2387080,10011936,False,,821885,vcf,4294094.roundup,slurm,,132112168.0,corral-repl,,20586257,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20553914,,32.0,,24278224,1438038262.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-07-27 23:04:31.014396,66763,6.0
55970,bgzip,,,2015-04-28 10:01:41.752921,slurm_normal,1430215328.0,0.0,,1.0,main_w1_handler1,1781071,9348877,False,,538886,vcf,3685299.roundup,slurm,,132112168.0,corral-repl,,19491662,,"""/galaxy-repl/main/files/011/165/dataset_11165573.dat""","""chr x_v1""",19490540,,32.0,,22748945,1430215326.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-28 10:02:41.451714,43383,2.0
55970,bgzip,,,2015-04-28 09:52:43.954172,slurm_normal,1430214819.0,0.0,,1.0,main_w2_handler0,1781071,9348793,False,,538886,vcf,3685190.roundup,slurm,,132112168.0,corral-repl,,19491555,,"""/galaxy-repl/main/files/011/165/dataset_11165573.dat""","""chr x_v1""",19490540,,32.0,,22748945,1430214784.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-28 09:53:48.546859,43383,35.0
78003,bgzip,,,2015-07-27 23:11:03.523103,slurm_normal,1438038688.0,0.0,,1.0,main_w1_handler1,2390702,10011997,False,,282257,vcf,4294156.roundup,slurm,,132112168.0,corral-repl,,20586346,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20586342,,32.0,,24278224,1438038682.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-07-27 23:11:29.854245,66763,6.0
22990,bgzip,,,2015-04-28 20:17:14.020175,slurm_normal,1430252457.0,0.0,,1.0,main_w1_handler1,2286219,9355014,False,,94478,vcf,3692077.roundup,slurm,,132112168.0,corral-repl,,19501683,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19501438,,32.0,,22760582,1430252440.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-28 20:21:02.698988,62890,17.0
144949,bgzip,,,2015-09-15 23:24:27.638047,slurm_normal,1442359505.0,0.0,,1.0,main_w2_handler0,2437353,10328026,False,,1242554,vcf,4611845.roundup,slurm,,132112168.0,corral-repl,,21123632,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21123140,,32.0,,25100297,1442359489.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-09-15 23:25:08.602215,68980,16.0
313,bgzip,,,2015-04-30 01:34:57.751238,slurm_normal,1430357725.0,0.0,,1.0,main_w1_handler1,2254346,9364602,False,,502,tabular,3700831.roundup,slurm,,132112168.0,corral-repl,,19519203,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19519194,,32.0,,21900505,1430357720.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-30 01:35:29.043209,50992,5.0
7561838,bgzip,,,2015-05-04 09:52:40.524981,slurm_normal,1430733183.0,0.0,,1.0,main_w2_handler1,1356988,9386549,False,,81067383,vcf,3720020.roundup,slurm,,132112168.0,corral-repl,,19557036,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19556969,,32.0,,22854559,1430733180.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-04 09:53:05.672124,29483,3.0
8147,bgzip,,,2015-06-23 22:15:57.930409,slurm_normal,1435097863.0,0.0,,1.0,main_w2_handler1,2353479,9720376,False,,63940,vcf,4026802,slurm,,132112168.0,corral-repl,,20110984,,"""/galaxy-repl/localdata/chrom/90.len""","""90""",20110566,,32.0,,23775037,1435097859.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-23 22:17:47.413637,57573,4.0
3180,bgzip,,,2015-06-23 05:07:41.787592,slurm_normal,1435036117.0,0.0,,1.0,main_w1_handler0,2323217,9713366,False,,10770,vcf,4020614,slurm,,132112168.0,corral-repl,,20101442,,"""/galaxy-repl/main/files/011/552/dataset_11552531.dat""","""Contig 148""",20090675,,32.0,,23767230,1435036113.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-23 05:09:05.830634,64235,4.0
2751,bgzip,,,2015-06-23 05:05:26.551761,slurm_normal,1435036003.0,0.0,,1.0,main_w1_handler0,2323217,9713360,False,,9662,vcf,4020604,slurm,,132112168.0,corral-repl,,20006647,,"""/galaxy-repl/main/files/011/552/dataset_11552531.dat""","""Contig 148""",20006103,,32.0,,23767230,1435036000.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-23 05:07:36.541399,64235,3.0
3180,bgzip,,,2015-06-23 05:07:41.721317,slurm_normal,1435036111.0,0.0,,1.0,main_w2_handler0,2323217,9713365,False,,10770,vcf,4020613,slurm,,132112168.0,corral-repl,,20101440,,"""/galaxy-repl/main/files/011/552/dataset_11552531.dat""","""Contig 148""",20090679,,32.0,,23767230,1435036107.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-23 05:08:57.758764,64235,4.0
20556919,bgzip,,,2015-04-30 22:39:33.331239,slurm_normal,1430433602.0,0.0,,1.0,main_w2_handler0,2246143,9371948,False,,94478913,vcf,3707703.roundup,slurm,,132112168.0,corral-repl,,19529770,,"""/galaxy-repl/localdata/chrom/papAnu2.len""","""papAnu2""",19529488,,32.0,,22015150,1430433596.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-04-30 22:40:06.276890,61434,6.0
425489988,bgzip,,,2015-05-01 16:34:22.729545,slurm_normal,1430498096.0,0.0,,1.0,main_w2_handler1,2272833,9375653,False,,2304273959,vcf,3711478.roundup,slurm,,132112168.0,corral-repl,,19536232,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",19527819,,32.0,,22540739,1430498073.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-01 16:35:03.847139,62326,23.0
151136,bgzip,,,2015-05-17 16:15:09.724698,slurm_normal,1431960141.0,0.0,,1.0,main_w2_handler0,2181540,9485844,False,,1123984,vcf,3810305.roundup,slurm,,132112168.0,corral-repl,,19737283,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18447111,,32.0,,23132940,1431960120.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-18 14:42:34.346673,58661,21.0
900485,bgzip,,,2015-05-18 11:32:30.877112,slurm_normal,1431961005.0,0.0,,1.0,main_w2_handler0,2196193,9487914,False,,5265343,vcf,3810579.roundup,slurm,,132112168.0,corral-repl,,19741459,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19734776,,32.0,,23141892,1431960841.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-18 14:56:52.365765,37892,164.0
89341,bgzip,,,2015-07-28 18:04:53.679822,slurm_normal,1438106715.0,0.0,,1.0,main_w2_handler0,2373251,10018893,False,,359790,vcf,4300774.roundup,slurm,,132112168.0,corral-repl,,20598562,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20463169,,32.0,,24159796,1438106710.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-07-28 18:05:19.701366,65952,5.0
2840925,bgzip,,,2015-05-19 08:00:53.605993,slurm_normal,1432022489.0,0.0,,1.0,main_w2_handler1,2308245,9493755,False,,34523382,vcf,3815961.roundup,slurm,,132112168.0,corral-repl,,19750841,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19750560,,32.0,,22881752,1432022484.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 08:01:32.123332,50967,5.0
13797,bgzip,111.0,len,2015-05-19 16:36:23.202390,slurm_normal,1432053414.0,0.0,,1.0,main_w2_handler0,1339652,9497194,False,,57656,vcf,3819189.roundup,slurm,,132112168.0,corral-repl,,19755914,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746678,,32.0,,23105071,1432053410.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:36:56.323260,16797,4.0
12286,bgzip,111.0,len,2015-05-19 16:43:21.025131,slurm_normal,1432053830.0,0.0,,1.0,main_w1_handler0,1339652,9497296,False,,49003,vcf,3819262.roundup,slurm,,132112168.0,corral-repl,,19756035,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19744472,,32.0,,23105071,1432053823.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:43:52.480098,16797,7.0
12081,bgzip,111.0,len,2015-05-19 16:42:58.119157,slurm_normal,1432053878.0,0.0,,1.0,main_w1_handler1,1339652,9497292,False,,48020,vcf,3819276.roundup,slurm,,132112168.0,corral-repl,,19756030,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746321,,32.0,,23105071,1432053875.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:44:40.893880,16797,3.0
9943,bgzip,111.0,len,2015-05-19 16:36:31.546053,slurm_normal,1432053436.0,0.0,,1.0,main_w2_handler0,1339652,9497196,False,,39028,vcf,3819194.roundup,slurm,,132112168.0,corral-repl,,19755913,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746698,,32.0,,23105071,1432053430.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:37:20.826751,16797,6.0
10750,bgzip,111.0,len,2015-05-19 16:42:51.890142,slurm_normal,1432053809.0,0.0,,1.0,main_w1_handler0,1339652,9497290,False,,45371,vcf,3819258.roundup,slurm,,132112168.0,corral-repl,,19756029,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746629,,32.0,,23105071,1432053804.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:43:34.317936,16797,5.0
14349,bgzip,111.0,len,2015-05-19 16:42:45.599592,slurm_normal,1432053854.0,0.0,,1.0,main_w2_handler0,1339652,9497288,False,,57369,vcf,3819271.roundup,slurm,,132112168.0,corral-repl,,19756031,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19744747,,32.0,,23105071,1432053849.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:44:45.694198,16797,5.0
19001,bgzip,111.0,len,2015-05-19 16:43:15.154753,slurm_normal,1432053856.0,0.0,,1.0,main_w2_handler1,1339652,9497295,False,,70274,vcf,3819273.roundup,slurm,,132112168.0,corral-repl,,19756032,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19744683,,32.0,,23105071,1432053848.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:44:49.469848,16797,8.0
13798,bgzip,111.0,len,2015-05-19 16:37:19.635932,slurm_normal,1432053480.0,0.0,,1.0,main_w1_handler1,1339652,9497198,False,,57656,vcf,3819202.roundup,slurm,,132112168.0,corral-repl,,19755912,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746646,,32.0,,23105071,1432053476.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:38:03.521624,16797,4.0
10554,bgzip,111.0,len,2015-05-19 16:42:53.077607,slurm_normal,1432053854.0,0.0,,1.0,main_w1_handler1,1339652,9497291,False,,40573,vcf,3819269.roundup,slurm,,132112168.0,corral-repl,,19756033,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19744587,,32.0,,23105071,1432053844.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:44:20.861286,16797,10.0
11366,bgzip,111.0,len,2015-05-19 16:43:25.024197,slurm_normal,1432053841.0,0.0,,1.0,main_w1_handler0,1339652,9497297,False,,45009,vcf,3819268.roundup,slurm,,132112168.0,corral-repl,,19756034,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19746591,,32.0,,23105071,1432053838.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 16:44:04.686467,16797,3.0
14490,bgzip,111.0,len,2015-05-19 17:38:35.374685,slurm_normal,1432057152.0,0.0,,1.0,main_w1_handler0,1339652,9497764,False,,58510,vcf,3819649.roundup,slurm,,132112168.0,corral-repl,,19756785,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19744175,,32.0,,23105071,1432057148.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 17:39:16.751203,16797,4.0
14490,bgzip,111.0,len,2015-05-19 17:38:05.179564,slurm_normal,1432057115.0,0.0,,1.0,main_w2_handler0,1339652,9497734,False,,58510,vcf,3819648.roundup,slurm,,132112168.0,corral-repl,,19756786,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19742305,,32.0,,23105071,1432057110.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 17:38:41.075399,16797,5.0
11420,bgzip,111.0,len,2015-05-19 18:40:07.993911,slurm_normal,1432060835.0,0.0,,1.0,main_w2_handler0,1339652,9498036,False,,44539,vcf,3819914.roundup,slurm,,132112168.0,corral-repl,,19757216,,"""/galaxy-repl/main/files/011/351/dataset_11351860.dat""","""?""",19757174,,32.0,,23105071,1432060828.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-19 18:40:38.209388,16797,7.0
26961,bgzip,14.0,len,2015-05-20 00:15:44.615521,slurm_normal,1432080979.0,0.0,,1.0,main_w1_handler0,2307735,9500044,False,,91207,vcf,3821632.roundup,slurm,,132112168.0,corral-repl,,19759775,,"""/galaxy-repl/main/files/011/363/dataset_11363623.dat""","""?""",19759747,,32.0,,23117176,1432080974.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-20 00:16:24.339859,63570,5.0
30873,bgzip,14.0,len,2015-05-20 00:29:32.029059,slurm_normal,1432081907.0,0.0,,1.0,main_w2_handler0,2307735,9500101,False,,102204,vcf,3821682.roundup,slurm,,132112168.0,corral-repl,,19759835,,"""/galaxy-repl/main/files/011/363/dataset_11363623.dat""","""?""",19759799,,32.0,,23117176,1432081804.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-20 00:31:49.711909,63570,103.0
17214,bgzip,14.0,len,2015-05-20 02:23:20.289339,slurm_normal,1432088639.0,0.0,,1.0,main_w1_handler0,2312815,9500557,False,,80384,vcf,3822150.roundup,slurm,,132112168.0,corral-repl,,19760553,,"""/galaxy-repl/main/files/011/364/dataset_11364354.dat""","""?""",19760512,,32.0,,23190884,1432088632.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-20 02:24:03.915809,63570,7.0
39898,bgzip,,,2015-06-24 01:15:45.230381,slurm_normal,1435108600.0,0.0,,1.0,main_w1_handler1,2353555,9721151,False,,208992,vcf,4027780,slurm,,132112168.0,corral-repl,,20112108,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",20111943,,32.0,,22208633,1435108594.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-06-24 01:17:03.814645,35565,6.0
41168,bgzip,,,2015-05-21 10:38:47.103844,slurm_normal,1432204740.0,0.0,,1.0,main_w1_handler1,1671836,9511878,False,,195461,vcf,3832912.roundup,slurm,,132112168.0,corral-repl,,19779523,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19768777,,32.0,,23099420,1432204735.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-05-21 10:39:03.683101,17895,5.0
128446,bgzip,,,2015-07-28 21:29:53.331937,slurm_normal,1438119027.0,0.0,,1.0,main_w2_handler1,2390396,10020893,False,,887305,vcf,4302706.roundup,slurm,,132112168.0,corral-repl,,20602632,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20557498,,32.0,,24323461,1438119023.0,ok,1023996.0,CONVERTER_vcf_to_tabix_0,1.0.0,,2015-07-28 21:30:30.966124,66658,4.0
