chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq,fastq_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq.values,parameters.fastq|__identifier__,parameters.format,parameters.oligo.__current_case__,parameters.oligo.add,parameters.pacbio,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-15 10:46:19.358806,slurm_normal,1513334867.0,0,245140114,fastq,,1.0,main_w3_handler1,3364396,17816489,False,,11884871,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32946695}]",,"""sanger""",1,no,"""false""",32.0,,42677997.0,1513334832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-12-15 10:47:49.913410,118563.0,35.0
,,2018-01-19 03:38:30.112711,slurm_normal,1516333838.0,0,4466323328,fastq,,1.0,main_w3_handler0,3389396,18080150,False,,12158697,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","[{'src': 'hda', 'id': 33382157}]",,"""sanger""",1,no,"""false""",32.0,,43174580.0,1516333179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2018-01-19 03:50:40.385122,88132.0,659.0
,,2017-10-03 21:50:45.386014,slurm_normal,1507067627.0,0,375035006,fastqsanger,,1.0,main_w4_handler0,3246198,17017185,False,,11071198.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449736}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:54:02.077416,70343.0,82.0
,,2017-10-03 21:50:46.974017,slurm_normal,1507067590.0,0,380434554,fastqsanger,,1.0,main_w3_handler1,3246198,17017187,False,,11071190.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449746}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:53:24.388784,70343.0,74.0
,,2017-10-03 21:50:46.267432,slurm_normal,1507067603.0,0,445452135,fastqsanger,,1.0,main_w3_handler1,3246198,17017186,False,,11071189.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449742}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:53:37.312831,70343.0,88.0
,,2017-10-03 21:50:47.505665,slurm_normal,1507067648.0,0,402577078,fastqsanger,,1.0,main_w4_handler1,3246198,17017188,False,,11071206.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449760}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:54:21.422767,70343.0,83.0
,,2017-10-03 21:50:48.308665,slurm_normal,1507067715.0,0,330112305,fastqsanger,,1.0,main_w4_handler1,3246198,17017190,False,,11071229.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449789}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:55:29.655799,70343.0,67.0
,,2017-10-03 21:50:49.321394,slurm_normal,1507067750.0,0,493690721,fastqsanger,,1.0,main_w4_handler0,3246198,17017191,False,,11071227.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31449798}]",,"""sanger""",1,no,"""false""",32.0,,40282782.0,1507067645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-03 21:56:00.553520,70343.0,105.0
,,2017-10-04 08:43:03.631659,slurm_normal,1507106602.0,0,73404728,fastqsanger,,1.0,main_w4_handler1,2773446,17020978,False,,11076493.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31544257}]",,"""sanger""",1,no,"""false""",32.0,,40543581.0,1507106589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-04 08:43:28.082308,87686.0,13.0
,,2017-10-08 04:10:35.191530,slurm_normal,1507435948.0,0,44764954,fastqsanger,,1.0,main_w3_handler0,2620689,17050030,False,,11106281.roundup,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31585803}]",,"""sanger""",1,no,"""false""",32.0,,41092245.0,1507435938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-10-08 04:12:36.284571,79773.0,10.0
,,2017-12-18 10:09:06.907631,slurm_normal,1513593068.0,0,6066833346,fastq,,1.0,main_w3_handler1,3364396,17835914,False,,11909784,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32982476}]",,"""sanger""",1,no,"""false""",32.0,,42677997.0,1513592180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-12-18 10:31:11.636711,118563.0,888.0
,,2017-11-30 10:37:02.178849,slurm_normal,1512038250.0,0,7466723,fastqsanger,,1.0,main_w3_handler0,3346339,17648852,False,,11707889,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32645257}]",,"""sanger""",1,no,"""false""",32.0,,42348910.0,1512038244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-11-30 10:37:33.945185,80831.0,6.0
,,2017-12-18 23:23:24.003931,slurm_normal,1513639521.0,0,412474689,fastq,,1.0,main_w3_handler1,3369751,17842501,False,,11916788,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32994635}]",,"""sanger""",1,no,"""false""",32.0,,42742804.0,1513639474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-12-18 23:25:23.394154,,47.0
,,2017-12-18 23:22:52.234787,slurm_normal,1513639449.0,0,622442553,fastq,,1.0,main_w3_handler1,3369751,17842495,False,,11916781,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32994600}]",,"""sanger""",1,no,"""false""",32.0,,42742804.0,1513639381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2017-12-18 23:24:10.980099,,68.0
,,2018-02-19 22:36:05.156130,slurm_normal,1519085545.0,0,40645917480,fastqsanger,7680.0,1.0,main_w4_handler1,3412506,18441032,False,,12535976,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33929896}]",,"""sanger""",1,no,"""false""",32.0,,43950677.0,1519079775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_fastq_info/mothur_fastq_info/1.36.1.0,1.36.1.0,,2018-02-20 00:12:27.708187,121053.0,5770.0
