advanced_options|bed_regions,advanced_options|bed_regions_filetype,bed_regions,bed_regions_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_36|input_bam,input_bams_36|input_bam_filetype,input_bams_37|input_bam,input_bams_37|input_bam_filetype,input_bams_38|input_bam,input_bams_38|input_bam_filetype,input_bams_39|input_bam,input_bams_39|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_40|input_bam,input_bams_40|input_bam_filetype,input_bams_41|input_bam,input_bams_41|input_bam_filetype,input_bams_42|input_bam,input_bams_42|input_bam_filetype,input_bams_43|input_bam,input_bams_43|input_bam_filetype,input_bams_44|input_bam,input_bams_44|input_bam_filetype,input_bams_45|input_bam,input_bams_45|input_bam_filetype,input_bams_46|input_bam,input_bams_46|input_bam_filetype,input_bams_47|input_bam,input_bams_47|input_bam_filetype,input_bams_48|input_bam,input_bams_48|input_bam_filetype,input_bams_49|input_bam,input_bams_49|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_50|input_bam,input_bams_50|input_bam_filetype,input_bams_51|input_bam,input_bams_51|input_bam_filetype,input_bams_52|input_bam,input_bams_52|input_bam_filetype,input_bams_53|input_bam,input_bams_53|input_bam_filetype,input_bams_54|input_bam,input_bams_54|input_bam_filetype,input_bams_55|input_bam,input_bams_55|input_bam_filetype,input_bams_56|input_bam,input_bams_56|input_bam_filetype,input_bams_57|input_bam,input_bams_57|input_bam_filetype,input_bams_58|input_bam,input_bams_58|input_bam_filetype,input_bams_59|input_bam,input_bams_59|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_60|input_bam,input_bams_60|input_bam_filetype,input_bams_61|input_bam,input_bams_61|input_bam_filetype,input_bams_62|input_bam,input_bams_62|input_bam_filetype,input_bams_63|input_bam,input_bams_63|input_bam_filetype,input_bams_64|input_bam,input_bams_64|input_bam_filetype,input_bams_65|input_bam,input_bams_65|input_bam_filetype,input_bams_66|input_bam,input_bams_66|input_bam_filetype,input_bams_67|input_bam,input_bams_67|input_bam_filetype,input_bams_68|input_bam,input_bams_68|input_bam_filetype,input_bams_69|input_bam,input_bams_69|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_70|input_bam,input_bams_70|input_bam_filetype,input_bams_71|input_bam,input_bams_71|input_bam_filetype,input_bams_72|input_bam,input_bams_72|input_bam_filetype,input_bams_73|input_bam,input_bams_73|input_bam_filetype,input_bams_74|input_bam,input_bams_74|input_bam_filetype,input_bams_75|input_bam,input_bams_75|input_bam_filetype,input_bams_76|input_bam,input_bams_76|input_bam_filetype,input_bams_77|input_bam,input_bams_77|input_bam_filetype,input_bams_78|input_bam,input_bams_78|input_bam_filetype,input_bams_79|input_bam,input_bams_79|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_80|input_bam,input_bams_80|input_bam_filetype,input_bams_81|input_bam,input_bams_81|input_bam_filetype,input_bams_82|input_bam,input_bams_82|input_bam_filetype,input_bams_83|input_bam,input_bams_83|input_bam_filetype,input_bams_84|input_bam,input_bams_84|input_bam_filetype,input_bams_85|input_bam,input_bams_85|input_bam_filetype,input_bams_86|input_bam,input_bams_86|input_bam_filetype,input_bams_87|input_bam,input_bams_87|input_bam_filetype,input_bams_88|input_bam,input_bams_88|input_bam_filetype,input_bams_89|input_bam,input_bams_89|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_90|input_bam,input_bams_90|input_bam_filetype,input_bams_91|input_bam,input_bams_91|input_bam_filetype,input_bams_92|input_bam,input_bams_92|input_bam_filetype,input_bams_93|input_bam,input_bams_93|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coefficient_for_downgrading,parameters.advanced_options.disable_probabilistic_realignment,parameters.advanced_options.exclude_read_group.__current_case__,parameters.advanced_options.exclude_read_group.exclude_read_groups,parameters.advanced_options.extended_BAQ_computation,parameters.advanced_options.filter_by_flags.__current_case__,parameters.advanced_options.filter_by_flags.exclude_flags,parameters.advanced_options.filter_by_flags.filter_flags,parameters.advanced_options.filter_by_flags.require_flags,parameters.advanced_options.ignore_overlaps,parameters.advanced_options.limit_by_region.__current_case__,parameters.advanced_options.limit_by_region.bed_regions,parameters.advanced_options.limit_by_region.bed_regions.values,parameters.advanced_options.limit_by_region.limit_by_regions,parameters.advanced_options.limit_by_region.region_paste,parameters.advanced_options.max_reads_per_bam,parameters.advanced_options.minimum_base_quality,parameters.advanced_options.minimum_mapping_quality,parameters.advanced_options.region_string,parameters.advanced_options.skip_anomalous_read_pairs,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.input_bams_0|input_bam|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,2015-10-14 14:00:12.552816,slurm_normal,1444831853.0,0,,1.0,main_w1_handler0,2466094,10569962,False,,92.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841778.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21513756}]",Araly1,,,,cached,32.0,,,,,,,,25674721.0,1444831237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:10:59.502314,70871.0,616.0
,,,,,,2015-10-14 13:46:51.414543,slurm_normal,1444830705.0,0,,1.0,main_w1_handler0,2470289,10569689,False,,28283414.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841629.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21513771}]",hg19,,,,cached,32.0,,,,,,,,25670623.0,1444830451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 13:51:48.921121,70978.0,254.0
,,,,,,2015-10-14 13:56:37.362990,slurm_normal,1444831022.0,0,,1.0,main_w2_handler0,2466094,10569802,False,,92.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841731.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21513756}]",hg19,,,,cached,32.0,,,,,,,,25674721.0,1444831018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 13:57:08.279860,70871.0,4.0
,,,,,,2015-10-14 13:47:43.317546,slurm_normal,1444830657.0,0,,1.0,main_w2_handler1,2467944,10569695,False,,28294263.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841636.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': 21513762}]",hg19,,,,cached,32.0,,,,,,,,25628655.0,1444830493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 13:51:03.028871,70979.0,164.0
,,,,,,2015-10-14 13:50:30.032355,slurm_normal,1444830749.0,0,,1.0,main_w1_handler1,2467939,10569710,False,,28269693.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841655.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': 21513774}]",hg19,,,,cached,32.0,,,,,,,,25628610.0,1444830649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 13:52:34.438495,70977.0,100.0
,,,,,,2015-10-14 13:59:10.732143,slurm_normal,1444831513.0,0,,1.0,main_w1_handler1,2109813,10569952,False,,28387129.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841773.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21514240}]",hg19,,,,cached,32.0,,,,,,,,25674722.0,1444831219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:05:20.443537,55554.0,294.0
,,,,,,2015-10-14 14:00:18.051692,slurm_normal,1444831945.0,0,,1.0,main_w2_handler0,2467944,10569964,False,,28387129.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841797.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21514270}]",hg19,,,,cached,32.0,,,,,,,,25628655.0,1444831346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:12:31.952668,70979.0,599.0
,,,,,,2015-10-14 14:15:36.977200,slurm_normal,1444832420.0,0,,1.0,main_w1_handler2,2466094,10570364,False,,28119915.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841895.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21513879}]",hg19,,,,cached,32.0,,,,,,,,25674721.0,1444832162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:20:27.750764,70871.0,258.0
,,,,,,2015-10-14 13:58:32.293165,slurm_normal,1444831853.0,0,,1.0,main_w1_handler2,2467938,10569913,False,,28283414.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841754.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21513877}]",hg19,,,,cached,32.0,,,,,,,,25628923.0,1444831129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:10:56.116998,70976.0,724.0
,,,,,,2015-10-14 14:37:50.728319,slurm_normal,1444833561.0,0,,1.0,main_w1_handler1,2091090,10570735,False,,28283414.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4842327.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,0,"[{'__index__': 0, 'input_bam': 21514980}]",hg19,,,,cached,32.0,,,,,,,,25628830.0,1444833491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 14:39:30.515329,55407.0,70.0
,,,,,,2015-10-14 17:10:13.863948,slurm_normal,1444842666.0,0,,1.0,main_w2_handler1,2463816,10573085,False,,3470870.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843918.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 21518710}]",21432959,,,,history,32.0,7088046.0,fasta,,,,,,25668726.0,1444842631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 17:11:15.097914,70687.0,35.0
,,,,,,2015-10-14 18:28:56.455537,slurm_normal,1444847444.0,0,,1.0,main_w1_handler2,2463784,10573616,False,,3470871.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844547.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21490859}]",21432885,,,,history,32.0,7088046.0,fasta,,,,,,25687349.0,1444847416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:30:52.290556,70674.0,28.0
,,,,,,2015-10-14 17:15:40.598105,slurm_normal,1444842997.0,0,,1.0,main_w2_handler1,2463816,10573103,False,,3470870.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843957.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 21518710}]",21432959,,,,history,32.0,7088046.0,fasta,,,,,,25668726.0,1444842957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 17:16:46.844141,70687.0,40.0
,,,,,,2015-10-14 17:59:19.059803,slurm_normal,1444845700.0,0,,1.0,main_w2_handler0,2463756,10573404,False,,92.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844306.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 21433137}]",21432854,,,,history,32.0,7088046.0,fasta,,,,,,25553073.0,1444845691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:01:44.077659,70672.0,9.0
,,,,,,2015-10-14 18:29:45.490725,slurm_normal,1444847493.0,0,,1.0,main_w1_handler0,2463808,10573633,False,,3470879.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844561.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21506030}]",21432971,,,,history,32.0,7088046.0,fasta,,,,,,25687330.0,1444847476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:31:44.112042,70679.0,17.0
,,,,,,2015-10-14 18:30:12.033320,slurm_normal,1444847529.0,0,,1.0,main_w2_handler1,2463756,10573642,False,,3470866.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844567.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21519680}]",21432854,,,,history,32.0,7088046.0,fasta,,,,,,25553073.0,1444847491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:32:15.638141,70672.0,38.0
,,,,,,2015-10-14 18:30:50.188158,slurm_normal,1444847553.0,0,,1.0,main_w2_handler0,2463814,10573651,False,,92.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844575.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21489479}]",21432941,,,,history,32.0,7088046.0,fasta,,,,,,25687095.0,1444847530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:32:37.525497,70685.0,23.0
,,,,,,2015-10-14 18:29:18.303958,slurm_normal,1444847446.0,0,,1.0,main_w2_handler0,2463820,10573624,False,,3470870.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844549.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21506168}]",21432936,,,,history,32.0,7088046.0,fasta,,,,,,25553552.0,1444847421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:30:52.093935,70690.0,25.0
,,,,,,2015-10-14 18:17:27.872637,slurm_normal,1444846714.0,0,,1.0,main_w2_handler0,2463825,10573505,False,,3470866.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844448.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 21519460}]",21506945,,,,history,32.0,7088046.0,fasta,,,,,,25687154.0,1444846674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:18:44.722937,70693.0,40.0
,,,,,,2015-10-14 18:29:46.724427,slurm_normal,1444847505.0,0,,1.0,main_w1_handler2,2463805,10573635,False,,3470865.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844562.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 21491101}]",21432945,,,,history,32.0,7088046.0,fasta,,,,,,25553525.0,1444847480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-10-14 18:31:59.786898,70678.0,25.0
