chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,file,file_filetype,file_list,file_list_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.file.values,parameters.input.file_list.values,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-24 17:30:37.391587,slurm_normal,1466789482.0,1,,,132.0,txt,1.0,main_w1_handler0,2749102,13255850,False,,7442822.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c718f39d92964f5f'}]",file_list,"""fasta""",32.0,,31064882.0,1466789478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-24 17:31:22.987142,41721.0,4.0
,,2016-06-26 04:41:35.074255,slurm_normal,1466916108.0,2,,,,,1.0,main_w2_handler0,2704404,13261145,False,,7448876.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR925743 ,,,accession_number,"""fastqsanger""",32.0,,30216935.0,1466916105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-26 04:41:49.855523,83188.0,3.0
,,2016-10-13 21:41:49.952485,slurm_normal,1476395122.0,3,,,,,1.0,main_w3_handler1,2849242,14077166,False,,8293913.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SSR647673,,,accession_number,"""fastqsanger""",32.0,,33668455.0,1476395002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-13 21:45:29.420178,91068.0,120.0
,,2016-06-28 06:51:40.274224,slurm_normal,1467096738.0,2,,,,,1.0,main_w2_handler1,2751642,13274617,False,,7463347.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"SRR1554534 , SRR2071345",,,accession_number,"""fastqsanger""",32.0,,31127956.0,1467096733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-28 06:52:19.867716,71057.0,5.0
,,2016-10-14 14:37:48.997277,slurm_normal,1476455949.0,3,,,,,1.0,main_w3_handler0,2855019,14082563,False,,8298932.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2171239	,,,accession_number,"""fastqsanger""",32.0,,33649671.0,1476455941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-14 14:39:12.101598,90250.0,8.0
,,2016-06-29 18:43:02.643565,slurm_normal,1467227386.0,1,,,132.0,txt,1.0,main_w1_handler1,2753433,13289122,False,,7485552.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ad2ff62e30c3749'}]",file_list,"""fastqsanger""",32.0,,31156802.0,1467227345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-29 19:09:55.129770,66529.0,41.0
,,2016-06-29 20:38:09.894742,slurm_normal,1467232737.0,1,,,132.0,txt,1.0,main_w1_handler1,2753433,13290053,False,,7488020.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ad2ff62e30c3749'}]",file_list,"""fastqsanger""",32.0,,31156802.0,1467232707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-29 20:39:03.104830,66529.0,30.0
,,2016-06-30 02:05:26.045608,slurm_normal,1467252339.0,2,,,,,1.0,main_w2_handler0,2706261,13292243,False,,7492901.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRP027383 ,,,accession_number,"""fastqsanger""",32.0,,29845268.0,1467252335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-30 02:05:45.425237,78059.0,4.0
,,2016-06-30 02:09:35.587164,slurm_normal,1467252590.0,1,,,2740.0,txt,1.0,main_w2_handler1,2706261,13292253,False,,7492935.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a8d9c3b24b7b465'}]",file_list,"""fastqsanger""",32.0,,29845268.0,1467252587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-06-30 02:09:52.838541,78059.0,3.0
,,2016-07-01 19:06:15.439432,slurm_normal,1467400029.0,2,,,,,1.0,main_w1_handler0,2389919,13308131,False,,7510013.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"SRR1554537, SRR2071348",,,accession_number,"""fastqsanger""",32.0,,31226445.0,1467400024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 19:07:13.963835,24184.0,5.0
,,2016-07-02 03:00:19.411128,slurm_normal,1467428464.0,2,,,,,1.0,main_w1_handler0,2755623,13311358,False,,7513311.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1825649 ,,,accession_number,"""fastqsanger""",32.0,,31232681.0,1467428461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-02 03:01:06.546520,86875.0,3.0
,,2016-07-01 14:10:47.569624,slurm_normal,1467382284.0,2,,,,,1.0,main_w2_handler1,2754380,13306012,False,,7507771.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR354026 ,,,accession_number,"""fastqsanger""",32.0,,31204233.0,1467382281.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 14:11:27.958577,,3.0
,,2016-07-01 14:21:34.557869,slurm_normal,1467382934.0,2,,,,,1.0,main_w1_handler0,2755230,13306155,False,,7507941.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR354026 ,,,accession_number,"""fastqsanger""",32.0,,31204233.0,1467382931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 14:22:16.032933,,3.0
,,2016-07-01 14:22:33.291348,slurm_normal,1467383013.0,2,,,,,1.0,main_w1_handler0,2755230,13306169,False,,7507965.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR404978 ,,,accession_number,"""fastqsanger""",32.0,,31204233.0,1467382999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 14:23:34.499586,,14.0
,,2016-07-01 14:22:57.906976,slurm_normal,1467383039.0,2,,,,,1.0,main_w1_handler1,2755230,13306180,False,,7507976.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR446808 ,,,accession_number,"""fastqsanger""",32.0,,31204233.0,1467383036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 14:24:02.245317,,3.0
,,2016-07-01 14:24:08.608296,slurm_normal,1467383103.0,2,,,,,1.0,main_w2_handler0,2755230,13306205,False,,7507992.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR404979 ,,,accession_number,"""fastqsanger""",32.0,,31204233.0,1467383100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-01 14:25:07.633746,,3.0
,,2016-09-14 06:41:29.241287,slurm_normal,1473835305.0,1,,,30.0,txt,1.0,main_w4_handler1,2817285,13846920,False,,8069979.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be38955f45bf1162'}]",file_list,"""fastqsanger""",32.0,,32836440.0,1473835301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-14 06:41:48.353589,89739.0,4.0
,,2016-09-14 06:38:23.415764,slurm_normal,1473835118.0,1,,,30.0,txt,1.0,main_w3_handler1,2817285,13846914,False,,8069969.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5be38955f45bf1162'}]",file_list,"""fastqsanger""",32.0,,32836440.0,1473835113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-14 06:38:39.094719,89739.0,5.0
,,2016-10-15 21:03:28.200983,slurm_normal,1476565488.0,3,,,,,1.0,main_w4_handler0,2833382,14089922,False,,8306337.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,ERS574878,,,accession_number,"""fastqsanger""",32.0,,33469223.0,1476565476.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-15 21:04:49.632711,90963.0,12.0
,,2016-07-04 12:20:30.165283,slurm_normal,1467634877.0,2,,,,,1.0,main_w2_handler1,2755928,13325850,False,,7531874.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR015010 ,,,accession_number,"""fastqsanger""",32.0,,30397391.0,1467634872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-07-04 12:21:18.791361,37106.0,5.0
,,2016-10-17 02:58:10.793881,slurm_normal,1476673481.0,0,,,,,1.0,main_w4_handler1,2857094,14094453,False,,8310161.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2211115,,,accession_number,"""fastqsanger""",32.0,,33649317.0,1476673190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 03:04:42.318158,89188.0,291.0
,,2016-10-17 02:57:30.721903,slurm_normal,1476673239.0,0,,,,,1.0,main_w3_handler0,2857094,14094451,False,,8310160.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2211116,,,accession_number,"""fastqsanger""",32.0,,33649317.0,1476673097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 03:00:40.733163,89188.0,142.0
,,2016-09-15 18:07:27.713775,slurm_normal,1473962869.0,2,,,,,1.0,main_w3_handler0,2821388,13859086,False,,8082187.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,"SRR1554537, SRR2071348",,,accession_number,"""fastqsanger""",32.0,,32978071.0,1473962865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-15 18:07:51.105697,66995.0,4.0
,,2016-10-17 16:07:44.462230,slurm_normal,1476720925.0,0,,,,,1.0,main_w4_handler0,2633145,14099827,False,,8314748.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593509,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476720567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:15:29.147650,80590.0,358.0
,,2016-09-18 17:42:34.896345,slurm_normal,1474220609.0,1,,,18503.0,txt,1.0,main_w3_handler0,2816239,13875451,False,,8098763.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573e7de65f9b3c040'}]",file_list,"""fasta""",32.0,,32998254.0,1474220570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-18 17:43:31.291727,90348.0,39.0
,,2016-10-17 16:08:02.803995,slurm_normal,1476720855.0,0,,,,,1.0,main_w4_handler0,2633145,14099834,False,,8314747.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593510,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476720568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:14:16.302971,80590.0,287.0
,,2016-10-17 16:07:25.003119,slurm_normal,1476721552.0,0,,,,,1.0,main_w3_handler0,2633145,14099822,False,,8314860.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593508,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476721109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:25:54.330839,80590.0,443.0
,,2016-10-17 16:08:17.664509,slurm_normal,1476721465.0,0,,,,,1.0,main_w3_handler0,2633145,14099835,False,,8314856.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593500,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476721072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:24:27.812511,80590.0,393.0
,,2016-10-17 16:08:41.047356,slurm_normal,1476721471.0,0,,,,,1.0,main_w3_handler0,2633145,14099846,False,,8314861.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593502,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476721113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:24:39.963357,80590.0,358.0
,,2016-10-17 16:06:56.909185,slurm_normal,1476721479.0,0,,,,,1.0,main_w3_handler0,2633145,14099814,False,,8314857.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3593507,,,accession_number,"""fastqsanger""",32.0,,33097561.0,1476721072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-17 16:24:43.262199,80590.0,407.0
,,2016-10-18 01:26:58.003639,slurm_normal,1476754150.0,0,,,,,1.0,main_w3_handler0,2858643,14103559,False,,8318596.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR561550,,,accession_number,"""fastqsanger""",32.0,,33774332.0,1476754126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-18 01:29:13.719056,,24.0
,,2016-10-18 15:43:35.882504,slurm_normal,1476806865.0,0,,,,,1.0,main_w3_handler1,2792120,14110080,False,,8324094.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3095356,,,accession_number,"""fastqsanger""",32.0,,32108432.0,1476805723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-18 16:08:08.210972,88348.0,1142.0
,,2016-10-18 15:43:50.938121,slurm_normal,1476806866.0,0,,,,,1.0,main_w4_handler1,2792120,14110082,False,,8324065.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3095357,,,accession_number,"""fastqsanger""",32.0,,32108432.0,1476805659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-18 16:08:08.604356,88348.0,1207.0
,,2016-10-18 15:44:20.861208,slurm_normal,1476807635.0,0,,,,,1.0,main_w4_handler1,2844064,14110083,False,,8324074.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR647674,,,accession_number,"""fastqsanger""",32.0,,33484035.0,1476805686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-10-18 16:20:57.631120,91673.0,1949.0
,,2016-09-22 11:37:12.321382,slurm_normal,1474544304.0,3,180067240.0,sra,,,1.0,main_w4_handler1,2631515,13916024,False,,8138444.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf90b92baf3dbf26'}]",,file,"""fastqsanger""",32.0,,32135604.0,1474544276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-22 11:38:34.612513,80523.0,28.0
16.0,len,2016-09-22 11:27:21.174737,slurm_normal,1474543754.0,3,,,,,1.0,main_w3_handler1,2631515,13915947,False,,8138334.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/main/files/015/056/dataset_15056293.dat""","""?""",0,SRR1819828.pileup,,,accession_number,"""fastqsanger""",32.0,,32135604.0,1474543703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-22 11:29:17.161234,80523.0,51.0
,,2016-09-22 11:36:56.708127,slurm_normal,1474544265.0,3,158381705.0,sra,,,1.0,main_w4_handler1,2631515,13916022,False,,8138442.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b0e3375326b2030'}]",,file,"""fastqsanger""",32.0,,32135604.0,1474544249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-22 11:37:46.021257,80523.0,16.0
,,2016-09-22 14:32:26.677797,slurm_normal,1474555120.0,0,693025284.0,sra,,,1.0,main_w4_handler1,2733148,13917551,False,,8139846.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531a79580035ea096'}]",,file,"""fastqsanger""",32.0,,31426371.0,1474554794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/1.3.0,1.3.0,,2016-09-22 14:38:46.877693,54046.0,326.0
