create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.mask_char,parameters.mask_region.__current_case__,parameters.mask_region.region,parameters.mask_species,parameters.primary_species,parameters.score,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-04 03:12:19.909265,rodeo_normal,1415071991.0,0,1.0,main_w2_handler1,2106026,8096294,False,,853871128,maf,119695.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17416307,"""0""",0,0,"[""hg19"", ""ponAbe2"", ""rheMac3""]","""ponAbe2""","""20""",2.0,,17980116,1415070752.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-04 03:33:15.896596,54213,1239.0
2014-11-04 14:19:07.695258,rodeo_normal,1415112703.0,0,1.0,main_w2_handler1,2097019,8099796,False,,355678454,maf,122679.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17328780,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17890669,1415111123.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-04 14:51:46.782965,1224,1580.0
2014-11-04 16:16:41.229415,rodeo_normal,1415120531.0,0,1.0,main_w1_handler1,2107009,8100556,False,,546089587,maf,123328.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17425126,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",1.0,,17980116,1415119455.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-04 17:02:19.381901,54213,1076.0
2015-01-18 13:55:44.260883,rodeo_normal,1421590875.0,0,1.0,main_w1_handler1,2177019,8564198,False,,829110045,maf,2496125.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18236640,"""5""",0,0,"""ponAbe2""","""ponAbe2""","""20""",32.0,,17980116,1421589359.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2015-01-18 14:21:19.567000,54213,1516.0
2014-11-12 04:13:14.179798,rodeo_normal,1415766733.0,0,1.0,main_w2_handler1,2115593,8148007,False,,542899421,maf,184089.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17505781,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",1.0,,17980116,1415765602.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-12 04:32:20.461291,54213,1131.0
2015-01-26 17:49:27.978514,rodeo_normal,1422294779.0,0,1.0,main_w2_handler1,2181572,8608576,False,,91415806,maf,838381.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18303267,"""5""",0,0,"""ponAbe2""","""ponAbe2""","""20""",2.0,,20559881,1422294584.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2015-01-26 17:53:03.436193,54213,195.0
2014-11-12 19:52:16.856464,rodeo_normal,1415821957.0,0,1.0,main_w2_handler1,2116400,8152612,False,,14160,maf,1994775.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17516796,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",32.0,,17980116,1415821943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-12 19:52:41.149542,54213,14.0
2014-11-12 20:31:22.671267,rodeo_normal,1415824311.0,0,1.0,main_w2_handler0,2116400,8152969,False,,7160,maf,190340.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17517047,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",1.0,,17980116,1415824294.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-12 20:31:55.263507,54213,17.0
2014-11-12 20:38:33.334873,rodeo_normal,1415824743.0,0,1.0,main_w2_handler0,2116400,8153003,False,,8541,maf,190395.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17517207,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1415824723.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-12 20:39:09.792440,54213,20.0
2014-11-12 20:43:06.042768,rodeo_normal,1415825043.0,0,1.0,main_w1_handler1,2116400,8153041,False,,9660,maf,1995223.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17517226,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",32.0,,17980116,1415825006.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-12 20:44:06.048291,54213,37.0
2014-11-14 17:23:11.057216,rodeo_normal,1415985817.0,0,1.0,main_w2_handler1,2118726,8168569,False,,39566,maf,211792.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17544579,"""0""",0,0,"""hg18""","""panTro2""","""50""",1.0,,17332699,1415985800.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-14 17:23:41.572848,28,17.0
2014-11-17 17:41:11.606374,rodeo_normal,1416246954.0,0,1.0,main_w2_handler0,2121043,8185835,False,,349689055,maf,2034532.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17575855,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",32.0,,17980116,1416246080.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-17 17:56:01.919722,54213,874.0
2014-11-18 03:51:28.022495,rodeo_normal,1416283480.0,0,1.0,main_w1_handler0,2121616,8190277,False,,352421969,maf,241425.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17586301,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1416282695.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-18 04:04:48.109361,54213,785.0
2014-11-25 20:03:33.575750,rodeo_normal,1416945849.0,0,1.0,main_w2_handler0,2107009,8251641,False,,2856786,maf,328259.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17681825,"""0""",0,0,"""ponAbe2""","[""hg19"", ""ponAbe2""]","""20""",2.0,,17980116,1416945827.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-25 20:04:14.613861,54213,22.0
2014-11-29 14:11:35.194635,rodeo_normal,1417270392.0,0,1.0,main_w2_handler0,2107009,8268494,False,,40533112,maf,351722.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17705149,"""0""",0,0,"""ponAbe2""","[""hg19"", ""ponAbe2""]","""20""",2.0,,17980116,1417270305.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-29 14:13:15.092609,54213,87.0
2014-12-10 01:50:08.583956,rodeo_normal,1418176322.0,0,1.0,main_w2_handler0,2107009,8386391,False,,40533112,maf,520114.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17705149,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1418176215.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-10 01:52:04.533148,54213,107.0
2014-12-10 02:12:03.567420,rodeo_normal,1418177633.0,0,1.0,main_w2_handler0,2121616,8386439,False,,40456715,maf,520198.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17889399,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1418177528.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-10 02:13:58.168243,54213,105.0
2014-12-10 02:37:52.783383,rodeo_normal,1418179174.0,0,1.0,main_w1_handler1,2121616,8386504,False,,39502052,maf,520294.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17889515,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",1.0,,17980116,1418179075.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-10 02:39:36.520399,54213,99.0
2014-12-10 03:13:10.011282,rodeo_normal,1418181919.0,0,1.0,main_w1_handler0,2121616,8386593,False,,343731934,maf,520456.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17889601,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1418181196.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-10 03:25:27.333172,54213,723.0
2014-12-15 03:41:47.308816,rodeo_normal,1418616617.0,0,1.0,main_w1_handler0,2148976,8415284,False,,829110045,maf,559739.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17945823,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17980116,1418614913.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-15 04:10:22.136184,54213,1704.0
2014-12-15 14:58:54.786413,rodeo_normal,1418656375.0,0,1.0,main_w1_handler1,2107009,8417880,False,,539617129,maf,563278.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17965767,"""0""",0,0,"[""hg19"", ""ponAbe2"", ""rheMac2""]","""ponAbe2""","""20""",2.0,,17980116,1418655538.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-15 15:12:58.758041,54213,837.0
2014-12-15 15:45:33.218777,rodeo_normal,1418659878.0,0,1.0,main_w1_handler1,2149608,8418338,False,,829110045,maf,2317991.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17967163,"""0""",0,0,"""ponAbe2""","""ponAbe2""","""20""",32.0,,17980116,1418658340.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-15 16:11:21.385732,54213,1538.0
2014-12-15 19:12:40.630761,rodeo_normal,1418671616.0,0,1.0,main_w1_handler1,2149828,8419832,False,,542647842,maf,566182.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17970289,"""0""",0,0,"[""hg19"", ""ponAbe2"", ""rheMac2""]","""ponAbe2""","""20""",2.0,,17980116,1418670770.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-15 19:27:03.760050,54213,846.0
2014-12-16 18:45:20.568026,rodeo_normal,1418755547.0,0,1.0,main_w1_handler1,2118726,8425347,False,,39566,maf,574915.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17544579,"""0""",0,0,"""hg18""","""panTro2""","""50""",2.0,,17332699,1418755532.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-16 18:45:51.053163,28,15.0
2014-12-22 19:38:01.952255,rodeo_normal,1419277968.0,0,1.0,main_w2_handler1,2156543,8457252,False,,542647842,maf,622958.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18049250,"""5""",0,0,"[""hg19"", ""ponAbe2"", ""rheMac2""]","""ponAbe2""","""20""",2.0,,17980116,1419277100.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-22 19:52:56.976751,54213,868.0
2014-12-22 20:22:51.933585,rodeo_normal,1419281437.0,0,1.0,main_w1_handler0,2156582,8457509,False,,829110045,maf,2364069.roundup,slurm,,132112068.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18049566,"""5""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",32.0,,17980116,1419279794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-22 20:50:42.031092,54213,1643.0
2014-12-22 20:25:02.058876,rodeo_normal,1419280764.0,0,1.0,main_w1_handler0,2156582,8457569,False,,542647842,maf,623472.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18049648,"""5""",0,0,"[""hg19"", ""ponAbe2"", ""rheMac2""]","""ponAbe2""","""20""",2.0,,17980116,1419279925.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-12-22 20:39:29.751880,54213,839.0
