create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.mask_char,parameters.mask_region.__current_case__,parameters.mask_region.region,parameters.mask_species,parameters.primary_species,parameters.score,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-09-18 15:01:15.435752,slurm_normal,1442589681.0,0,1.0,main_w1_handler0,2121612,10354312,False,,542899421,maf,4636726.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17586177,"""5""",0,0,"[""hg19"", ""ponAbe2""]","[""ponAbe2""]","""20""",32.0,,24199279,1442588503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2015-09-18 15:21:29.203204,54213,1178.0
2014-11-03 21:01:41.994822,rodeo_normal,1415051665.0,0,1.0,main_w2_handler1,2097019,8093024,False,,355678454,maf,117600.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17328780,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17890669,1415050186.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 21:54:34.401294,1224,1479.0
2014-11-03 21:48:29.603931,rodeo_normal,1415051798.0,0,1.0,main_w2_handler1,2073865,8093578,False,,39566,maf,117788.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",2.0,,17332194,1415051767.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 21:56:42.242376,21457,31.0
2014-11-03 21:13:44.438642,rodeo_normal,1415051836.0,0,1.0,main_w2_handler0,2097019,8093099,False,,355678454,maf,117641.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17328780,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17890669,1415050450.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 21:57:22.868849,1224,1386.0
2014-11-03 22:22:36.031108,rodeo_normal,1415053386.0,0,1.0,main_w1_handler1,2073865,8094062,False,,39566,maf,118017.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",2.0,,17332194,1415053365.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:23:10.218349,21457,21.0
2014-11-03 22:26:18.467010,rodeo_normal,1415053603.0,0,1.0,main_w1_handler0,2073865,8094072,False,,39566,maf,118031.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",2.0,,17332194,1415053598.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:26:46.455142,21457,5.0
2014-11-03 22:24:48.123527,rodeo_normal,1415053524.0,0,1.0,main_w1_handler0,2073865,8094068,False,,39566,maf,118025.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",2.0,,17332194,1415053504.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:25:27.601254,21457,20.0
2014-11-03 22:21:08.024664,rodeo_normal,1415053306.0,0,1.0,main_w2_handler0,2073865,8094053,False,,39566,maf,118008.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",2.0,,17332194,1415053282.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:21:49.585174,21457,24.0
2014-11-03 22:34:24.441628,rodeo_normal,1415054096.0,0,1.0,main_w2_handler0,2073865,8094095,False,,39566,maf,118063.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17415163,"""0""",0,0,"[""hg18"", ""panTro2""]","[""hg18"", ""panTro2""]","""20""",1.0,,17332194,1415054078.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:35:00.439922,21457,18.0
2014-11-03 22:33:13.389131,rodeo_normal,1415055383.0,0,1.0,main_w1_handler1,2097019,8094091,False,,355678454,maf,118058.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17328780,"""0""",0,0,"[""hg19"", ""ponAbe2""]","""ponAbe2""","""20""",2.0,,17890669,1415054012.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/quality_filter/qualityFilter/1.0.1,1.0.1,,2014-11-03 22:56:27.600948,1224,1371.0
