create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,kraken_output,kraken_output_filetype,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.kraken_database,parameters.kraken_output.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-11 22:04:12.989500,slurm_normal,1481493950.0,0,1.0,main_w3_handler0,2908234,14544209,False,,8726523.roundup,slurm,99718576,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27583335}]",32.0,,34758724,1481493856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-11 22:05:52.566999,95752,94.0
2016-12-12 12:06:38.572561,slurm_normal,1481544475.0,0,1.0,main_w4_handler1,2908234,14549054,False,,8731079.roundup,slurm,61971332,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27590356}]",32.0,,34542901,1481544400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-12 12:07:56.624553,95752,75.0
2016-12-12 11:58:12.195293,slurm_normal,1481543920.0,0,1.0,main_w4_handler1,2908234,14548990,False,,8730916.roundup,slurm,93406934,tabular,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27592160}]",32.0,,34542901,1481543895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-12 11:58:42.486952,95752,25.0
2016-12-13 18:27:02.041348,slurm_normal,1481653721.0,0,1.0,main_w4_handler1,1135103,14567451,False,,8746505.roundup,slurm,249126755,tabular,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27619114}]",32.0,,34829302,1481653631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-13 18:28:43.715838,8720,90.0
2016-12-21 08:07:20.979188,slurm_normal,1482307708.0,0,1.0,main_w4_handler0,2934489,14621383,False,,8798032.roundup,slurm,2178263,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 27703668}]",32.0,,34934269,1482307644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 08:08:29.808856,88083,64.0
2016-12-21 08:10:58.791886,slurm_normal,1482307884.0,0,1.0,main_w3_handler1,2934489,14621407,False,,8798043.roundup,slurm,2178263,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""viruses""","[{'src': 'hda', 'id': 27703668}]",32.0,,34934269,1482307863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 08:11:26.380314,88083,21.0
2016-12-21 10:45:36.872434,slurm_normal,1482317184.0,0,1.0,main_w3_handler0,2934489,14622925,False,,8799611.roundup,slurm,9103083,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 27706038}]",32.0,,34934269,1482317140.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 10:46:26.647918,88083,44.0
2016-12-21 10:52:33.411738,slurm_normal,1482317592.0,0,1.0,main_w3_handler1,2934489,14623007,False,,8799689.roundup,slurm,9103083,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 27706038}]",32.0,,34934269,1482317557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 10:53:13.864397,88083,35.0
2016-12-21 10:45:51.497653,slurm_normal,1482317254.0,0,1.0,main_w4_handler0,2934489,14622930,False,,8799629.roundup,slurm,28,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 27706045}]",32.0,,34934269,1482317190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 10:47:35.934062,88083,64.0
2016-12-21 10:53:33.768744,slurm_normal,1482317684.0,0,1.0,main_w3_handler1,2934489,14623022,False,,8799703.roundup,slurm,9103083,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27706038}]",32.0,,34934269,1482317616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 10:54:45.675186,88083,68.0
2016-12-21 11:00:33.387879,slurm_normal,1482318136.0,0,1.0,main_w4_handler1,2934489,14623081,False,,8799771.roundup,slurm,296748399,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27705720}]",32.0,,34934269,1482318037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 11:02:19.530490,88083,99.0
2016-12-21 11:00:16.855814,slurm_normal,1482318086.0,0,1.0,main_w3_handler1,2934489,14623080,False,,8799768.roundup,slurm,9103083,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 27706038}]",32.0,,34934269,1482318020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 11:01:28.528418,88083,66.0
2016-12-21 11:07:02.523490,slurm_normal,1482318482.0,0,1.0,main_w4_handler1,2934489,14623106,False,,8799795.roundup,slurm,296748399,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""plasmids""","[{'src': 'hda', 'id': 27705720}]",32.0,,34934269,1482318425.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 11:08:04.489514,88083,57.0
2016-12-21 11:09:53.953555,slurm_normal,1482318672.0,0,1.0,main_w3_handler0,2934489,14623115,False,,8799803.roundup,slurm,296748399,tabular,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27705720}]",32.0,,34934269,1482318596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-21 11:11:15.153323,88083,76.0
2016-12-23 23:41:06.024524,slurm_normal,1482536539.0,0,1.0,main_w3_handler1,1135103,14640803,False,,8816130.roundup,slurm,233164300,interval,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27734634}]",32.0,,34935743,1482536469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-23 23:42:21.306623,8720,70.0
2016-12-23 23:56:38.843121,slurm_normal,1482537447.0,0,1.0,main_w3_handler0,1135103,14640826,False,,8816151.roundup,slurm,6957712,interval,,132111800.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bacteria""","[{'src': 'hda', 'id': 27734675}]",32.0,,34935743,1482537402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_report/kraken-report/1.1.0,1.1.0,,2016-12-23 23:57:29.594529,8720,45.0
