chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fastq_filters,parameters.input_file.values,parameters.input_file|__identifier__,parameters.max_num_deviants,parameters.max_quality,parameters.max_size,parameters.min_quality,parameters.min_size,parameters.paired_end,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-28 04:29:19.081664,slurm_normal,1514435399.0,0,,1.0,main_w3_handler0,3375829,17907061,False,,55313,fastqsanger,11981850,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102092}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:01.204164,119120.0,4.0
,,2017-12-28 04:29:07.674630,slurm_normal,1514435408.0,0,,1.0,main_w3_handler1,3375829,17907035,False,,41856,fastqsanger,11981854,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102066}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:10.444391,119120.0,5.0
,,2017-12-28 04:29:08.883329,slurm_normal,1514435419.0,0,,1.0,main_w4_handler0,3375829,17907039,False,,47678,fastqsanger,11981862,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102069}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:22.776075,119120.0,5.0
,,2017-12-28 04:29:19.509717,slurm_normal,1514435440.0,0,,1.0,main_w4_handler0,3375829,17907062,False,,55649,fastqsanger,11981871,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102093}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:42.934696,119120.0,4.0
,,2017-12-28 04:29:17.872612,slurm_normal,1514435437.0,0,,1.0,main_w4_handler0,3375829,17907058,False,,65498,fastqsanger,11981870,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102089}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:39.312629,119120.0,4.0
,,2017-12-28 04:29:18.258785,slurm_normal,1514435450.0,0,,1.0,main_w4_handler1,3375829,17907059,False,,53693,fastqsanger,11981876,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33102090}]",,"""50""","""100.0""","""900""","""10.0""","""550""","""false""",32.0,,42857979.0,1514435445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 04:30:51.820763,119120.0,5.0
,,2017-12-28 06:25:04.203184,slurm_normal,1514442432.0,0,,1.0,main_w4_handler0,3370487,17907555,False,,332820256,fastqsanger,11982351,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33071275}]",,"""20""","""0.0""","""420""","""30.0""","""405""","""false""",32.0,,42756558.0,1514442308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 06:27:13.944783,118891.0,124.0
,,2017-12-28 06:54:23.644830,slurm_normal,1514444215.0,0,,1.0,main_w3_handler0,3370487,17907681,False,,332820256,fastqsanger,11982500,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33071275}]",,"""0""","""0.0""","""417""","""0.0""","""410""","""false""",32.0,,42756558.0,1514444067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2017-12-28 06:56:57.329146,118891.0,148.0
,,2018-01-23 20:49:48.027979,slurm_normal,1516746067.0,0,,1.0,main_w4_handler1,3382964,18138006,False,,6862255025,fastqsanger,12218199,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/018/576/dataset_18576768.dat""","""Xenopus_Laevis9.1""",[],"[{'src': 'hda', 'id': 33468893}]",,"""0""","""0.0""","""0""","""0.0""","""20""","""false""",32.0,,43006254.0,1516743864.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2018-01-23 22:21:09.522232,17286.0,2203.0
,,2018-01-24 00:37:42.161375,slurm_normal,1516755900.0,0,,1.0,main_w4_handler1,3311453,18139491,False,,2244005740,fastqsanger,12219421,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",[],"[{'src': 'hda', 'id': 33472405}]",,"""0""","""0.0""","""25""","""28.0""","""18""","""false""",32.0,,42877153.0,1516755051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.1.1,1.1.1,,2018-01-24 01:05:01.990527,109607.0,849.0
