corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.corData,parameters.corData.values,parameters.corMethod,parameters.dbkey,parameters.outFileCorMatrix,parameters.outFileFormat,parameters.plotting_type.__current_case__,parameters.plotting_type.colorMap,parameters.plotting_type.plotNumbers,parameters.plotting_type.plotTitle,parameters.plotting_type.whatToPlot,parameters.plotting_type.zMax,parameters.plotting_type.zMin,parameters.removeOutliers,parameters.skipZeros,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
5643989,deeptools_coverage_matrix,2016-05-06 03:16:36.090691,slurm_normal,1462504959.0,0,1.0,main_w2_handler1,2595678,12799856,False,,6999947.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55d04b2de8e7f06da'}]","""spearman""","""mm9""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29538637,1462504631.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-06 03:29:10.030307,48080.0,328.0
1956456,deeptools_coverage_matrix,2016-05-05 11:58:42.812669,slurm_normal,1462452292.0,0,1.0,main_w2_handler1,2695715,12792328,False,,6992015.roundup,slurm,,132112168.0,corral-repl,,"""abbe07d612b811e6aaba005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d34d04b70cc98a64'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29445865,1462452278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-05 12:44:55.889825,81993.0,14.0
1966277,deeptools_coverage_matrix,2016-05-07 20:05:50.828457,slurm_normal,1462652952.0,0,1.0,main_w1_handler1,2696874,12818010,False,,7019253.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b69766dfdfccff26'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,30078878,1462652943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-07 20:29:14.670000,83951.0,9.0
91011,deeptools_coverage_matrix,2016-05-07 19:14:49.684767,slurm_normal,1462648545.0,0,1.0,main_w1_handler1,2696874,12817701,False,,7018867.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ec7f2f509964003'}]","""pearson""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,30078878,1462648535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-07 19:15:46.751138,83951.0,10.0
91011,deeptools_coverage_matrix,2016-05-07 19:27:10.425509,slurm_normal,1462649271.0,0,1.0,main_w2_handler1,2696874,12817743,False,,7018907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ec7f2f509964003'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,30078878,1462649261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-07 19:27:53.048441,83951.0,10.0
91011,deeptools_coverage_matrix,2016-05-07 19:10:42.571378,slurm_normal,1462648292.0,0,1.0,main_w2_handler1,2696874,12817684,False,,7018848.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ec7f2f509964003'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""true""","""false""",32.0,,30078878,1462648286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-07 19:11:34.469604,83951.0,6.0
56425620,deeptools_coverage_matrix,2016-05-11 22:36:24.586970,slurm_normal,1463006289.0,0,1.0,main_w2_handler1,2691079,12861766,False,,7061890.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc9e601e12cb13e8'}]","""spearman""","""mm9""","""false""","""png""",0,autumn_r,true,,heatmap,,0.7,"""false""","""false""",32.0,,30000028,1463006206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-11 22:38:11.169647,57609.0,83.0
51633,deeptools_coverage_matrix,2016-03-20 20:57:37.727222,slurm_normal,1458507512.0,0,1.0,main_w2_handler1,2639837,12205393,False,,6418067.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""",23942295,,"""pearson""","""dm3""","""False""","""png""",1,,,,scatterplot,,,"""False""","""False""",32.0,,29082490,1458507495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-20 20:58:35.114486,18128.0,17.0
2008487,deeptools_coverage_matrix,2016-03-22 17:18:56.138485,slurm_normal,1458667421.0,0,1.0,main_w1_handler1,2312125,12228512,False,,6442303.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",23977164,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,True,,heatmap,,,"""False""","""False""",32.0,,28975786,1458667362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-22 17:23:44.666358,29072.0,59.0
2008487,deeptools_coverage_matrix,2016-03-22 17:36:12.958753,slurm_normal,1458668289.0,0,1.0,main_w2_handler1,2312125,12228636,False,,6442479.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",23977164,,"""spearman""","""hg19""","""False""","""png""",1,,,,scatterplot,,,"""False""","""False""",32.0,,28975786,1458668271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-22 17:38:11.382134,29072.0,18.0
2899858,deeptools_coverage_matrix,2016-03-23 21:35:30.391420,slurm_normal,1458771743.0,0,1.0,main_w1_handler2,2608002,12239755,False,,6453521.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",23983306,,"""spearman""","""hg19""","""False""","""png""",1,,,Correlation of Bam files NELF vs Pol2 vs input,scatterplot,,,"""False""","""True""",32.0,,28797629,1458771728.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-23 22:22:26.608448,55649.0,15.0
2899858,deeptools_coverage_matrix,2016-03-23 23:35:12.447660,slurm_normal,1458776213.0,0,1.0,main_w1_handler1,2608002,12240441,False,,6453757.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",23983306,,"""spearman""","""hg19""","""False""","""png""",1,,,Correlation of Bam files NELF vs Pol2 vs input,scatterplot,,,"""True""","""True""",32.0,,28797629,1458776200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-23 23:36:55.590190,55649.0,13.0
3343077,deeptools_coverage_matrix,2016-03-23 23:55:51.393712,slurm_normal,1458777451.0,0,1.0,main_w1_handler1,916505,12240495,False,,6453790.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",24000079,,"""pearson""","""Arabidopsis_thaliana_TAIR10""","""True""","""png""",0,RdYlBu,True,,heatmap,,,"""False""","""False""",32.0,,29172626,1458777444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-23 23:57:32.693065,20950.0,7.0
18690121,deeptools_coverage_matrix,2016-03-24 18:32:44.338733,slurm_normal,1458845170.0,0,1.0,main_w2_handler0,916505,12244878,False,,6456078.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",24006289,,"""pearson""","""Arabidopsis_thaliana_TAIR10""","""False""","""png""",0,RdYlBu,True,,heatmap,,,"""False""","""True""",32.0,,29172626,1458845145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-24 18:46:12.185479,20950.0,25.0
18690121,deeptools_coverage_matrix,2016-03-24 18:58:05.015017,slurm_normal,1458846526.0,0,1.0,main_w1_handler2,916505,12244985,False,,6456128.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""",24006289,,"""pearson""","""Arabidopsis_thaliana_TAIR10""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29172626,1458846507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-24 19:08:49.891006,20950.0,19.0
463,deeptools_coverage_matrix,2016-03-25 13:38:14.561790,slurm_normal,1458913141.0,0,1.0,main_w2_handler0,2380224,12250253,False,,6462266.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24014517,,"""spearman""","""?""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29178853,1458913128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-03-25 13:39:04.436312,66081.0,13.0
1967668,deeptools_coverage_matrix,2016-05-24 19:15:30.052309,slurm_normal,1464119551.0,0,1.0,main_w2_handler0,2716748,12977297,False,,7164659.roundup,slurm,,132112168.0,corral-repl,,"""ce8b9cf821e311e68284005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5599374c5fe83ea32'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29445865,1464119533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-05-24 20:22:28.550027,81993.0,18.0
2867680,deeptools_coverage_matrix,2016-04-03 12:29:48.255443,slurm_normal,1459688549.0,0,1.0,main_w1_handler1,2229015,12325057,False,,6531845.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24123183,,"""spearman""","""mm9""","""False""","""png""",1,,,WT/KO,scatterplot,,,"""False""","""False""",32.0,,29388342,1459688423.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-03 13:02:32.761458,60604.0,126.0
958710,deeptools_coverage_matrix,2016-04-04 05:27:47.992156,slurm_normal,1459747751.0,0,1.0,main_w1_handler0,2229015,12330224,False,,6536652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24130978,,"""spearman""","""mm9""","""False""","""png""",0,RdYlBu,True,,heatmap,,,"""True""","""False""",32.0,,29400678,1459747684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 05:29:16.331849,60604.0,67.0
2867680,deeptools_coverage_matrix,2016-04-04 04:20:21.545890,slurm_normal,1459743668.0,0,1.0,main_w1_handler2,2229015,12330027,False,,6536456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24123183,,"""spearman""","""mm9""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29388614,1459743635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 04:21:12.026957,60604.0,33.0
958710,deeptools_coverage_matrix,2016-04-04 04:54:38.649600,slurm_normal,1459746312.0,0,1.0,main_w2_handler0,2229015,12330118,False,,6536586.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24130978,,"""spearman""","""mm9""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29388614,1459746302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 05:05:15.192850,60604.0,10.0
1346464,deeptools_coverage_matrix,2016-04-04 06:01:27.620037,slurm_normal,1459749934.0,0,1.0,main_w2_handler0,2229015,12330334,False,,6536741.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24131330,,"""spearman""","""mm9""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""True""","""True""",32.0,,29400678,1459749701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 06:05:37.383029,60604.0,233.0
958710,deeptools_coverage_matrix,2016-04-04 05:27:07.137474,slurm_normal,1459747697.0,0,1.0,main_w1_handler1,2229015,12330223,False,,6536650.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24130978,,"""spearman""","""mm9""","""False""","""png""",1,,,,scatterplot,,,"""False""","""False""",32.0,,29400678,1459747641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 05:28:20.358751,60604.0,56.0
111655257,deeptools_coverage_matrix,2016-04-03 22:10:34.290567,slurm_normal,1459769771.0,0,1.0,main_w1_handler1,2502735,12328681,False,,6534655.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24090101,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,28797629,1459721447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 11:36:15.845752,55649.0,48324.0
439972,deeptools_coverage_matrix,2016-04-04 22:25:58.131978,slurm_normal,1459808798.0,0,1.0,main_w2_handler0,2657469,12338441,False,,6544338.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24143126,,"""spearman""","""mm9""","""False""","""png""",1,,,Correlation M18 vs M28,scatterplot,,,"""False""","""False""",32.0,,29413915,1459808787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 22:26:43.410289,17404.0,11.0
439972,deeptools_coverage_matrix,2016-04-04 22:21:39.154843,slurm_normal,1459808633.0,0,1.0,main_w1_handler0,2657469,12338392,False,,6544318.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""",24143126,,"""spearman""","""mm9""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29413915,1459808522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-04 22:23:55.935796,17404.0,111.0
1960788,deeptools_coverage_matrix,2016-04-06 12:59:30.661344,slurm_normal,1459951387.0,0,1.0,main_w2_handler0,2651597,12353098,False,,6558455.roundup,slurm,,132112168.0,corral-repl,,"""655549e4fbf711e59b4d005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24166394,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29423030,1459951346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-06 14:03:11.357516,81993.0,41.0
1953607,deeptools_coverage_matrix,2016-04-07 17:09:04.602186,slurm_normal,1460052599.0,0,1.0,main_w2_handler0,2660747,12366906,False,,6570868.roundup,slurm,,132112168.0,corral-repl,,"""6be31a92fce311e58f52005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24186757,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29445865,1460052589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-07 18:10:00.889158,81993.0,10.0
1953607,deeptools_coverage_matrix,2016-04-06 14:23:26.945455,slurm_normal,1459956404.0,0,1.0,main_w1_handler2,2651597,12354006,False,,6559037.roundup,slurm,,132112168.0,corral-repl,,"""1cb0f1a0fc0311e5a722005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24168127,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29423030,1459956377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-06 15:26:48.510927,81993.0,27.0
1685689,deeptools_coverage_matrix,2016-04-06 16:00:28.213962,slurm_normal,1459961475.0,0,1.0,main_w2_handler1,2651597,12354741,False,,6559633.roundup,slurm,,132112168.0,corral-repl,,"""ad859ad4fc1011e58f52005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""",24169566,,"""spearman""","""hg19""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29445865,1459961455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-06 16:51:19.093825,81993.0,20.0
9825418,deeptools_coverage_matrix,2016-04-11 17:58:50.549069,slurm_normal,1460398263.0,0,1.0,main_w2_handler0,2380224,12420303,False,,6621510.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24258372,,"""spearman""","""?""","""False""","""png""",0,RdYlBu,True,,heatmap,,,"""False""","""False""",32.0,,29550032,1460397568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-11 18:11:07.967613,66081.0,695.0
11947262,deeptools_coverage_matrix,2016-04-11 19:55:54.242750,slurm_normal,1460405527.0,0,1.0,main_w2_handler0,2380224,12421303,False,,6622442.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24260008,,"""spearman""","""?""","""False""","""png""",0,RdYlBu,False,,heatmap,,,"""False""","""False""",32.0,,29550032,1460404732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-11 20:12:11.664498,66081.0,795.0
8138441,deeptools_coverage_matrix,2016-04-12 16:59:45.183360,slurm_normal,1460482730.0,0,1.0,main_w1_handler0,2380224,12433083,False,,6633224.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",24262233,,"""spearman""","""?""","""False""","""png""",0,RdYlBu,True,,heatmap,,,"""False""","""False""",32.0,,29550032,1460482399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-12 17:38:57.684246,66081.0,331.0
608204,deeptools_coverage_matrix,2016-04-12 03:42:22.628194,slurm_normal,1460434210.0,0,1.0,main_w1_handler0,2636780,12425839,False,,6626391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",24265152,,"""pearson""","""hg19""","""False""","""svg""",0,RdYlBu,True,,heatmap,,,"""False""","""False""",32.0,,29253200,1460434196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-12 04:10:14.825045,62982.0,14.0
179548,deeptools_coverage_matrix,2016-04-17 03:43:20.905682,slurm_normal,1460864640.0,0,1.0,main_w1_handler2,2633464,12488635,False,,6681186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cce848e4ad7fc2af'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,28989352,1460864634.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-17 03:44:01.614882,,6.0
179453,deeptools_coverage_matrix,2016-04-17 04:23:07.725604,slurm_normal,1460867031.0,0,1.0,main_w1_handler1,2633464,12488706,False,,6681332.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57675129c945e19a1'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,28989352,1460867021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-17 04:23:54.242878,,10.0
35352,deeptools_coverage_matrix,2016-04-17 15:00:47.520895,slurm_normal,1460905303.0,0,1.0,main_w1_handler2,2669097,12491885,False,,6684718.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f30f0116030be0f'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29591737,1460905296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-17 15:01:44.754081,,7.0
186132,deeptools_coverage_matrix,2016-04-17 15:20:54.389547,slurm_normal,1460906505.0,0,1.0,main_w1_handler1,2669097,12491942,False,,6684820.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5036c3e776ad701b1'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,2_TssA,heatmap,,,"""false""","""false""",32.0,,29591737,1460906495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-17 15:21:46.175817,,10.0
35352,deeptools_coverage_matrix,2016-04-17 15:20:30.872665,slurm_normal,1460906467.0,0,1.0,main_w1_handler2,2669097,12491940,False,,6684818.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c45420c92bd979ce'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,1_TssP,heatmap,,,"""false""","""false""",32.0,,29591737,1460906458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-17 15:21:08.559505,,9.0
3094,deeptools_coverage_matrix,2016-04-22 13:28:08.488037,slurm_normal,1461331707.0,0,1.0,main_w2_handler1,2661936,12568144,False,,6753549.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505ac404d51e6bcf7'}]","""spearman""","""?""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,29515524,1461331699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-22 13:28:28.625749,63534.0,8.0
2275,deeptools_coverage_matrix,2016-04-22 13:29:53.769795,slurm_normal,1461331812.0,0,1.0,main_w2_handler1,2661936,12568171,False,,6753567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ebc9f2a5c85abc3a'}]","""pearson""","""?""","""false""","""png""",1,,,,scatterplot,,,"""true""","""false""",32.0,,29515524,1461331805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-22 13:30:14.042023,63534.0,7.0
436,deeptools_coverage_matrix,2016-04-22 10:54:52.600448,slurm_normal,1461322513.0,0,1.0,main_w2_handler1,2400504,12566583,False,,6751623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50de3fc3862fadea0'}]","""spearman""","""hg19""","""false""","""png""",0,RdYlBu,false,,heatmap,,,"""false""","""false""",32.0,,29404913,1461322507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-22 10:55:14.462252,55228.0,6.0
1902,deeptools_coverage_matrix,2016-04-22 10:57:18.803709,slurm_normal,1461322661.0,0,1.0,main_w1_handler2,2400504,12566592,False,,6751657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57dd195b816b471d6'}]","""spearman""","""hg19""","""false""","""png""",1,,,,scatterplot,,,"""false""","""false""",32.0,,29404913,1461322652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_correlation/deeptools_plot_correlation/2.2.2.0,2.2.2.0,,2016-04-22 10:57:45.742382,55228.0,9.0
