create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_sequences,input_sequences_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input_sequences.values,parameters.kraken_database,parameters.only_classified_output,parameters.quick_operation.__current_case__,parameters.quick_operation.quick,parameters.split_reads,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-23 18:18:39.486730,slurm_normal,1479925194.0,0,1.0,main_w4_handler0,2906100,14418198,False,,12979,fasta,8622467.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27388422}]","""bacteria""","""false""",1,no,"""false""",32.0,,34425950,1479925123.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2016-11-23 18:19:58.978347,91698,71.0
2016-11-23 18:15:10.090902,slurm_normal,1479925154.0,0,1.0,main_w3_handler0,2905754,14418142,False,,64940,fasta,8622426.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27386492}]","""bacteria""","""false""",1,no,"""false""",32.0,,34425950,1479924941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2016-11-23 18:19:19.007216,91698,213.0
2016-11-23 23:32:36.961033,slurm_normal,1479944050.0,0,1.0,main_w3_handler0,2905754,14420448,False,,201374,fastqsanger,8624391.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27392571}]","""bacteria""","""false""",1,no,"""false""",32.0,,34425950,1479943960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2016-11-23 23:34:11.855792,91698,90.0
2016-11-25 11:19:33.063979,slurm_normal,1480073017.0,0,1.0,main_w3_handler1,2905754,14429829,False,,111612,fastqsanger,8631313.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27384012}]","""bacteria""","""false""",1,no,"""false""",32.0,,34425950,1480072776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2016-11-25 11:23:40.034768,91698,241.0
2016-11-25 11:20:00.967190,slurm_normal,1480072883.0,0,1.0,main_w3_handler1,2905754,14429831,False,,111612,fastqsanger,8631321.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27384013}]","""bacteria""","""false""",1,no,"""false""",32.0,,34425950,1480072805.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2016-11-25 11:21:24.848518,91698,78.0
2017-08-08 16:19:07.780799,slurm_multi,1502250815.0,0,6.0,main_w3_handler2,3193855,16530885,False,,146432259,fastqsanger,10600580,slurm,,132111800.0,corral-repl,,0.0,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30788111}]","""bacteria""","""false""",1,no,"""false""",32.0,,39126330,1502209159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.1.0,1.1.0,,2017-08-09 03:53:36.840653,101398,41656.0
