create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-06-19 15:03:34.891912,slurm_normal,1497885298.0,0,1.0,main_w4_handler1,3163085,16132961,False,,6539405402,tabular,10212789.roundup,slurm,,132112168.0,corral-repl,,"""73f04ac2550011e789b9005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 30081195}]","""20""","""2""",32.0,,,1497884924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-19 15:15:03.446918,73233,374.0
2017-05-31 15:05:16.201619,slurm_normal,1496244466.0,0,1.0,main_w3_handler0,3134526,15979580,False,,5530740994,tabular,10075284.roundup,slurm,,132112168.0,corral-repl,,"""7e2b5f88461211e79cad005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29833804}]","""20""","""2""",32.0,,,1496244165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-05-31 15:27:46.934811,73233,301.0
2017-05-31 14:46:44.776701,slurm_normal,1496244415.0,0,1.0,main_w3_handler0,3134527,15979425,False,,3863649206,tabular,10075283.roundup,slurm,,132112168.0,corral-repl,,"""f44fcf4e460f11e79cab005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29833566}]","""20""","""2""",32.0,,,1496244163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-05-31 15:26:59.315557,73233,252.0
2017-06-01 01:04:12.218978,slurm_normal,1496279596.0,0,1.0,main_w3_handler1,3134525,15984159,False,,5803599360,tabular,10079528.roundup,slurm,,132112168.0,corral-repl,,"""36606b54466611e7bff9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29841954}]","""20""","""2""",32.0,,,1496279303.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-01 01:13:18.938509,73233,293.0
2017-06-01 14:13:36.294641,slurm_normal,1496327970.0,0,1.0,main_w3_handler1,3134524,15989290,False,,5737025986,tabular,10084178.roundup,slurm,,132112168.0,corral-repl,,"""7dd5b2f046d411e7916e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29849941}]","""20""","""2""",32.0,,,1496327697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-01 14:39:34.707813,73233,273.0
2017-06-01 12:51:16.168665,slurm_normal,1496324197.0,0,1.0,main_w3_handler1,3109485,15988720,False,,3467023418,tabular,10083688.roundup,slurm,,132112168.0,corral-repl,,"""fc6d78d446c811e7bff9005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29849223}]","""20""","""2""",32.0,,,1496323987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-01 13:36:40.770174,61346,210.0
2017-03-30 10:40:28.032909,slurm_normal,1490886169.0,0,1.0,main_w4_handler0,3051188,15434217,False,,14860765647,tabular,9567486.roundup,slurm,,132112168.0,corral-repl,,"""48d77082153511e7bee7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28984668}]","""20""","""2""",32.0,,,1490884645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-30 15:05:59.314376,84316,1524.0
2017-06-02 13:30:29.715102,slurm_normal,1496412313.0,0,1.0,main_w3_handler0,3137383,15999179,False,,2927473662,tabular,10093438.roundup,slurm,,132112168.0,corral-repl,,"""a1fccfce479711e7b81f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29865081}]","""20""","""2""",32.0,,,1496412026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-02 14:05:17.809369,61346,287.0
2017-06-03 01:09:27.317517,slurm_normal,1496452633.0,0,1.0,main_w4_handler0,3137574,16003348,False,,2629272670,tabular,10097414.roundup,slurm,,132112168.0,corral-repl,,"""475aa37c47f911e7ac68005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 29872286}]","""20""","""2""",32.0,,,1496452417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-06-03 01:17:16.265854,61346,216.0
2017-02-26 06:42:24.596449,slurm_normal,1488093267.0,0,1.0,main_w3_handler1,2999384,15145460,False,,52380150,tabular,9298048.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28520385}]","""20""","""2""",32.0,,36185688.0,1488091355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-02-26 07:14:29.263671,100555,1912.0
2017-02-28 02:42:20.264610,slurm_normal,1488250003.0,0,1.0,main_w3_handler1,3012876,15161289,False,,4632612720,tabular,9312859.roundup,slurm,,132112168.0,corral-repl,,"""84b9b922fd5f11e6bc7f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28543464}]","""20""","""2""",32.0,,,1488249921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-02-28 02:46:45.637671,61346,82.0
2017-02-28 15:28:46.709083,slurm_normal,1488295797.0,0,1.0,main_w3_handler0,2993550,15167639,False,,8740076,tabular,9318745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""1""","[{'src': 'hda', 'id': 28554186}]","""20""","""2""",32.0,,36003039.0,1488295775.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-02-28 15:29:58.785599,21457,22.0
2017-02-28 20:10:18.873631,slurm_normal,1488312639.0,0,1.0,main_w3_handler0,3014095,15170877,False,,2158,tabular,9321772.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28559641}]","""20""","""2""",32.0,,36138488.0,1488312623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-02-28 20:10:40.656723,24894,16.0
2017-02-28 22:26:57.872628,slurm_normal,1488320824.0,0,1.0,main_w3_handler1,3014095,15172077,False,,2158,tabular,9322907.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28559641}]","""20""","""2""",32.0,,36138488.0,1488320820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-02-28 22:27:06.589909,24894,4.0
2017-03-01 18:28:24.332199,slurm_normal,1488393011.0,0,1.0,main_w4_handler1,3014095,15181244,False,,2158,tabular,9331953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28559641}]","""20""","""2""",32.0,,36138488.0,1488392980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-01 18:30:52.630315,24894,31.0
2017-03-02 20:35:58.073235,slurm_normal,1488486971.0,0,1.0,main_w4_handler0,3014095,15192604,False,,2158,tabular,9343322.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28559641}]","""20""","""2""",32.0,,36138488.0,1488486961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-02 20:36:12.444589,24894,10.0
2017-03-03 13:26:34.395817,slurm_normal,1488547667.0,0,1.0,main_w4_handler0,3012876,15199672,False,,4632612720,tabular,9349869.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28543464}]","""20""","""2""",32.0,,35324227.0,1488547598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-03 13:27:50.135409,61346,69.0
2017-03-03 18:03:02.466664,slurm_normal,1488564420.0,0,1.0,main_w3_handler1,3018229,15202370,False,,2158,tabular,9352646.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28607848}]","""20""","""2""",32.0,,35483923.0,1488564342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-03 18:07:04.043732,28,78.0
2017-03-04 21:13:35.119762,slurm_normal,1488662124.0,0,1.0,main_w3_handler0,3014095,15208739,False,,2158,tabular,9358430.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 28559641}]","""20""","""2""",32.0,,36138488.0,1488662114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7,0.7,,2017-03-04 21:15:25.689895,24894,10.0
