count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.classify.__current_case__,parameters.classify.cutoff,parameters.classify.iters,parameters.classify.ksize,parameters.classify.method,parameters.classify.probs,parameters.count.values,parameters.count|__identifier__,parameters.dbkey,parameters.fasta.values,parameters.fasta|__identifier__,parameters.name.values,parameters.relabund,parameters.tax.__current_case__,parameters.tax.source2,parameters.tax.taxonomy.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,taxonomy,taxonomy_filetype,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
3123142.0,mothur.count_table,2017-11-14 21:45:55.413875,slurm_normal,1510696108.0,0,278986426,mothur.align,,1.0,main_w3_handler1,3307116,17459874,False,,11517888,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311407}]","""3_2.fastq""","""?""","[{'src': 'hda', 'id': 32317395}]","""3_2.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510695971.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:48:31.853340,50169.0,137.0
2238397.0,mothur.count_table,2017-11-14 21:45:53.784895,slurm_normal,1510696222.0,0,171225491,mothur.align,,1.0,main_w4_handler0,3307116,17459873,False,,11517914,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311405}]","""4_1.fastq""","""?""","[{'src': 'hda', 'id': 32317391}]","""4_1.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510696116.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:50:25.812810,50169.0,106.0
2395976.0,mothur.count_table,2017-11-14 21:45:56.376114,slurm_normal,1510696085.0,0,180835350,mothur.align,,1.0,main_w3_handler0,3307116,17459877,False,,11517887,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311409}]","""3_1.fastq""","""?""","[{'src': 'hda', 'id': 32317398}]","""3_1.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510695971.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:48:09.247390,50169.0,114.0
3004598.0,mothur.count_table,2017-11-14 21:46:00.076956,slurm_normal,1510696268.0,0,277535088,mothur.align,,1.0,main_w4_handler0,3307116,17459880,False,,11517915,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32100580}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32311415}]","""1_2.fastq""","""?""","[{'src': 'hda', 'id': 32317407}]","""1_2.fastq""",,"""false""",1,hist,"[{'src': 'hda', 'id': 32319781}]",32.0,,41551881.0,1510696124.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-14 21:51:14.633221,50169.0,144.0
1165806.0,mothur.count_table,2018-01-12 05:40:36.728843,slurm_normal,1515735834.0,0,7115764,fasta,,1.0,main_w4_handler1,3388766,18010531,False,,12087844,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33275043}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33274990}]",,"""?""","[{'src': 'hda', 'id': 33274989}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33275106}]",32.0,,43131654.0,1515735652.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 05:43:58.336894,119708.0,182.0
694518.0,mothur.count_table,2017-11-16 11:22:43.594137,slurm_normal,1510832389.0,0,7784736,fasta,,1.0,main_w4_handler0,3318340,17480201,False,,11537813,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32347833}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32350692}]",,"""?""","[{'src': 'hda', 'id': 32350691}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32350847}]",32.0,,41242785.0,1510831406.0,ok,1023996.0,14441661,mothur.seq.taxonomy,228451320,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-16 11:40:45.773530,113500.0,983.0
229292.0,mothur.count_table,2017-11-18 12:59:37.325645,slurm_normal,1511010071.0,0,1110368,fasta,,1.0,main_w3_handler0,3329759,17502174,False,,11562312,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32387220}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32386576}]",,"""?""","[{'src': 'hda', 'id': 32386575}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32387227}]",32.0,,42083511.0,1511010007.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-18 13:01:16.467092,113498.0,64.0
,,2017-11-20 11:23:48.382934,slurm_normal,1511177156.0,0,69068530,mothur.align,,1.0,main_w4_handler0,3332064,17517221,False,,11576904,slurm,,132112168.0,954086.0,mothur.names,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32416141}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32415763}]",,"[{'src': 'hda', 'id': 32415764}]","""false""",1,hist,"[{'src': 'hda', 'id': 32416158}]",32.0,,42008713.0,1511177048.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:25:58.564332,116301.0,108.0
493813.0,mothur.count_table,2017-11-20 11:18:47.522685,slurm_normal,1511176836.0,0,76531768,mothur.align,,1.0,main_w3_handler1,3328647,17517157,False,,11576831,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32416026}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32415663}]",,"""?""","[{'src': 'hda', 'id': 32415661}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32416016}]",32.0,,42033535.0,1511176730.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:20:41.595154,116416.0,106.0
493366.0,mothur.count_table,2017-11-20 11:16:09.124928,slurm_normal,1511176705.0,0,76464419,mothur.align,,1.0,main_w4_handler0,3331905,17517140,False,,11576810,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32411819}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32415627}]",,"""?""","[{'src': 'hda', 'id': 32415626}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32416034}]",32.0,,42008651.0,1511176590.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:18:27.728318,116299.0,115.0
493035.0,mothur.count_table,2017-11-20 11:17:01.378170,slurm_normal,1511176734.0,0,2396597,fasta,,1.0,main_w4_handler0,3331937,17517146,False,,11576816,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32414190}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32415382}]",,"""?""","[{'src': 'hda', 'id': 32415381}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32414191}]",32.0,,42037042.0,1511176628.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:18:56.705910,116302.0,106.0
493793.0,mothur.count_table,2017-11-20 11:16:59.685796,slurm_normal,1511176732.0,0,76531768,mothur.align,,1.0,main_w3_handler0,3331903,17517145,False,,11576815,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32415992}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32415642}]",,"""?""","[{'src': 'hda', 'id': 32415640}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32416021}]",32.0,,42061428.0,1511176625.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:18:55.245903,113971.0,107.0
229292.0,mothur.count_table,2017-11-20 11:28:29.529638,slurm_normal,1511177381.0,0,1110368,fasta,,1.0,main_w3_handler1,3332070,17517239,False,,11576936,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32416187}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32415870}]",,"""?""","[{'src': 'hda', 'id': 32415869}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32416188}]",32.0,,42008653.0,1511177321.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-20 11:29:43.458578,116300.0,60.0
230070.0,mothur.count_table,2018-01-12 12:11:34.413621,slurm_normal,1515759168.0,0,1161636,fasta,,1.0,main_w4_handler1,3389937,18014575,False,,12091895,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33281251}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33282716}]",,"""?""","[{'src': 'hda', 'id': 33282715}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33282785}]",32.0,,43131654.0,1515759107.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 12:12:50.520620,119708.0,61.0
159581.0,mothur.count_table,2018-01-12 15:43:06.488810,slurm_normal,1515771867.0,0,808251,fasta,,1.0,main_w4_handler1,3287353,18017896,False,,12095203,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33287124}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33287083}]",,"""?""","[{'src': 'hda', 'id': 33287082}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33287196}]",32.0,,43135597.0,1515771805.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 15:44:30.672043,113659.0,62.0
229292.0,mothur.count_table,2018-03-06 12:50:02.075909,slurm_normal,1520340681.0,0,1110368,fasta,7680.0,1.0,main_w3_handler0,3443094,18623118,False,,12719454,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 34073698}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 34237099}]",,"""?""","[{'src': 'hda', 'id': 34237098}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 34237464}]",32.0,,44368180.0,1520340620.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-03-06 12:51:24.041009,122824.0,61.0
3001185.0,mothur.count_table,2017-11-22 00:35:15.671726,slurm_normal,1511312936.0,0,68322182,fasta,,1.0,main_w3_handler0,3334181,17543166,False,,11602709,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32462042}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32462500}]",,"""?""","[{'src': 'hda', 'id': 32462499}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32462518}]",32.0,,42153845.0,1511310929.0,ok,1023996.0,1100764,mothur.seq.taxonomy,16843477,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-22 01:08:59.852815,116275.0,2007.0
4149873.0,mothur.count_table,2017-11-22 12:28:35.310229,slurm_normal,1511357940.0,0,61716110,fasta,,1.0,main_w4_handler1,3323166,17548858,False,,11608949,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32306525}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32470952}]",,"""?""","[{'src': 'hda', 'id': 32470951}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32306661}]",32.0,,41960222.0,1511353722.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-22 13:39:04.035841,74066.0,4218.0
229292.0,mothur.count_table,2018-01-12 16:54:41.921049,slurm_normal,1515776165.0,0,1110368,fasta,,1.0,main_w3_handler1,3390534,18018672,False,,12096014,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33287067}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33288424}]",,"""?""","[{'src': 'hda', 'id': 33288423}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33288449}]",32.0,,43165624.0,1515776093.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 16:56:10.673501,119655.0,72.0
1165914.0,mothur.count_table,2018-01-12 21:07:17.273946,slurm_normal,1515791249.0,0,6779619,fasta,,1.0,main_w4_handler0,3390748,18021905,False,,12099370,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33293684}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33293685}]",,"""?""","[{'src': 'hda', 'id': 33293684}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33293713}]",32.0,,43135597.0,1515791241.0,ok,1023996.0,1123514,mothur.seq.taxonomy,6779619,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 21:07:30.526613,113659.0,8.0
1165914.0,mothur.count_table,2018-01-12 21:13:08.625821,slurm_normal,1515791792.0,0,6779619,fasta,,1.0,main_w4_handler1,3390748,18021971,False,,12099435,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 33291272}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 33293685}]",,"""?""","[{'src': 'hda', 'id': 33293684}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 33293713}]",32.0,,43135597.0,1515791593.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-01-12 21:16:34.850517,113659.0,199.0
,,2017-11-26 03:20:54.676557,slurm_normal,1511666574.0,0,2144340,fasta,,1.0,main_w4_handler0,3283949,17586717,False,,11645070,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32536396}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32536390}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32536414}]",32.0,,41232030.0,1511666470.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-26 03:22:56.422356,,104.0
404318.0,mothur.count_table,2017-11-27 00:22:37.686303,slurm_normal,1511742370.0,0,5101343,fasta,,1.0,main_w4_handler0,3340542,17596343,False,,11655409,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32550425}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32550293}]",,"""?""","[{'src': 'hda', 'id': 32550292}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32550453}]",32.0,,42268322.0,1511742175.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-27 00:26:12.121351,117295.0,195.0
229292.0,mothur.count_table,2017-11-27 19:34:04.328939,slurm_normal,1511811329.0,0,1110368,fasta,,1.0,main_w3_handler1,3329496,17608797,False,,11668765,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32380763}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32568762}]",,"""?""","[{'src': 'hda', 'id': 32568761}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32569171}]",32.0,,42074081.0,1511811265.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-27 19:35:36.271876,116551.0,64.0
405022.0,mothur.count_table,2017-11-28 15:12:11.695757,slurm_normal,1511882177.0,0,5109756,fasta,,1.0,main_w4_handler0,3341484,17620464,False,,11681371,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32588586}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32588499}]",,"""?""","[{'src': 'hda', 'id': 32588498}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32588693}]",32.0,,42282112.0,1511881959.0,ok,1023996.0,1372242,mothur.seq.taxonomy,20883523,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-28 15:16:23.954034,58139.0,218.0
3001185.0,mothur.count_table,2017-11-29 14:09:37.700542,slurm_normal,1511964610.0,0,68322182,fasta,,1.0,main_w3_handler1,3334181,17636388,False,,11696348,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32462042}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,0,100,8,wang,true,"[{'src': 'hda', 'id': 32462500}]",,"""?""","[{'src': 'hda', 'id': 32462499}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32617893}]",32.0,,42153845.0,1511964596.0,ok,1023996.0,1123514,mothur.seq.taxonomy,16843477,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-29 14:10:15.048663,116275.0,14.0
,,2017-11-30 12:54:10.328498,slurm_normal,1512046481.0,0,7214094,fasta,,1.0,main_w3_handler1,3346339,17650026,False,,11709099,slurm,,132112168.0,1169615.0,mothur.names,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32646622}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,0,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32647060}]",,"[{'src': 'hda', 'id': 32645285}]","""false""",1,hist,"[{'src': 'hda', 'id': 32647213}]",32.0,,42348910.0,1512046471.0,ok,1023996.0,1406755,mothur.seq.taxonomy,7509897,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-11-30 12:54:43.499342,80831.0,10.0
229292.0,mothur.count_table,2017-12-03 01:20:46.940368,slurm_normal,1512264131.0,0,1110368,fasta,,1.0,main_w4_handler1,3350100,17678617,False,,11741290,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32692109}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32697684}]",,"""?""","[{'src': 'hda', 'id': 32697683}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32697716}]",32.0,,42410454.0,1512264069.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-12-03 01:22:14.142198,117849.0,62.0
220157.0,mothur.count_table,2017-12-03 09:13:21.899309,slurm_normal,1512292483.0,0,1055188,fasta,,1.0,main_w3_handler1,3346570,17679872,False,,11742532,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32648559}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32699591}]",,"""?""","[{'src': 'hda', 'id': 32699590}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32699611}]",32.0,,42328177.0,1512292425.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-12-03 09:14:45.818854,117548.0,58.0
,,2017-12-04 14:31:51.939212,slurm_normal,1512400498.0,0,39026457,fasta,,1.0,main_w4_handler1,3274927,17690662,False,,11755132,slurm,,132112168.0,5533996.0,mothur.names,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32700562}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32717411}]",,"[{'src': 'hda', 'id': 32717412}]","""false""",1,hist,"[{'src': 'hda', 'id': 32717891}]",32.0,,42421588.0,1512397921.0,ok,1023996.0,1159305,mothur.seq.taxonomy,561987659,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-12-04 15:15:02.868956,112739.0,2577.0
,,2017-12-05 03:29:32.447454,slurm_normal,1512445214.0,0,3208847,fasta,,1.0,main_w4_handler0,3284661,17698198,False,,11762771,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32730240}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,,,"""?""","[{'src': 'hda', 'id': 32711906}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32730259}]",32.0,,41883501.0,1512444584.0,ok,1023996.0,14441661,mothur.seq.taxonomy,228451320,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-12-05 03:40:19.426098,113495.0,630.0
286781.0,mothur.count_table,2017-12-05 22:17:54.779235,slurm_normal,1512512421.0,0,72131427,mothur.align,,1.0,main_w3_handler1,3354412,17710181,False,,11774963,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 32755969}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 32755934}]",,"""?""","[{'src': 'hda', 'id': 32755933}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 32755987}]",32.0,,42481513.0,1512512300.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2017-12-05 22:20:24.082055,112430.0,121.0
1194.0,mothur.count_table,2018-03-07 04:03:25.868036,slurm_normal,1520395453.0,0,4085,fasta,7680.0,1.0,main_w4_handler1,3454614,18634003,False,,12730465,slurm,,132112168.0,,,corral-repl,,,1,hist,"[{'src': 'hda', 'id': 34256306}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",0,80,100,8,wang,true,"[{'src': 'hda', 'id': 34256629}]",,"""?""","[{'src': 'hda', 'id': 34256628}]",,,"""false""",1,hist,"[{'src': 'hda', 'id': 34256646}]",32.0,,44392393.0,1520395424.0,ok,1023996.0,1123514,mothur.seq.taxonomy,15907100,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_seqs/mothur_classify_seqs/1.36.1.0,1.36.1.0,,2018-03-07 04:04:15.543468,,29.0
