create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam|__identifier__,parameters.iterations,parameters.reference_source.__current_case__,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-03 16:29:58.299054,slurm_normal,1520094853.0,0,7680.0,1.0,main_w4_handler0,3450288,18592465,False,,38599250,bam,12687232,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256988""","""5""",1,"[{'src': 'hda', 'id': 34187370}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:34:15.434535,87686,30.0
2018-03-03 16:29:51.372387,slurm_normal,1520094726.0,0,7680.0,1.0,main_w3_handler0,3450288,18592449,False,,33945478,bam,12687210,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256971""","""5""",1,"[{'src': 'hda', 'id': 34187356}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:32:09.236995,87686,28.0
2018-03-03 16:29:49.678061,slurm_normal,1520094689.0,0,7680.0,1.0,main_w3_handler0,3450288,18592445,False,,91640820,bam,12687200,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256967""","""5""",1,"[{'src': 'hda', 'id': 34187352}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:31:31.885935,87686,62.0
2018-03-03 16:29:50.690037,slurm_normal,1520094621.0,0,7680.0,1.0,main_w4_handler0,3450288,18592447,False,,32157635,bam,12687194,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256969""","""5""",1,"[{'src': 'hda', 'id': 34187354}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:30:23.939896,87686,24.0
2018-03-03 16:29:49.156998,slurm_normal,1520094661.0,0,7680.0,1.0,main_w3_handler0,3450288,18592443,False,,93488971,bam,12687195,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256965""","""5""",1,"[{'src': 'hda', 'id': 34187350}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:31:05.195941,87686,64.0
2018-03-03 16:29:52.360527,slurm_normal,1520094678.0,0,7680.0,1.0,main_w4_handler0,3450288,18592451,False,,68416391,bam,12687201,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256974""","""5""",1,"[{'src': 'hda', 'id': 34187358}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:31:19.274528,87686,48.0
2018-03-03 16:30:05.577793,slurm_normal,1520094685.0,0,7680.0,1.0,main_w4_handler1,3450288,18592475,False,,239,bam,12687207,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257002""","""5""",1,"[{'src': 'hda', 'id': 34187380}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:31:26.854608,87686,4.0
2018-03-03 16:29:54.561603,slurm_normal,1520094828.0,0,7680.0,1.0,main_w4_handler1,3450288,18592455,False,,161868953,bam,12687217,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256977""","""5""",1,"[{'src': 'hda', 'id': 34187361}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:33:49.928869,87686,96.0
2018-03-03 16:30:10.262609,slurm_normal,1520095104.0,0,7680.0,1.0,main_w4_handler0,3450288,18592485,False,,119757154,bam,12687271,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257015""","""5""",1,"[{'src': 'hda', 'id': 34187390}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520095025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:38:26.574125,87686,79.0
2018-03-03 16:29:50.365703,slurm_normal,1520094725.0,0,7680.0,1.0,main_w3_handler1,3450288,18592446,False,,86275634,bam,12687204,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256968""","""5""",1,"[{'src': 'hda', 'id': 34187353}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:32:06.729662,87686,60.0
2018-03-03 16:29:57.982958,slurm_normal,1520095256.0,0,7680.0,1.0,main_w4_handler1,3450288,18592464,False,,96955985,bam,12687305,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256985""","""5""",1,"[{'src': 'hda', 'id': 34187369}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520095187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:40:58.604406,87686,69.0
2018-03-03 16:29:51.730243,slurm_normal,1520094795.0,0,7680.0,1.0,main_w3_handler0,3450288,18592450,False,,93985571,bam,12687216,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256972""","""5""",1,"[{'src': 'hda', 'id': 34187357}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:33:18.252474,87686,63.0
2018-03-03 16:29:57.667007,slurm_normal,1520094799.0,0,7680.0,1.0,main_w4_handler0,3450288,18592463,False,,101672714,bam,12687218,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256984""","""5""",1,"[{'src': 'hda', 'id': 34187368}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:33:20.788711,87686,64.0
2018-03-03 16:29:59.084322,slurm_normal,1520094829.0,0,7680.0,1.0,main_w3_handler1,3450288,18592468,False,,239,bam,12687230,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256995""","""5""",1,"[{'src': 'hda', 'id': 34187373}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:33:51.095402,87686,6.0
2018-03-03 16:30:03.175200,slurm_normal,1520094982.0,0,7680.0,1.0,main_w4_handler0,3450288,18592472,False,,239,bam,12687262,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256999""","""5""",1,"[{'src': 'hda', 'id': 34187377}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:36:25.019515,87686,5.0
2018-03-03 16:29:55.075999,slurm_normal,1520094889.0,0,7680.0,1.0,main_w4_handler0,3450288,18592457,False,,376480340,bam,12687205,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256978""","""5""",1,"[{'src': 'hda', 'id': 34187362}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:34:51.334207,87686,224.0
2018-03-03 16:29:52.951675,slurm_normal,1520094893.0,0,7680.0,1.0,main_w3_handler0,3450288,18592453,False,,93273601,bam,12687229,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256975""","""5""",1,"[{'src': 'hda', 'id': 34187359}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:34:55.756845,87686,70.0
2018-03-03 16:29:58.528036,slurm_normal,1520094905.0,0,7680.0,1.0,main_w3_handler0,3450288,18592466,False,,239,bam,12687244,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256991""","""5""",1,"[{'src': 'hda', 'id': 34187371}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:07.439229,87686,5.0
2018-03-03 16:29:53.730796,slurm_normal,1520094927.0,0,7680.0,1.0,main_w3_handler0,3450288,18592454,False,,109072348,bam,12687237,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256976""","""5""",1,"[{'src': 'hda', 'id': 34187360}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:29.063398,87686,69.0
2018-03-03 16:30:30.371861,slurm_normal,1520094916.0,0,7680.0,1.0,main_w3_handler0,3450288,18592527,False,,243,bam,12687248,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257070""","""5""",1,"[{'src': 'hda', 'id': 34187431}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:18.410093,87686,5.0
2018-03-03 16:29:56.162526,slurm_normal,1520094918.0,0,7680.0,1.0,main_w4_handler0,3450288,18592459,False,,400660641,bam,12687208,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256980""","""5""",1,"[{'src': 'hda', 'id': 34187364}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:19.747412,87686,237.0
2018-03-03 16:29:59.604038,slurm_normal,1520094931.0,0,7680.0,1.0,main_w4_handler0,3450288,18592469,False,,239,bam,12687249,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256996""","""5""",1,"[{'src': 'hda', 'id': 34187374}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:33.415162,87686,5.0
2018-03-03 16:30:00.388329,slurm_normal,1520094942.0,0,7680.0,1.0,main_w3_handler0,3450288,18592470,False,,238,bam,12687256,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6256997""","""5""",1,"[{'src': 'hda', 'id': 34187375}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:35:46.162051,87686,5.0
2018-03-03 16:30:22.393898,slurm_normal,1520094962.0,0,7680.0,1.0,main_w3_handler1,3450288,18592509,False,,75893832,bam,12687247,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257051""","""5""",1,"[{'src': 'hda', 'id': 34187414}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:36:04.144396,87686,54.0
2018-03-03 16:30:04.751639,slurm_normal,1520095006.0,0,7680.0,1.0,main_w3_handler0,3450288,18592474,False,,239,bam,12687268,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257001""","""5""",1,"[{'src': 'hda', 'id': 34187379}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520095001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:36:47.731083,87686,5.0
2018-03-03 16:30:24.695377,slurm_normal,1520094977.0,0,7680.0,1.0,main_w3_handler1,3450288,18592513,False,,54709324,bam,12687255,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257055""","""5""",1,"[{'src': 'hda', 'id': 34187418}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520094937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:36:19.490403,87686,40.0
2018-03-03 16:30:10.981078,slurm_normal,1520095130.0,0,7680.0,1.0,main_w4_handler0,3450288,18592486,False,,104379575,bam,12687274,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""SRR6257016""","""5""",1,"[{'src': 'hda', 'id': 34187391}]",,"[{'src': 'hda', 'id': 34183057}]",history,32.0,4411540.0,fasta,,43588932.0,1520095061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/1.1.0.46-0,1.1.0.46-0,,2018-03-03 16:38:51.925722,87686,69.0
