create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,name,name_filetype,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.grouping.__current_case__,parameters.grouping.group.values,parameters.grouping.groups,parameters.grouping.use,parameters.large,parameters.name.values,parameters.name|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-02 04:44:42.273131,slurm_normal,1519965898.0,0,7680.0,1.0,2454405.0,mothur.groups,main_w3_handler0,3447749,18576286,False,,12670561,slurm,,132112168.0,2602385,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 34162835}]",,32.0,,44116570.0,1519965892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2018-03-02 04:45:00.461742,122045.0,6.0
2017-10-02 20:58:17.499447,reserved_normal,1506978108.0,0,,1.0,590743038.0,mothur.groups,main_w3_handler0,3273531,16993629,False,,11057868.roundup,slurm,,132112168.0,623262169,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 31513463}]",,32.0,,40570174.0,1506977908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-02 21:01:54.720059,5254.0,200.0
2017-12-17 09:00:35.925867,slurm_normal,1513501251.0,0,,1.0,6514364.0,mothur.groups,main_w4_handler0,3368213,17828519,False,,11902018,slurm,,132112168.0,6471290,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 32969552}]",,32.0,,42702488.0,1513501246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-12-17 09:00:53.825138,97420.0,5.0
2017-10-06 10:49:20.299595,slurm_normal,1507287608.0,0,,1.0,6514364.0,mothur.groups,main_w4_handler0,3277547,17038406,False,,11095548.roundup,slurm,,132112168.0,6471290,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 31581780}]",,32.0,,39823809.0,1507287601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-06 11:00:22.263505,29532.0,7.0
2017-10-06 13:36:16.482006,slurm_normal,1507297045.0,0,,1.0,303502584.0,mothur.groups,main_w3_handler0,3269217,17039905,False,,11097085.roundup,slurm,,132112168.0,268509003,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 31583827}]",,32.0,,40906309.0,1507296987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-06 13:37:34.321390,20086.0,58.0
2017-10-06 17:43:00.145405,slurm_normal,1507311790.0,0,,1.0,,,main_w4_handler1,3268793,17042403,False,,11099610.roundup,slurm,,132112168.0,6471290,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1.0,,,no,"""true""","[{'src': 'hda', 'id': 31575831}]",,32.0,,40817377.0,1507311785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-06 17:43:15.414790,52013.0,5.0
2017-10-06 19:28:03.052893,slurm_normal,1507318122.0,0,,1.0,6514364.0,mothur.groups,main_w3_handler0,3278085,17043068,False,,11100359.roundup,slurm,,132112168.0,6471290,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""false""","[{'src': 'hda', 'id': 31589233}]",,32.0,,41097146.0,1507318116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-06 19:28:59.172924,112430.0,6.0
2017-10-09 06:39:56.492516,slurm_normal,1507531733.0,0,,1.0,525677882.0,mothur.groups,main_w4_handler1,3235019,17053647,False,,11110593.roundup,slurm,,132112168.0,665484368,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,"""true""","[{'src': 'hda', 'id': 31607222}]",,32.0,,41153493.0,1507531201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-10-09 06:48:55.093213,72172.0,532.0
2017-12-19 14:42:08.827085,slurm_normal,1513694543.0,0,,1.0,,,main_w4_handler1,3370622,17849955,False,,11922967,slurm,,132112168.0,1544,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1.0,,,no,"""false""","[{'src': 'hda', 'id': 33005113}]",,32.0,,42757760.0,1513694538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-12-19 14:42:24.948988,,5.0
2017-12-19 15:03:56.879035,slurm_normal,1513695852.0,0,,1.0,,,main_w3_handler1,3370622,17850160,False,,11923199,slurm,,132112168.0,158,mothur.names,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",1.0,,,no,"""false""","[{'src': 'hda', 'id': 33005514}]",,32.0,,42757760.0,1513695847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_count_seqs/mothur_count_seqs/1.36.1.0,1.36.1.0,,2017-12-19 15:04:14.113101,,5.0
