create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addoverlap,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.out_format1,parameters.overlap,parameters.size,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-01 16:11:15.644736,slurm_normal,1433175309.0,0.0,1.0,main_w1_handler0,2326230,9574887,False,,169241581,fasta,3887794.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19874336,,"""fasta""","""0""","""8""",32.0,,23372755.0,1433175109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-01 16:15:14.805343,35571.0,200.0
2015-06-04 18:57:22.485382,slurm_normal,1433444302.0,0.0,1.0,main_w1_handler1,2229849,9599644,False,,365679007,fasta,3910725.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19916385,,"""fasta""","""0""","""7000""",32.0,,23408334.0,1433444275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-04 18:58:27.908531,60634.0,27.0
2015-06-30 13:28:25.672429,slurm_normal,1435670937.0,0.0,1.0,main_w1_handler1,2087100,9766983,False,,26743,fasta,4069746.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20189517,,"""fasta""","""30""","""115""",32.0,,22931666.0,1435670931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-30 13:29:05.191869,44552.0,6.0
2015-06-04 18:03:12.724525,slurm_normal,1433441129.0,0.0,1.0,main_w2_handler1,2229849,9599387,False,,370249669,fasta,3910433.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19916306,,"""fasta""","""0""","""8000""",32.0,,23408334.0,1433441017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-04 18:05:32.547929,60634.0,112.0
2015-06-04 17:58:04.918973,slurm_normal,1433440741.0,0.0,1.0,main_w2_handler1,2229849,9599365,False,,409253253,fasta,3910404.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19916287,,"""fasta""","""0""","""8000""",32.0,,23408334.0,1433440707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-04 17:59:05.100483,60634.0,34.0
2015-06-04 18:09:51.605559,slurm_normal,1433441478.0,0.0,1.0,main_w2_handler1,2229849,9599414,False,,416017752,fasta,3910466.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19916332,,"""fasta""","""0""","""8000""",32.0,,23408334.0,1433441430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-04 18:11:19.847225,60634.0,48.0
2015-07-30 19:44:12.689069,slurm_normal,1438285483.0,0.0,1.0,main_w2_handler1,2329301,10035882,False,,38359,fasta,4316808.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20578287,,"""fasta""","""85""","""115""",32.0,,23423827.0,1438285478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-30 19:44:49.640619,64433.0,5.0
2015-07-30 19:43:10.740714,slurm_normal,1438285475.0,0.0,1.0,main_w1_handler1,2329301,10035868,False,,219881,fasta,4316791.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560641,,"""fasta""","""85""","""115""",32.0,,23423827.0,1438285468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-30 19:44:38.843563,64433.0,7.0
2015-06-10 17:54:02.112182,slurm_normal,1433958884.0,0.0,1.0,main_w1_handler2,2254323,9628937,False,,44404433,fasta,3939450.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19967590,,"""fasta""","""0""","""8000""",32.0,,23562077.0,1433958873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-10 17:54:49.110267,60145.0,11.0
2015-07-30 19:43:30.854554,slurm_normal,1438285438.0,0.0,1.0,main_w2_handler0,2329301,10035870,False,Job output deleted by user before job completed.,219881,fasta,4316796.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560641,,"""fasta""","""85""","""115""",32.0,,23423827.0,1438285432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-30 19:44:02.037924,64433.0,6.0
2015-06-11 16:10:53.970050,slurm_normal,1434039096.0,0.0,1.0,main_w2_handler0,2254323,9634393,False,,48877235,fasta,3946163.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19976541,,"""fasta""","""0""","""7000""",32.0,,23562077.0,1434039085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-11 16:11:39.882464,60145.0,11.0
2015-06-17 15:43:03.346632,slurm_normal,1434555818.0,0.0,1.0,main_w2_handler1,2346442,9674888,False,,53611747,fasta,3984511.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20041680,,"""fasta""","""0""","""200""",32.0,,23678369.0,1434555806.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-06-17 15:43:42.558742,65004.0,12.0
2015-08-02 04:39:39.673039,slurm_normal,1438490409.0,0.0,1.0,main_w2_handler0,2398413,10049440,False,,53017,fasta,4329360.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20663006,,"""fasta""","""0""","""10000""",32.0,,24384437.0,1438490403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-08-02 04:40:11.359703,66858.0,6.0
2015-07-23 20:58:17.170859,slurm_normal,1437685127.0,0.0,1.0,main_w2_handler0,2329301,9958956,False,,230881,fasta,4243573.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20505377,,"""fasta""","""85""","""115""",32.0,,23423827.0,1437685122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-23 20:58:52.195712,64433.0,5.0
2015-07-23 21:40:22.665709,slurm_normal,1437687665.0,0.0,1.0,main_w2_handler0,2329301,9959351,False,,46315,fasta,4243905.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20506265,,"""fasta""","""85""","""115""",32.0,,23423827.0,1437687645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-23 21:41:09.404986,64433.0,20.0
2015-07-26 14:13:54.195989,slurm_normal,1437920060.0,0.0,1.0,main_w2_handler1,2329301,9994023,False,,219881,fasta,4276906.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560641,,"""fasta""","""80""","""115""",32.0,,23423827.0,1437920056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 14:14:22.465348,64433.0,4.0
2015-07-26 14:02:12.618224,slurm_normal,1437919366.0,0.0,1.0,main_w2_handler0,2329301,9993885,False,,264249,fasta,4276774.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560458,,"""fasta""","""80""","""115""",32.0,,23423827.0,1437919362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 14:02:51.429820,64433.0,4.0
2015-07-26 13:50:48.828480,slurm_normal,1437918673.0,0.0,1.0,main_w1_handler1,2329301,9993699,False,,1091139,fasta,4276617.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560182,,"""fasta""","""83""","""115""",32.0,,23423827.0,1437918669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 13:51:17.393728,64433.0,4.0
2015-07-26 13:51:57.118001,slurm_normal,1437918746.0,0.0,1.0,main_w1_handler0,2329301,9993713,False,,255069,fasta,4276632.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560169,,"""fasta""","""83""","""115""",32.0,,23423827.0,1437918742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 13:52:29.673240,64433.0,4.0
2015-07-26 13:48:01.915988,slurm_normal,1437918509.0,0.0,1.0,main_w2_handler1,2329301,9993666,False,,255069,fasta,4276587.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560169,,"""fasta""","""85""","""115""",32.0,,23423827.0,1437918505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 13:48:37.106453,64433.0,4.0
2015-07-26 14:01:38.519206,slurm_normal,1437919337.0,0.0,1.0,main_w2_handler0,2329301,9993871,False,,264249,fasta,4276762.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560458,,"""fasta""","""75""","""115""",32.0,,23423827.0,1437919333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 14:02:21.699623,64433.0,4.0
2015-07-26 13:49:23.181242,slurm_normal,1437918590.0,0.0,1.0,main_w1_handler0,2329301,9993677,False,,255069,fasta,4276598.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560169,,"""fasta""","""80""","""115""",32.0,,23423827.0,1437918586.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 13:49:58.574605,64433.0,4.0
2015-07-26 14:04:29.692019,slurm_normal,1437919491.0,0.0,1.0,main_w1_handler0,2329301,9993918,False,,264249,fasta,4276803.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20560458,,"""fasta""","""83""","""115""",32.0,,23423827.0,1437919487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-07-26 14:04:54.087664,64433.0,4.0
2015-09-01 10:00:08.902143,slurm_normal,1441101630.0,0.0,1.0,main_w1_handler1,2424994,10235593,False,,1062,fasta,4514797.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""0""","""90""",32.0,,24949577.0,1441101625.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:00:32.777538,17910.0,5.0
2015-09-01 10:21:26.671870,slurm_normal,1441102909.0,0.0,1.0,main_w2_handler0,2424994,10235661,False,,1062,fasta,4514936.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""0""","""100""",32.0,,24949577.0,1441102905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:21:53.867297,17910.0,4.0
2015-09-01 10:26:14.178066,slurm_normal,1441103204.0,0.0,1.0,main_w1_handler0,2424994,10235669,False,,1062,fasta,4514948.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""0""","""300""",32.0,,24949577.0,1441103199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:26:48.123347,17910.0,5.0
2015-09-01 10:53:53.723742,slurm_normal,1441104853.0,0.0,1.0,main_w2_handler1,2424994,10235754,False,,1062,fasta,4515103.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""25""","""75""",32.0,,24949577.0,1441104850.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:54:16.661152,17910.0,3.0
2015-09-01 10:28:26.750190,slurm_normal,1441103332.0,0.0,1.0,main_w2_handler1,2424994,10235679,False,,1062,fasta,4514961.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""150""","""300""",32.0,,24949577.0,1441103328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:28:55.207014,17910.0,4.0
2015-09-01 10:05:37.707661,slurm_normal,1441101960.0,0.0,1.0,main_w1_handler1,2424994,10235608,False,,2259,fasta,4514847.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971532,,"""fasta""","""0""","""10000""",32.0,,24949577.0,1441101955.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:06:02.325744,17910.0,5.0
2015-09-01 10:20:13.781793,slurm_normal,1441102838.0,0.0,1.0,main_w1_handler2,2424994,10235658,False,,1062,fasta,4514930.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""0""","""900""",32.0,,24949577.0,1441102830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:20:41.301337,17910.0,8.0
2015-09-01 10:59:18.746959,slurm_normal,1441105185.0,0.0,1.0,main_w1_handler1,2424994,10235771,False,,1062,fasta,4515143.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20971500,,"""fasta""","""50""","""75""",32.0,,24949577.0,1441105180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-09-01 10:59:49.002146,17910.0,5.0
2015-10-27 15:49:52.111115,slurm_normal,1445961015.0,0.0,1.0,main_w2_handler0,2486871,10744981,False,,30134,fasta,5004631.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21767272,,"""fasta""","""0""","""1300""",32.0,,25921839.0,1445961010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-27 15:50:19.655804,,5.0
2015-10-06 12:24:01.415787,slurm_normal,1444134265.0,0.0,1.0,main_w1_handler1,2461771,10509399,False,,1568,fasta,4785004.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21414993,,"""fasta""","""0""","""1000""",32.0,,25527158.0,1444134261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-06 12:24:27.461072,36889.0,4.0
2015-10-19 12:23:41.399110,slurm_normal,1445257442.0,0.0,1.0,main_w2_handler1,2476850,10638504,False,,9873,fasta,4903118.roundup,slurm,,132112168.0,corral-repl,,,"""yes""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21612984,,"""fasta""","""40""","""120""",32.0,,25771526.0,1445257436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-19 12:24:06.106555,71665.0,6.0
2015-10-19 13:36:19.932561,slurm_normal,1445261806.0,0.0,1.0,main_w1_handler1,2477009,10639800,False,,9873,fasta,4904108.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21614831,,"""fasta""","""20""","""120""",32.0,,25771526.0,1445261797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-19 13:36:51.829575,71665.0,9.0
2015-10-19 14:06:02.003344,slurm_normal,1445263587.0,0.0,1.0,main_w2_handler1,2477009,10640018,False,,9873,fasta,4904450.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21614831,,"""fasta""","""100""","""120""",32.0,,25771526.0,1445263582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-19 14:06:30.602511,71665.0,5.0
2015-10-20 10:36:47.875778,slurm_normal,1445337439.0,0.0,1.0,main_w2_handler1,2478169,10652231,False,,6528,fasta,4918181.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21633583,,"""fasta""","""50""","""60""",32.0,,25129573.0,1445337434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-10-20 10:37:23.843334,,5.0
2015-11-09 10:19:24.697111,slurm_normal,1447064380.0,0.0,1.0,main_w1_handler0,2457152,10851116,False,,89857,fasta,5105584.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21923662,,"""fasta""","""44""","""66""",32.0,,24949577.0,1447064375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-09 10:19:42.436739,17910.0,5.0
2015-11-06 16:45:46.413114,slurm_normal,1446828363.0,0.0,1.0,main_w1_handler1,2497312,10836302,False,,1740096,fasta,5091303.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21894545,,"""fasta""","""100""","""8000""",32.0,,26127942.0,1446828358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-06 16:46:09.321115,,5.0
2015-11-06 16:40:03.031090,slurm_normal,1446828028.0,0.0,1.0,main_w1_handler1,2497312,10836252,False,,44207605,fasta,5091268.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21894556,,"""fasta""","""100""","""8000""",32.0,,26127942.0,1446828017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-06 16:40:30.032123,,11.0
2015-11-07 12:55:13.066391,slurm_normal,1446900957.0,0.0,1.0,main_w1_handler0,2457152,10841156,False,,62515199,fasta,5096081.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21910568,,"""fasta""","""44""","""66""",32.0,,24971379.0,1446900920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-07 12:55:58.467933,17910.0,37.0
2015-11-09 10:58:15.001258,slurm_normal,1447066736.0,0.0,1.0,main_w1_handler0,2457152,10851597,False,,62515199,fasta,5105819.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21910568,,"""fasta""","""33""","""66""",32.0,,24949577.0,1447066708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-09 10:58:58.649163,17910.0,28.0
2015-11-09 11:22:41.864560,slurm_normal,1447068198.0,0.0,1.0,main_w1_handler1,2457152,10852188,False,,62515199,fasta,5106191.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21910568,,"""fasta""","""22""","""66""",32.0,,24949577.0,1447068175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-09 11:23:21.673733,17910.0,23.0
2015-11-12 23:14:55.850823,slurm_normal,1447370121.0,0.0,1.0,main_w2_handler0,2505165,10890176,False,,2518448,fasta,5143444.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21986160,,"""fasta""","""10""","""100""",32.0,,26255374.0,1447370114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-12 23:15:26.897626,,7.0
2017-01-09 22:29:59.024062,slurm_normal,1484001010.0,0.0,1.0,main_w4_handler1,2936681,14720092,False,,2731,fasta,8889016.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27857653}]","""fasta""","""0""","""120""",32.0,,34312714.0,1484001005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2017-01-09 22:30:15.054407,5613.0,5.0
2015-11-26 16:32:25.760508,slurm_normal,1448555572.0,0.0,1.0,main_w2_handler0,2497312,11016597,False,,44882914,fasta,5274987.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21903032,,"""fasta""","""0""","""4000""",32.0,,26143343.0,1448555564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2015-11-26 16:32:56.150099,72922.0,8.0
2016-02-02 14:12:09.732891,slurm_normal,1454423002.0,0.0,1.0,main_w1_handler2,2534574,11681300,False,,66,fasta,5934574.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23115588,,"""fasta""","""5""","""6""",32.0,,26514348.0,1454422535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-02-02 14:23:53.542973,30421.0,467.0
2016-02-02 14:29:32.956018,slurm_normal,1454423423.0,0.0,1.0,main_w2_handler0,2534574,11681437,False,,66,fasta,5934778.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23115588,,"""fasta""","""0""","""6""",32.0,,26514348.0,1454423416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-02-02 14:30:30.824162,30421.0,7.0
2016-01-21 17:47:25.094635,slurm_normal,1453398660.0,0.0,1.0,main_w1_handler2,2573603,11573427,False,,446603,fasta,5837990.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22994583,,"""fasta""","""99""","""100""",32.0,,27619145.0,1453398617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-21 17:51:10.857765,,43.0
2016-01-23 03:45:48.783478,slurm_normal,1453520765.0,0.0,1.0,main_w1_handler1,2563733,11584765,False,,446603,fasta,5850349.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22874132,,"""fasta""","""98""","""99""",32.0,,27674417.0,1453520758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-23 03:46:06.890637,76714.0,7.0
2016-01-23 12:58:52.276563,slurm_normal,1453553950.0,0.0,1.0,main_w1_handler0,2546517,11585733,False,,4474636,fasta,5851330.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",22644699,,"""fasta""","""200""","""100000""",32.0,,27577288.0,1453553944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-23 12:59:11.729497,75680.0,6.0
2016-01-23 16:34:51.587879,slurm_normal,1453566921.0,0.0,1.0,main_w1_handler2,2563733,11586227,False,,1050886,fasta,5851759.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23016631,,"""fasta""","""98""","""99""",32.0,,27674417.0,1453566906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-23 16:35:23.264044,76714.0,15.0
2016-01-23 16:52:15.127480,slurm_normal,1453567968.0,0.0,1.0,main_w1_handler2,2563733,11586301,False,,1055734,fasta,5851852.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23016760,,"""fasta""","""98""","""99""",32.0,,27674417.0,1453567946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-23 16:52:50.940945,76714.0,22.0
2016-01-23 16:29:06.789391,slurm_normal,1453566567.0,0.0,1.0,main_w1_handler1,2563733,11586218,False,,459147,fasta,5851750.roundup,slurm,,132112168.0,corral-repl,,,"""no""","""/galaxy-repl/localdata/chrom/?.len""","""?""",23016623,,"""fasta""","""98""","""99""",32.0,,27674417.0,1453566560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: splitter92/5.0.0,5.0.0,,2016-01-23 16:29:29.744887,76714.0,7.0
